SNP,Chr,Pos,Effect,SE,DHH1_LSM3_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0424160644383111,0.110949530173348,0.702468520729466
2,1,1035,-0.0296273428037327,0.112175443049628,0.791844568454148
3,1,1074,-0.0595514826436219,0.189560834505829,0.753588902518943
4,1,1470,-0.149036019978835,0.188737980732047,0.430265149781623
5,1,1475,-0.00388834151161888,0.139431413398308,0.977767934551942
6,1,1491,0.000607214957290436,0.121966971282085,0.996030544750714
7,1,21249,-0.0633211595080603,0.700199268341191,0.927994380284653
8,1,27243,-0.0300538282937399,0.0955093563353258,0.753198933369387
9,1,27272,0.00292499781648492,0.0940880868136427,0.975217035859707
10,1,27498,-1.00794811068615,0.857516960826462,0.240616335849741
11,1,27561,0.853517970695853,0.647503661491593,0.188302441658879
12,1,27816,0.103546692277745,0.095849754861661,0.280745194538926
13,1,27822,0.102996388100213,0.0957292121771186,0.282700563343205
14,1,27823,0.108301893201618,0.0976911756934775,0.268351084104311
15,1,27825,0.104646721479205,0.0957241416685165,0.275046464442658
16,1,27843,0.103195199764196,0.091697705970881,0.26119060240183
17,1,27848,0.103195199764196,0.091697705970881,0.26119060240183
18,1,28495,0.135892401149213,0.0915783635879646,0.138729894145383
19,1,28975,0.111415914338597,0.0910565931430952,0.221923143154032
20,1,29283,-0.0308053286129084,0.204488108715178,0.880340967296967
21,1,29752,-0.390440186011069,0.212184870535249,0.0665937400967056
22,1,29787,1.12919699396847,0.573756668054046,0.0498415508025208
23,1,30057,0.202602031902332,0.186739242419894,0.278685880990468
24,1,30479,1.00664586508513,0.545454418702197,0.0657995230605504
25,1,30706,0.0549178352067082,0.0941926580940481,0.560240449206536
26,1,31435,0.120962388886767,0.0907797095258037,0.183561134755088
27,1,35128,-0.0150718606553948,0.125433357208848,0.904426098159631
28,1,35129,-0.0466510778274931,0.125732626829266,0.710834788228592
29,1,36146,0.0318589995337375,0.0905225691944244,0.725089233385781
30,1,37255,-0.0418022995474292,0.182732301676151,0.819185979118842
31,1,37409,0.0143180267618159,0.091024788313614,0.875099845124423
32,1,37478,0.00504881409651375,0.0911058333341002,0.955837585504011
33,1,39144,-0.0771898718718554,0.0905973828188929,0.394786220233454
34,1,41499,-0.111137285787511,0.0902452802539524,0.218954775224547
35,1,45359,-0.155682875236049,0.152030856945557,0.306526318385613
36,1,45634,-0.0553753135204875,0.139821091967638,0.692311793381802
37,1,51248,-0.0736602467283119,0.0907392262963386,0.417465198180076
38,1,51462,-0.060120096477243,0.090890732089362,0.508752303124189
39,1,52124,-0.0920333378018432,0.0906916925640719,0.31089932092314
40,1,52667,-0.107234502149283,0.0904985251910697,0.236841876779636
41,1,55470,-0.120144576288419,0.0929263006291882,0.196890584654354
42,1,59265,-0.0597391500455439,0.0905767900390907,0.509978166777093
43,1,60165,-0.071154997242973,0.0904848717978608,0.432175679281331
44,1,62308,-0.0315166671206041,0.0904489382477621,0.727712179068378
45,1,62869,-0.0682504334220537,0.090380157713912,0.450663468611879
46,1,65431,0.0134281389532331,0.0944665774775013,0.887045001719774
47,1,65451,0.0329779998911167,0.0931132426834549,0.723422280217555
48,1,65719,0.00386110319211608,0.0971168890606244,0.968309111751922
49,1,66841,0.0240936581756808,0.0904866732202442,0.790188677043831
50,1,66948,0.00394056548244387,0.0910509013243424,0.965503832737724
51,1,68621,-0.0486368721520742,0.0907675763329176,0.592406786755376
52,1,69417,-0.0778946499201685,0.0904691455353255,0.389818127893936
53,1,69820,-0.572506386454756,0.3530675748432,0.105798822926133
54,1,69821,-0.108254030230954,0.21980358743482,0.622669643304346
55,1,70906,-0.138837686977002,0.145292842150943,0.339942737877932
56,1,74327,-0.0847766727590742,0.0909501466284408,0.351910328055076
57,1,74572,-0.0896865312356822,0.0906940346102126,0.323393720910594
58,1,75211,-0.065671113193088,0.0905866061783441,0.46896057935446
59,1,76030,-0.0243600882192911,0.0906447429601058,0.788284893498985
60,1,80108,-0.107902364402054,0.0904504391129487,0.233692267672921
61,1,81262,-0.084185601419171,0.0904874467307176,0.352822231076097
62,1,81999,-0.115630555336584,0.0906108049106971,0.202750939110954
63,1,82431,-0.139465976292317,0.0909470592989335,0.126052055014569
64,1,83284,-0.0602273021444794,0.0905287424917673,0.506303450214933
65,1,83613,-0.0370639277711,0.0905540114754626,0.682566364844658
66,1,84112,-0.0190573616606065,0.0905797995493657,0.833482292922272
67,1,84701,0.0359317240817019,0.0969824629558453,0.711234330400767
68,1,84858,0.0909838124333104,0.0907119721716903,0.316549466266752
69,1,85751,0.0165819365811777,0.0912102496153682,0.855844779287501
70,1,87445,0.00186720231143472,0.0914072865658615,0.983714062672959
71,1,87467,-0.0322028313678051,0.0918698749947272,0.726152636200271
72,1,89070,0.00130152778079146,0.0913107510550427,0.98863552787159
73,1,89616,0.039966161765542,0.0907946563036865,0.660074789077024
74,1,89679,0.0175788974041764,0.0908262529819015,0.84664408615091
75,1,89880,0.00659025213144157,0.090853409370934,0.942215481955966
76,1,91472,0.034643157853765,0.0915099020389232,0.705232716374593
