SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0940115923884791,0.0723745402258969,0.194805663397405
2,1,1035,0.0934938848728559,0.0731719548484938,0.202184837596268
3,1,1074,0.0516721457646367,0.123910552627391,0.676923356514456
4,1,1470,-0.0391812280561972,0.123477131414506,0.75119169113645
5,1,1475,-0.0548962564073898,0.0911053338385583,0.547189581326168
6,1,1491,-0.0594504161511806,0.0796720400497842,0.456049760241787
7,1,21249,-0.661105213583479,0.456400087206542,0.148358991188762
8,1,27243,-0.0188822996462144,0.062439080141415,0.762516451662918
9,1,27272,-0.0856091098973005,0.0613403512603217,0.163699865991199
10,1,27498,0.386346987727162,0.561313728576009,0.491721832588573
11,1,27561,-0.196768737959097,0.424211152085617,0.643043822871594
12,1,27816,-0.00143799679805079,0.0627643934347254,0.981734188566188
13,1,27822,-0.00724941267625195,0.0626834813201626,0.9079948344111
14,1,27823,-0.0197869289823366,0.0639671690604474,0.757253436079823
15,1,27825,-0.0132278093469183,0.0626807149675238,0.832981924599419
16,1,27843,-0.00479042087304208,0.0600534785002857,0.936465984318119
17,1,27848,-0.00479042087304208,0.0600534785002857,0.936465984318119
18,1,28495,-0.00373532456876807,0.0600546630603187,0.950439765432386
19,1,28975,0.00679070350672353,0.0596524639474914,0.909431112919299
20,1,29283,-0.111066909327433,0.13355585615334,0.406189084189682
21,1,29752,-0.200708280349248,0.13896770488923,0.149547195378745
22,1,29787,-0.0827391566713338,0.377114954063643,0.826464998042425
23,1,30057,0.0543918301011681,0.122248254956173,0.65664354085261
24,1,30479,-0.347026324915476,0.357825836423667,0.332800699390959
25,1,30706,-0.0182181242425373,0.0615996419978551,0.767594532088619
26,1,31435,-0.0285106074329185,0.0594761532147791,0.631977960136646
27,1,35128,0.0126047492147761,0.081999899368658,0.877920999635491
28,1,35129,-0.0267200481599721,0.0822003363922477,0.74532816519196
29,1,36146,-0.0262195070553492,0.059172270606759,0.657961481819596
30,1,37255,0.153499106505021,0.119188827720577,0.198636611820923
31,1,37409,0.0297032582778483,0.0594877456046517,0.617866942636353
32,1,37478,0.0300816711374286,0.0595383815441374,0.613699691089576
33,1,39144,-0.0495821200095105,0.0592293570377286,0.403091103348023
34,1,41499,-0.0285038194892542,0.0591041989328304,0.629917403699813
35,1,45359,-0.0110369474366552,0.0995346301195848,0.911770159952746
36,1,45634,-0.00139490226010253,0.0914270986272715,0.987835775366556
37,1,51248,-0.0294614593242402,0.0593546145722252,0.619946963485904
38,1,51462,-0.0284564721605717,0.0594365431867918,0.632398217187335
39,1,52124,-0.0419709084870301,0.0593332864766738,0.4797999365266
40,1,52667,-0.0770050283284864,0.0591383125214491,0.193725221982846
41,1,55470,-0.00650186648048487,0.0608924450456586,0.915027151194724
42,1,59265,0.0140612119418737,0.0592455350001836,0.812532330456519
43,1,60165,-0.000553625860556364,0.0592054809702845,0.99254443440212
44,1,62308,0.05431692886598,0.0590696716089032,0.358441085253089
45,1,62869,0.0697102362766802,0.0590164309723458,0.238318289746301
46,1,65431,0.0582888020322945,0.0616804983973696,0.345299201699883
