SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0305515191390433,0.101766633023267,0.764192506904888
2,1,1035,-0.0411271497974003,0.102869797173938,0.68954702952523
3,1,1074,-0.138159640509749,0.173726509507096,0.426990329083414
4,1,1470,-0.187728026705708,0.172967540243711,0.278513176830656
5,1,1475,-0.0294044675417982,0.12787159072886,0.818261413448041
6,1,1491,0.0496070929792483,0.111832164927223,0.657614268039782
7,1,21249,0.747802164351588,0.640968195657916,0.244128819933385
8,1,27243,0.130777035719302,0.0873327778942524,0.135168131222056
9,1,27272,0.0428328908779317,0.0862639039517846,0.619827335379178
10,1,27498,1.58092609468577,0.783513251180827,0.0443745649026093
11,1,27561,0.230926283865932,0.595197875524984,0.698262937400853
12,1,27816,0.00681384873088747,0.0880540902132682,0.938363075598364
13,1,27822,-0.00511407720205548,0.087942501414236,0.953660052284369
14,1,27823,-0.0225265031298508,0.0897463489985227,0.801958689451375
15,1,27825,-0.0117769217604088,0.087940688755797,0.893543007905287
16,1,27843,0.0346814857471406,0.0842320521748357,0.680781801237527
17,1,27848,0.0346814857471406,0.0842320521748357,0.680781801237527
18,1,28495,0.0589556523897726,0.0841951869125444,0.484247455472842
19,1,28975,0.0667900275007859,0.0836149194090824,0.424954375326452
20,1,29283,0.176283962026138,0.187319669980877,0.347304224778472
21,1,29752,-0.374262120722094,0.19452145745547,0.0551564895575579
22,1,29787,0.827713832348095,0.527269040377336,0.117354504812727
23,1,30057,0.357558540368608,0.17049639847902,0.0366901968521622
24,1,30479,0.120167124308661,0.502636363468438,0.811187192368458
25,1,30706,0.0419870102422692,0.0864025044771936,0.627306476788679
26,1,31435,-0.0125980228391715,0.0834660236924074,0.880112462206721
27,1,35128,-0.156818050811504,0.114741736661513,0.172587755678646
28,1,35129,-0.181998784516988,0.114932026123344,0.114195236792111
29,1,36146,-0.0732816494123939,0.0829466640688667,0.377578720483605
30,1,37255,-0.195208932862819,0.167284982912394,0.244028575233668
31,1,37409,-0.0145273394008278,0.0834837129954338,0.861954166534803
32,1,37478,-0.0237408531545684,0.0835495078751204,0.776459644795285
33,1,39144,0.00618912306782908,0.0831771090442629,0.940727118482363
34,1,41499,0.0466567628699935,0.0829098637228836,0.57396860990323
35,1,45359,-0.118081332388254,0.139502194108565,0.39787639828045
36,1,45634,0.127238352466122,0.128088008321138,0.321211747489099
37,1,51248,-0.0201222644456236,0.08329322055465,0.809243211791472
38,1,51462,-0.0263455806520775,0.0834012743352401,0.752273125189535
39,1,52124,-0.0463942662948212,0.0832634980164031,0.577745180346745
40,1,52667,-0.0251475108471244,0.0831558349804607,0.7625143905593
41,1,55470,-0.0656684834174761,0.0853583882639645,0.442213873906508
42,1,59265,-0.0609113580339155,0.0830614053697243,0.463844359046414
43,1,60165,-0.0627236814951113,0.0829947189493094,0.450300049679195
44,1,62308,-0.0634691806086844,0.0829016877393699,0.4444284526767
45,1,62869,-0.0596867184619042,0.082899217959416,0.472006773970293
46,1,65431,0.0367017906354881,0.0866214979486501,0.672040464054591
47,1,65451,0.0267178662617641,0.0854031497469597,0.754583897703908
48,1,65719,-0.00362205279521904,0.0890717946350098,0.967586416692972
49,1,66841,-0.00865669671361954,0.0829978846219859,0.916990346149059
50,1,66948,-0.0346479833498798,0.0834881747352044,0.67839058842841
51,1,68621,-0.0338841039078792,0.0832627834024927,0.684288581177879
52,1,69417,-0.0461241212580612,0.0830255494397244,0.57887637235724
53,1,69820,-0.219768715671608,0.324812943509017,0.499102330983244
54,1,69821,-0.0704185789984066,0.201629652498525,0.727112020947349
55,1,70906,-0.301262001803658,0.13246217528879,0.023546059251664
56,1,74327,-0.0346230575525481,0.0834981709220473,0.678645271358371
57,1,74572,-0.000431631293452694,0.083296147636487,0.995868397359684
58,1,75211,-0.0250087285121326,0.0831336538360319,0.763724615416572
59,1,76030,0.0154124651830903,0.0831402624815917,0.853038185649522
60,1,80108,-0.0301275266853495,0.0831091825745342,0.717191332793222
61,1,81262,-0.080852990955666,0.0829817155321257,0.330551446040382
62,1,81999,-0.0671385620329095,0.0832194651028366,0.420345028780457
63,1,82431,-0.00816367561731077,0.0836893247825416,0.922347060021023
64,1,83284,-0.074563555989795,0.0829866099984078,0.369530931753551
65,1,83613,-0.0702620100709883,0.0829880780061559,0.397762800959778
66,1,84112,-0.057728943075952,0.0830246137260325,0.487310217273702
67,1,84701,-0.0649018330304371,0.0888987173537953,0.465834719855076
68,1,84858,-0.0538778587058896,0.0832665668632466,0.518018348819845
69,1,85751,-0.0663854566162212,0.0835837325368457,0.42758994267214
70,1,87445,-0.0838248618830733,0.0837164281956786,0.317369958759591
71,1,87467,-0.0793093474899967,0.0841683264271772,0.346698473324835
72,1,89070,-0.0661144531090185,0.0836727031094538,0.429967389980631
73,1,89616,-0.101596527544736,0.083120444886757,0.222416942942962
74,1,89679,-0.0593162491202876,0.0832468550502861,0.476604608452555
75,1,89880,-0.0688555990747927,0.0832471772859903,0.408726492893391
76,1,91472,-0.0748595669316792,0.0838517218475978,0.372593239600453
77,1,93789,-0.0177270939530947,0.0830760924621056,0.831150784684818
78,1,94351,-0.0275745665881078,0.0832871757623421,0.740781875996693
79,1,99148,-0.0359180228615536,0.0830594526740114,0.665687515265967
80,1,101281,0.0521055293692267,0.908635117078754,0.954302952901457
81,1,106011,-0.0527472947441964,0.0865409315373609,0.54258060206797
82,1,106800,-0.0227614663072659,0.0831846962115037,0.784532351055063
83,1,107970,-0.054083064398709,0.0828970817951894,0.514559928937631
84,1,109000,-0.0241382099129147,0.0830832927530937,0.771581217812976
85,1,112549,0.0416678035659028,0.0829695288142363,0.615835668882769
86,1,112742,0.000828087842836084,0.0833225166365663,0.992076093386989
87,1,113050,0.0331115466841533,0.0831636847697503,0.690760968869747
88,1,113135,-0.00821423588052145,0.0829693341284524,0.921191865303639
89,1,114076,0.00553721032761523,0.0829699625876431,0.946828438537244
90,1,114628,0.0226138862764922,0.0831716781569535,0.785862420305662
91,1,116283,-0.0421635889079395,0.0836129169744804,0.614385387369584
92,1,126880,2.38260904743396,1.5642505252815,0.128613162825382
93,1,127853,-0.0841684813897844,0.0833670154193154,0.313371934356351
94,1,128302,-0.102311385311185,0.0829881381396836,0.218454561144087
95,1,128704,-0.126318899324596,0.0829774601047762,0.128822226957824
96,1,128911,-0.117944414611808,0.0830216109734968,0.156302042828994
97,1,130267,-0.0280841759167933,0.0832057147141744,0.735920270719116
98,1,130271,-0.0272369288334867,0.0833052977819236,0.743897110678452
99,1,130613,-0.000279404439184977,0.084096510570296,0.997350969170641
100,1,132012,-0.052996210735122,0.0838705897540718,0.527873807451996
101,1,133231,-0.102716443736598,0.0831429801234984,0.217496056446493
102,1,137074,-0.0639649090843325,0.0831343451583688,0.442160821035255
103,1,137304,-0.0794347989105913,0.0831254979825996,0.339927868063374
104,1,139686,-0.109173415285276,0.0831395165348275,0.189990379919256
105,1,149562,-0.0553644292081213,0.0834804678877508,0.507633911670849
106,1,150447,-0.0680945347986863,0.0843812245769266,0.420217467697893
107,1,151446,-0.113379107082229,0.169567463256846,0.504163960517112
108,1,154084,-0.0699545412639629,0.0846381018228276,0.409071112076029
109,1,156633,-0.079587732398902,0.085776923570615,0.354121691348664
110,1,157269,-0.0829685410066039,0.0830650561398887,0.318557324655926
111,1,160054,-0.0458565235958442,0.0839371784776042,0.585191405123415
112,1,166222,-0.0363620144585802,0.0833291007944687,0.66283772231946
113,1,166416,-0.0451444420738208,0.083147645256183,0.58751161196041
114,1,167326,-0.0200292126802126,0.0836482504032203,0.81089897564094
115,1,168836,-0.00261404089963796,0.0832584898803556,0.974970925658231
116,1,171200,0.0108673005375124,0.0833812855854866,0.896377519866812
117,1,171431,0.0207472934353052,0.0838965914101958,0.804822903428856
118,1,173339,0.01379202231754,0.0832481300628633,0.86850861864389
119,1,173845,0.00593596891566139,0.0831817559528337,0.943150519407917
120,1,175121,0.0412495765009579,0.0829883920210769,0.61946155064867
121,1,175281,0.0265333915876361,0.0830759888014558,0.749621985720944
122,1,175315,0.0262128354773729,0.0830501179502309,0.752472380681817
123,1,175523,0.0291796708354864,0.0835180208869253,0.727011073769832
124,1,175541,0.0264471704368592,0.0831796376108154,0.750709004501914
125,1,175653,0.039580833820268,0.0834281986913039,0.635486705732328
126,1,175805,-0.0115312882796244,0.0881728613169599,0.896023470421558
127,1,175818,0.0132331833832682,0.0861463982188057,0.878002876214456
128,1,175856,0.0217889618480421,0.0848246024266262,0.797428178704251
129,1,175876,0.0368710877880515,0.0835094045702221,0.659106778857016
130,1,175989,0.025624424916,0.0837596887558368,0.75983988901824
131,1,176001,0.0296751216891919,0.0841924805813514,0.724697957543972
132,1,176451,0.0550211584503194,0.0851691723889836,0.518684854514009
133,1,177692,0.0216621582495912,0.0830538335599761,0.794382875736659
134,1,178191,0.0310463816344944,0.0831278872754189,0.709017402903451
