SNP,Chr,Pos,Effect,SE,SSH1_ERG11_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0254369750011504,0.170317027608389,0.881362164354998
2,1,1035,0.164326249846527,0.171963445763337,0.33993423697071
3,1,1074,0.23327763831827,0.290716731711806,0.422848504696772
4,1,1470,-0.0909102340373451,0.2898935029143,0.754011048687385
5,1,1475,0.196624665788026,0.213745814133882,0.358253465790815
6,1,1491,0.394924490814159,0.186013056421965,0.0344407686480536
7,1,21249,0.00977691549920046,1.07468965246446,0.992746539094176
8,1,27243,-0.0260542365050254,0.146603327052595,0.859045385761105
9,1,27272,-0.0152390355765977,0.144405859797867,0.916015836779338
10,1,27498,0.973877661486089,1.31768511396326,0.460348215927851
11,1,27561,-0.0521416923568898,0.996238257812444,0.958288520805124
12,1,27816,-0.0572869330242781,0.147323210075377,0.697620032138926
13,1,27822,-0.0805734069964072,0.147104979929187,0.584225348587618
14,1,27823,-0.0722723095165862,0.150149544308539,0.630576286303599
15,1,27825,-0.0584188434439682,0.14713462673773,0.691575346330608
16,1,27843,-0.083677486949268,0.140921029180436,0.553032934515189
17,1,27848,-0.083677486949268,0.140921029180436,0.553032934515189
18,1,28495,-0.0316342429654911,0.140983618795171,0.822589580918088
19,1,28975,-0.000315880193960477,0.140051209492093,0.998201677198471
20,1,29283,-0.284882294989646,0.313495321651844,0.36411317537848
21,1,29752,-0.0763064932975004,0.327197764470754,0.815731845400374
22,1,29787,0.198574266676302,0.885366182503733,0.822665382962771
23,1,30057,-0.0377286310436613,0.287080896867687,0.895516670899089
24,1,30479,1.1206173015793,0.839084271527386,0.182565342095773
25,1,30706,-0.0684096001426912,0.144592192340363,0.636419289666418
26,1,31435,-0.0999059538700516,0.139578896984271,0.474608485083424
27,1,35128,0.380408179202273,0.191453478200461,0.0477007434133645
28,1,35129,0.161970560663252,0.192821507846746,0.401475507660632
29,1,36146,-0.0436939825291133,0.138940437018392,0.753342323844157
30,1,37255,0.0471062199092778,0.280470118103631,0.86671525251121
31,1,37409,0.0104743380088461,0.139710122944755,0.940279511166788
32,1,37478,0.0362977317535347,0.139817990016554,0.795318259414903
33,1,39144,0.0467266221023798,0.139171030799741,0.737259139862774
34,1,41499,0.158917688466608,0.13854921178212,0.252153256172376
35,1,45359,-0.0421825509714688,0.23367499066808,0.856849484451548
36,1,45634,-0.0563348957099619,0.214626435539601,0.793105417426147
37,1,51248,-0.0199308629813954,0.13939395072777,0.8863857661886
38,1,51462,-0.035667858286098,0.139574102008769,0.798448846126024
39,1,52124,0.0496001858313797,0.139372986906655,0.722142332667919
40,1,52667,0.0904695538637709,0.139091259067235,0.51583562581327
41,1,55470,-0.140415825408776,0.142766624592917,0.326018323051732
42,1,59265,-0.0794909061802481,0.139040016564082,0.567880663288219
43,1,60165,-0.0702741695967117,0.13894892300952,0.613344029561497
44,1,62308,-0.06278899923621,0.138806162637986,0.651294549932243
45,1,62869,-0.100620146755477,0.138725613664561,0.468737678687915
46,1,65431,-0.0639849364675121,0.144953002825626,0.659180311456595
47,1,65451,-0.0262654812634684,0.142930285993646,0.854303889713123
48,1,65719,-0.120732404713293,0.148918351556531,0.418067644817329
49,1,66841,-0.12219422240544,0.138742024563677,0.379063368140802
50,1,66948,-0.122442418754393,0.139594750062483,0.381013835048097
51,1,68621,-0.355520884287804,0.138077654033649,0.0104368259914152
52,1,69417,-0.200759666659263,0.138587936991731,0.148334610487384
53,1,69820,-0.981660383641542,0.541392975356345,0.0706482564038756
54,1,69821,0.0172099088770503,0.337472796484498,0.959357206741432
55,1,70906,0.0843754162354271,0.223240904766756,0.705689858636773
56,1,74327,-0.314085891778276,0.138760095597952,0.0242104351024831
57,1,74572,-0.274636936052308,0.13862281136987,0.0483465501936231
58,1,75211,-0.388113958460357,0.137595273391156,0.00506284832439186
59,1,76030,-0.250846432002369,0.138495217607346,0.0709554066772299
60,1,80108,-0.153569888299609,0.138864023860674,0.269522412965666
61,1,81262,-0.102118297853234,0.138945519164435,0.462856651053962
62,1,81999,-0.0640948759447006,0.139349617240905,0.645830026378417
63,1,82431,-0.0622330639058959,0.140012035272317,0.656965311097293
64,1,83284,-0.0127459292041599,0.139030424270221,0.927006462506947
65,1,83613,0.016111433939566,0.139014114069413,0.90779941941833
66,1,84112,-0.089133488738373,0.138951116008651,0.521631235213472
67,1,84701,-0.131591153953581,0.14871437706497,0.376835363063011
68,1,84858,-0.0810961713977292,0.139357642228697,0.560986349742943
69,1,85751,-0.128301839754632,0.139830893948034,0.359480956859
70,1,87445,-0.127432606282885,0.140129437902315,0.363763659916729
71,1,87467,-0.138420588589865,0.140835359669972,0.326352474468742
72,1,89070,-0.0992586297041159,0.140045668670772,0.478941831538605
73,1,89616,-0.138975533948579,0.139194968328196,0.318757923947535
74,1,89679,-0.115755098699851,0.139272813898669,0.406456804240176
75,1,89880,-0.103775373346593,0.139334908852359,0.456893685527983
76,1,91472,-0.0780791219231369,0.140417926215655,0.578530242219633
77,1,93789,-0.0669411473609977,0.138986419165989,0.630361541288911
78,1,94351,-0.0724034670780739,0.139344710063195,0.603668270202616
79,1,99148,-0.0256179847356056,0.13902539315701,0.853908723905613
80,1,101281,-0.127247167993103,1.52054116449835,0.933353963914286
81,1,106011,-0.0722784415553975,0.144846432441676,0.618089854810365
82,1,106800,-0.126221821313581,0.139057430276291,0.364658285873698
83,1,107970,-0.203555570915589,0.138383699479533,0.142195335356669
84,1,109000,-0.0554465801291178,0.13902046488632,0.690254068534484
85,1,112549,-0.0448761328134361,0.138873838560408,0.746778149825865
86,1,112742,-0.125348842393964,0.139275807507653,0.368731454923984
87,1,113050,-0.0739705203366173,0.139145251976297,0.59533293064029
88,1,113135,-0.132647152991244,0.138666774225775,0.339429244260098
89,1,114076,0.0406060104884393,0.13882956553311,0.77008521549648
90,1,114628,0.0538152372031567,0.139168171370498,0.699217135196132
91,1,116283,0.00818544561519441,0.139971169101861,0.953399771714805
92,1,126880,-1.80155777869715,2.62452123477021,0.492890784691433
93,1,127853,-0.218025240236964,0.139228478334767,0.118255615907846
94,1,128302,-0.150122888977003,0.138945027705377,0.280680307577188
95,1,128704,-0.140566186229801,0.139112082958595,0.312970530476845
96,1,128911,-0.0584308835394359,0.139293826601493,0.675121010016175
97,1,130267,-0.00764776157551711,0.139261900922139,0.956236137627066
98,1,130271,-0.00383563032481232,0.139427632671332,0.978068645892322
99,1,130613,0.0565075246126533,0.140698585693554,0.688205911229529
100,1,132012,-0.0827062858912736,0.140363002410473,0.556082963765576
101,1,133231,-0.138436757165159,0.139240692245682,0.320793730063059
102,1,137074,-0.110373634520182,0.139113220283055,0.428072735989949
103,1,137304,-0.183676527504872,0.138942096145868,0.187035950377335
104,1,139686,-0.13029468787503,0.139296122774681,0.350232376433759
105,1,149562,-0.193843099645387,0.139405557473013,0.165253822247967
106,1,150447,-0.173324476181762,0.1410359851837,0.219913669844661
107,1,151446,-0.240736201622042,0.283651888129847,0.396621741147051
108,1,154084,-0.159083264114793,0.141520961979004,0.261735777790644
109,1,156633,-0.186555032778229,0.14337431632484,0.194047298137777
110,1,157269,-0.263887290600767,0.138490544781708,0.05753337458906
111,1,160054,-0.13441766987786,0.140341222522937,0.338823272978762
112,1,166222,-0.145217129621023,0.139269804885857,0.297799142890033
113,1,166416,-0.124630356816143,0.139042797302891,0.370679224569812
114,1,167326,-0.151852244981346,0.139758449203089,0.277984378610869
115,1,168836,-0.19112204894986,0.138956699251393,0.169877404533513
116,1,171200,-0.162165900918001,0.13926999161091,0.245048505246483
117,1,171431,-0.191230220286632,0.14003894104891,0.172949645878574
118,1,173339,-0.152672550200145,0.139079241024452,0.273067180083096
119,1,173845,-0.17888642640894,0.138874940066583,0.198550812913712
