SNP,Chr,Pos,Effect,SE,ERV25_ERG5_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.22045441055672,0.14112575065698,0.11915732761911
2,1,1035,0.180173730376132,0.142840381999227,0.208010611801307
3,1,1074,0.102484931043421,0.241872074976339,0.672031421540642
4,1,1470,0.275304671851517,0.240616583802501,0.25333115320239
5,1,1475,-0.0621018562604716,0.177898787093294,0.727233386453131
6,1,1491,-0.2071558133384,0.155251790489154,0.182958585830205
7,1,21249,1.19295373901984,0.891280195028892,0.181603989508828
8,1,27243,0.223019363925144,0.121317854943613,0.0668573338661325
9,1,27272,0.0884239229072585,0.119974283855158,0.461597340205795
10,1,27498,-0.549882735489356,1.09603143914296,0.61618890600221
11,1,27561,-0.492094545335549,0.82790036159993,0.552632976902545
12,1,27816,-0.0224937283952337,0.122510644413405,0.854427723742473
13,1,27822,-0.0290047996206545,0.122351041339071,0.812746098218965
14,1,27823,-0.039668924720401,0.12486329905268,0.75090123864504
15,1,27825,-0.0381518079984506,0.122343929726687,0.755345747205223
16,1,27843,-0.00956779015571738,0.117224634238343,0.93499572710327
17,1,27848,-0.00956779015571738,0.117224634238343,0.93499572710327
18,1,28495,0.018045655282104,0.117223703691194,0.877743410816215
19,1,28975,0.0462483398657433,0.116418018091517,0.691415084734152
20,1,29283,0.0847900922089551,0.260917911545743,0.74539744889353
21,1,29752,-0.0783089486592985,0.272034011783262,0.773619354196379
22,1,29787,-0.424114880494831,0.735834261690908,0.564730514652467
23,1,30057,0.356912473724224,0.237938977274532,0.134503867402498
24,1,30479,-1.08561406989587,0.697016806543158,0.120244341100126
25,1,30706,0.0598357475863753,0.120215521405028,0.618979138291703
26,1,31435,-0.052344930075032,0.116102100486728,0.652372620641076
27,1,35128,-0.0823597742167257,0.160009527599975,0.607072257534332
28,1,35129,0.0329828780194283,0.160469869565651,0.837269209579484
29,1,36146,-0.0288016683981167,0.115526509348282,0.80326764218941
30,1,37255,0.00959334468484663,0.233202553526217,0.96720962295395
31,1,37409,0.0702948010381823,0.11610110127365,0.545261146821332
32,1,37478,0.0401858128367469,0.1162415507922,0.729766947781952
33,1,39144,0.13330008693084,0.115513018634832,0.249287723167689
34,1,41499,0.0328879098989182,0.115396410739892,0.775811721289848
35,1,45359,0.0589222476608251,0.19427015705211,0.76183949051679
36,1,45634,-0.0596499676119695,0.17843796071088,0.738359500475322
37,1,51248,-0.0554811540861363,0.11586329899348,0.63234173314594
38,1,51462,-0.0639116194971707,0.11600822364687,0.582034838216409
39,1,52124,-0.0245432617836729,0.115893561572153,0.832405445252375
40,1,52667,0.0252724948437099,0.115707358210341,0.827230162153668
41,1,55470,0.0217982296027037,0.118858607751582,0.854592367474159
42,1,59265,-0.0856781462462277,0.115566864988029,0.458960267369965
43,1,60165,-0.0347465665528318,0.115554604765563,0.763824929397941
44,1,62308,-0.151089941439241,0.115161868575207,0.190379789835602
45,1,62869,-0.167439454606301,0.115083254974541,0.146573976146046
46,1,65431,-0.168955983171192,0.120216968559245,0.160774289361509
47,1,65451,-0.182433726818661,0.118446163619799,0.124401453404572
48,1,65719,-0.212899571270188,0.123412618364262,0.0853840140184374
49,1,66841,-0.176793318446144,0.115098199550909,0.125428886373325
50,1,66948,-0.222479981749566,0.115585956037539,0.0550576062033156
51,1,68621,-0.0967222256834075,0.115761755480296,0.403985465203052
52,1,69417,-0.0162008817904604,0.115566185913778,0.888592163802361
53,1,69820,-0.605192693785991,0.451077965669867,0.180569099173823
54,1,69821,-0.0148778348471108,0.280587961530787,0.957742952942141
55,1,70906,-0.0754154564719345,0.185605349298462,0.684752553050491
56,1,74327,-0.0907850820569637,0.116104289632818,0.43478161209659
57,1,74572,-0.0672180895117132,0.115840186738059,0.562105649311361
58,1,75211,-0.0738915874239062,0.115617282625926,0.523169087858226
59,1,76030,-0.0602930880120405,0.115639635041779,0.602423635577777
60,1,80108,0.0702467270540112,0.115596351800929,0.543783944345449
61,1,81262,-0.143644441733516,0.115360006543905,0.213890038975912
62,1,81999,-0.172361160940565,0.115531765380632,0.136620022126573
63,1,82431,-0.0666509087810741,0.116389989370172,0.567245193003715
64,1,83284,-0.132042894920333,0.115382856918719,0.253237638455742
65,1,83613,-0.101067606356774,0.115458711352248,0.381974833960052
66,1,84112,-0.0529531989722031,0.115562329803032,0.647074927125106
67,1,84701,-0.00546763337389988,0.123783643310075,0.964793163109768
68,1,84858,-0.00144353330610722,0.115922917352202,0.99007161205305
69,1,85751,0.0370842038064556,0.11638268029725,0.750187791329468
70,1,87445,0.0219394407717416,0.116639631556152,0.850909525746037
71,1,87467,0.0292689172572365,0.11724577217009,0.803013058343992
72,1,89070,-0.0135119276521463,0.116520032298888,0.907748382550148
73,1,89616,-0.0397618143297364,0.115876096503541,0.731696812159483
74,1,89679,-0.0101292958684592,0.115908842822163,0.9304109180136
75,1,89880,-0.0211791407270956,0.115933985468787,0.855151812657862
76,1,91472,0.0121031944939652,0.116798282549821,0.917525980887148
77,1,93789,0.0286712693731637,0.115586620329658,0.804239895604077
78,1,94351,-0.0359223233551253,0.11588515214421,0.756757482852177
79,1,99148,-0.0288713776158066,0.115586479225623,0.802901528793679
80,1,101281,1.35508157827564,1.26219081394989,0.283737637392381
81,1,106011,-0.0999495368927134,0.12035593034593,0.406845916410165
82,1,106800,-0.0894551715831615,0.115654657627991,0.439763131038121
83,1,107970,-0.116278919687686,0.115243625257583,0.313673640096349
84,1,109000,-0.0144279522034974,0.115610526707939,0.900754578685091
85,1,112549,-0.152089961767017,0.115198138787738,0.18760807997764
86,1,112742,-0.151588457257576,0.115651027895519,0.190797631173244
87,1,113050,-0.136824289136039,0.115507750339557,0.236993766971014
88,1,113135,-0.13802407738589,0.115208320776696,0.231705540207777
89,1,114076,-0.154535005702402,0.115148917760032,0.180444019827445
90,1,114628,-0.121664124954793,0.115553050116184,0.293113664392732
91,1,116283,-0.0258785029083098,0.116369901845204,0.824145589946306
92,1,126880,-2.93956227198105,2.17797279860828,0.17798413765825
93,1,127853,-0.240198227929157,0.115455712029403,0.0382063536465183
94,1,128302,-0.296212365561337,0.114636128020395,0.0101691781310102
95,1,128704,-0.291371140821374,0.114787503904753,0.0115666578381632
96,1,128911,-0.260903693277045,0.115007860171614,0.0238976575663285
97,1,130267,-0.149210557390932,0.115515598020782,0.197308959194651
98,1,130271,-0.147904578697949,0.115658099660672,0.201804506853001
99,1,130613,-0.0802673924091663,0.116930996843535,0.492879441115863
100,1,132012,-0.151766228094718,0.116480902753316,0.193448626378231
101,1,133231,-0.179185113097452,0.115539176056914,0.121831233954014
102,1,137074,-0.14508038138221,0.1155094253141,0.209944907742188
103,1,137304,-0.174822129368087,0.115433065015072,0.130796664944514
104,1,139686,-0.211122054103428,0.115413938641216,0.068204139096745
105,1,149562,-0.124620895948875,0.116034789205798,0.283558077278043
106,1,150447,-0.0810148665277055,0.117434264225799,0.490726591518606
107,1,151446,-0.384140022901963,0.235192717583769,0.103297702029935
108,1,154084,-0.14720998868451,0.117615767853965,0.211537919042571
109,1,156633,-0.0831705475305576,0.11941050207754,0.486568191308893
110,1,157269,-0.0750337116961106,0.1156681671325,0.516955359484539
111,1,160054,-0.0458636820909025,0.116811182961036,0.694829076449147
112,1,166222,-0.0284138986396341,0.115962671391468,0.806578482724055
113,1,166416,-0.0402057789795264,0.115717305217099,0.728461631580002
114,1,167326,-0.048700196696226,0.116365905785011,0.67582939817184
115,1,168836,0.0146432117825411,0.115840560333129,0.899480676715928
116,1,171200,0.0103512493659058,0.116015357288533,0.928955209646403
117,1,171431,0.0339226263356947,0.116727001200907,0.771516388436684
118,1,173339,-0.0603759679560774,0.115788525664701,0.602392088242761
119,1,173845,-0.0494757955758469,0.115707128685266,0.66920669377629
120,1,175121,0.00328391608279266,0.11550748331129,0.977334998665606
121,1,175281,9.6486446878763e-05,0.115605794475182,0.999334544301423
122,1,175315,-0.00607297430719961,0.115568950782137,0.958121380241046
123,1,175523,-0.00580731881862179,0.11622380196737,0.960177191751115
124,1,175541,-0.00299761471909199,0.115749769023944,0.979353830563885
125,1,175653,-0.00458526800807729,0.116115892918976,0.968523069952218
126,1,175805,-0.0674167729716502,0.122631195812737,0.582836971085349
127,1,175818,-0.0279469837607962,0.119855933839021,0.815763409402801
128,1,175856,-0.0119268728429781,0.118031378678098,0.91956946901794
129,1,175876,0.000234807018380578,0.116224212305039,0.998389181332349
130,1,175989,-0.00411336715469529,0.116555614107205,0.971867626806346
131,1,176001,-0.0256162895607223,0.117155221452429,0.827047060597302
132,1,176451,0.0226609895699986,0.118565374451306,0.848536336052448
133,1,177692,-0.0242163634673047,0.115562215202446,0.834137756079288
