SNP,Chr,Pos,Effect,SE,TPO1_MID2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.158336781337558,0.083524765525238,0.0588180538963741
2,1,1035,0.0841051946128526,0.0847490920856526,0.321681075775977
3,1,1074,0.0827964290856187,0.143351931585358,0.563919592568913
4,1,1470,-0.307808078903369,0.141960966505223,0.0308065522669468
5,1,1475,-0.272232087641714,0.104477705319333,0.00955822549419876
6,1,1491,-0.152412357026245,0.091908678199794,0.0981447740603288
7,1,21249,-0.218758750572388,0.529567207608417,0.679791715427237
8,1,27243,-0.111048726030881,0.0720192381163954,0.123986198329443
9,1,27272,-0.142112731514883,0.0707731148612993,0.0454043052296547
10,1,27498,0.827806442526136,0.648470436904795,0.202599502511073
11,1,27561,0.744024406329127,0.489430311050102,0.129359764099594
12,1,27816,0.100993841335633,0.0724293077524308,0.164080395801411
13,1,27822,0.109565780647321,0.0723013948727,0.130565179485819
14,1,27823,0.0789427757298466,0.0739109488291021,0.286214479311547
15,1,27825,0.106945533554221,0.0723125080461132,0.14004933885709
16,1,27843,0.12496080661591,0.0691730998214724,0.0716926620259629
17,1,27848,0.12496080661591,0.0691730998214724,0.0716926620259629
18,1,28495,0.163740469379726,0.0689446020667409,0.0180847324200595
19,1,28975,0.121510934726491,0.068725077908076,0.0779124792437811
20,1,29283,-0.159656308891678,0.154463243867152,0.302021411143364
21,1,29752,-0.373155560103599,0.160054729893607,0.0202932249186368
22,1,29787,-0.125105486410189,0.43636129836093,0.774509006475036
23,1,30057,0.392372194095715,0.139950857092387,0.00533216794155735
24,1,30479,-0.194684329130543,0.41448350340605,0.638856919462125
25,1,30706,0.108087337002241,0.0710569706601446,0.129120856107306
26,1,31435,0.136173297240673,0.0684632543446115,0.0474729466490006
27,1,35128,0.00981927285036122,0.0948887415459276,0.917639231860683
28,1,35129,-0.0218796927375053,0.0951260499075258,0.818219266852769
29,1,36146,0.116151139813967,0.0682112512135652,0.0894829598098401
30,1,37255,0.170832972573498,0.137944842975345,0.216385117894707
31,1,37409,0.138345441413847,0.0684663271040354,0.0440722357963166
32,1,37478,0.123511294957066,0.0686061080251744,0.0726675125666561
33,1,39144,0.0234842528463388,0.0685944530323316,0.732280934337824
34,1,41499,0.0355729970638132,0.068389339228524,0.603282206996184
35,1,45359,-0.0325215618996184,0.115166493077023,0.777812003653335
36,1,45634,-0.0423316414744175,0.105771823874105,0.689239061026575
37,1,51248,0.0380136549545193,0.0686769545737579,0.580261912640053
38,1,51462,0.0289159839603596,0.0687827020490907,0.674451863025622
39,1,52124,0.000318630834460425,0.0687067492600344,0.996302405121782
40,1,52667,-0.0517870743249343,0.0685412394183595,0.450416414505831
41,1,55470,-0.0352448779954335,0.070438466044143,0.617130540055439
42,1,59265,-0.0308150524754804,0.0685424140564827,0.653291821158535
43,1,60165,-0.0390771745944768,0.068478645849738,0.568601612170631
44,1,62308,0.00736677495852123,0.0684337544157854,0.914335865876582
45,1,62869,-0.0138792175479366,0.0684222948477919,0.839371940983728
46,1,65431,-0.00235801309554717,0.0714643235328572,0.973696690673254
47,1,65451,0.0197809457555623,0.0704432599506255,0.779023103462503
48,1,65719,0.0109250573602511,0.0734651682500054,0.881866825318853
49,1,66841,0.0350173086440852,0.0684331556909943,0.609180287663691
50,1,66948,0.0324038807145748,0.0688570732996398,0.638219725303862
51,1,68621,0.0517557141058119,0.068636819290527,0.451320835784768
52,1,69417,-0.0189683219951876,0.0685027848588815,0.782020071698934
53,1,69820,-0.186131652688557,0.267899480448625,0.487649172536811
