SNP,Chr,Pos,Effect,SE,SRO9_SGN1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.136570670352694,0.162625860199404,0.401597639778981
2,1,1035,0.0788333969436282,0.1645156212237,0.632103824053124
3,1,1074,0.0750610479280152,0.278081530130026,0.787375982533126
4,1,1470,-0.413222308704846,0.276234537241571,0.135570305673533
5,1,1475,0.0995602803887783,0.20446687146058,0.626612821551408
6,1,1491,-0.0344251470708836,0.178906913983412,0.847524406863241
7,1,21249,-0.736759970345082,1.02640227242445,0.473350315793064
8,1,27243,-0.150430828503984,0.139895691704287,0.282971675244333
9,1,27272,-0.116016192675677,0.137882071612987,0.400684508701648
10,1,27498,0.151408055951036,1.26034583985165,0.904446808079699
11,1,27561,0.556774462339072,0.951712286715323,0.558905381254545
12,1,27816,0.0633167444816172,0.140796224296607,0.653199286026396
13,1,27822,0.0713507744791178,0.140606276400152,0.612155398560317
14,1,27823,0.033938021067433,0.143543429374486,0.813235889358059
15,1,27825,0.081429226817781,0.140590764146244,0.562828171184026
16,1,27843,0.0817335999186624,0.134684425472574,0.544338810243113
17,1,27848,0.0817335999186624,0.134684425472574,0.544338810243113
18,1,28495,0.0524581199507236,0.134727916524465,0.697242125124871
19,1,28975,0.041910583682519,0.133837483936765,0.754355182129401
20,1,29283,-0.334608863083659,0.299449046176652,0.264576846859613
21,1,29752,-0.394858133227102,0.312041398926023,0.206561493734685
22,1,29787,1.97404629911854,0.839714778034022,0.0192799344065396
23,1,30057,0.0990558378649666,0.274337984968512,0.71826141838151
24,1,30479,1.09961629910618,0.801858002672726,0.17114149771222
25,1,30706,0.0214766691755954,0.138235267668641,0.876623818959262
26,1,31435,0.0333009355957815,0.133489657376725,0.803146566170534
27,1,35128,0.240739035728367,0.183558308518605,0.190537007469959
28,1,35129,0.0295109696422644,0.184469495242936,0.872990294957369
29,1,36146,-0.000558105214285176,0.132813030835483,0.996649523326565
30,1,37255,0.0594553984443529,0.268055608273971,0.824595907878306
31,1,37409,0.0621408944553842,0.133490168483399,0.641853950321727
32,1,37478,0.048369227834429,0.133621126129743,0.717577685306004
33,1,39144,0.0811018550507466,0.132966014853989,0.542291173805504
34,1,41499,0.0499942427753353,0.132640363356546,0.706462686329517
35,1,45359,-0.346319565328359,0.222586814288108,0.120631418017674
36,1,45634,-0.149935148442586,0.204997222382214,0.465019562329976
37,1,51248,-0.0613982670638147,0.133191660437079,0.645099123215702
