SNP,Chr,Pos,Effect,SE,FMP45_MEP1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.000324823923868567,0.0621936901323573,0.995835794142707
2,1,1035,0.00759543301372517,0.0628727867387184,0.903913138661344
3,1,1074,0.0322318822096301,0.106238929836778,0.761771012441629
4,1,1470,-0.118690274933502,0.105681506163201,0.262160780630942
5,1,1475,-0.0419199936396453,0.0781115034417246,0.591834587218389
6,1,1491,-0.0950539897853742,0.0681679833474484,0.164071344708368
7,1,21249,0.112194399218307,0.392380470364418,0.775097402352016
8,1,27243,0.00988500778637613,0.0535324146065547,0.853605979132562
9,1,27272,-0.0351807529499946,0.0526977692579289,0.504828524815884
10,1,27498,-0.483728780809352,0.480839659174156,0.315100569825953
11,1,27561,0.0142413979767424,0.363779741711586,0.968794196835957
12,1,27816,-0.048146963308351,0.0537459349317964,0.370956587897794
13,1,27822,-0.0552043054407961,0.0536582201423834,0.304271701407177
14,1,27823,-0.0495501487110007,0.0547820608252764,0.366349387307963
15,1,27825,-0.0590692591426193,0.0536465602029247,0.271611222883166
16,1,27843,-0.0161903268264894,0.051476178630196,0.753311363986579
17,1,27848,-0.0161903268264894,0.051476178630196,0.753311363986579
18,1,28495,-0.00261358515831656,0.0514840365456007,0.959541523771606
19,1,28975,2.00500361672851e-05,0.0511400818919648,0.999687401983527
20,1,29283,-0.0828016211516021,0.114522725298498,0.470149585244067
21,1,29752,-0.218617273482648,0.118918451213918,0.066846472665643
22,1,29787,-0.415957555236597,0.322558030209451,0.198048143692285
23,1,30057,0.145998374942016,0.104542534881682,0.163427832872338
24,1,30479,-0.628846477430495,0.305338042200177,0.0401783975564702
25,1,30706,-0.0139627900009348,0.0528097424823881,0.791627557009094
26,1,31435,-0.0295983878269743,0.0509802528487353,0.561890397230681
27,1,35128,-0.0972438662470045,0.0701088194525415,0.166304163768863
28,1,35129,-0.137869961124787,0.0700965871787332,0.0499826283631204
29,1,36146,-0.0814756096219612,0.0505559420771644,0.107944209274379
30,1,37255,-0.0715185917128647,0.102347758606512,0.485149495411791
31,1,37409,-0.0253650414150873,0.0509980726262502,0.619236014032805
32,1,37478,-0.0434637304600108,0.0510073627326201,0.39473243687029
33,1,39144,-0.0486824614456315,0.0507607063760155,0.338185938058635
34,1,41499,-0.0503041410939765,0.0506150480879266,0.320973052241975
35,1,45359,0.0647647022116926,0.0852613457711161,0.447999396770561
36,1,45634,0.025647158067255,0.0783671885189398,0.743658360373747
37,1,51248,-0.0181146228541227,0.0508924237033109,0.72209850892254
