SNP,Chr,Pos,Effect,SE,SRO9_GIS2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.140965851613028,0.11111118478526,0.205386965776699
2,1,1035,0.145501797698362,0.112315858678489,0.196004740048133
3,1,1074,0.135406922717802,0.1901199992502,0.476800128040052
4,1,1470,-0.282017431273434,0.188976217182515,0.13650227440241
5,1,1475,-0.0346508263431682,0.139911586933006,0.804539690177724
6,1,1491,-0.0771838660335042,0.122328542550455,0.528477924983137
7,1,21249,-1.17538927024971,0.699888627645271,0.093959956753751
8,1,27243,-0.054197448661633,0.0958165206960118,0.571999360260615
9,1,27272,0.00783904589479945,0.0944194125977653,0.933879779390763
10,1,27498,-0.723138423189357,0.861366827674188,0.401743327603029
11,1,27561,0.257211096208591,0.65124264710736,0.693115139411332
12,1,27816,0.00548494152687107,0.0963465218387368,0.95463371169092
13,1,27822,0.0107118005821966,0.0962228217070425,0.9114235903836
14,1,27823,0.0172459740245953,0.0982022385483405,0.860695609059304
15,1,27825,0.0107901166467996,0.0962227969188217,0.910778675712318
16,1,27843,0.0369424630438114,0.0921653441322367,0.688789159680688
17,1,27848,0.0369424630438114,0.0921653441322367,0.688789159680688
18,1,28495,0.0930730390234769,0.0920546146926556,0.31267866821131
19,1,28975,0.0222467974762729,0.0915639298391733,0.808173904504835
20,1,29283,-0.0980676007132102,0.205150130495958,0.632925839872153
21,1,29752,-0.223619385026977,0.213621330926675,0.295906818515879
22,1,29787,0.393444290816311,0.57855338675803,0.496919568062866
23,1,30057,0.23722550722392,0.187285465241759,0.206114877864402
24,1,30479,0.634935505444155,0.548974989044806,0.248224601707861
25,1,30706,0.0360306483284832,0.0945512017449062,0.703380375962571
26,1,31435,0.0487255159140973,0.0912921401962555,0.593863039784989
27,1,35128,-0.0318132908732993,0.125867305548609,0.800606501562549
28,1,35129,-0.0639590633576619,0.126155126093255,0.612480188237057
29,1,36146,0.0158832650830613,0.0908541053695803,0.861319998043743
30,1,37255,0.154943671141019,0.183205397138559,0.398272115069649
31,1,37409,0.0996446442153637,0.0911952084913793,0.275291663130476
32,1,37478,0.0623480351708114,0.0913675795974516,0.495441896674859
33,1,39144,-0.0926348245557517,0.0908769634526844,0.308738106341682
34,1,41499,-0.0186200555382396,0.0907527597112531,0.837554881908547
35,1,45359,-0.396277065418966,0.151331193174005,0.00920940387596885
36,1,45634,0.124347119964071,0.140189673640838,0.375687106311414
37,1,51248,0.0433645519396686,0.0911152513453031,0.634418104886041
38,1,51462,0.0379074886529444,0.0912457685140159,0.678069461116654
39,1,52124,0.0794615218675074,0.0910463020406332,0.383387468836479
40,1,52667,0.0130493565894539,0.0909957577762276,0.886051206281992
41,1,55470,0.0187855859535423,0.0934695077179507,0.840829259253842
42,1,59265,0.0402097806574278,0.0909273189490678,0.658601608570839
43,1,60165,0.0267068183905572,0.0908726550986204,0.769012549626836
