SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.181907917160113,0.184174806165483,0.323980193601789
2,1,1035,0.118747231015967,0.186339603568924,0.524366993820688
3,1,1074,0.362660738496048,0.314490088728549,0.249620584771127
4,1,1470,-0.440899376910968,0.313068976989364,0.159918265511578
5,1,1475,-0.23705439918951,0.231382509656425,0.306294567713293
6,1,1491,-0.127666331438175,0.20258730995928,0.528984985482312
7,1,21249,-0.0135585044630568,1.16369920280412,0.990710471193647
8,1,27243,-0.0126476027825753,0.158751212893867,0.936545398080673
9,1,27272,0.0789992136243969,0.156311993820125,0.613597224461814
10,1,27498,-1.00949748558609,1.42691278879416,0.479741471183755
11,1,27561,0.304155565311261,1.0786329807405,0.778122215035609
12,1,27816,0.257091904238498,0.158971378147689,0.106723729176691
13,1,27822,0.285361238799976,0.158630966828822,0.0728885580785016
14,1,27823,0.254815406849929,0.162072338814735,0.116792470725707
15,1,27825,0.302482818591722,0.158541071656862,0.0572133791603269
16,1,27843,0.257454607941774,0.152052597519981,0.0913006902466913
17,1,27848,0.257454607941774,0.152052597519981,0.0913006902466913
18,1,28495,0.267653709743867,0.152005182295609,0.079134772849641
19,1,28975,0.233169061069453,0.151142099361975,0.123796090873543
20,1,29283,-0.0514039171604335,0.339845936775478,0.87985975963593
21,1,29752,0.50672936108486,0.353296785073229,0.152375333108364
22,1,29787,1.43840433171481,0.955702142158145,0.133198766787366
23,1,30057,-0.00268237777069302,0.310865534674477,0.993120221597743
24,1,30479,1.84902877363528,0.905540661156909,0.0419037466651283
25,1,30706,0.165646503728443,0.156369117802997,0.290173804485002
26,1,31435,0.226381558085491,0.150768255657048,0.134115054806939
27,1,35128,0.373283626458893,0.207517485414492,0.0729035097820231
28,1,35129,0.0687271612269846,0.208968230797544,0.742435311242913
29,1,36146,0.0815585168134541,0.150406424834303,0.587985539228042
30,1,37255,0.0777623823681086,0.30368358705326,0.798050704657319
31,1,37409,0.129103027106112,0.151126482945002,0.393534009250276
32,1,37478,0.137136678055087,0.15123663512591,0.365147564862418
33,1,39144,0.111046730441483,0.150605802492922,0.461409261715606
34,1,41499,0.045836575032367,0.150283863856071,0.760545919965112
35,1,45359,-0.149289237659016,0.25291568022009,0.555385469729238
36,1,45634,-0.0882862969638509,0.232377736486414,0.704228974162308
37,1,51248,-0.178031579611216,0.15064570958545,0.238084574483749
38,1,51462,-0.131352027841247,0.150986336896871,0.384913601275292
39,1,52124,0.00620676384000368,0.150943065121751,0.967223556738645
40,1,52667,-0.121999759941189,0.150561561575392,0.418314735455781
41,1,55470,-0.0687172700764927,0.154759525105231,0.657295770180194
42,1,59265,0.314750411444932,0.149690995197593,0.0362025011650976
43,1,60165,0.235419406562844,0.149989197871981,0.117409750229169
44,1,62308,0.0445711347579767,0.150327424080046,0.767027439423755
45,1,62869,0.12503384746424,0.150179882535327,0.405655511899895
46,1,65431,0.269463947008364,0.156345393198959,0.0856706862425515
47,1,65451,0.263043320805778,0.154141176097483,0.0887928053100817
48,1,65719,0.357109615493192,0.160279298878331,0.0265070268382288
49,1,66841,0.205079876663374,0.150001488330048,0.172437084167627
50,1,66948,0.185225120068407,0.150999634680057,0.220768184100494
51,1,68621,-0.0218161791215336,0.150906717375998,0.885135005855302
52,1,69417,-0.0109828872770628,0.150510535983644,0.941870613285153
53,1,69820,-0.390632535946299,0.588589651121888,0.507331222898311
54,1,69821,-0.682319893465918,0.363615799567136,0.0614134000028333
55,1,70906,-0.0894194301965943,0.241732573862602,0.711670964464561
56,1,74327,0.168697534142011,0.151072582910299,0.264896887647977
57,1,74572,0.122175203912158,0.150796117551541,0.418370358000389
58,1,75211,0.186719644908196,0.150332985522428,0.215046193909696
59,1,76030,0.15109646289011,0.150446327398106,0.315911668452524
60,1,80108,-0.0369926019603078,0.150612624947862,0.806123619927003
61,1,81262,-0.0232735193587403,0.150563454720542,0.877243812475803
62,1,81999,-0.0691640230075752,0.15089136196387,0.646968938424314
63,1,82431,-0.00391334220521181,0.151650609224882,0.979427464438596
64,1,83284,0.0209549106069349,0.150543081626928,0.889375089258176
65,1,83613,0.0535519568987861,0.150503636361666,0.722189140481671
66,1,84112,0.0491557471981731,0.150524477582031,0.744191853570502
67,1,84701,0.0762561896896853,0.161158822601452,0.636381394679502
68,1,84858,0.137518249241688,0.150794572358847,0.362413426684594
69,1,85751,0.0892790705744834,0.151518143985908,0.556083736712887
70,1,87445,0.0761855302273601,0.15185896652365,0.616201099066505
71,1,87467,-0.0624572143198137,0.152672179863501,0.682719052692457
72,1,89070,0.0677207869138968,0.151709800797346,0.655593783304292
73,1,89616,0.101530304163498,0.150839491819193,0.50132306755379
74,1,89679,0.0727152146466673,0.15090575199717,0.630205094174893
75,1,89880,0.10078173273296,0.150898312216624,0.504647594640767
76,1,91472,0.0744860207280103,0.152062743605223,0.624553230300272
77,1,93789,-0.0515842278341777,0.150522175461939,0.73202674606649
78,1,94351,-0.0688677632446698,0.150898914626824,0.648394951556742
79,1,99148,-0.0577896533877071,0.15051578857652,0.70125101593229
80,1,101281,1.36627046346959,1.64488750333507,0.406751815811715
81,1,106011,0.00289881450393425,0.156898363534146,0.985269763413189
82,1,106800,-0.0484506786838157,0.150728225689366,0.74806421297592
83,1,107970,-0.0096972046022759,0.150302778293685,0.948594454177178
84,1,109000,-0.0972876489702879,0.150479485730646,0.518364265860165
85,1,112549,-0.168198136357758,0.15013143210448,0.263330863180336
