SNP,Chr,Pos,Effect,SE,HUG1_PGM2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0175862937707925,0.170692305477145,0.917998291027018
2,1,1035,0.0116069190560504,0.172561153906046,0.946410697643573
3,1,1074,-0.0855797695872793,0.291582495989097,0.76931167191232
4,1,1470,-0.0270061453418897,0.290564357561704,0.926000963468182
5,1,1475,0.0741283763842793,0.21443354566944,0.729778664338437
6,1,1491,0.0343509262281492,0.187597371564121,0.854816952466525
7,1,21249,-1.41315453867851,1.07441042367215,0.189268264246673
8,1,27243,-0.149292430148542,0.146715474910208,0.309581959628246
9,1,27272,-0.0555010118056313,0.144693780245644,0.701523897308036
10,1,27498,-0.168846430966854,1.32155743667829,0.898409110767484
11,1,27561,0.96470855298552,0.997099540538501,0.333949147897326
12,1,27816,0.0943600187864932,0.147591571821743,0.523021613210155
13,1,27822,0.0859983344552261,0.147418262015938,0.560021591310735
14,1,27823,0.0891903298305939,0.150452393941081,0.553685014139651
15,1,27825,0.0833588526889492,0.147422556984445,0.572132615458814
16,1,27843,0.0933059290439918,0.141212412948756,0.509204406789645
17,1,27848,0.0933059290439918,0.141212412948756,0.509204406789645
18,1,28495,0.101456695620701,0.141198778567776,0.472900915681946
19,1,28975,0.0992793984933154,0.14025797430687,0.479515274733547
20,1,29283,-0.692075344464196,0.312383880534507,0.0273658481142691
21,1,29752,-0.28064441846676,0.327598183255653,0.392206971146738
22,1,29787,2.0294518358998,0.880766685660311,0.0217921945431928
23,1,30057,-0.0506315163785755,0.287703106935427,0.860406406941203
24,1,30479,1.29582447439965,0.840215027731049,0.123907975184268
25,1,30706,0.0303102588796918,0.144945348125281,0.834479019625413
26,1,31435,0.0869693465358727,0.139909049571667,0.534597307393844
27,1,35128,0.184081806280354,0.192693194198679,0.34007450950286
28,1,35129,0.0189896425580307,0.193433570379901,0.921851919401468
29,1,36146,0.0221618982759774,0.139258782513489,0.873648139404429
30,1,37255,0.0257684172946329,0.281091338580239,0.927010044522142
31,1,37409,0.0350960893976123,0.140004296644642,0.802208403514503
32,1,37478,0.0366338432528959,0.140123556375819,0.793906010790556
33,1,39144,-0.0575244943181737,0.139464036625219,0.680246595372951
34,1,41499,-0.131329745220621,0.138934979077792,0.345172463572404
35,1,45359,-0.277132387176386,0.233731838319887,0.236544141130677
36,1,45634,-0.307910223940802,0.214491598800874,0.152020146329643
37,1,51248,-0.164402779841865,0.139428518717462,0.239145011706272
38,1,51462,-0.173741300926015,0.139586289796612,0.214072387072184
39,1,52124,-0.118938245580775,0.139559323078952,0.394657899745784
40,1,52667,-0.174876097841331,0.139168023926421,0.209735758942696
41,1,55470,-0.176734216269392,0.142965610415145,0.217205819745691
42,1,59265,-0.0245876981929105,0.139402425393266,0.860097133603798
43,1,60165,-0.0635891421158002,0.139262100389753,0.648228738041104
44,1,62308,-0.0465987435885701,0.139127913044882,0.73787340167713
45,1,62869,-0.0517639312620456,0.139105260290434,0.710026358839234
46,1,65431,0.0113285380001542,0.145308824810014,0.937902608820827
47,1,65451,0.0264990313038423,0.143242755852966,0.853340085896184
