SNP,Chr,Pos,Effect,SE,ERV25_ORM2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.176875976037022,0.089756634423623,0.0495486904851343
2,1,1035,0.0922194039385485,0.0911041787431235,0.312116050417284
3,1,1074,0.311203042729374,0.153290643419811,0.0430906867845685
4,1,1470,0.0299397004489084,0.153619431994721,0.845587060292485
5,1,1475,0.0439165571757831,0.113369388301228,0.698711471579311
6,1,1491,-0.0652199345813198,0.0991295478363855,0.511014317519084
7,1,21249,0.179058301213427,0.569367714756816,0.753337570002231
8,1,27243,-0.039205432189922,0.0776563673314989,0.613973650947646
9,1,27272,-0.117253014871242,0.0762628338041605,0.125070257438013
10,1,27498,-1.84154617816896,0.691835094471647,0.00812711872634499
11,1,27561,0.376057650062531,0.52750069582025,0.476375803800916
12,1,27816,-0.00583562407990079,0.0780784675555781,0.940463515886914
13,1,27822,0.00950683406342279,0.0779782080631832,0.903034482067349
14,1,27823,0.0131924174429112,0.0795829691379474,0.868433362053367
15,1,27825,0.0107755741821815,0.077977740634301,0.890170771910144
16,1,27843,0.0581125519790895,0.0746432613955337,0.436773959661855
17,1,27848,0.0581125519790895,0.0746432613955337,0.436773959661855
18,1,28495,0.0584715186525332,0.0746436779496486,0.433951618614595
19,1,28975,0.0613606965296107,0.0741372430799641,0.408420221576518
20,1,29283,-0.0252092903336596,0.166301002677088,0.8795982374707
21,1,29752,-0.42546229476319,0.171900982388421,0.0137909607417843
22,1,29787,0.107349107816317,0.469128927914885,0.819136316158056
23,1,30057,0.336875076225541,0.151059317048977,0.0263700709761318
24,1,30479,-0.295732768336491,0.445450651795982,0.507190447426503
25,1,30706,0.0383340629351573,0.0766124038693641,0.617130831578906
26,1,31435,0.0805751721202542,0.0738881744475611,0.27623606149765
27,1,35128,-0.252332391250462,0.101123501825111,0.0130415200975984
28,1,35129,-0.171169165001135,0.101866096821219,0.0937768081186803
29,1,36146,0.0368913784702814,0.0736047024682525,0.616536069116359
30,1,37255,0.130056706317568,0.148457760768582,0.381597545747521
31,1,37409,0.0424328593294347,0.0739945411635876,0.566698884505837
32,1,37478,0.0498110576845684,0.0740451909459139,0.50157091309394
33,1,39144,0.0487816401048183,0.0737088201014027,0.508521250916353
34,1,41499,-0.0172607113784367,0.0735442180824507,0.814578894069813
35,1,45359,-0.180705169808972,0.123449327417717,0.144138403362331
36,1,45634,-0.128760142275452,0.113528865518239,0.25749614322432
37,1,51248,0.0579251323378216,0.0737986474554387,0.43303408504233
38,1,51462,0.0630784983649495,0.0738869404154494,0.393841044765864
39,1,52124,-0.00035829695719708,0.073863016192783,0.996132352709614
40,1,52667,-0.0340996811395497,0.0737223058874753,0.643977491825579
41,1,55470,0.0978645182353431,0.075572247959819,0.196173598902218
42,1,59265,0.118403433516503,0.0734375372655457,0.1077900468748
