SNP,Chr,Pos,Effect,SE,DHH1_LSM3_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0861409038891385,0.185479915430171,0.642631920280472
2,1,1035,0.112012381171847,0.187471554424766,0.5505633490796
3,1,1074,0.015665376318017,0.316972792060392,0.960611080481586
4,1,1470,0.0303634780394297,0.315828285519165,0.923464575638305
5,1,1475,0.269889377104696,0.232674716431087,0.246855998176171
6,1,1491,0.376144232803897,0.202933266075847,0.064639634048613
7,1,21249,0.720648511002697,1.17005864598526,0.538352147226068
8,1,27243,0.191148997812478,0.159381527752323,0.231209049606625
9,1,27272,0.253276307136099,0.156728816688834,0.106984135161308
10,1,27498,1.74280313953238,1.43350031343376,0.224885906377764
11,1,27561,0.343959029554505,1.085077695011,0.751438405323609
12,1,27816,-0.00728371200455646,0.160516853967991,0.963832776096051
13,1,27822,-0.00509710669031183,0.160313081058123,0.974653740481516
14,1,27823,0.00540692531607034,0.163615166370758,0.973656102061526
15,1,27825,0.00554440693635205,0.160313039002027,0.97243030743248
16,1,27843,-0.0323304927015736,0.153575899983432,0.833384860527673
17,1,27848,-0.0323304927015736,0.153575899983432,0.833384860527673
18,1,28495,-0.00240169704135235,0.153587973759258,0.98753260409129
19,1,28975,0.00856844292420475,0.152560697266586,0.955242810319127
20,1,29283,0.0496303224684862,0.341887504939428,0.884662934766687
21,1,29752,-0.243971373390336,0.35621578068458,0.493857925949729
22,1,29787,1.33959116063878,0.961881928715299,0.164593920918448
23,1,30057,-0.0568761154755233,0.312717589289426,0.855783702763525
24,1,30479,1.41497339760701,0.913242276135367,0.12218273525125
25,1,30706,-0.0654272500238794,0.157519430357032,0.678130833991696
26,1,31435,-0.0410000883819576,0.152141522058581,0.787712773983204
27,1,35128,0.104579241060179,0.209644310119702,0.618201892774424
28,1,35129,-0.133182787650659,0.210135713802722,0.526625618699839
29,1,36146,-0.175853624133102,0.151082939647833,0.245228661233087
30,1,37255,-0.297427670288874,0.305125125039594,0.330340476886145
31,1,37409,-0.0827035561150055,0.15212736356952,0.587027702963565
32,1,37478,-0.0652387214761531,0.152282282394121,0.66861646559129
33,1,39144,-0.0513308883177498,0.151602165483602,0.735120362160816
34,1,41499,-0.0295788667851007,0.151198006200602,0.845012332642926
35,1,45359,-0.059791511891409,0.25454002192682,0.814422362785471
36,1,45634,-0.127845887361639,0.233721867665591,0.584724277324855
37,1,51248,0.0269986568378027,0.151843006477772,0.85897701639729
38,1,51462,0.00883327706270858,0.152054988676637,0.95370770006391
39,1,52124,0.00422164620658029,0.151849639704739,0.977836188129855
40,1,52667,-0.0184161610272372,0.151603277482377,0.90338313539079
41,1,55470,-0.24226928003034,0.155197530278795,0.119410763195539
42,1,59265,-0.0905610976812802,0.151453282771066,0.550258444295554
43,1,60165,-0.131642635680272,0.151253257866803,0.384702925180804
44,1,62308,-0.0753551862602662,0.151195746880091,0.618516130423589
45,1,62869,-0.142923354305792,0.151038494808385,0.344657638280953
46,1,65431,-0.0361974052100651,0.157932849874979,0.818850161685348
47,1,65451,0.00345724037867506,0.155704968152423,0.982297939955308
48,1,65719,-0.0523646185349104,0.162347617563252,0.747229841574712
49,1,66841,-0.0154237140165327,0.151298983722208,0.918860630070206
50,1,66948,-0.0370309394816667,0.152217004487308,0.807931907914219
51,1,68621,-0.184653034920519,0.151498919433219,0.223718574540107
52,1,69417,-0.119716154096665,0.151281328789543,0.429272424117847
53,1,69820,-0.984478459765872,0.590171756966189,0.0961782631194821
54,1,69821,-0.284551830521263,0.367307027158309,0.439037027959929
55,1,70906,-0.265327059323623,0.242820944962179,0.275276811279783
56,1,74327,-0.17784574358615,0.151953384077769,0.242630884711323
57,1,74572,-0.133506601214849,0.151676237681612,0.379345614777875
58,1,75211,-0.203933382115256,0.151176640306072,0.178209941739587
59,1,76030,-0.0547699404713036,0.151537764519406,0.717995996728543
60,1,80108,-0.0617398108871117,0.151494329033979,0.68385937064708
61,1,81262,0.0232368262435362,0.151467629376451,0.878161695966528
62,1,81999,-0.0533928491953093,0.151816000871163,0.725277242079661
63,1,82431,-0.0856878638875453,0.152493194293049,0.574532093691489
64,1,83284,-0.00211288079650079,0.151451171459354,0.988877031185948
65,1,83613,0.0224419669179555,0.15142981339374,0.882269192737649
66,1,84112,0.0290365113987434,0.151443327828257,0.848062485383576
67,1,84701,0.00375832523642328,0.162177826619378,0.981524491887801
68,1,84858,0.0949916558609371,0.151794478778225,0.531856264529316
69,1,85751,0.0416271501143659,0.152486820912401,0.785021679447109
70,1,87445,-0.0159395404075121,0.152822941726761,0.916989953642256
71,1,87467,-0.050126154527698,0.153602175656632,0.744362384498606
72,1,89070,0.0153994337029748,0.152661650729831,0.919708570583681
73,1,89616,-0.0114887125148658,0.151841364984079,0.939730392799736
74,1,89679,-0.0106704131887414,0.151860762455483,0.944022964165252
75,1,89880,-0.0151035994871054,0.15189817556042,0.920851404382682
76,1,91472,0.0592743851273897,0.152995301507158,0.698674212300318
77,1,93789,0.0126062722937344,0.151449726938853,0.933710003854665
78,1,94351,-0.0085977384969648,0.151849116422571,0.954879718959238
79,1,99148,0.00739259772160963,0.151450702096857,0.961096797672419
80,1,101281,-0.374052343415773,1.65626130453134,0.821455490227724
81,1,106011,0.0472978827167118,0.157820500668223,0.764586839690601
82,1,106800,-0.0771237556026292,0.151599939424927,0.61125782481985
83,1,107970,-0.129672487096981,0.151048605241719,0.391208982456151
84,1,109000,-0.0251696225222174,0.151466754461579,0.868116266574113
85,1,112549,0.0628287030142727,0.151264251630553,0.678132752208826
86,1,112742,-0.0337468760609156,0.151880059866734,0.824291164765923
87,1,113050,-0.0439605900120429,0.151617103846974,0.772028710187329
88,1,113135,-0.048827338020706,0.151226605316424,0.746980833078981
89,1,114076,0.183432579562193,0.150933499517548,0.22505607011468
90,1,114628,0.225745078868764,0.151154778779009,0.136207547812934
91,1,116283,0.221052113087908,0.152020321431732,0.146808258953508
