SNP,Chr,Pos,Effect,SE,MID2_PIN2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0391023838145761,0.0925842183981282,0.673031112433758
2,1,1035,0.0559236079226691,0.0935733983240693,0.550460490775295
3,1,1074,-0.0839810211644649,0.158149283598405,0.595736284946013
4,1,1470,-0.0426374709029633,0.157626357027041,0.786935938023836
5,1,1475,0.130249126675029,0.116150274502667,0.262886448306522
6,1,1491,0.0940342630932323,0.101659477308732,0.355601659074135
7,1,21249,0.517148883634109,0.583681092702258,0.376213835885507
8,1,27243,0.0653199754152494,0.0796387970875318,0.412653913029794
9,1,27272,0.0566132145431095,0.078459674525368,0.47104385008954
10,1,27498,-0.168201041794163,0.716949255762447,0.814650090525977
11,1,27561,-0.1001344954658,0.541650005058214,0.85343766168498
12,1,27816,-0.081793320554333,0.0800012873869723,0.307291738285383
13,1,27822,-0.0726654528469558,0.0799242974656143,0.363876233173811
14,1,27823,-0.0942909919496918,0.0815116657913996,0.248144829552519
15,1,27825,-0.0747226881849427,0.079918923713998,0.35043715418917
16,1,27843,-0.0699266958092517,0.0765693612926016,0.361736259996546
17,1,27848,-0.0699266958092517,0.0765693612926016,0.361736259996546
18,1,28495,-0.0620868756530826,0.0765897467399165,0.418117393539294
19,1,28975,-0.0695406640979038,0.0760585626819592,0.361181104658698
20,1,29283,0.24081126089843,0.17017076138147,0.157916224131618
21,1,29752,-0.444217052909934,0.176339530353647,0.0122065762937259
22,1,29787,-0.417007463943936,0.48091321759114,0.386467583857995
23,1,30057,0.0467541794528574,0.156075450692375,0.764688039915302
24,1,30479,0.24437323366847,0.457192616789791,0.593326413960005
25,1,30706,-0.0407826232664882,0.0786125485610974,0.604239176623987
26,1,31435,-0.0786026244673919,0.0758314982065085,0.300658316574116
27,1,35128,-0.0191259410735798,0.104672524576764,0.85512128645241
28,1,35129,-0.101519171298422,0.104806342633745,0.333390142205131
29,1,36146,-0.11298231927477,0.0753155152234223,0.134477127991202
