SNP,Chr,Pos,Effect,SE,ERG27_ACF2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.155312077538302,0.169918737090884,0.361321093828313
2,1,1035,0.130058375728258,0.171841422097013,0.449643900359347
3,1,1074,0.276322215169024,0.290263076785078,0.341762730183378
4,1,1470,0.154767981371466,0.289471628687082,0.593223774609003
5,1,1475,-0.130288214291656,0.213634641934033,0.542343846288635
6,1,1491,-0.0479469254850593,0.186956703831784,0.797745023187107
7,1,21249,-0.0701726627377224,1.07340421872763,0.947913279348734
8,1,27243,-0.0649118241855948,0.146394632822074,0.657745874671149
9,1,27272,-0.00730062741984749,0.144235744205322,0.959660190909808
10,1,27498,-2.07730075296781,1.31248605831129,0.114380301614591
11,1,27561,0.48168448134043,0.99472609958689,0.628517046855722
12,1,27816,-0.00926386897733777,0.147178556400734,0.949847469454845
13,1,27822,-0.0188555739001949,0.146988896846699,0.898001312927435
14,1,27823,7.50924963544009e-05,0.150020047977884,0.99960090185258
15,1,27825,-0.014040176906311,0.146990423289072,0.923957887035427
16,1,27843,-0.0205957698050381,0.140819319471677,0.883802227474743
17,1,27848,-0.0205957698050381,0.140819319471677,0.883802227474743
18,1,28495,-0.00362930430186059,0.140825733788033,0.979454077769757
19,1,28975,-0.0305186404002743,0.13987509468309,0.827411087024488
20,1,29283,-0.521834813964594,0.3122554392192,0.0955725123573323
21,1,29752,0.279503022705597,0.326494778984303,0.392538701862668
22,1,29787,1.79221138800378,0.879215975927722,0.0422527785556885
23,1,30057,-0.189950869053897,0.286567951801875,0.507860759093303
24,1,30479,0.790106611568845,0.839147208018829,0.347062359496073
25,1,30706,-0.104016174192408,0.144359767122522,0.471672905002927
26,1,31435,-0.0599070785961294,0.139477464370095,0.667813569527239
27,1,35128,0.292624600537377,0.191660194137159,0.127709063132916
28,1,35129,0.194895832856541,0.192505123585922,0.312031219897024
29,1,36146,-0.112118417821417,0.138666168317772,0.419319080256306
30,1,37255,-0.0904569697873683,0.280106130490281,0.746933247740489
31,1,37409,-0.0584529883919659,0.139510269776973,0.675480467296976
32,1,37478,-0.0495839555311302,0.139639977627876,0.722738541712806
33,1,39144,-0.101840618825306,0.138921880744717,0.463997188757435
34,1,41499,-0.145103227331532,0.138426681311635,0.295249054893597
35,1,45359,-0.12617338251055,0.23331102209785,0.588990117124342
36,1,45634,-0.015690179255226,0.214390285864621,0.941700255986509
