SNP,Chr,Pos,Effect,SE,ERG27_ACF2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.211387608503251,0.0729890343641527,0.00401303566238136
2,1,1035,0.177677264641744,0.0740576706962761,0.0169500168142834
3,1,1074,0.220436997239445,0.12562178610849,0.0801666715767629
4,1,1470,0.0600568990874608,0.125673498100938,0.633031131657376
5,1,1475,-0.144608315014783,0.0924705657059926,0.118753322973363
6,1,1491,-0.131390242471037,0.0808659972580168,0.105099855111236
7,1,21249,-0.0602251553266901,0.465970059351483,0.897235948042389
8,1,27243,-0.0373656167056378,0.063538328643987,0.556854670459669
9,1,27272,-0.0905676664311157,0.0624289493927416,0.147742540414514
10,1,27498,-0.183953302592593,0.571700919923559,0.747821239089441
11,1,27561,-0.218719818429124,0.431809610883196,0.612808494201736
12,1,27816,-0.0184195775978629,0.0638848979170153,0.77326761855874
13,1,27822,-0.0160367963344612,0.0638055060952294,0.801698463626122
14,1,27823,-0.0142596989988151,0.0651211659545567,0.826798564079983
15,1,27825,-0.0219218494753547,0.0638005468553181,0.73135190044794
16,1,27843,-0.000706853296044685,0.061133277261253,0.990781200006389
17,1,27848,-0.000706853296044685,0.061133277261253,0.990781200006389
18,1,28495,0.00594602124024135,0.0611334595436293,0.922572769157149
19,1,28975,-0.0225221560203971,0.0607137982933378,0.710892721748402
20,1,29283,-0.0812857547977464,0.136020400322276,0.550490200367772
21,1,29752,0.0157789329156284,0.141880053373675,0.911510500815991
22,1,29787,-0.152651453818904,0.38383251918357,0.691089304704116
23,1,30057,0.142900530229624,0.124247567708863,0.250869967407872
24,1,30479,0.169430986841186,0.364630003897062,0.642457480460524
25,1,30706,-0.015877381981742,0.0627087630339166,0.800266928836127
26,1,31435,-0.0247277782672073,0.0605504379953479,0.683240016598616
27,1,35128,-0.078153809281198,0.083372660008485,0.349192024941723
28,1,35129,-0.0881352778579498,0.0835585622054035,0.29225074431248
29,1,36146,-0.053928315795373,0.0601840356299922,0.370833050164993
