SNP,Chr,Pos,Effect,SE,ERV25_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.117743882726926,0.150970525370185,0.435964660478553
2,1,1035,0.173840517645736,0.152473085748486,0.255001368260684
3,1,1074,0.018576072424926,0.258140882799226,0.942673709695463
4,1,1470,-0.229402330630277,0.256923204012577,0.372528176653609
5,1,1475,0.165842169960065,0.189645201677714,0.382447929978286
6,1,1491,0.280110708492858,0.165400099033868,0.0912360036090927
7,1,21249,-1.51210559563283,0.950001855851562,0.112350120993663
8,1,27243,-0.118670292848485,0.129910658411417,0.361615630880891
9,1,27272,-0.124992131885457,0.127937995135801,0.329250924125971
10,1,27498,-0.873523814339331,1.16895661781823,0.455399298153946
11,1,27561,0.32292205614529,0.883643303662119,0.714998949881359
12,1,27816,-0.0422490269835921,0.130705580855969,0.7467063044903
13,1,27822,-0.0400537215468723,0.1305413702235,0.759155357408257
14,1,27823,-0.0617299042152037,0.133207493209353,0.643354919108768
15,1,27825,-0.0319758903009772,0.130547683320775,0.806647935683005
16,1,27843,-0.0321471155327144,0.12506799282208,0.797299878623588
17,1,27848,-0.0321471155327144,0.12506799282208,0.797299878623588
18,1,28495,0.0161294865171804,0.12507877541272,0.897466994213663
19,1,28975,0.00313276035447618,0.124245509917443,0.979898298807853
20,1,29283,-0.213721297373759,0.278208220984912,0.442878248664711
21,1,29752,-0.331361533273119,0.289757721605205,0.253572210388573
22,1,29787,1.95795421973166,0.778559992353853,0.0123523737283888
23,1,30057,0.146494061761024,0.254569009599904,0.565347456114719
24,1,30479,1.09943244898928,0.743969226924344,0.140354864970659
25,1,30706,-0.0491945751321727,0.128288073928776,0.701602454824825
26,1,31435,-0.0232860655409936,0.12391023788213,0.851041943000063
27,1,35128,0.170037490114003,0.170554043940618,0.319461338842106
28,1,35129,-0.0204481904711837,0.171227906498338,0.905009838357994
29,1,36146,-0.026279751431232,0.123269535424391,0.831302347260349
30,1,37255,0.0514494723900594,0.248812316862439,0.83630070454193
31,1,37409,0.0775789131876659,0.123875216416601,0.531544825417979
32,1,37478,0.053654909184827,0.124017686399739,0.665541119778485
33,1,39144,0.0436702424390792,0.123462610411355,0.723765673277878
34,1,41499,0.0301352908035261,0.123131522912602,0.806799441816606
35,1,45359,-0.16888680725033,0.207118016898251,0.415385542237415
36,1,45634,-0.217854556873813,0.190069825810781,0.252496347649607
37,1,51248,0.0384474061937303,0.123649186482024,0.756030204495848
38,1,51462,0.044485562067588,0.123811172960081,0.719584248465071
39,1,52124,0.027551682478951,0.123657423757514,0.82381494437289
40,1,52667,-0.0343393589913265,0.123454398382541,0.781056845140435
41,1,55470,-0.014564580903891,0.126825636051793,0.90863770601671
42,1,59265,0.11104179398998,0.123264033842726,0.368284892154549
43,1,60165,0.0741078775313014,0.123249286592579,0.548036476148809
44,1,62308,-0.00270103972086744,0.123176685833716,0.982517640697872
45,1,62869,-0.0484009284274355,0.123134354286486,0.694502009546604
46,1,65431,0.0363698876982307,0.128615137848647,0.777510639942635
47,1,65451,0.0177220111993444,0.126802333678179,0.8889285957115
48,1,65719,0.100908658604357,0.132125877835506,0.445537577055992
49,1,66841,0.0215617393667267,0.123213999574272,0.861184492812334
50,1,66948,-0.00982209977589793,0.12397445341387,0.936897117570445
51,1,68621,-0.113583584639982,0.123491816566836,0.358323093810305
52,1,69417,-0.0720033387273341,0.123252820418891,0.559464130308643
53,1,69820,-0.00671597126387802,0.482524989532684,0.988902952485524
54,1,69821,0.123485922146338,0.299315991470822,0.680179175211095
55,1,70906,-0.0292111861431215,0.198080845117522,0.882844437967411
56,1,74327,-0.0824897140771763,0.123912591073037,0.506031946017512
57,1,74572,-0.0674090463712587,0.123608188252824,0.585861006323898
58,1,75211,-0.0754289185814528,0.123369520015665,0.541324073055944
59,1,76030,-0.1154689265586,0.123281731611901,0.349591094528772
60,1,80108,-0.130898500523543,0.123208816992592,0.288775052792606
61,1,81262,-0.1468633975043,0.123111080157773,0.233696407088083
62,1,81999,-0.121093302152886,0.123492172859931,0.327474066745618
