SNP,Chr,Pos,Effect,SE,HNM1_TPO4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.138994600788482,0.191059307930466,0.467405289922082
2,1,1035,0.0532763078206682,0.193273419808796,0.782976247308962
3,1,1074,0.260919434809376,0.326358288408803,0.42454531681738
4,1,1470,-0.308595784260508,0.325062600865646,0.343095860418478
5,1,1475,0.039545270955279,0.240227436393253,0.869340486407092
6,1,1491,-0.0592584443428175,0.210121988397028,0.778094021277514
7,1,21249,-0.819944174187301,1.20564797402677,0.496895844928266
8,1,27243,-0.0301214315944174,0.164575196208835,0.854883208066662
9,1,27272,-0.0372303553087674,0.162099230136068,0.818476318453936
10,1,27498,-1.0013241017645,1.47940644645494,0.498949622405277
11,1,27561,1.0734733477042,1.11691248553886,0.337155812449115
12,1,27816,-0.0256165350510931,0.165413574819032,0.877017389992821
13,1,27822,-0.0330216218839295,0.165199603076717,0.841682311435499
14,1,27823,-0.0167840940771987,0.168609534225921,0.920762735371291
15,1,27825,-0.00776744256361073,0.165208434926926,0.962527049409832
16,1,27843,0.000194307579123725,0.158275728984458,0.999021168815679
17,1,27848,0.000194307579123725,0.158275728984458,0.999021168815679
18,1,28495,-0.0057274898362904,0.158277998533774,0.971154290579836
19,1,28975,-0.0147348781005005,0.157218336251164,0.925382856688651
20,1,29283,-0.094921039051159,0.352302345644889,0.787755746856938
21,1,29752,0.0136853281651366,0.367336987863752,0.970302335038485
22,1,29787,1.31458113515154,0.991509665173804,0.185750687782075
23,1,30057,0.101009346988269,0.322237601272116,0.754114577919166
24,1,30479,-0.0727960370435179,0.94431760831593,0.938596807771169
25,1,30706,-0.0270566978364074,0.162363029599244,0.867746197247623
26,1,31435,-0.0254737614786204,0.156797879255989,0.871034684148845
27,1,35128,0.300062162884669,0.215531658954761,0.164739684777869
28,1,35129,-0.0150024537960762,0.216674536369625,0.944838123725025
29,1,36146,-0.0772295862083756,0.155941028947904,0.620732739642667
30,1,37255,0.246967873923428,0.314591439735027,0.432954781364162
31,1,37409,0.0326857505480524,0.15682899020317,0.83502396970446
32,1,37478,0.0138288310363637,0.156971738154204,0.929849071718733
33,1,39144,-0.0625293188258452,0.156221707488887,0.689207054021383
34,1,41499,-0.150767914246251,0.155616970648771,0.333288457931249
35,1,45359,-0.281027345042465,0.261906887671935,0.284001934722358
36,1,45634,-0.446611026147119,0.239785963224743,0.0633575134223835
37,1,51248,-0.187959936062707,0.156166884662397,0.229556982320515
38,1,51462,-0.178511659910916,0.15641087583627,0.254518936875903
39,1,52124,-0.182757302504707,0.156184377008007,0.242734762257998
40,1,52667,-0.265800951708976,0.155594368384368,0.0884608599084167
41,1,55470,-0.181698025863057,0.160196397241908,0.25747173722918
42,1,59265,-0.00521580650204845,0.156157133513735,0.973373679423657
43,1,60165,0.0369385622707253,0.156026990993634,0.812992180712404
44,1,62308,-0.0308113754842585,0.155859140643404,0.843403498630403
45,1,62869,-0.0448809791821966,0.155829883333295,0.773506072116685
46,1,65431,-0.0890272431404461,0.162698919983863,0.584593876783169
47,1,65451,-0.051800347955049,0.16043630454897,0.746983543341713
48,1,65719,-0.00401024618736012,0.167329898898281,0.980893185682415
49,1,66841,0.00265341265283522,0.155921577275743,0.986432180933608
50,1,66948,-0.0381847247033592,0.156865385589487,0.807818720473173
51,1,68621,-0.156773161337918,0.156230892846749,0.316321045963937
52,1,69417,-0.0974278777146083,0.155953189055075,0.532555053813156
53,1,69820,-0.586553492826293,0.609788199948275,0.336759726788189
54,1,69821,-0.36935064137214,0.378335081840843,0.329607796266521
55,1,70906,-0.138063476997448,0.250551298527655,0.58195569079874
56,1,74327,-0.180290467983045,0.156603550951421,0.250406926807784
57,1,74572,-0.165860183019194,0.156230348065621,0.289125518767144
58,1,75211,-0.11659649442431,0.156070980084372,0.455516504176566
59,1,76030,-0.0903066695924979,0.156120338282546,0.563334127105635
60,1,80108,-0.0814379017562014,0.156097211715285,0.602197544131652
61,1,81262,-0.0428313383397483,0.156081697998834,0.783925355493124
62,1,81999,-0.121726221338617,0.156345378116519,0.436753120411678
63,1,82431,-0.198836529411273,0.156863700111922,0.205785213762444
64,1,83284,-0.0682644718099669,0.156033927682215,0.662018047347949
65,1,83613,-0.0383787968820182,0.156045656532102,0.805867015220802
66,1,84112,-0.0690271325644532,0.156032977179948,0.658479316116206
67,1,84701,-0.0611366615092571,0.167098853939943,0.71468032936423
68,1,84858,0.0341930236675682,0.156506138551253,0.827183569024913
69,1,85751,0.0123774692907242,0.15715866330956,0.937269902386135
70,1,87445,-0.0153776215007571,0.157490142689427,0.922272145183186
71,1,87467,-0.0307772485676485,0.158308273674889,0.84596403918664
72,1,89070,-0.0330380134794654,0.157316066321157,0.83378069725813
73,1,89616,0.05024464154288,0.156456706183577,0.748293694583588
74,1,89679,-0.023656439890551,0.156494309754043,0.879932019542081
75,1,89880,-0.0224066972890197,0.15653448529357,0.886259516082937
76,1,91472,-0.0452755581935458,0.1576825707864,0.774180467909207
77,1,93789,-0.0874624218484721,0.156006786265289,0.575403975479053
78,1,94351,-0.0956521838081413,0.156404152855054,0.541215539344131
79,1,99148,-0.0926359810126496,0.155998326412504,0.553008319466998
80,1,101281,2.02283869695999,1.70356464758964,0.235862250185789
81,1,106011,-0.0652210146898911,0.16262366085778,0.68862236068112
82,1,106800,-0.110852863482776,0.15617534379194,0.478298333081124
83,1,107970,-0.0598078342880561,0.15579121329551,0.701285655678088
84,1,109000,-0.0554081948938399,0.156070485115612,0.722786379894264
85,1,112549,-0.149139371650869,0.155719453320726,0.33884734108965
86,1,112742,-0.107543514095604,0.156424419953236,0.492212214283824
87,1,113050,-0.133204293814358,0.156104872132017,0.394071564363778
88,1,113135,-0.0994209786734521,0.15577791746177,0.523742637245585
89,1,114076,-0.071551742405763,0.155821236710868,0.646379492902265
90,1,114628,-0.0298959465313965,0.156253984203921,0.848377701834626
91,1,116283,-0.0725251714533611,0.157083778086269,0.644582725102065
92,1,126880,-5.13702086942776,2.9355252750356,0.0809959068485941
93,1,127853,0.0767713780137915,0.156785401857038,0.624679390118336
94,1,128302,0.126393328989853,0.156091299555445,0.41863525969964
95,1,128704,0.123882391454236,0.15625266215188,0.428407193972247
96,1,128911,0.174320112626124,0.156133598455032,0.264975911940663
97,1,130267,-0.0203262100690279,0.156331144608874,0.896624485558092
98,1,130271,-0.0305489396495931,0.156511991393378,0.845359683256188
99,1,130613,0.00771491536161462,0.157982578505095,0.961079233869417
100,1,132012,-0.180150914653936,0.157355912056406,0.253041672679747
101,1,133231,-0.21551529602927,0.156108249172033,0.168290781469906
102,1,137074,-0.196438835361852,0.155956421611607,0.208654821169648
103,1,137304,-0.255468346814609,0.155768493442247,0.101885231495092
104,1,139686,-0.160605739431343,0.156332777137787,0.304967366137803
105,1,149562,-0.209534292593777,0.156526692398153,0.181546462174045
106,1,150447,-0.160520509572037,0.158433930629211,0.311672895411998
107,1,151446,-0.0862985977180237,0.318716797961529,0.786727030253287
108,1,154084,-0.179408799042665,0.158867595019363,0.259539124355408
109,1,156633,-0.190331618097665,0.161017939655818,0.237980606669826
110,1,157269,-0.235033232355051,0.155764266241291,0.132217962200438
111,1,160054,-0.244812243674826,0.157211381355066,0.120315020562609
112,1,166222,-0.269408722959871,0.155925735469704,0.0848984000778341
113,1,166416,-0.237795453986669,0.155752389251265,0.127717876304339
114,1,167326,-0.279344402244673,0.156448875425853,0.0750335293959775
115,1,168836,-0.207327015251813,0.156019277794794,0.184754084200933
116,1,171200,-0.323256080593089,0.155695514005359,0.0385980982184888
117,1,171431,-0.39293683035322,0.156227555446308,0.0123414899827084
118,1,173339,-0.354264255079021,0.155254619472063,0.0230942279865557
119,1,173845,-0.352162620995901,0.155137579001826,0.0238098640557636
120,1,175121,-0.408410783234911,0.154433610111774,0.00854472332808526
121,1,175281,-0.392589820099159,0.154683560983123,0.0115774812212576
122,1,175315,-0.397271882570956,0.154600100469062,0.0105892461686732
123,1,175523,-0.374408099965796,0.155653032759451,0.016668561304233
124,1,175541,-0.39604133206204,0.154854970058214,0.0109600757899389
125,1,175653,-0.399353087285149,0.155330028097217,0.0105496300434912
126,1,175805,-0.303202972898168,0.164856940491083,0.0667271805767039
127,1,175818,-0.390056971127963,0.160502320141189,0.0155871515284134
128,1,175856,-0.406140189756189,0.157892922611429,0.0105122242525501
129,1,175876,-0.386769713760444,0.155567384507329,0.0133738297583326
130,1,175989,-0.394869956283751,0.155961513287395,0.0117796269192498
131,1,176001,-0.405002107743134,0.156715664714878,0.0101583063263186
132,1,176451,-0.361468942763667,0.158932533041107,0.0235442436242994
133,1,177692,-0.408025051662211,0.154520742686144,0.00864392165094843
134,1,178191,-0.419412716129195,0.154590888006693,0.00699343977396807
135,1,178224,-0.408025051662211,0.154520742686144,0.00864392165094843
136,1,178960,-0.412436902381769,0.155746238510922,0.0084569754426543
137,1,179139,-0.610436141963467,0.310037786019386,0.0497454479372355
138,1,179139,-0.472074320707323,0.627340895788765,0.452251641250395
139,1,180955,-0.107412043685781,0.18053794424333,0.552254390791024
140,1,183802,-0.299558366493395,0.155242430175158,0.0544554704501665
141,1,183954,-0.275316055803508,0.156510692640775,0.0794289214440333
142,1,184450,-0.246102409321978,0.155267301418039,0.113856262199762
143,1,184641,-0.229868303331047,0.159885865725801,0.151404353606175
144,1,184718,-0.246517156411158,0.156153895559433,0.115304938380658
145,1,185296,-0.214180449930835,0.155622410482708,0.169606497175739
146,1,185438,-0.226619838807973,0.155579884642732,0.146111847288236
147,1,185469,-0.237366736277409,0.155760428212996,0.128423559900246
148,1,185503,-0.231586877656746,0.155379624457267,0.136996708546307
149,1,185705,-0.232758436215144,0.157122170724466,0.13939604419561
150,1,185749,-0.209092851878079,0.157216407619352,0.184387364225139
151,1,185806,-0.27694401958087,0.157130389429469,0.0788483733124317
152,1,185879,-0.224836540409549,0.158130704960328,0.155955657305442
153,1,185916,-0.159706193390594,0.158282657085621,0.313668800541089
154,1,185941,-0.154216565258208,0.158989497067946,0.332720805534971
155,1,185954,-0.172300579078783,0.159402591165012,0.280473032251915
156,1,186055,-0.243202839679158,0.155943244596364,0.119759952866339
157,1,186896,-0.233707375818844,0.158557814024862,0.141384407734548
158,1,187697,-0.762459693249781,0.321809017314946,0.0183595982239446
159,1,189392,-0.473306966293167,0.325083648542957,0.146294018507424
160,1,189416,-0.403403381622574,0.314670298769629,0.200688360146188
161,1,190132,-0.00422272444684479,0.156677891466376,0.978513544023011
162,1,190148,0.0277769568837432,0.156718332657223,0.859420531070693
163,1,190165,-0.00414349769060179,0.157929466302896,0.979083623136086
164,1,190169,0.0221214686360046,0.157728284612225,0.888542074784128
165,1,190933,-0.049035767705295,0.156431792838268,0.754113148726939
166,1,192149,0.0814941713057401,0.157673029314568,0.605580704183003
167,1,192302,0.0753969377813464,0.208228078994535,0.717502756467498
168,1,192303,0.0154787647240884,0.188039248977311,0.934441554154032
169,1,192305,0.0934106174146541,0.195344644736643,0.632815490573776
170,1,192315,-0.111929603905559,0.221592902162222,0.613794205266896
171,1,192795,0.0410938026028332,0.156142062109724,0.792563741083048
172,1,194020,-0.0597764947022361,0.164450034530014,0.716453964071313
173,1,194187,-0.0250931296703273,0.156281046404058,0.872528555789319
174,1,194867,-0.166395989727963,0.155950428147069,0.286710033107639
175,1,197325,-0.152379179372059,0.159807587948233,0.340980881239815
176,1,197392,-0.180011139499665,0.16178660702623,0.266617839226963
177,1,198857,-0.461968901787255,0.748583420253309,0.537550685786156
178,1,206666,-0.0489426535183757,0.175653801263268,0.780690910463731
179,1,206675,-0.119620349775506,0.228622380269808,0.601147772705559
180,1,223051,-0.326500221152233,0.180180220635092,0.0708240460586338
181,1,223059,-0.398328344558575,0.186766430520607,0.0336337449318089
182,2,7366,-0.250115928981671,0.226158419336222,0.269508908289795
183,2,8180,0.101374396745678,0.311865235147143,0.745329480443042
184,2,8187,0.365824554460779,0.323772756225159,0.259293701505053
185,2,8250,0.0109133663225975,0.319558310555667,0.972775716968087
186,2,8253,0.0590635200207554,0.31954337547325,0.853462833900777
187,2,8285,0.0456759543909466,0.173233243593741,0.792190086137736
188,2,8302,0.0824809891459536,0.162113902858681,0.611221353031313
189,2,8306,0.0824809891459536,0.162113902858681,0.611221353031313
190,2,8314,0.153035578835804,0.158637470207626,0.335361775941183
191,2,8317,0.0764675165363458,0.162418125103701,0.638069679157549
192,2,8328,0.0124873761723097,0.161740884144348,0.93850336297815
193,2,8331,0.023264309509027,0.161433429100796,0.88549516922661
194,2,8498,-0.0148591797496849,0.158611834501799,0.925414388481182
195,2,8651,-0.00341424461637474,0.158762212827445,0.982854647897577
196,2,9418,-0.183051537899813,0.403656462727951,0.650479278553621
197,2,9812,0.0226679033484318,0.159701092491098,0.887208716555963
198,2,9932,-0.0122334152618813,0.159074869696646,0.938743876656754
199,2,10135,-0.0212481936054381,0.158462962024072,0.893408345833714
200,2,11616,0.0329697939427618,0.158289072128537,0.835123833149427
201,2,12133,0.0363125774816806,0.15891635479132,0.819388936737363
202,2,12194,0.0367696878622719,0.159530662297624,0.817847152689705
203,2,12359,0.0151233289149921,0.159074165743238,0.924312431734343
204,2,13061,-0.00409240515466047,0.159064346347828,0.979488840105707
205,2,14298,0.00689122467238912,0.159565872413817,0.965576619523596
206,2,15222,0.0047411481009445,0.16112209769216,0.976541618007911
207,2,17986,0.0744033286877972,0.158249257144333,0.638527174756338
208,2,19770,0.0336992908606724,0.159383173402736,0.832669325667108
209,2,19836,0.0161600587770339,0.158953029676285,0.919079812193902
210,2,19851,0.0165702210041569,0.1594183155377,0.917274591719128
211,2,21595,-0.00565490375787192,0.158762031530905,0.971606497082688
212,2,22385,0.0204487147915025,0.158908815106914,0.897682509035989
