SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.169148065042376,0.072739933908717,0.020617804945493
2,1,1035,0.186786956078833,0.0734268147377644,0.0113894263669762
3,1,1074,0.0593424769910502,0.125178513332937,0.63574820929194
4,1,1470,-0.0214482250404489,0.124762202255506,0.86360456036338
5,1,1475,0.0265327218678237,0.0920807220278289,0.773403839789442
6,1,1491,-0.0154580987580577,0.080552361883749,0.847929900259383
7,1,21249,-0.396727376551391,0.46198960666289,0.39106859180562
8,1,27243,0.057582095611054,0.0630162381181664,0.361463508544226
9,1,27272,0.00183185330597935,0.0621431658272085,0.976500060989522
10,1,27498,-0.384838757724726,0.567109018746066,0.497837557704643
11,1,27561,0.233296907588931,0.428533621996179,0.586504822200231
12,1,27816,-0.0635113688582085,0.0633210982585155,0.316545557662634
13,1,27822,-0.0501275019815431,0.0632744459109458,0.428762440575565
14,1,27823,-0.0643645347951256,0.0645442958206067,0.31934327468834
15,1,27825,-0.0540987211728772,0.0632651797549247,0.393069956933073
16,1,27843,-0.0511246302199254,0.0606118619208934,0.399533665247416
17,1,27848,-0.0511246302199254,0.0606118619208934,0.399533665247416
18,1,28495,-0.0447818351743836,0.0606270590544636,0.460613796714333
19,1,28975,-0.0897109244520433,0.0600788795849136,0.136273109695448
20,1,29283,-0.110887103248058,0.134935327883516,0.41175702086296
21,1,29752,-0.14538095211245,0.14060129974515,0.301846641037759
22,1,29787,-0.48472355724492,0.38015288549791,0.203121153793399
23,1,30057,-0.100937615462366,0.123425854024466,0.414023271073726
24,1,30479,0.19768278001429,0.361841793320335,0.585188510532157
25,1,30706,-0.0846869407134835,0.0620787484358994,0.173378242604167
26,1,31435,-0.0589284879637682,0.0600267586811083,0.326918212970766
27,1,35128,-0.0477113601879271,0.0828088003976193,0.564872223990586
28,1,35129,-0.161320331431037,0.0826148999050697,0.0516477050967439
29,1,36146,-0.068324239520647,0.0596880218392223,0.253113427700004
30,1,37255,-0.240470535360716,0.120019183220334,0.045876683172817
31,1,37409,-0.0258205831886908,0.0601063123571178,0.667761903157847
32,1,37478,-0.0366459403077601,0.0601420852710449,0.54270249743442
33,1,39144,-0.0830075451383814,0.0597359612259165,0.165534025950419
34,1,41499,-0.0645502334309895,0.0596340835747133,0.279796536352619
35,1,45359,-0.0874223730648431,0.100454437494368,0.384744872542592
36,1,45634,-0.0112571494786557,0.0923673947684218,0.903068450477914
37,1,51248,-0.123321260072335,0.0596270423227288,0.0393481598110794
38,1,51462,-0.119055265004144,0.0597333994202959,0.0470187520572146
39,1,52124,-0.108880056352738,0.0597066454820933,0.0690605360726343
40,1,52667,-0.103705678680297,0.0596361873850894,0.0829114161704917
41,1,55470,-0.0821999585295797,0.0613652068428561,0.181263009195044
42,1,59265,0.0452575487475093,0.0598123845807651,0.449759188049013
43,1,60165,0.0277670456333625,0.0597973747488064,0.642681643022998
44,1,62308,0.0607326555155216,0.0596623481847207,0.309403904607452
45,1,62869,0.0577445746615907,0.0596632379675505,0.333786019917722
46,1,65431,0.0696178640074082,0.0622848066882796,0.264440613904463
47,1,65451,0.0642053529385794,0.0614152189273827,0.296539311314126
48,1,65719,0.0515368034053708,0.064085081685351,0.421826499711261
49,1,66841,0.048378062102796,0.0597150134409884,0.418400312176063
50,1,66948,0.0403176554650093,0.0600990227634617,0.502752389574713
51,1,68621,0.050142932973503,0.0599149971172084,0.403214308769965
52,1,69417,0.0016588970013125,0.0598155698130183,0.977890351505417
53,1,69820,-0.220088765114088,0.233767084791701,0.347098984873712
54,1,69821,0.0340454445074068,0.145214104714931,0.814771582729088
55,1,70906,0.0484969364408512,0.0960521547424026,0.613942638149747
56,1,74327,-0.0704225778959727,0.0600275885119861,0.241518560083852
57,1,74572,-0.069063272092695,0.0598716377812346,0.249476478957367
58,1,75211,-0.0525733989437673,0.0598096055938049,0.379992376472832
59,1,76030,-0.00522990228353182,0.0598743798187171,0.930444495840075
60,1,80108,-0.125879070799532,0.0594847503855006,0.0350310312362225
61,1,81262,-0.14748459503672,0.0593211206657361,0.0133731102691186
62,1,81999,-0.1174256101448,0.0596578857063689,0.0498138034464299
63,1,82431,-0.116819089184461,0.0599467394853223,0.0521214476480246
64,1,83284,-0.113505847967333,0.059523968110716,0.0573460022429522
65,1,83613,-0.100046993860703,0.0595857035506914,0.0940284268548923
66,1,84112,-0.0914274460138968,0.0596315381518861,0.126120763074283
67,1,84701,-0.0799014014160253,0.0639259818765318,0.212162279489259
68,1,84858,-0.058429502097679,0.059917966720304,0.330149518548114
69,1,85751,-0.0441439056935912,0.0601993947091368,0.463865312541125
70,1,87445,-0.0462104389957117,0.0603224614606118,0.44415437460389
71,1,87467,-0.0614272157402413,0.0606005050051809,0.311447878702906
72,1,89070,-0.0356623016881777,0.0602789268112083,0.55448283771524
73,1,89616,-0.0675404153870627,0.0598765590594376,0.260088416278862
74,1,89679,-0.0433490451451419,0.059947585467129,0.470087603146668
75,1,89880,-0.0593214095774961,0.0599240475967059,0.322879896637056
76,1,91472,-0.0278066486434419,0.0604344703938131,0.645718827345101
77,1,93789,-0.0158411507967537,0.0598238186876848,0.791320613098421
78,1,94351,-0.0628862612572105,0.0598937696399485,0.294453257755499
79,1,99148,-0.0521799943562116,0.0597652657372952,0.383211745560329
80,1,101281,0.287981408087932,0.654162353983803,0.660040504194682
81,1,106011,-0.069848692868554,0.0622429076767499,0.262542171146304
82,1,106800,-0.0382716219233339,0.0598758237688963,0.523118288290254
83,1,107970,-0.0711204200032684,0.0596129076939197,0.233656031617985
84,1,109000,-0.0861288988302164,0.0596623853494096,0.149737069073964
85,1,112549,-0.14692922669327,0.0592567008523158,0.013621355591341
86,1,112742,-0.161841374262991,0.0593818501642534,0.00674166955889396
87,1,113050,-0.143295559483697,0.0594149113928053,0.0163846813776651
88,1,113135,-0.172621881711472,0.0590392258233168,0.0036804783014438
89,1,114076,-0.130903548920066,0.059342240461484,0.0280341545543588
90,1,114628,-0.0984945676386809,0.059671170552378,0.0997050931919352
91,1,116283,-0.0293600008156227,0.0602138967880646,0.626139348314368
92,1,126880,-0.70139642217483,1.12954862228272,0.535031385929217
93,1,127853,-0.013682147490309,0.0601176109468302,0.820097007608201
94,1,128302,-0.0117549012037082,0.0598878155825289,0.844502384491898
95,1,128704,-0.0214968721072754,0.0599397815242273,0.720077953922121
96,1,128911,-0.00687259753785319,0.0599562200225075,0.908806002680109
97,1,130267,-0.00556260494355632,0.0599281837776559,0.926098278169243
98,1,130271,0.000406563465700061,0.0600000389780489,0.994597360713126
99,1,130613,0.00709559404483881,0.06055956253733,0.906794196818926
100,1,132012,-0.00115159005452425,0.0604321628919056,0.984807267283018
101,1,133231,-0.0589584499805866,0.0599212559085999,0.325822772473023
102,1,137074,-0.0751577768159894,0.059784350004625,0.209531174857043
103,1,137304,-0.0622499746098092,0.0598472151921615,0.2989829325
104,1,139686,4.95951905450098e-05,0.0600176266451682,0.999341139936266
105,1,149562,-0.0102100732735379,0.0601520925575981,0.865313714786344
106,1,150447,-0.026667205621558,0.0608052335731013,0.661243159011904
107,1,151446,-0.113543968342896,0.12203902275497,0.352804667452877
108,1,154084,-0.0141654366449579,0.0610050459047257,0.816516407808408
109,1,156633,-0.031079519950645,0.0618240126308395,0.615481990982378
110,1,157269,-0.02293961136907,0.0598899812912748,0.701928663833398
111,1,160054,-0.0635489372315023,0.0603768796931313,0.293272903992516
112,1,166222,-0.0706334204186843,0.0599064379461419,0.239167469484239
113,1,166416,-0.0661049744764468,0.0597990079764497,0.269716334078478
114,1,167326,-0.0563207792164579,0.0601681965188035,0.349884468748534
115,1,168836,-0.0511358841285414,0.0598955301716914,0.393821795452868
116,1,171200,-0.055657089979522,0.0599740108300123,0.354031221380901
117,1,171431,-0.0696518764879064,0.0603081690081972,0.248899188069063
118,1,173339,-0.0954970919113165,0.0597362716153022,0.110794162289646
119,1,173845,-0.097808301654136,0.0596757917359616,0.102105275866556
120,1,175121,-0.0694458241816932,0.059669283283467,0.245272682464904
121,1,175281,-0.0762169074009063,0.059696798145114,0.202535550343445
122,1,175315,-0.0781191204519376,0.0596709508703834,0.191329999425922
123,1,175523,-0.0833740281514566,0.0599906466595952,0.165470377550015
124,1,175541,-0.0773851535814277,0.059767291610973,0.196244346834149
125,1,175653,-0.072396357728066,0.0599749615176855,0.22819813569548
126,1,175805,-0.082899452671943,0.0633443105933043,0.191483333744672
127,1,175818,-0.0794157426041977,0.0618948447182873,0.200307465909553
128,1,175856,-0.0755769628714727,0.0609581938645103,0.215866896880453
129,1,175876,-0.0736048698672293,0.0600268442109588,0.220941046627668
130,1,175989,-0.0713685127669667,0.0602064670646981,0.236658224077868
131,1,176001,-0.0852009047451588,0.0604707216771157,0.15972687107417
132,1,176451,-0.0795406869523473,0.0612232476320109,0.194726320401114
133,1,177692,-0.0811773072378738,0.0596593859013977,0.17448309578983
134,1,178191,-0.074078194477054,0.059745069197938,0.215834222259843
135,1,178224,-0.0811773072378738,0.0596593859013977,0.17448309578983
136,1,178960,-0.0934451385526408,0.0600878883148324,0.120808555860516
137,1,179139,-0.160536601015689,0.119193834546321,0.178891539932652
138,1,179139,0.183658910558548,0.240477060445751,0.445539878019001
139,1,180955,-0.0332214402815989,0.0692189465505767,0.631562179390817
140,1,183802,-0.128505439310295,0.0594308879192656,0.0312688858440169
141,1,183954,-0.147182256519876,0.0597473293605073,0.0142385667676961
142,1,184450,-0.114745368355464,0.0594180516825856,0.0542644748158144
143,1,184641,-0.105952025424881,0.0612100934045802,0.0843332859131146
144,1,184718,-0.114338025651804,0.0597614171475916,0.0565258408933867
145,1,185296,-0.103898782963701,0.059559462495925,0.0819501861374653
146,1,185438,-0.0889983826810698,0.0596306110809755,0.136462626872222
147,1,185469,-0.0915231684913094,0.0597064011566934,0.126199393713632
148,1,185503,-0.0861555794199031,0.0595736263531606,0.14900745430625
149,1,185705,-0.0881478729996581,0.0602352018278597,0.144249261663278
150,1,185749,-0.0934933083920133,0.0602123655844226,0.121384656377311
151,1,185806,-0.0852240731300525,0.0603280227141674,0.158631453917308
152,1,185879,-0.101960098123899,0.0605479379908315,0.0930740492879853
153,1,185916,-0.0946523845058501,0.0605537964690342,0.118922194861057
154,1,185941,-0.0908141729705662,0.0608359756526728,0.13639037014292
155,1,185954,-0.090955029757198,0.0610141686884928,0.136928079297369
156,1,186055,-0.0966145403173278,0.0597635510719074,0.106855091107457
157,1,186896,-0.107211158978897,0.0607001704905873,0.0782196131530422
158,1,187697,-0.0230331537695836,0.124332194990306,0.853135470605758
159,1,189392,0.105300674257284,0.124864413386129,0.399620497726874
160,1,189416,0.0313715126451761,0.120893649161768,0.795403237087245
161,1,190132,0.0579418683125204,0.0599812348843437,0.334705546767123
162,1,190148,0.0574915702504168,0.0600005997955228,0.338626145755425
163,1,190165,0.0580013422362437,0.0604614739490487,0.338058808257773
164,1,190169,0.0632835485289803,0.0603708514718913,0.295242107789039
165,1,190933,-0.0310554619043005,0.0599516259307691,0.604776720893029
166,1,192149,-0.0453250634341412,0.0604165958217174,0.453628673349363
167,1,192302,-0.00797082415040773,0.0798351794171424,0.920527233706518
168,1,192303,-0.0206257413695861,0.0720746951369452,0.774914451077292
169,1,192305,-0.0150948963982165,0.0749027307753035,0.840402871105619
170,1,192315,-0.0801686958819037,0.0848682079141658,0.34549606727336
171,1,192795,-0.0473037710029235,0.0598078991639358,0.429516794164808
172,1,194020,-0.0503080586071006,0.0629946647126409,0.425054567445403
173,1,194187,-0.0313248613601301,0.0598872597110777,0.60125797302409
174,1,194867,-0.0150795014458903,0.0598724802116731,0.801295606613758
175,1,197325,-0.00513656729978371,0.0613383602166609,0.933309415969321
176,1,197392,-0.0329798729081122,0.0621026125845783,0.595714967927694
177,1,198857,0.0489935221748663,0.287102482917722,0.864598161981411
178,1,206666,-0.0978125475280891,0.067140435214948,0.146050804224112
179,1,206675,-0.0211980432423235,0.0876660876863302,0.80907215885313
180,1,223051,-0.0279748126186132,0.0693742329331862,0.687012127712712
181,1,223059,-0.0237312780424506,0.072043171531859,0.742046031123214
182,2,7366,0.117042826203487,0.0866211880528616,0.177495698742524
183,2,8180,0.0216637788830987,0.119561751272425,0.856319904476208
184,2,8187,-0.0264787730747962,0.124330251455339,0.831472299202908
185,2,8250,-0.0268677708274261,0.122490314196948,0.826507241144974
