SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.130982313730925,0.0626609209107036,0.0373027070463125
2,1,1035,0.0926596319668703,0.0635461889601171,0.145689367614384
3,1,1074,-0.0213372251276835,0.107705524860216,0.843075335630323
4,1,1470,0.0136939924124704,0.107321152471966,0.89853956366401
5,1,1475,-0.00573329469551265,0.0792155959568982,0.942343807083797
6,1,1491,-0.0927560494384669,0.0691178183075861,0.180458823622368
7,1,21249,0.443894827807676,0.397111278652858,0.26440845387858
8,1,27243,-0.00270664807445087,0.054269784541741,0.960251050315331
9,1,27272,-0.0215296805518708,0.0534426800571462,0.687298355612897
10,1,27498,-1.00743832940518,0.485185339509735,0.038580223457572
11,1,27561,0.320706794800034,0.368379571660461,0.384570852520416
12,1,27816,-0.0574596331311505,0.0544598996808902,0.292109630067896
13,1,27822,-0.0510990309850904,0.0544084436879479,0.348283258294297
14,1,27823,-0.0524574692027869,0.0555283241432729,0.345459482604008
15,1,27825,-0.0627423403347979,0.0543739258699173,0.24931979166693
16,1,27843,-0.0168844123641814,0.0521824626628244,0.746459084242194
17,1,27848,-0.0168844123641814,0.0521824626628244,0.746459084242194
18,1,28495,-0.00930827762853947,0.0521886938782177,0.8585440462488
19,1,28975,-0.0351927511464388,0.0518083279997222,0.497400850343513
20,1,29283,-0.0970344931522344,0.116066074905989,0.403704668022982
21,1,29752,-0.263309608274387,0.120313290491459,0.0292855770383286
22,1,29787,-0.0466066200481654,0.327746306118648,0.887000518494909
23,1,30057,0.0312277832720342,0.106257151057163,0.769015622229932
24,1,30479,-0.0126785062451447,0.31138333387479,0.967544755370476
25,1,30706,-0.0356636779118904,0.0535064025820596,0.505507121000363
26,1,31435,-0.00454340357882668,0.0517042580785963,0.930027516062072
27,1,35128,0.00178676225921937,0.0712646815609808,0.980011542462483
28,1,35129,-0.0507829271152764,0.071396096744388,0.477377777864317
29,1,36146,-0.0312678428561452,0.0514112828090071,0.543452385300901
30,1,37255,-0.0266143968359209,0.103814949495031,0.79781926220815
31,1,37409,-0.0076660329051727,0.0517147212967935,0.882240406274722
32,1,37478,-0.0160669230013256,0.0517537236863172,0.756402293563207
33,1,39144,-0.0522733933816456,0.0514494181509978,0.310317984290787
34,1,41499,-0.029122087125413,0.0513582882424368,0.571048937859079
35,1,45359,-0.173518441310517,0.0860080730475531,0.0444031867369283
36,1,45634,-0.0044248558111013,0.0794547846278738,0.955620083504742
37,1,51248,0.0109847218058128,0.05159706480384,0.831532286799122
38,1,51462,0.0119235132599028,0.0516664502350995,0.817620467632013
39,1,52124,0.00170945706693992,0.0516002969249668,0.973590582337617
40,1,52667,-0.0166937032029398,0.0515100179744391,0.746064461732984
41,1,55470,-0.050111074885488,0.0528524374433033,0.34371099266149
42,1,59265,-0.00469741133131432,0.0514910841004224,0.927363438787848
43,1,60165,-0.013393443580756,0.0514478420192073,0.794760616144985
44,1,62308,-0.0409504161906938,0.051349958056227,0.425710085460727
45,1,62869,-0.0325531938340375,0.0513605218639612,0.526610448139164
46,1,65431,0.00882728750966377,0.0536694046720718,0.869451185630012
47,1,65451,0.00579974729163529,0.0529095437515816,0.912775987738713
48,1,65719,-0.00465128034574014,0.0551752323878722,0.932865580565874
49,1,66841,0.00967782281253132,0.0514113775944094,0.850794471954579
50,1,66948,0.00672715344077818,0.0517282523624818,0.89660255979159
51,1,68621,0.0412103486196386,0.0515427059278151,0.424516234604838
52,1,69417,0.00954755044805214,0.0514502710188323,0.852889725566591
53,1,69820,-0.281236986212183,0.20077908553685,0.16217369864503
54,1,69821,-0.034667404413395,0.124907743571583,0.781524836557127
55,1,70906,0.0463277659353016,0.0826160935849007,0.575317192626295
56,1,74327,0.00743071760970354,0.0517341522914603,0.885872450488549
57,1,74572,0.0267559673085636,0.051578271556268,0.604263651462103
58,1,75211,0.0239787001858159,0.0514880536112911,0.641707536285026
59,1,76030,0.0373158177365729,0.0514655595789916,0.468893198976782
60,1,80108,-0.0168362231630044,0.0514838931365582,0.743847166327161
61,1,81262,-0.0366557146114104,0.0514352366713016,0.476528426815418
62,1,81999,-0.0641641174478809,0.0514847851779329,0.213490465787768
63,1,82431,-0.0600592690894878,0.0517435307509393,0.246543919305054
64,1,83284,-0.0844814423144453,0.0512681248427169,0.100276168408021
65,1,83613,-0.0760007309936573,0.0513000240054066,0.139366768772421
66,1,84112,-0.0450666236563647,0.0514090024765257,0.381284337818374
67,1,84701,-0.0466969715599912,0.055053929573604,0.396899060093584
68,1,84858,-0.035090802422375,0.0515763748086286,0.496718839827482
69,1,85751,-0.0626902420039471,0.0517147818410404,0.226234833050092
70,1,87445,-0.057433768288067,0.0518418127660358,0.268674095115082
71,1,87467,-0.0632500722965132,0.0520950665602834,0.225510529687154
72,1,89070,-0.0466699919926646,0.0518174955133751,0.368382687212653
73,1,89616,-0.0496654128421564,0.0515301698468111,0.335799806836587
74,1,89679,-0.0559863338997221,0.0515183549271058,0.277899430318898
75,1,89880,-0.0559181316471838,0.0515316619439938,0.278608203260998
76,1,91472,-0.0397025159087921,0.0519577284698483,0.445299580494633
77,1,93789,-0.0614438217594967,0.0513609195302722,0.232376681982808
78,1,94351,-0.0523925740381345,0.0515249722814702,0.30992669068323
79,1,99148,-0.040571336782246,0.0514196080737277,0.430627222676352
80,1,101281,-0.18250234967553,0.562774202235959,0.745910152851075
81,1,106011,0.0235185334752635,0.0536215038212105,0.661217787641581
82,1,106800,0.0133816953718238,0.051529428803617,0.79525402756192
83,1,107970,0.0274078607191544,0.0513609607578869,0.59393189387266
84,1,109000,-0.00842720847239425,0.0514702704224143,0.870037689576994
85,1,112549,-0.00363942296387113,0.0514135930506379,0.943607225316928
86,1,112742,-0.00786000763506212,0.0516125713433865,0.879046298049589
87,1,113050,-0.00200197545438463,0.0515273266235732,0.969029796163787
88,1,113135,-0.0119180678603355,0.0513922789957604,0.816747063453617
89,1,114076,-0.0175558583764946,0.0513876990144981,0.732828555602933
90,1,114628,-0.0066068977114612,0.0515250170062589,0.898042363284602
91,1,116283,-0.0125176709700334,0.0518085167713638,0.809219444659256
92,1,126880,-1.76676714917817,0.967597700940807,0.0687052045996432
93,1,127853,0.0701697012688179,0.0515812996690394,0.174580600967035
94,1,128302,0.0727651225784001,0.0513718997509029,0.157529064664295
95,1,128704,0.0743344008132852,0.0514169683993091,0.149143717440735
96,1,128911,0.0862951526055863,0.0513697449155205,0.0938648435753266
97,1,130267,0.0637215818261073,0.0514385343357895,0.216246082785631
98,1,130271,0.0649593352586961,0.0514954695544933,0.207977095898024
99,1,130613,0.0225289917685317,0.0520799097943279,0.665580388823216
100,1,132012,0.0262266517313967,0.0519643925597855,0.614081459242484
101,1,133231,0.0120190206184109,0.0516103023409405,0.815989357530502
102,1,137074,0.00398976894335178,0.0515404231822657,0.938340860739698
103,1,137304,0.00981640085891444,0.0515561281054365,0.849103413254374
104,1,139686,-0.0170461436147818,0.0516185588904868,0.741419927784218
105,1,149562,0.0176484772171347,0.051735782499414,0.733210854848623
106,1,150447,0.00489884394605861,0.0523176207491591,0.925450960532363
107,1,151446,-0.133577441761227,0.104864585377075,0.203569205440091
108,1,154084,0.0242466608044945,0.052464036887374,0.644252914890211
109,1,156633,0.00670942642877525,0.0531982000769062,0.899707705164846
110,1,157269,0.0307527942933417,0.0515014330746567,0.550806715632566
111,1,160054,0.00529920227109998,0.0520162245985916,0.918912983296272
112,1,166222,0.000475851455751353,0.0516322520298149,0.992651872947928
113,1,166416,0.0132352969656359,0.0515226212616903,0.797418581668438
114,1,167326,0.00631518374360385,0.0518191535150144,0.903071573351184
115,1,168836,-0.014311773382161,0.0515690444793264,0.781538365466893
116,1,171200,-0.0178483952892695,0.0516431701466925,0.729841708067489
117,1,171431,-0.0331968227331989,0.051944330883777,0.523182355017922
118,1,173339,-0.0508755891345893,0.0514990452792559,0.323881292821551
119,1,173845,-0.0558006316618911,0.0514417732314723,0.278779827052183
120,1,175121,-0.0236683245477018,0.0514098402317997,0.645523293641878
121,1,175281,-0.0272611796814057,0.0514485262929998,0.596533165117689
122,1,175315,-0.0253460955750574,0.0514350922989876,0.622475641592054
123,1,175523,-0.0241689276876618,0.0517283168027587,0.640624899552072
124,1,175541,-0.0263772475899302,0.051514003415923,0.608942969742855
125,1,175653,-0.0223314652117397,0.0516825325345223,0.665940383039371
126,1,175805,-0.0513583900444936,0.0545516917721983,0.347111553929017
127,1,175818,-0.0322076978127381,0.0533377605978589,0.546335067223409
128,1,175856,-0.0324234768289069,0.052521295413713,0.537408738723607
129,1,175876,-0.0271362974887636,0.0517241479406157,0.600166262849876
130,1,175989,-0.0280564578879597,0.0518704535219341,0.588921252566713
131,1,176001,-0.0330623711035222,0.0521326451703644,0.526362973521024
132,1,176451,-0.0369991991080713,0.0527526076215873,0.483533035600785
133,1,177692,-0.0299871745855122,0.051428019831912,0.560204891029768
134,1,178191,-0.0286945320450204,0.0514812197536447,0.577622012544445
135,1,178224,-0.0299871745855122,0.051428019831912,0.560204891029768
136,1,178960,-0.0409639811763535,0.0518178770645092,0.4297446295527
137,1,179139,-0.061313714635558,0.102740571861461,0.551035542225462
138,1,179139,-0.0305220744332755,0.207020294411332,0.882872711281396
139,1,180955,-0.0495356714290685,0.0595024512785067,0.405690764523012
140,1,183802,-0.0992203765369155,0.0511875645368517,0.0533751926091228
141,1,183954,-0.103583105636945,0.0515398668919049,0.0452164340692945
142,1,184450,-0.0887498134485514,0.0511624615852637,0.0836727573506234
143,1,184641,-0.0991800036542217,0.0526110929444639,0.0602301983079339
144,1,184718,-0.0825776598434942,0.0514847243977206,0.109624784371233
145,1,185296,-0.0663180565059425,0.05133156393601,0.1972180055765
146,1,185438,-0.080557636365181,0.0512762583575528,0.117066586224395
147,1,185469,-0.0821080736550993,0.0513438202798855,0.110674962521558
148,1,185503,-0.0812349263694583,0.0512140053999022,0.113592518990526
149,1,185705,-0.0787115452128073,0.0518014869737068,0.129535774656869
150,1,185749,-0.084444650932681,0.0517759038335635,0.103789682431853
151,1,185806,-0.0840331888937552,0.0518474533944734,0.105958236941181
152,1,185879,-0.0932269288474863,0.0520555216292973,0.0741638691133782
153,1,185916,-0.0921956234987596,0.0520368364486521,0.077300753377018
154,1,185941,-0.0939895887922278,0.0522564750675052,0.0729328100905122
155,1,185954,-0.0880684387573246,0.052439608669987,0.0939538732913391
156,1,186055,-0.0857956125928794,0.0513954639939275,0.0959399970424805
157,1,186896,-0.0822172678329436,0.0522609703162743,0.1165669616778
158,1,187697,-0.166371400563659,0.106587248350951,0.119444790769957
159,1,189392,0.0428733059606445,0.107490979398171,0.690241272968092
160,1,189416,0.0260408944525601,0.103992128489035,0.802414298487837
161,1,190132,-0.0241470149427407,0.0516473903305217,0.640404919920342
162,1,190148,-0.0248344873950925,0.0516620533178237,0.63102011335829
163,1,190165,-0.0187821340535465,0.0520664776228716,0.718514286564616
164,1,190169,-0.0183510007204782,0.0520019618657407,0.724381121223636
165,1,190933,-0.0449833527848355,0.0515337681697159,0.383315963702245
166,1,192149,-0.0543092881376238,0.0519307472475732,0.296367960468097
167,1,192302,0.0706071972337616,0.0685714497112703,0.303861498387329
168,1,192303,0.0136784909510688,0.0620008121168729,0.825517480477824
169,1,192305,0.0484880042522473,0.0643825443206146,0.451877706497152
170,1,192315,-0.0260455761583183,0.073081804135084,0.721761924992459
171,1,192795,-0.0502223353756903,0.0514222614562398,0.329403735451058
172,1,194020,-0.0150916922337098,0.0542303287975202,0.780953621024029
173,1,194187,-0.0162689313930986,0.051527075564534,0.752389802165632
174,1,194867,0.0150773559399762,0.0515000534422975,0.76987464433046
175,1,197325,0.00416107417265502,0.0527626719989607,0.937185501802316
176,1,197392,-0.0168156138786808,0.0534338544524496,0.753175656710118
177,1,198857,0.0356599773684456,0.246965431313296,0.885272870826223
178,1,206666,-0.052025731355049,0.0578606326818748,0.369182536189139
179,1,206675,-0.0850464620674298,0.0752797238205872,0.259353173277566
180,1,223051,-0.0125006769424141,0.059685020410093,0.834222367464648
181,1,223059,-0.00855910432881579,0.0619786284078933,0.890241965785721
182,2,7366,0.216445692852063,0.0738094401411797,0.0035819709871448
183,2,8180,-0.0436349496799906,0.102824319377457,0.671558806191727
184,2,8187,-0.0212100051320938,0.106948488197498,0.842909007202393
185,2,8250,0.0330258307996809,0.105357398479102,0.754112734069977
186,2,8253,0.0197839635582584,0.105366799490752,0.85117049315908
187,2,8285,0.0157788699219047,0.0571217764871731,0.782531433925381
188,2,8302,-0.000877716879047807,0.0534753845024172,0.986913802596576
189,2,8306,-0.000877716879047807,0.0534753845024172,0.986913802596576
190,2,8314,-0.00678284102630178,0.0523771444055865,0.897035768971286
191,2,8317,0.000441192774685684,0.0535729303051918,0.99343385370616
192,2,8328,0.00101165687760496,0.0533332315067001,0.98487686912302
193,2,8331,-0.000147889024720071,0.0532329927390934,0.997784932373583
194,2,8498,0.00915964990956109,0.0522994063855961,0.861071065093255
195,2,8651,0.0161110283882349,0.0523436253867391,0.758420982422745
196,2,9418,-0.0544233174859583,0.133109854731859,0.682890216297132
197,2,9812,0.0351458249003173,0.0526284713869158,0.504691182528741
198,2,9932,0.0209273844439684,0.052442322573218,0.690093790965958
199,2,10135,0.0353837952246379,0.0522193202037669,0.498469402750867
200,2,11616,0.00964032293762052,0.052195285361427,0.853572608303331
201,2,12133,0.0337619174911445,0.0523744990712743,0.519588834296163
202,2,12194,0.0294566274096106,0.0525845957440182,0.575714726688875
203,2,12359,0.0276710980932278,0.0524334699524318,0.598013230919652
204,2,13061,0.0141140460418653,0.0524449100092683,0.787993514212265
205,2,14298,0.0276805074555202,0.0525951234249759,0.599014329611518
206,2,15222,0.00967304267227764,0.0531263388976118,0.855627426786827
207,2,17986,0.0070526546746088,0.0521964575619911,0.892595987926529
208,2,19770,0.00125958582747632,0.0525586565034055,0.980893800422587
209,2,19836,-0.00400538037671383,0.0524138686890073,0.939129578164544
210,2,19851,0.00715020838847213,0.0525663861617946,0.891881073141035
211,2,21595,0.00364217400482203,0.0523502898931988,0.94457281167856
212,2,22385,-0.0124077808553668,0.0523960228069685,0.812943349109538
213,2,23441,-0.00473294732708252,0.0529085238330165,0.928770816494397
214,2,24209,-0.00464036838880022,0.052472882744497,0.929582167516893
215,2,24341,0.0157572112791928,0.0525908933517946,0.764644413908821
216,2,26815,0.00290870677205612,0.0525343220882723,0.955876818412967
217,2,28209,-0.0493880581731971,0.0524864435425418,0.347364781200709
218,2,28695,0.00140398363115368,0.0549021952576703,0.979612810681896
219,2,35849,0.074090705063151,0.562844211405308,0.895346999785945
220,2,35850,-0.0351406081624148,0.688383328701078,0.959316126535609
221,2,41245,0.00977299450499192,0.052348064533149,0.852008931835791
222,2,43214,0.0464742450457933,0.0531418615211607,0.382423337158459
223,2,47104,0.0219283118419786,0.0517031594464617,0.671737093563593
224,2,50915,0.0548374271934232,0.0521428344863279,0.293667089874234
225,2,55834,0.0407457426344969,0.0519378809869183,0.433267554545967
226,2,56422,0.0366657786927072,0.0520394945849604,0.48153871689022
227,2,57715,0.0456123851782095,0.051847602160726,0.379598923240381
228,2,59046,0.0396042238929282,0.0521243724400197,0.447879823091066
229,2,59191,0.0494876380431855,0.0518013657537337,0.340062266518296
230,2,59383,0.042640031049589,0.0518335643053413,0.411271732302779
231,2,59477,0.0285751151391943,0.0526419101589378,0.587595861264263
