SNP,Chr,Pos,Effect,SE,TPO1_TPO2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.141564135125898,0.0686236660635729,0.0398525688828318
2,1,1035,0.108072398762599,0.0695538759566145,0.121129611911055
3,1,1074,0.0545890196255172,0.117906625989496,0.643660285179758
4,1,1470,-0.0840060161107496,0.117432603372196,0.474862498063536
5,1,1475,-0.152268065664543,0.0863610418302114,0.0787391985952244
6,1,1491,-0.102704987704658,0.0756785760413447,0.175609848938483
7,1,21249,0.0163209748061535,0.435598662190834,0.970133099635575
8,1,27243,-0.0587034634367656,0.0593425768253735,0.323228143723008
9,1,27272,-0.0974660241882338,0.0583020128263297,0.0954610099339601
10,1,27498,-0.0973523371524188,0.534479773998076,0.855574193229696
11,1,27561,-0.224075040482169,0.403626507059299,0.579140655350094
12,1,27816,-0.0167918814592469,0.0597200030954564,0.778739511181349
13,1,27822,-0.0160763608602557,0.0596446427000931,0.787674954968552
14,1,27823,-0.00812235312248433,0.060877922616019,0.893936987495953
15,1,27825,-0.0174215786255866,0.0596435725654042,0.770385717971898
16,1,27843,0.0023956040765761,0.0571473100163694,0.966586328529212
17,1,27848,0.0023956040765761,0.0571473100163694,0.966586328529212
18,1,28495,0.0183804280882681,0.0571400035517416,0.747890404770029
19,1,28975,-0.00260585655155987,0.0567662039522175,0.963411871178239
20,1,29283,-0.20998308978142,0.126724409994928,0.0984067581956298
21,1,29752,-0.426598033453424,0.130673968689079,0.00120343706058152
22,1,29787,-0.317382968053475,0.358489570959185,0.376579241832125
23,1,30057,0.116198830177868,0.11619967997082,0.317999025820954
24,1,30479,-0.348418603965933,0.340455997125111,0.306825203988937
25,1,30706,-0.0199381652257721,0.058615924151312,0.733946416929242
26,1,31435,0.0188250219581463,0.0566071056173807,0.739667001084093
27,1,35128,0.01269880422256,0.0780308528815349,0.870815634010106
28,1,35129,-0.0435511961744441,0.07819926310792,0.577930967461717
29,1,36146,0.0309910688493272,0.0562998781294917,0.582349171649269
30,1,37255,0.0819555220364316,0.113602611021972,0.471126922840918
31,1,37409,0.0393751704365136,0.056589779632554,0.487011897617208
32,1,37478,0.0267283208800573,0.056659396240589,0.637406129775494
33,1,39144,-0.00823305260984692,0.056416918315188,0.884058102035008
34,1,41499,-0.0319360710603318,0.0562364446322403,0.570471207337732
35,1,45359,-0.0530410235111578,0.0946768012674626,0.575676202833586
36,1,45634,0.00625203666149154,0.0870014910119853,0.942753018162614
37,1,51248,-0.0103570658682206,0.0564989159224419,0.854656567375134
38,1,51462,-0.00249553113946355,0.0565780658178236,0.96484345527629
39,1,52124,0.00295446606153258,0.0565013862696597,0.958327077943551
40,1,52667,-0.0377315963134533,0.0563752951726732,0.503746024975813
41,1,55470,0.024826885072803,0.0579311656353784,0.668506043075127
42,1,59265,0.0127162788058497,0.0563785331332002,0.821680569490613
43,1,60165,0.039908777040207,0.0562999328592321,0.478879158318523
44,1,62308,0.0801211993618898,0.0561162282741364,0.154241451749956
45,1,62869,0.0917510763250249,0.0560586573900854,0.102584819756504
46,1,65431,0.0599127118567339,0.05868283272767,0.307973481440878
47,1,65451,0.0692869398422076,0.0578186211865266,0.231584736306355
48,1,65719,0.0649707844259875,0.0603175790671163,0.282151007974259
49,1,66841,0.0853553154398392,0.0561138774944061,0.129127741416128
50,1,66948,0.0842737763460623,0.0564651076481198,0.136463130611178
51,1,68621,0.0615643512618264,0.0563944205736373,0.275720721874737
52,1,69417,0.0209771289703189,0.0563289250341673,0.709815396588538
53,1,69820,-0.372088004511104,0.219568768487439,0.0910274113816274
54,1,69821,-0.0575845014287149,0.136752604532745,0.673949112022581
55,1,70906,-0.0391199635319444,0.0904796579518856,0.665742352947243
56,1,74327,-0.0284220106794423,0.0566295405709832,0.616055177308791
57,1,74572,-0.0371744074505018,0.0564642665957461,0.510729239590423
58,1,75211,-0.0253053283688333,0.0563798444732865,0.653825059261968
59,1,76030,0.00276156973100528,0.0563957383909234,0.960972728476796
60,1,80108,-0.0749687077406386,0.0562412262717234,0.183396407947997
61,1,81262,-0.0262853978142439,0.056343913808221,0.641133199574593
62,1,81999,-0.0555709908609299,0.0564214496347875,0.325334676316454
63,1,82431,-0.0731557216877079,0.0566326792191869,0.197286038494802
64,1,83284,-0.0714746332650919,0.0562247422050354,0.204483500032245
65,1,83613,-0.0673249838030535,0.0562330279653681,0.232012554115293
66,1,84112,-0.046556706553214,0.0562987864302281,0.40881975916883
67,1,84701,-0.0176167731520138,0.0603373062316399,0.770479936621578
68,1,84858,-0.0287969024259173,0.0564915510155359,0.610541015835499
69,1,85751,-0.0557898700547377,0.0566668738436531,0.325532480637076
70,1,87445,-0.0397543966362413,0.0568251943009737,0.484643483158539
71,1,87467,-0.04474417827916,0.0571126324407353,0.433895552218142
72,1,89070,-0.056752785322401,0.0567241320420778,0.31775144393098
73,1,89616,-0.0616422657906005,0.0564035816140992,0.275192379282634
74,1,89679,-0.047359603463096,0.0564498257422896,0.402054979252679
75,1,89880,-0.0505006895254855,0.0564564458563646,0.371660138949923
76,1,91472,-0.0371146961308648,0.0569056561060057,0.514687241522504
77,1,93789,-0.0381541962746236,0.0563166914816737,0.498536628606809
78,1,94351,-0.0492368012801241,0.0564407988837441,0.383603963824598
79,1,99148,-0.0480821613619616,0.0562951541529392,0.393624194086478
80,1,101281,0.570405199072944,0.615572523309472,0.354754093960824
81,1,106011,-0.0117223311336316,0.0587273895493223,0.841903774516123
82,1,106800,-0.0124456537254455,0.056425419155366,0.825556168938214
83,1,107970,-0.000795302107416969,0.0562621114427365,0.988729735967856
84,1,109000,-0.00755017944718137,0.0563598476042656,0.893507540600819
85,1,112549,0.00449228413799524,0.0562969712638334,0.936444567533313
86,1,112742,0.00420229271620551,0.0565163714377165,0.94076977907109
87,1,113050,-0.0253956583340645,0.0564055434544284,0.652818549615178
88,1,113135,-0.03379126917096,0.0562492814292757,0.5483977875391
89,1,114076,-0.0581156710336126,0.0561929583645215,0.301743067444979
90,1,114628,-0.0371958094265872,0.056385656777826,0.509897095617453
91,1,116283,-0.0147448010214354,0.0567287772460729,0.795078955213798
92,1,126880,-3.01625982471254,1.05232069897798,0.0044021293482426
93,1,127853,0.0716638214778729,0.0564999690581617,0.205495652332509
94,1,128302,0.0553335768471177,0.0563341220490252,0.326654791544069
95,1,128704,0.0292639361625984,0.0564457211078565,0.60447345099962
96,1,128911,0.0252725417038557,0.0564574345057351,0.65468842486376
97,1,130267,0.00379931327654698,0.0564463247307672,0.946374275569229
98,1,130271,0.00761509791948356,0.05651222832049,0.892885286678492
99,1,130613,0.00713681914035033,0.0570405343441925,0.900501056532935
100,1,132012,-0.0100344108080385,0.0569182166604622,0.860163094897295
101,1,133231,-0.0415697080330336,0.0564734890679329,0.462163295895186
102,1,137074,-0.030993796843375,0.0564123209724773,0.583067814630247
103,1,137304,-0.0330930793680167,0.0564285688331287,0.557941487786715
104,1,139686,-0.0187223132208292,0.0565214603707724,0.740657824266426
105,1,149562,0.00771036614744075,0.0566577222755796,0.89183026344091
106,1,150447,0.0128672750308355,0.0572835932958051,0.822401686437439
107,1,151446,-0.0739772017584386,0.115021304401651,0.520537288757913
108,1,154084,0.00595722798641937,0.057463801435178,0.917490718769816
109,1,156633,0.0244062082757168,0.0582380230498263,0.675414846150323
110,1,157269,0.0252407348240944,0.0564057404482479,0.654799227596904
111,1,160054,-0.0242990162464224,0.0569431037978221,0.669840145805447
112,1,166222,-0.00545291671047116,0.0565357694509441,0.923217330467389
113,1,166416,-0.00445797460558406,0.0564212376442118,0.937067570044359
114,1,167326,-0.00641897428890037,0.0567413269144571,0.909994201839713
115,1,168836,0.0231187234767451,0.0564600493156823,0.682442774769522
116,1,171200,0.0363862009357657,0.0565248625745141,0.520174821012869
117,1,171431,0.0545936182183732,0.0568368966935451,0.337445342227216
118,1,173339,0.0122916221338271,0.0564647558632165,0.827799060616006
119,1,173845,0.0123860816081615,0.0564178850446572,0.826354949480586
120,1,175121,0.0315561983368267,0.0562848138487706,0.575390404474476
121,1,175281,0.021011313055878,0.0563466334035472,0.709451252837099
122,1,175315,0.0228963819773077,0.0563268076160825,0.684627653620882
123,1,175523,0.0206880115759657,0.0566485080048325,0.715181141692623
124,1,175541,0.0220158346281109,0.0564158030871256,0.696592734213325
125,1,175653,0.0348389078455285,0.0565761485104507,0.538431345011916
126,1,175805,-0.0152912417651208,0.0598026560463391,0.798335262138889
127,1,175818,0.00646960430417298,0.0584331543308776,0.911902861569923
128,1,175856,0.0333486765132366,0.0575136496495871,0.562392859254363
129,1,175876,0.0342866864670348,0.0566298124687699,0.545267135500387
130,1,175989,0.0399050168791361,0.0567811570207531,0.482652161152839
131,1,176001,0.0327484897465928,0.0570903398245464,0.566586347343028
132,1,176451,0.0375858274899064,0.0577688860198897,0.515712437469898
133,1,177692,0.0149159748049745,0.0563343953083305,0.791336848344438
134,1,178191,0.0239513064984262,0.0563815200155602,0.671235641320323
135,1,178224,0.0149159748049745,0.0563343953083305,0.791336848344438
136,1,178960,-0.002243423882624,0.0567898422854321,0.968510925322311
137,1,179139,0.0434749381991919,0.112532267139669,0.699482753785091
138,1,179139,-0.0878791937456468,0.226642701362693,0.698439692119972
139,1,180955,-0.00377553705406708,0.065217871016702,0.953868094471224
140,1,183802,-0.0345702177355996,0.0563170334792594,0.539709745687285
141,1,183954,-0.0482458587309328,0.0566991877187808,0.395396630975454
142,1,184450,-0.0259814042105328,0.0562433640881504,0.64440451575434
143,1,184641,-0.0202818567960962,0.0578875165303358,0.726272503134406
144,1,184718,-0.0206455638243478,0.056569346131651,0.715359618995355
145,1,185296,-0.00646020343834037,0.0563389398231548,0.908774458951413
146,1,185438,-0.0097223978976464,0.0563402727710409,0.863091720954521
147,1,185469,-0.0105315041379788,0.0564211785814949,0.852035462306232
148,1,185503,-0.00454839934413295,0.0562775066740225,0.935630179969623
149,1,185705,-0.00971760631462169,0.0569046618146027,0.864502496215932
150,1,185749,-0.0112102521006903,0.0569038842580836,0.843938345492515
151,1,185806,-0.00512323958072463,0.056982346375924,0.928410327955776
152,1,185879,-0.00837813598277956,0.057256611131243,0.883747497387568
153,1,185916,-0.00950541031879447,0.0572300696550122,0.868180275285615
154,1,185941,-0.00159235120298191,0.0574815555024426,0.977915522147033
155,1,185954,-0.00708909920905033,0.0576482545299808,0.902199554286095
156,1,186055,-0.0167478491347193,0.0564918900933908,0.767049596348963
157,1,186896,-0.0426328757837376,0.0573803546401127,0.457983522213659
158,1,187697,-0.0685743458850903,0.117056556338363,0.558369259240378
159,1,189392,0.198105135761502,0.117254326199347,0.0920001343701208
160,1,189416,0.172026713201546,0.113511190903617,0.130539620229012
161,1,190132,-0.0116996550910127,0.0565671635195956,0.836263689209647
162,1,190148,-0.00896728555614482,0.056585639477526,0.874174860242355
163,1,190165,-0.000412651187974789,0.0570224809860587,0.994230134663223
164,1,190169,-0.00792733012898134,0.0569498141390559,0.889372653916981
165,1,190933,-0.0607035486860218,0.0563970639865731,0.282501313877927
166,1,192149,-0.0391261400679618,0.056913290675812,0.492238470560953
167,1,192302,0.00909868249673185,0.0751957806347847,0.90375995275366
168,1,192303,0.00194749831693786,0.0678945196641517,0.977132686885845
169,1,192305,-0.000880800717412811,0.0705544771741401,0.99004653584011
170,1,192315,-0.0777920595167707,0.0799306596211193,0.331098323161835
171,1,192795,-0.053086439320969,0.0563117536404112,0.346466847291153
172,1,194020,-0.0755318544965924,0.0592516496567293,0.20323131832223
173,1,194187,-0.0281597633852416,0.05640939939869,0.617947072009781
174,1,194867,-0.0321267664886848,0.0563726704276615,0.569108255396233
175,1,197325,-0.0589377356951522,0.0576895842970302,0.307653012209529
176,1,197392,-0.0864721818528404,0.0583361667887303,0.139150442344361
177,1,198857,-0.15978452272168,0.270297509974953,0.554802831461619
178,1,206666,-0.0641869943940041,0.0633369288535203,0.311553067578013
179,1,206675,-0.0850708164127774,0.0824547758345043,0.302906384109182
180,1,223051,-0.0317920286941757,0.0653363154276977,0.626850539817243
181,1,223059,-0.0593447985778841,0.0677939191325621,0.381967558718536
182,2,7366,0.11663084472056,0.0815628114968613,0.153615476468158
183,2,8180,-0.0577048276044971,0.112577848024521,0.608567747227322
184,2,8187,-0.0808684848243573,0.117034322523026,0.490031652204887
185,2,8250,-0.0151526130346147,0.115377938349591,0.895588882241051
186,2,8253,-0.0136031561855186,0.115378485335289,0.906213724798928
187,2,8285,0.05585804719678,0.0624835210415694,0.371949990075276
188,2,8302,-0.00560025496308669,0.0585539724760844,0.92385869081588
189,2,8306,-0.00560025496308669,0.0585539724760844,0.92385869081588
190,2,8314,-0.0102231600933363,0.0573509342464468,0.858624021807743
191,2,8317,-0.00660458670950287,0.0586604722968227,0.910419555821526
192,2,8328,-0.00305083426193564,0.0583988575061771,0.958365947441788
193,2,8331,-0.00708910311240485,0.0582880730312848,0.903267713534148
