SNP,Chr,Pos,Effect,SE,MID2_WSC2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0795828608364155,0.194399649270568,0.682510864785827
2,1,1035,0.0537971132272437,0.196552156131545,0.784472173408919
3,1,1074,-0.000186926852220104,0.332194551032526,0.99955134588735
4,1,1470,-0.180360832418798,0.330859036910937,0.586009096209466
5,1,1475,-0.0188648927327648,0.244309655091897,0.938494554248105
6,1,1491,-0.063778354207759,0.213683334034445,0.765519050242287
7,1,21249,-0.173883911297017,1.22686709063664,0.887374103897175
8,1,27243,-0.214799180837579,0.166983865272953,0.199165039139876
9,1,27272,-0.199927530561743,0.164517411323536,0.225088140894795
10,1,27498,-0.00227449968569804,1.50547710020128,0.998795396697403
11,1,27561,1.21445852477495,1.1355051999062,0.285561047449972
12,1,27816,0.206586575834417,0.167865422288489,0.219266522489369
13,1,27822,0.208902129031695,0.167643027104497,0.21354931993952
14,1,27823,0.189584419510134,0.171174857707483,0.268811052539708
15,1,27825,0.222757727182047,0.167592486292414,0.184652619404359
16,1,27843,0.175932531304556,0.160687906012511,0.274319622302229
17,1,27848,0.175932531304556,0.160687906012511,0.274319622302229
18,1,28495,0.18406006424384,0.160664724253509,0.252730167495905
19,1,28975,0.186825560333527,0.15957766232963,0.242488970661533
20,1,29283,-0.819962688967476,0.355647474613378,0.0217150433843129
21,1,29752,0.107777210056506,0.373524702375996,0.773101968242512
22,1,29787,2.85855411861421,0.999320181045128,0.00448149611635437
23,1,30057,0.311281135581057,0.327330203296694,0.342270356050022
24,1,30479,1.54699887517166,0.956807566671542,0.106807398967861
25,1,30706,0.108500779069153,0.165022624322565,0.511294170821925
26,1,31435,0.170096975696893,0.159206351540612,0.286067613176307
27,1,35128,0.488269963496391,0.218246748404232,0.0258944182769938
28,1,35129,0.194626331632612,0.220107791545305,0.37717288546765
29,1,36146,0.109061818150442,0.158535058551721,0.491945491575379
30,1,37255,0.397886695293149,0.319505847214259,0.213840521524374
31,1,37409,0.191326687394157,0.159173634726477,0.230169306530219
32,1,37478,0.219024133398159,0.159209942590762,0.169788699381704
33,1,39144,0.118240224187788,0.158783029645348,0.456969493382552
34,1,41499,0.141423969927154,0.158288047635004,0.37221982657461
35,1,45359,0.027868952227557,0.266779418234626,0.916860145593885
36,1,45634,-0.239823178843478,0.244715992234007,0.327754241558203
37,1,51248,0.00962221547111548,0.159140606616818,0.951820614832585
38,1,51462,0.00770387771806263,0.159356700228416,0.961469741503946
39,1,52124,0.0132560141449895,0.15913986667329,0.933661897875659
40,1,52667,-0.0392226982609603,0.158872669898335,0.805143568147031
41,1,55470,-0.0979687204190538,0.163127030681001,0.54851376879289
42,1,59265,-0.0343045425179641,0.158795734012521,0.829089630197318
43,1,60165,-0.0393438659984624,0.158672408322589,0.804312182510334
44,1,62308,0.00594761693430544,0.158511389464974,0.970090247467043
45,1,62869,-0.0637580363947546,0.158455463456212,0.687653838124216
46,1,65431,-0.0565733170115277,0.165501499855687,0.732682514630844
47,1,65451,-0.0422720941277618,0.163166315154386,0.795729418561698
48,1,65719,0.0195161725125447,0.170165233274588,0.908756410967137
49,1,66841,0.0189867028304755,0.158563272490076,0.90475554990809
50,1,66948,0.0202604156153529,0.15953598968199,0.899015956261293
51,1,68621,-0.106111588546687,0.159007168392781,0.504992011746914
52,1,69417,-0.0877935861336221,0.158617411964093,0.580276441302203
