SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0746508873159255,0.066844479052165,0.264845981823671
2,1,1035,0.073243117397958,0.0675826855402431,0.27921281623748
3,1,1074,0.110679662736367,0.114248054259138,0.333325092651034
4,1,1470,-0.215848750235139,0.113407436094606,0.0578141650410756
5,1,1475,-0.145374701133772,0.0837785423831162,0.0835735320472963
6,1,1491,-0.0598238434420373,0.0735277832438884,0.416409823033626
7,1,21249,-0.453703567939795,0.421824947889657,0.282852798714421
8,1,27243,-0.0292827666953064,0.0576187786770276,0.611619531284452
9,1,27272,-0.0719307037208026,0.0566450031164864,0.204974215626478
10,1,27498,0.299912770014618,0.518204366902309,0.563124362422984
11,1,27561,-0.237096079073839,0.391470453294386,0.545133004258939
12,1,27816,-0.0143258682194282,0.0579276841241559,0.804815130797286
13,1,27822,-0.0144877136300645,0.057853933270646,0.802409160597263
14,1,27823,-0.0161526712563621,0.0590445854345315,0.784577113837254
15,1,27825,-0.0186794544548469,0.057850529361191,0.746968452461621
16,1,27843,0.0225053055867657,0.0554179917738519,0.684914405107627
17,1,27848,0.0225053055867657,0.0554179917738519,0.684914405107627
18,1,28495,0.0223411576652464,0.055419077661456,0.687095783847967
19,1,28975,0.0178394574250444,0.0550531157122421,0.746099032055456
20,1,29283,0.0388383659239926,0.123377828533689,0.753105494809824
21,1,29752,-0.244423988166693,0.12798863840494,0.0569780364597835
22,1,29787,-0.043097397052037,0.348100030211512,0.901538152684891
23,1,30057,0.189483595180345,0.112417488802945,0.0927691208172973
24,1,30479,0.250128081115146,0.330451305076459,0.449597479979392
25,1,30706,0.0231278345082709,0.0568512912374662,0.684392010599681
26,1,31435,0.00669038873724545,0.0549142649997141,0.903100328332963
27,1,35128,-0.121850022664832,0.0754115479341455,0.107030780954552
28,1,35129,-0.0396683179553929,0.0758543593823873,0.601334553647003
29,1,36146,-0.0447966836723212,0.0545801996172127,0.412342745848879
30,1,37255,-0.0913549592883118,0.11016431998193,0.407517202333746
31,1,37409,-0.0278015995760207,0.054907706096525,0.612938776234356
32,1,37478,-0.0420302402965989,0.0549293254993999,0.444681920896207
33,1,39144,-0.0591207907823093,0.054633451589759,0.279931038289835
34,1,41499,-0.0534374015877927,0.0544980360825907,0.327492097460482
35,1,45359,-0.13715785215117,0.0915833555326845,0.135123401907733
36,1,45634,0.01073437617951,0.0843869429979158,0.898851185127252
37,1,51248,-0.0202581894042325,0.0547938798021035,0.711815598442026
38,1,51462,-0.0263251996855659,0.0548609130887912,0.631628769229782
39,1,52124,-0.0632192778044104,0.0547010952565954,0.248576380083858
40,1,52667,-0.0621756119047144,0.05461649151482,0.255723991658001
41,1,55470,-0.0815341683377299,0.0560379438443793,0.146563046406715
42,1,59265,-0.029595775484294,0.0546663621286798,0.588580891866068
43,1,60165,-0.0270922006723864,0.0546286981551286,0.620249965767241
44,1,62308,-0.0262395961788583,0.0545697568865819,0.630924531408987
45,1,62869,-0.0412608954318351,0.0545365706700214,0.449810372075113
46,1,65431,0.00208919037338634,0.0570040663997095,0.970784913588266
47,1,65451,0.0188042649971328,0.0561869895768827,0.738070582445067
48,1,65719,-0.00524920162008041,0.0586012462493651,0.928675819761433
49,1,66841,0.0201351879392358,0.054595975404169,0.712495274500939
50,1,66948,0.0163943746368354,0.0549346895829183,0.765547595812152
51,1,68621,0.0221756612591719,0.0547800673050214,0.685860459910703
52,1,69417,0.0132941840101191,0.0546431448559355,0.807921310948879
53,1,69820,0.0371798950150288,0.213829058336881,0.862062018617502
54,1,69821,0.0561074939212416,0.132644715699038,0.672559542946001
55,1,70906,-0.111147712753375,0.087585631200531,0.205270865360704
56,1,74327,-0.083534330604991,0.0547680041253451,0.128094748981679
57,1,74572,-0.0799219299083233,0.0546365418608701,0.144413896484121
58,1,75211,-0.0792540438765511,0.0545391011035382,0.147067690573377
59,1,76030,-0.0416531492152958,0.054657043054876,0.446519937473318
60,1,80108,-0.0908598998301408,0.0544748174246882,0.0962174264805857
61,1,81262,-0.0891904329938247,0.0544618791736425,0.102382193823967
62,1,81999,-0.103795708151076,0.0545227171064021,0.0577603307389874
63,1,82431,-0.0831010868619726,0.0548833667951296,0.130885231668827
64,1,83284,-0.0783847494278441,0.0545011829497054,0.15125729031487
65,1,83613,-0.0568478990876293,0.0545707904998503,0.298250909199948
66,1,84112,-0.0553334605071786,0.0545812320245282,0.311381227522816
67,1,84701,-0.0750107924024571,0.0583957248314409,0.199800494064596
68,1,84858,-0.0548492041661536,0.0547371056284616,0.317006822118183
69,1,85751,-0.070599831764157,0.0549117840140208,0.199392135793053
70,1,87445,-0.0598653310143642,0.0550644431917485,0.277696079197617
71,1,87467,-0.0583421704251617,0.055358277799826,0.292648851950067
72,1,89070,-0.0733832559184619,0.0549596755021422,0.182664749839988
73,1,89616,-0.0524298237639071,0.0547307905658387,0.338739334955636
74,1,89679,-0.0614420804566857,0.0547111770758895,0.262189609853149
75,1,89880,-0.059429922694367,0.0547313838042957,0.278287530436985
76,1,91472,-0.0620376938733623,0.055130857250651,0.261234584111396
77,1,93789,-0.073572004248883,0.0545201861405593,0.178058825987777
78,1,94351,-0.0781891482423994,0.0546462536250639,0.153365411395447
79,1,99148,-0.0558802456146112,0.0545796539300839,0.306617034983964
80,1,101281,0.0320036846055616,0.597806104117741,0.957335748805387
81,1,106011,-0.0692884866778922,0.0568471357230734,0.223712643522964
82,1,106800,-0.0686344664043727,0.0546123207438284,0.209672273639651
83,1,107970,-0.062672382186949,0.0544701600902483,0.250683078433139
84,1,109000,-0.0666551772690112,0.0545531424418482,0.222583671250328
85,1,112549,-0.01145524338391,0.0546030888319124,0.833951727698454
86,1,112742,-0.0199662540073631,0.0548089382324902,0.715860860337546
87,1,113050,-0.0493544316634042,0.0546639373254206,0.367210542886142
88,1,113135,-0.0318503610351172,0.0545612963078194,0.559758810360453
89,1,114076,-0.024134970155637,0.054572508697807,0.658575456195371
90,1,114628,-0.016219113177926,0.054718913378698,0.767092973749934
91,1,116283,0.0254076287466706,0.0550134828860708,0.644477922525221
92,1,126880,-3.15982515376452,1.01873316217097,0.00207894304668171
93,1,127853,0.0784363113224555,0.0547687621271869,0.152989795990181
94,1,128302,0.0772559244447557,0.0545619333412916,0.15767747446093
95,1,128704,0.0610737609300268,0.0546745759759929,0.264736368653681
96,1,128911,0.0489605262009412,0.0547151639336005,0.371490076635313
97,1,130267,0.0360550452360335,0.0547175780867133,0.510370400189399
98,1,130271,0.0350449789970538,0.054784457309218,0.5227901582359
99,1,130613,0.0266796005011795,0.0553102305681489,0.629847167694856
100,1,132012,0.0228734693303914,0.0551975917314418,0.678838358754511
101,1,133231,0.020714348751119,0.0548081517461387,0.705700211122358
102,1,137074,0.0236129293124888,0.0547268463400074,0.666390886609929
103,1,137304,0.00512742390118817,0.0547596225507887,0.925452131592303
104,1,139686,-0.00509923147012226,0.0548315943962491,0.925957866446929
105,1,149562,-0.00385260238085083,0.0549569745104578,0.944152046698102
106,1,150447,-0.00706498637560776,0.0555656858990858,0.898896787898973
107,1,151446,-0.100249968783529,0.111504209646847,0.369228818995309
108,1,154084,-0.00659326237175259,0.0557375265245654,0.905904162392501
109,1,156633,0.0010097022805295,0.0565027742589797,0.985752690005701
110,1,157269,0.0248891879885574,0.054710982624019,0.649445549021235
111,1,160054,-0.0105567922286787,0.055244111729935,0.848562177911132
112,1,166222,-0.0133717657786525,0.054833729720699,0.80748073760019
113,1,166416,-0.00473829697338968,0.0547264368935308,0.931053261628911
114,1,167326,-0.00689905805386481,0.0550367816235815,0.900314987957337
115,1,168836,-0.0303067067965461,0.0547534285379296,0.580262933578655
116,1,171200,-0.0411869067043729,0.0548154004054104,0.452927794169728
117,1,171431,-0.0264200689441458,0.0551837925928617,0.632402223805827
118,1,173339,-0.0439575397254338,0.0547224293914746,0.422352333541562
119,1,173845,-0.0455778343598719,0.0546732263907448,0.405047129450654
120,1,175121,-0.0293450123477321,0.054596173027094,0.591266392954629
121,1,175281,-0.0437277308182033,0.0546153664590928,0.423873483589206
122,1,175315,-0.0407373377622898,0.0546046950941074,0.456139204820028
123,1,175523,-0.0405721930743437,0.0549149152168275,0.460507749418431
124,1,175541,-0.0423507341317003,0.0546866295449099,0.439197442598307
125,1,175653,-0.0367158458857375,0.0548714714059431,0.503853433664896
126,1,175805,-0.0828726032919171,0.0578438267813928,0.152829782379006
127,1,175818,-0.0487234316810197,0.0566196460619357,0.390075907365908
128,1,175856,-0.0435360974343154,0.0557645714776057,0.435494831146273
129,1,175876,-0.0339389135842612,0.0549276620975074,0.537050340322476
130,1,175989,-0.0344988787580745,0.055083563550404,0.531522450540686
131,1,176001,-0.0389447684243407,0.0553625511147874,0.482239269538094
132,1,176451,-0.0310528132369913,0.0560429250149958,0.57986821981773
133,1,177692,-0.0124501733346682,0.0546437080879967,0.81990039508635
134,1,178191,-0.00804572055172781,0.0547003102857933,0.883147089210789
135,1,178224,-0.0124501733346682,0.0546437080879967,0.81990039508635
136,1,178960,-0.0185183575537098,0.0550753700414487,0.736892200968668
137,1,179139,-0.0290295806272747,0.109164316759345,0.790451796052009
138,1,179139,-0.315947286838072,0.219237950338401,0.150438400090609
139,1,180955,-0.0103287374676091,0.0632568577618482,0.870389455481291
140,1,183802,-0.01130372237156,0.0546512956889144,0.836259094372671
141,1,183954,-0.0093779571401801,0.0550502456831662,0.864830373467245
142,1,184450,0.00240273203740243,0.0545703402669317,0.96490538658844
143,1,184641,-0.0147803483185368,0.0561530227349267,0.792538020770615
144,1,184718,0.00697451492826718,0.0548792893713837,0.898942882426392
145,1,185296,0.0121719613672343,0.0546438856521044,0.823858405234289
