SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.201268843943679,0.178537416187325,0.26037279353582
2,1,1035,-0.0510593383641701,0.180794781285239,0.777790065661085
3,1,1074,0.166007863467431,0.305437194724,0.587122459395315
4,1,1470,-0.233928434502049,0.304209897984282,0.442425011837862
5,1,1475,0.349576290983746,0.223955492036476,0.119438996808407
6,1,1491,0.335973908672691,0.195763694431415,0.0869987834679124
7,1,21249,-1.03320771101925,1.12720970141189,0.359974662834903
8,1,27243,0.0209528788652453,0.1539535378177,0.891820822673817
9,1,27272,0.0820464703176467,0.151582594315005,0.588665826699476
10,1,27498,0.904784279756278,1.38395653649459,0.513687959075109
11,1,27561,0.42681922033055,1.04592440900978,0.683463478328516
12,1,27816,0.0197954877030869,0.154736194857848,0.898276776573652
13,1,27822,0.0179713036571879,0.154540153267097,0.907489714340354
14,1,27823,0.0207134578718225,0.157722515584081,0.895590280051663
15,1,27825,0.0409790316697782,0.154527721540703,0.791018759416962
16,1,27843,0.0486269976616103,0.14803487408614,0.742740968843335
17,1,27848,0.0486269976616103,0.14803487408614,0.742740968843335
18,1,28495,0.107123569245124,0.14795007263731,0.469513285508694
19,1,28975,0.105630774134222,0.146962698455602,0.472764866645221
20,1,29283,-0.237517282245891,0.329349167432435,0.471281263963933
21,1,29752,0.205968294707175,0.343447587013554,0.549085537103527
22,1,29787,2.40837991802636,0.920926242141511,0.00930076952595267
23,1,30057,0.316112771731285,0.301006134633631,0.294350506429665
24,1,30479,1.26969868994644,0.880771408224918,0.150308621292016
25,1,30706,0.050978668610265,0.151862659236119,0.737304605336135
26,1,31435,0.0613867416489401,0.14664414643028,0.675755574568578
27,1,35128,0.272458413597565,0.201648988651771,0.177512112404774
28,1,35129,0.103706206085724,0.20261229931338,0.609079149460022
29,1,36146,-0.0589523108714506,0.145890455424972,0.686394076330625
30,1,37255,0.155247274132298,0.294422363044221,0.5983203683733
31,1,37409,0.0396993244804021,0.146697968497665,0.786841888834935
32,1,37478,0.0350746144725234,0.146827438113286,0.811334744753399
33,1,39144,0.0422844707679169,0.146151913258216,0.772507404576607
34,1,41499,0.194342950679898,0.145396321693685,0.182200093286591
35,1,45359,-0.0726793062706674,0.245366984924918,0.767246536258626
36,1,45634,-0.0557920583953804,0.225385364566961,0.804633688926612
37,1,51248,0.0518572423004641,0.146358214711249,0.723312687663969
38,1,51462,0.0359604468640106,0.146570239694267,0.806330979037379
39,1,52124,0.0314621428135254,0.146374659400918,0.829936231160436
40,1,52667,0.103615676656675,0.14604554871136,0.478498058558935
