SNP,Chr,Pos,Effect,SE,HUG1_ADE17_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.17598418238914,0.190909301916871,0.357251594009917
2,1,1035,-0.280204088105388,0.192653597868414,0.146711501528476
3,1,1074,-0.425599637495254,0.325758436640168,0.192237074331801
4,1,1470,-0.147986546005582,0.325273793268029,0.649417731481435
5,1,1475,0.112882274534281,0.240081662339368,0.638514753188826
6,1,1491,0.117036871662135,0.209983452475591,0.577633121732335
7,1,21249,-1.88026515974074,1.20187735140261,0.118610238847299
8,1,27243,-0.0518566185703468,0.164505162836301,0.752774880393282
9,1,27272,0.0145903157039833,0.162055612498933,0.928312235664075
10,1,27498,-0.0102781620000885,1.47987408854587,0.994462424264253
11,1,27561,1.12726101250967,1.11639019671889,0.313312703301253
12,1,27816,0.0805468736120502,0.16530864555059,0.626382598553383
13,1,27822,0.0733240192150215,0.165107937715987,0.657244221373899
14,1,27823,0.102267725034131,0.168467961546222,0.544210937590868
15,1,27825,0.0817055641725059,0.165096790134227,0.620982174100604
16,1,27843,0.0559334339398817,0.15819512591597,0.723870413572847
17,1,27848,0.0559334339398817,0.15819512591597,0.723870413572847
18,1,28495,0.0851471542365214,0.158160782040574,0.590669070556733
19,1,28975,0.109389934114487,0.157060170725431,0.486583975516394
20,1,29283,-0.398900556757161,0.351581011708905,0.257316688648463
21,1,29752,-0.222382735496496,0.367024841797742,0.544966238375801
22,1,29787,2.46298337888643,0.984959648397363,0.0128512701678314
23,1,30057,-0.232296001545003,0.32193802744765,0.471045745468711
24,1,30479,0.0747826346541691,0.944003373588989,0.936903630996063
25,1,30706,-0.00890760119696314,0.16231476937736,0.956266256860708
26,1,31435,0.0428532869690881,0.156735041503265,0.784696200457836
27,1,35128,0.345618074384041,0.215266188160628,0.109269608534635
28,1,35129,0.090217462937658,0.216550777065459,0.677216077708971
29,1,36146,-0.0683456313902936,0.155900925434001,0.66137071210758
30,1,37255,-0.153013415745798,0.314655933667742,0.627064710320669
31,1,37409,0.0378372509346637,0.156773588380431,0.809424261337477
32,1,37478,0.033359099439789,0.15691125753898,0.831762847162497
33,1,39144,0.0229089201905852,0.156200471821718,0.883481290277511
34,1,41499,-0.0160365390014728,0.155769613744388,0.918060821941901
35,1,45359,-0.21544086843248,0.261995671492047,0.411457298938757
36,1,45634,-0.39521672563421,0.239961020532819,0.100447126223879
37,1,51248,-0.101787062250158,0.156341152345414,0.515433018486534
38,1,51462,-0.11435587372148,0.156528825459897,0.465524057784486
39,1,52124,-0.0405156937173088,0.156420126176517,0.795772004865159
40,1,52667,-0.129659420776508,0.156031743713501,0.406546041164968
41,1,55470,-0.103425169707421,0.160340242395826,0.519323085893983
42,1,59265,0.0592100845377806,0.15607367677315,0.704639265562555
43,1,60165,0.000326831809046395,0.155987525534431,0.998329422537007
44,1,62308,0.0586125962937806,0.155784741593072,0.706963813655816
45,1,62869,0.06717644165078,0.155755371682742,0.666517485900832
46,1,65431,0.141963206296404,0.162538287806125,0.383031257098539
47,1,65451,0.125170978560446,0.160268262748907,0.435320563323196
48,1,65719,0.180871077083222,0.166997187334625,0.279512788439715
49,1,66841,0.134245314197308,0.155705974607462,0.389178254436199
50,1,66948,0.120262087941507,0.15669573967215,0.443304511828519
51,1,68621,-0.0449516837742114,0.156383274031087,0.773939819271294
52,1,69417,-0.0344674952377449,0.155976738530371,0.825236986736374
53,1,69820,-1.08671802059742,0.607637284155727,0.0745637889227141
54,1,69821,-0.60160735202899,0.377363516259545,0.111777608006376
55,1,70906,-0.141847359889424,0.250461980905478,0.571520590382169
56,1,74327,0.0638630581547197,0.156808298067043,0.684057753967418
57,1,74572,0.0824482188445432,0.156365998061337,0.598332354073479
58,1,75211,0.113832115999047,0.156024819749328,0.466132628276445
59,1,76030,0.0967005837413933,0.156057559232147,0.535890023038333
60,1,80108,0.0213697202008396,0.156101346741441,0.89119068820014
61,1,81262,0.0604939633146943,0.156013254076022,0.698435587506965
62,1,81999,0.11198431213371,0.156313968852995,0.474214186860403
63,1,82431,0.0257730323016982,0.157162062744919,0.869832741365479
64,1,83284,0.141393159149959,0.155842762880442,0.364877207471527
65,1,83613,0.148564977522209,0.155806646209626,0.340978407024169
66,1,84112,0.105068569903736,0.155924110627554,0.500851304364422
67,1,84701,0.131311073474478,0.166928754132096,0.432026582579897
68,1,84858,0.226668294153921,0.155998901690485,0.14710874203713
69,1,85751,0.133965064385202,0.156945936804738,0.393919574563453
70,1,87445,0.116445187504895,0.157317898875803,0.45967652183925
71,1,87467,0.0381469576872889,0.158251117042902,0.809653737490134
72,1,89070,0.0805514330204523,0.157215167878475,0.608716522924472
73,1,89616,0.145628538678667,0.156235411883292,0.351916916995009
74,1,89679,0.109508716764118,0.156338759966913,0.48410280736604
75,1,89880,0.139943473970911,0.156309646250992,0.371238699993867
