SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.176786074751712,0.0681130437022041,0.00984010326263773
2,1,1035,0.119041351975341,0.069222763740042,0.0863662260971417
3,1,1074,0.175188894150139,0.117099941380928,0.135530722504442
4,1,1470,-0.092134586584069,0.116944793131759,0.431314996431183
5,1,1475,0.0256437362632242,0.0863826946626675,0.766746494715605
6,1,1491,-0.00185046671868694,0.0755721415901316,0.980478709808474
7,1,21249,0.0344866087333608,0.433853035385305,0.936688604264196
8,1,27243,-0.0348686152088782,0.059157942281804,0.555959534320744
9,1,27272,-0.0938314776775362,0.0580838836415584,0.107107147675823
10,1,27498,-0.520834797105596,0.531644374023603,0.327921122586792
11,1,27561,-0.51840032636106,0.401239694162876,0.197203514013321
12,1,27816,0.0490936584443358,0.0594303391847258,0.40932198179186
13,1,27822,0.0453009778324167,0.0593632021920973,0.445904210037443
14,1,27823,0.0244389353158763,0.0606219567085848,0.687091723410983
15,1,27825,0.0463535940585688,0.0593609001641381,0.435397864418082
16,1,27843,0.0501416593415958,0.0568562344557446,0.378429605595017
17,1,27848,0.0501416593415958,0.0568562344557446,0.378429605595017
18,1,28495,0.0660392045766462,0.0568111260648204,0.245844351430487
19,1,28975,0.0604838741288217,0.056447557607074,0.284674179758319
20,1,29283,0.0265824218038615,0.126699466256986,0.83393942651993
21,1,29752,-0.226689333209613,0.131549177889706,0.085722841547838
22,1,29787,-0.367852192249732,0.356915028706857,0.303413609080645
23,1,30057,0.0674676763876008,0.115842993432946,0.56066491698688
24,1,30479,-0.355563177455214,0.339068948123436,0.29505866480752
25,1,30706,0.0502256088596495,0.0583297740531975,0.389787841808006
26,1,31435,0.0420615505863975,0.0563450239786449,0.455862407627601
27,1,35128,-0.071460596394612,0.0776284860677355,0.357916132546402
28,1,35129,-0.115722582166577,0.0776768240624539,0.137170934169744
29,1,36146,0.0545055981096561,0.0560236517914749,0.331267532878051
30,1,37255,0.199369934879424,0.112733210419491,0.0778390975478717
31,1,37409,0.111790561494289,0.0560873108882614,0.047014135795974
32,1,37478,0.113496375406103,0.0561263706899165,0.0439138744644832
33,1,39144,0.0431560579398763,0.0561459526665583,0.442620633930006
34,1,41499,0.0739897374303879,0.0558985034915709,0.186477762240181
35,1,45359,-0.0873676353304615,0.0942252860025046,0.354445477144032
36,1,45634,-0.141901787961978,0.0863243080111784,0.101103286385666
37,1,51248,-0.00237250789922444,0.0562754295000669,0.966395894655096
38,1,51462,-0.0223004199360004,0.0563393798323216,0.692474762461386
39,1,52124,-0.00998607810053703,0.0562730611671024,0.859250808223948
40,1,52667,-0.00896373924752775,0.0561833563683271,0.873331236070039
41,1,55470,0.0628257661486618,0.0576174702158754,0.27628319809057
42,1,59265,0.095465383744065,0.0559266949880629,0.0887063594875487
43,1,60165,0.0703633363626526,0.0559894903463724,0.209684543746292
44,1,62308,0.0718685505708175,0.0559222161445981,0.199581716881057
45,1,62869,0.0474291776038525,0.0559889672998487,0.397504143727785
46,1,65431,-0.00816725241968463,0.0585326892235457,0.889108410713192
47,1,65451,0.0141834912183694,0.0576993971879841,0.805966778197878
48,1,65719,-0.0172854714156738,0.060167894422827,0.774060921447059
49,1,66841,-0.0283220283371317,0.0560519953919179,0.613676559198629
50,1,66948,-0.0241826816524502,0.0564016994357674,0.668360846399762
51,1,68621,-0.02576166090524,0.0562468403709171,0.647226480667308
52,1,69417,-0.0417719939286732,0.0560705400776203,0.456773447835839
53,1,69820,-0.65250390672294,0.216814295582048,0.00280485541057344
54,1,69821,-0.115737240058362,0.136100396552868,0.395689518053284
55,1,70906,-0.12952500822573,0.0898775476693166,0.150435105218556
56,1,74327,-0.0456024793006563,0.0563708860281993,0.419076043069608
57,1,74572,-0.0437702385765054,0.0562246556143936,0.436802687887743
58,1,75211,-0.0247664590763956,0.0561548492728853,0.659455008274189
59,1,76030,-0.0499306841857276,0.0561074164418876,0.374119013700315
60,1,80108,-0.142645343311093,0.0556414476389848,0.0107712154969856
61,1,81262,-0.131050128417265,0.0557007806097339,0.0191833293486647
62,1,81999,-0.135995963918363,0.0558054271516504,0.0153044435277882
63,1,82431,-0.0874258452424498,0.056347474356505,0.12166632345672
64,1,83284,-0.0447306320462428,0.0560773373785584,0.425604231403876
65,1,83613,-0.0545502932228493,0.0560465140828093,0.331068733431662
66,1,84112,-0.080797536851222,0.0559628647958071,0.149690414120194
67,1,84701,-0.0941528122810538,0.0598939067624927,0.116847983542677
68,1,84858,-0.070261118070054,0.0561618962690633,0.211746185638983
69,1,85751,-0.0585983518388356,0.0564314920629608,0.29979551581831
70,1,87445,-0.0377266717156308,0.0566014818096221,0.505506811592274
71,1,87467,-0.0514548085833369,0.0568676791551746,0.366179772695054
72,1,89070,-0.0452471286375438,0.0565259782931879,0.423979191236719
73,1,89616,-0.0543062651878356,0.0561986174192149,0.334541926467031
74,1,89679,-0.0592628914651461,0.056191564977543,0.292303012169225
75,1,89880,-0.057734968138577,0.0562103522921886,0.305065654818872
76,1,91472,-0.04692864896388,0.056657114680108,0.40806466526836
77,1,93789,-0.0505744326100644,0.0560632680363622,0.367621138646141
78,1,94351,-0.0504625384705489,0.0562114411951705,0.369942888287792
79,1,99148,0.00131967007797122,0.0561278086702346,0.981255250318531
80,1,101281,0.266507014772602,0.613691233275955,0.664358503659135
81,1,106011,-0.00471505842469244,0.0584952139588602,0.93580106599939
82,1,106800,-0.0162397471837456,0.0561969157478302,0.772766825150709
83,1,107970,-0.0223505126030955,0.0560244232030608,0.690176939837906
84,1,109000,-0.0723304585865143,0.0560036448637655,0.197364538787976
85,1,112549,-0.0486855335100189,0.0560123544717273,0.385332297328426
86,1,112742,-0.0281044052995024,0.0562708407388555,0.617774370855342
87,1,113050,-0.0306852083190397,0.0561722843998139,0.585225751575872
88,1,113135,-0.0520371123284564,0.0559844196446389,0.353268948310337
89,1,114076,-0.0382614861456825,0.0560158825244821,0.495025117297027
90,1,114628,-0.0154762310785054,0.0561886543494499,0.783144455030229
91,1,116283,-0.0209034484828131,0.0564962870171206,0.711606717963193
92,1,126880,-0.930225051290978,1.05908083478853,0.380360779745389
93,1,127853,-0.0532802412986564,0.0563306949619134,0.344873402295506
94,1,128302,-0.0259284363476731,0.0561684311930294,0.644638627169053
95,1,128704,-0.0312448268119655,0.0562167185378931,0.578704843214626
96,1,128911,-0.037688803808899,0.056211753782159,0.502990858831042
97,1,130267,-0.0341167031379089,0.0561915404955594,0.544141587800348
98,1,130271,-0.0338157776147052,0.0562588167776404,0.548175687046537
99,1,130613,-0.0227254134252371,0.0568007271391203,0.689332091942079
100,1,132012,-0.0327099835929931,0.0566662737106239,0.564145967376269
101,1,133231,-0.0492681312513941,0.0562296072563124,0.381519583315369
102,1,137074,-0.0782664042626289,0.0560560923668033,0.163526882577486
103,1,137304,-0.0797262369618652,0.0560698579938919,0.15593559125413
104,1,139686,-0.0863353866972179,0.0561162683894246,0.124820061673924
105,1,149562,-0.0859782672686513,0.0562466957054812,0.127261090311888
