SNP,Chr,Pos,Effect,SE,ERV25_PIS1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.089788842589638,0.113476839311591,0.429327927815127
2,1,1035,0.126181600581602,0.114623372476255,0.271717874243776
3,1,1074,0.00276127162070328,0.194037583232618,0.988654044887856
4,1,1470,-0.275659355556476,0.192781377267092,0.153628298221035
5,1,1475,-0.221043999146763,0.142218738100709,0.121019976852185
6,1,1491,-0.173254471605499,0.124488919490745,0.164881678643102
7,1,21249,-0.340326496604603,0.716414847300615,0.635051457299169
8,1,27243,-0.0108576791015524,0.0977633104095804,0.911631189974236
9,1,27272,-0.00922863987432676,0.0962955569220902,0.923704721748983
10,1,27498,-0.93170384941503,0.877962514460295,0.2893193360456
11,1,27561,0.253531685157779,0.664194876549606,0.702904074445125
12,1,27816,0.00489049793626456,0.0982613837172427,0.960333588098559
13,1,27822,0.0033182690055551,0.0981366825773389,0.973045596671053
14,1,27823,-0.0215101943102751,0.100151705510178,0.830065897516877
15,1,27825,-0.0067920804900003,0.0981361756596297,0.944861037329856
16,1,27843,0.0101432522933991,0.0940168427683298,0.914146141239358
17,1,27848,0.0101432522933991,0.0940168427683298,0.914146141239358
18,1,28495,0.0953467889149423,0.0938828571753739,0.310518731544896
19,1,28975,0.078269618177785,0.0932984869470983,0.402084033211757
20,1,29283,-0.182808132247543,0.209068630385783,0.382498801091583
21,1,29752,-0.676890186324831,0.215209922536666,0.00180029118448024
22,1,29787,0.184381310060463,0.590356170905846,0.754980115355278
23,1,30057,0.136682438927333,0.191302812000103,0.475401307203099
24,1,30479,0.0519029363112797,0.560938148056829,0.926330395845173
25,1,30706,0.0453704034854886,0.0964198754024948,0.638252499305999
26,1,31435,0.120302499841567,0.0929236622745809,0.196291351368238
27,1,35128,-0.12362884866543,0.128211620085211,0.335577592852294
28,1,35129,0.000493849232641619,0.128709118351595,0.996940739304059
29,1,36146,0.0326191190636569,0.0926474522636586,0.72498994369424
30,1,37255,0.0814125537317842,0.186985357678863,0.663541584140891
31,1,37409,0.0512176234246639,0.0931248463869856,0.582674863974062
32,1,37478,0.0483188220206191,0.0932093535724601,0.604510777052666
33,1,39144,-0.0409466176181807,0.0927937367355634,0.659291394589566
34,1,41499,0.0167386969098408,0.0925575778924857,0.856591992417901
35,1,45359,-0.190020375146917,0.155501966920604,0.222530352941058
36,1,45634,-0.12022203068211,0.142991894746904,0.401050885855605
37,1,51248,0.169952291971158,0.0925146833501439,0.0670459139606079
38,1,51462,0.146567332136261,0.0927544325372415,0.114964618372322
39,1,52124,0.0644927085273154,0.0928924519689741,0.487967760757907
40,1,52667,-0.00240760919544331,0.0928067890310207,0.979318126121706
41,1,55470,-0.0413853243341661,0.0953070894767034,0.664385753779549
42,1,59265,-0.132458785177681,0.0924917562619146,0.152995920330696
43,1,60165,-0.112202302815838,0.092497379949859,0.225928604539348
44,1,62308,-0.0606800139605906,0.0925316779019007,0.5123957095911
45,1,62869,-0.0237549545482308,0.0925677610482972,0.797619833171264
46,1,65431,0.0705195010069234,0.0966139398207115,0.465929155992096
47,1,65451,0.0811021522009263,0.0952180858667235,0.39492945954839
48,1,65719,0.0400590631585284,0.0993739292389332,0.687108099838444
49,1,66841,0.0228574287640149,0.092612035348032,0.805199973721546
50,1,66948,0.0212284211467586,0.0931815958427975,0.819919827738276
51,1,68621,0.0853107836861404,0.092825007430849,0.35869720221125
52,1,69417,0.063377532441157,0.0926285615314038,0.494290514620692
53,1,69820,-0.252484075058225,0.362449607355617,0.486508703038596
54,1,69821,-0.0951551013929324,0.224983460249174,0.672594636485708
55,1,70906,0.189511155490212,0.148553555461252,0.202897112774787
56,1,74327,-0.0873293020115808,0.0930835882951741,0.348792594603484
57,1,74572,-0.0818429775261577,0.0928493112767651,0.378668536158559
58,1,75211,-0.0982801335459887,0.0926344225326268,0.289439713960802
59,1,76030,-0.0335143345187659,0.0927648473341707,0.718104256561875
60,1,80108,-0.0853575347395277,0.0926487371316547,0.357521600702137
61,1,81262,-0.123224919033103,0.0924927492991135,0.183632316795613
62,1,81999,-0.153239318486195,0.0925929145118113,0.0988175445872208
63,1,82431,-0.101277963551778,0.0932357487996634,0.278106611710363
64,1,83284,-0.209476487988947,0.0920390143725923,0.0234473409954506
65,1,83613,-0.178023055954209,0.0922161232427263,0.0543458342832438
66,1,84112,-0.168610110777157,0.0922764909854921,0.068509776920914
67,1,84701,-0.142181524925941,0.0989894512078512,0.15179406280557
68,1,84858,-0.15049976010516,0.0926277988314745,0.105102012000579
69,1,85751,-0.223546329576839,0.0925943426949738,0.0162755497666107
70,1,87445,-0.230975207921017,0.0927417534388178,0.0132147195795309
71,1,87467,-0.259720473469064,0.0930212375980886,0.00552254298148198
72,1,89070,-0.212694668437877,0.0927659792766544,0.0224465359547744
73,1,89616,-0.194565556990452,0.0923727761857627,0.0358830624829171
74,1,89679,-0.192096356263647,0.0923992574703889,0.0383406911650186
75,1,89880,-0.18520085294291,0.0924628190685819,0.0459439913448701
76,1,91472,-0.185528313770312,0.0931550758065697,0.047184371534203
77,1,93789,-0.131178982236265,0.0924485780421276,0.156798854382236
78,1,94351,-0.103191165643172,0.0927934528553942,0.266872472396001
79,1,99148,-0.0857195044076243,0.0925995240476299,0.355233618784265
80,1,101281,0.348097099123027,1.01379515259315,0.731531757071853
81,1,106011,-0.0532952409687249,0.0965814944600302,0.581423390629118
82,1,106800,0.0236958760672823,0.0928283409513556,0.798666680247691
83,1,107970,-0.00456418721920867,0.092561546735231,0.960700332921884
84,1,109000,-0.0603195341182759,0.0926693946382499,0.515527364598739
85,1,112549,0.0315898776069252,0.0926047632896292,0.7332117996237
86,1,112742,0.0441340825176066,0.0929511963953969,0.63521659421281
87,1,113050,0.0848496301486135,0.0927145295258979,0.360726692448525
88,1,113135,0.0444589418677525,0.0925577806855395,0.631285192111607
89,1,114076,0.0508100488858196,0.092548520811551,0.583345790962614
90,1,114628,0.0838534953978396,0.0927148968468568,0.366387907743648
91,1,116283,0.0804774169065675,0.0932401875973839,0.388657841069555
92,1,126880,-2.52235165337243,1.74614440907224,0.149477979821972
93,1,127853,0.0315360209105834,0.0931496160190164,0.735148267328124
94,1,128302,0.0268407170412159,0.0927958816421862,0.772563924837333
95,1,128704,0.046333267373932,0.0928665223867927,0.618144217035349
96,1,128911,0.0476307740234498,0.0928749483979882,0.608378102445906
97,1,130267,-0.0111479533018623,0.0928636054630533,0.904514585563018
98,1,130271,-0.00467702866965275,0.0929753869426826,0.959908632014071
99,1,130613,-0.0405615426895283,0.0938197378933108,0.665762042194486
100,1,132012,-0.0768597263247578,0.0935559838816067,0.411894816080923
101,1,133231,-0.0686340207275115,0.0929090859367961,0.460566471630758
102,1,137074,-0.0370302635010464,0.0928277143829156,0.690197868471855
103,1,137304,-0.043849989232145,0.0928515805130626,0.637033786237994
104,1,139686,-0.0649391771945062,0.0929387196142405,0.485180152173656
105,1,149562,-0.0237841128943068,0.093206543109788,0.798735442528935
106,1,150447,-0.0686536048307615,0.0941782445049581,0.46650019532928
107,1,151446,-0.204994014028696,0.189028069692771,0.278899507695232
108,1,154084,-0.018481914257363,0.0945351684969762,0.845111630153166
109,1,156633,-0.057893730614301,0.0957868704002193,0.545964982847257
110,1,157269,-0.0369790792120887,0.0928035842669927,0.690527569832885
111,1,160054,-0.0794552689439422,0.0936108848220291,0.396577611846426
112,1,166222,-0.0822949747547142,0.0929100941301508,0.376356053561056
113,1,166416,-0.0656370768254653,0.0927586893472806,0.479653717670154
114,1,167326,-0.0814394198293155,0.0932512442565122,0.38307511870919
115,1,168836,-0.00605826358960437,0.0929089820863798,0.948046548279718
116,1,171200,-0.0294438765333496,0.0930354822633886,0.751825209819703
117,1,171431,-0.0427391278011261,0.0936019510086986,0.648235738560199
118,1,173339,-0.03767406636537,0.0928798202794474,0.685266354025377
119,1,173845,-0.0674686766537692,0.0927549664863879,0.467471584506605
120,1,175121,0.0108943631201498,0.0926385929386977,0.906450936343751
121,1,175281,-0.0192766462262669,0.0927134732413323,0.835414191066601
122,1,175315,-0.00915853908420783,0.09268868097414,0.921345466354208
123,1,175523,-0.018439282907784,0.0932099725871127,0.84329568509019
124,1,175541,-0.0142559463066702,0.09283160894647,0.878038275344358
125,1,175653,-0.0319119497724681,0.0931129789993047,0.732010924773411
126,1,175805,-0.0840893361112884,0.0982939755638619,0.392861214286475
127,1,175818,-0.0668805731140375,0.0960693589209041,0.486780696609291
128,1,175856,-0.0262511422077225,0.0946555953680159,0.781686583401089
129,1,175876,-0.0229497704996083,0.0932071356582197,0.805652473697404
130,1,175989,-0.0263984369732116,0.0934705375991827,0.777783001464338
131,1,176001,-0.0310942831344764,0.0939536223080332,0.740875948397962
132,1,176451,-0.0505344144277211,0.0950596936960523,0.595332469023479
133,1,177692,-0.0189397394626142,0.0926844809643153,0.838200581578767
134,1,178191,-0.0139692176750856,0.0927790170182923,0.880405337435649
135,1,178224,-0.0189397394626142,0.0926844809643153,0.838200581578767
136,1,178960,0.00161140831780679,0.09343022375444,0.986249163818172
137,1,179139,0.0315078842128615,0.185168454262172,0.864983400469312
138,1,179139,0.187824952596047,0.372815597659982,0.614715332632212
139,1,180955,-0.173408604230285,0.106898569137238,0.105657793982588
140,1,183802,-0.0961306617953983,0.0925603276135113,0.299714202770799
141,1,183954,-0.120283297709026,0.0931568039477228,0.19748208151958
