SNP,Chr,Pos,Effect,SE,ERG27_ACF2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0989953523331361,0.111679711636958,0.375993651403478
2,1,1035,0.155539884400847,0.112723477724348,0.168510557537986
3,1,1074,0.157954495554511,0.190822673874603,0.408368292202075
4,1,1470,0.00494917469168854,0.190319750400309,0.979268423532268
5,1,1475,-0.0986734082445713,0.14037802422439,0.482573841421929
6,1,1491,-0.0986528862699294,0.122768554868423,0.422187254337865
7,1,21249,0.811935613915233,0.704128666283682,0.249646715518728
8,1,27243,-0.0637617426277461,0.0961785815385308,0.507794216924661
9,1,27272,-0.0923014342465569,0.0946657662231269,0.330215822112562
10,1,27498,-0.734302845677501,0.864748066327373,0.396372019654548
11,1,27561,0.327471183100607,0.653726215747693,0.616732472221504
12,1,27816,-0.049040869247009,0.0966921666010416,0.612341329627718
13,1,27822,-0.0511765965964892,0.0965660454212363,0.596469569657228
14,1,27823,-0.0605869139415911,0.0985415481833591,0.539058995354602
15,1,27825,-0.0484451646601104,0.0965700366486684,0.616220595407019
16,1,27843,-0.0480472655145888,0.0925149763365421,0.603845078682816
17,1,27848,-0.0480472655145888,0.0925149763365421,0.603845078682816
18,1,28495,-0.0593424754903529,0.0924979026891235,0.521578619076726
19,1,28975,-0.0521141732773316,0.091891302971624,0.570987363648464
20,1,29283,-0.211325845117583,0.205719563411157,0.30500516909301
21,1,29752,-0.235627190174665,0.214431006117909,0.272583036153546
22,1,29787,-0.192432657713797,0.581127912627949,0.740737870190634
23,1,30057,-0.000132552349423776,0.188451771363363,0.999439184952608
24,1,30479,0.151668459606502,0.552126895024455,0.783708538853628
25,1,30706,-0.012825629534434,0.0949416064277307,0.892617978672701
26,1,31435,-0.0499665847876165,0.0916510052769517,0.5859718398963
27,1,35128,0.0748142177817406,0.126312978200161,0.554033983933779
28,1,35129,-0.00488942576953955,0.126699086025146,0.969238410474073
29,1,36146,-0.0259761949037151,0.091206313526457,0.775959035573727
30,1,37255,0.0544624545971555,0.184092214375159,0.767523681495132
31,1,37409,0.0240831995170068,0.0917010299400006,0.792991013686411
32,1,37478,0.0342137731235681,0.091770760366921,0.70950780568653
33,1,39144,0.0791595826176998,0.0912727782413234,0.386374610105008
34,1,41499,0.153371072248618,0.0907501270090686,0.0919037148796759
35,1,45359,0.0972977752248561,0.153309814246662,0.526069079752621
36,1,45634,-0.123441594207182,0.140746702958917,0.381057126506411
37,1,51248,0.0359038978150394,0.0914844078471726,0.694955810700979
38,1,51462,0.0264961540562065,0.0916175918262599,0.772595210373532
39,1,52124,0.0219046382665757,0.0914969368214319,0.810932070135636
40,1,52667,0.0356522527764329,0.0913380069760079,0.696525641256704
41,1,55470,0.0763650102233368,0.0937558808917404,0.415902546577446
42,1,59265,-0.020644374060551,0.0913050170468705,0.821251865747407
43,1,60165,-0.0107032937427637,0.0912408487001747,0.906682594467832
44,1,62308,-0.0432567320355451,0.0911131962701098,0.635252946950628
45,1,62869,-0.0464819385259758,0.0910972454158721,0.610198536514653
46,1,65431,0.0190899209676345,0.0951716507948414,0.841139297879891
47,1,65451,0.0479911071382469,0.0937927672637959,0.609200700821627
48,1,65719,-0.0388482061031639,0.0978228882507338,0.691513088628517
49,1,66841,0.0375952446991746,0.0911518215161903,0.680262597821731
50,1,66948,0.0261570526087712,0.0917227613654746,0.775677198148516
51,1,68621,-0.00326745055975564,0.0914846533941938,0.971529133840266
52,1,69417,-0.0230842462641991,0.0912343544046271,0.800398939531143
53,1,69820,-0.145216068145547,0.356951508445705,0.684384576876398
54,1,69821,0.162864377004884,0.221356831367039,0.462368451154785
55,1,70906,-0.0342585018672068,0.146559281587498,0.81531313914926
56,1,74327,-0.066241830268663,0.0916765016529295,0.470428288301538
57,1,74572,-0.0379263246966552,0.0914777503752255,0.678689388391245
58,1,75211,-0.0529673273914869,0.0912897036597239,0.562142231287605
59,1,76030,-0.0701692998143521,0.0912568323355518,0.442454322138484
60,1,80108,0.0219697077192568,0.091304140891549,0.809988438486399
61,1,81262,-0.095399883652844,0.0911357680566382,0.295913308739228
62,1,81999,-0.138820140743487,0.0912012141444494,0.128871676554333
63,1,82431,-0.0463852985231413,0.0919000006544359,0.614058748713457
64,1,83284,-0.00700181563181891,0.0912634123277586,0.938889003045909
65,1,83613,0.0473939694838368,0.0912192448646792,0.603695152546657
66,1,84112,0.0494878867992646,0.0912261557366728,0.587833795815176
67,1,84701,0.0550092372533637,0.0976842138910282,0.573701594191991
68,1,84858,0.0473942388490985,0.0914869787633496,0.604752412214059
69,1,85751,0.047625671122429,0.0918629603546486,0.60447431883085
70,1,87445,0.0697614760934794,0.0920173103331305,0.448876444502069
71,1,87467,0.0791656064434786,0.0924783589479358,0.392553769910281
72,1,89070,0.13370071615385,0.0917192611089524,0.145807642019752
73,1,89616,0.0630350385975668,0.0914384901580397,0.491042750888494
74,1,89679,0.103978916348632,0.0913441095243044,0.255758439962831
75,1,89880,0.0807807377679287,0.0914337602945677,0.377573319366926
76,1,91472,0.0972673579492385,0.0920687996675649,0.291478821040533
77,1,93789,0.04271022205463,0.0912358575949828,0.639980688079171
78,1,94351,-0.00334533509693447,0.0915041910981598,0.97085700928749
79,1,99148,0.0745982796678394,0.0911777643577644,0.413816007602986
80,1,101281,0.8804146509745,0.997030998078536,0.377817566513441
81,1,106011,0.0651485983585528,0.0950511629415954,0.493537864076165
82,1,106800,0.09138434401217,0.0912577507984045,0.317325580359701
83,1,107970,0.0560696062826286,0.0910676457624933,0.538494684719742
84,1,109000,0.0654460536180775,0.0912106178477414,0.473523711805196
