SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0737324811056635,0.0637779202668213,0.248429603999
2,1,1035,0.0346705456082584,0.0645712259892056,0.591650827698894
3,1,1074,0.0172539705957417,0.109161514678545,0.874500607414886
4,1,1470,-0.126575805692965,0.10856342590483,0.244435665152473
5,1,1475,-0.0728616701270188,0.0801917103978797,0.364184608599939
6,1,1491,0.0304032840095736,0.0702105769785175,0.665257459837486
7,1,21249,0.402605688758126,0.402613222844454,0.318004534899438
8,1,27243,0.0395489566020542,0.0549622053372222,0.472268116616701
9,1,27272,-0.0196319977132905,0.0541664092232108,0.717241189001902
10,1,27498,-0.248444944931429,0.494551338761738,0.615724505963709
11,1,27561,-0.157312579099071,0.37365867262483,0.674006838996476
12,1,27816,-0.0315330074491181,0.0552564655160799,0.568588886587927
13,1,27822,-0.0365124864793849,0.0551774745252796,0.508577196884746
14,1,27823,-0.0430057789287966,0.0563024189965508,0.445475585876546
15,1,27825,-0.0363506752377686,0.0551777771810715,0.510458854501484
16,1,27843,-0.0146167800727107,0.0528889302396268,0.78242757258868
17,1,27848,-0.0146167800727107,0.0528889302396268,0.78242757258868
18,1,28495,0.00619336478020882,0.052894481058989,0.906856072240915
19,1,28975,0.0121026437025865,0.0525379832042904,0.817945570485079
20,1,29283,0.060271044949745,0.117705402099835,0.608936249762527
21,1,29752,-0.0741879707483157,0.122698196536219,0.545808106661547
22,1,29787,-0.368648930553908,0.331599665700479,0.267011315885747
23,1,30057,0.183359306156295,0.107261501025958,0.0882445020634059
24,1,30479,-0.0392718984132956,0.315580133891819,0.901034960459565
25,1,30706,-0.00472332495500699,0.0542621510667023,0.930683984795065
26,1,31435,-0.0329949906761237,0.0523732887910772,0.529104421962416
27,1,35128,-0.200158604583515,0.0714366587520204,0.00536036204754767
28,1,35129,-0.10381440837457,0.0722004968545293,0.151358875432706
29,1,36146,-0.0530697301717129,0.0520559357706902,0.308675654346524
30,1,37255,-0.0634139345775306,0.105171869864425,0.54692561230933
31,1,37409,-0.0226624240777458,0.052400505299634,0.665653155959731
32,1,37478,-0.025228550150331,0.0524422555425553,0.63076270477282
33,1,39144,-0.0592924034193848,0.0521246128363079,0.256095570759751
34,1,41499,-0.0555389858286565,0.0519912436385495,0.286143448600914
35,1,45359,0.0505344509816004,0.08762882078297,0.564518084235764
36,1,45634,0.0025116993114831,0.0805274899562769,0.97513517769806
37,1,51248,-0.0526545365031013,0.0522217216882805,0.314006845744088
38,1,51462,-0.0559990655439136,0.0522828945179348,0.284866052429297
39,1,52124,-0.0703453875539334,0.0521626685060813,0.178337352211321
40,1,52667,-0.07767218675616,0.0520491353928826,0.136517385289871
41,1,55470,-0.0596161577389385,0.0535400470494191,0.266256860574998
42,1,59265,-0.0287573284598648,0.0521642636860178,0.581787712576977
43,1,60165,-0.027112697798999,0.0521273077138098,0.603302727819882
44,1,62308,-0.0468856176159536,0.0520301182240071,0.368136478089381
45,1,62869,-0.0557218528052632,0.0519988770567047,0.284633060096042
46,1,65431,-0.0145061302200295,0.054390426569479,0.789853002206183
47,1,65451,-0.0134564151845385,0.0536198342360069,0.801991315374364
48,1,65719,-0.0194156738505603,0.0559109887827725,0.728602621088042
49,1,66841,-0.0164602073085444,0.0521005664840489,0.75224125662122
50,1,66948,-0.027954614197001,0.0524066075508859,0.594080127585736
51,1,68621,0.0157845841791885,0.0522789464178745,0.762883201439483
52,1,69417,0.0150403914862564,0.0521411335710194,0.773167468921645
53,1,69820,-0.307273177355512,0.203397441866836,0.131758687116478
54,1,69821,-0.0540893182575113,0.126574796305326,0.669398891387884
55,1,70906,0.0129928292844053,0.0837656577206154,0.876823832789832
56,1,74327,0.0232599670619866,0.052419363102601,0.657510721944491
57,1,74572,0.0295503805764573,0.0522707269636347,0.572206236667041
58,1,75211,0.0350519294252309,0.0521657062717768,0.502065019089885
59,1,76030,0.0660836498522152,0.0520804207745392,0.205320966520566
60,1,80108,-0.0297684795175152,0.0521626567730157,0.568575841948511
61,1,81262,-0.0966271879504783,0.05191285425758,0.0635279842368961
62,1,81999,-0.0782381532859044,0.0521283232818201,0.134281514612151
63,1,82431,-0.0604877196857221,0.0524432059321588,0.249528743358572
64,1,83284,-0.0812503023893161,0.0519800118835725,0.118923524657462
65,1,83613,-0.0791771451848277,0.0519833075373644,0.128622413587623
66,1,84112,-0.0750998246344141,0.0520062091865652,0.149610450648128
67,1,84701,-0.0673379195109668,0.0557387570742924,0.227818020393244
68,1,84858,-0.0678280215303722,0.052182072100425,0.194506074454588
69,1,85751,-0.0645754354473667,0.0524092188015573,0.218717289359452
70,1,87445,-0.054023184024668,0.0525542247352609,0.304676576616625
71,1,87467,-0.054906069909375,0.0528275913845351,0.299355880305478
72,1,89070,-0.0675615277987071,0.0524541098516132,0.198585423248123
73,1,89616,-0.0528337228777357,0.0522187223840812,0.312337499851505
74,1,89679,-0.0515530420323407,0.0522289797830205,0.324290181522474
75,1,89880,-0.0684778528150746,0.0521871413240107,0.190318925679982
76,1,91472,-0.065817228630655,0.0525860227077467,0.211540505013385
77,1,93789,-0.0839234325688889,0.0519679789835956,0.107224344549617
78,1,94351,-0.0856080091962324,0.0520979946451689,0.101229608291203
79,1,99148,-0.0772917367588646,0.0519971108481919,0.138049509499602
80,1,101281,0.375438640113179,0.570105260705984,0.510618773025838
81,1,106011,-0.101855071581992,0.0540890837812012,0.0605090278306488
82,1,106800,-0.0722718738778921,0.052088107840268,0.166166821186607
83,1,107970,-0.0849988280270573,0.0518783263162422,0.102223706184525
84,1,109000,-0.0927570554364622,0.0519328485693344,0.0749419195757383
85,1,112549,-0.0261539690780109,0.0520893347688763,0.615911380077587
86,1,112742,-0.0385794407204453,0.052270627936834,0.460961608652825
87,1,113050,-0.0716435365766037,0.0520835406910949,0.169833077763756
88,1,113135,-0.0819197967116263,0.0519071252892325,0.115415459611875
89,1,114076,-0.0724537621662658,0.0519469857768572,0.163964187475509
90,1,114628,-0.0507111805775831,0.0521519082364957,0.331530139905855
91,1,116283,-0.0936584375788398,0.0522750144939142,0.074045762006051
92,1,126880,-1.82336557724731,0.980487141424496,0.0637663862776518
93,1,127853,-0.0482439773208249,0.0523514511776791,0.357397737822419
94,1,128302,-0.0345355880472415,0.0521806888116225,0.50850163263959
95,1,128704,-0.0363798841792162,0.0522291484287374,0.486546800737371
96,1,128911,-0.0140979898337376,0.0522654271303313,0.787519169700775
97,1,130267,-0.0663007345190175,0.0521267265692816,0.204240817191782
98,1,130271,-0.0632649346719794,0.0521995517410655,0.22632974174863
99,1,130613,-0.073597276232751,0.0526513455055442,0.163043893990407
100,1,132012,-0.0395959329947093,0.0526426263873637,0.452453168035023
101,1,133231,-0.0693781651588506,0.0521804504052177,0.184514722984245
102,1,137074,-0.0837444008092258,0.0520460342124885,0.108500457642015
103,1,137304,-0.0774571041574406,0.0520918232514435,0.13792487189948
104,1,139686,-0.0804889524371581,0.0521477030942751,0.123610249941985
105,1,149562,-0.0832213011500209,0.052255348174305,0.112147405454692
106,1,150447,-0.0825619884901824,0.0528420496290865,0.119082813089387
107,1,151446,-0.198590637310468,0.105998304935196,0.0618217486338289
108,1,154084,-0.0876769346313058,0.0529831577803716,0.0988523108170683
109,1,156633,-0.0861585748111529,0.0537221053855553,0.109656302543307
110,1,157269,-0.0807387013324976,0.0520458358647984,0.121725877935915
111,1,160054,-0.0858105305141196,0.0525208926767794,0.103184776642911
112,1,166222,-0.0912251254801822,0.0521034337024823,0.0808409452142529
113,1,166416,-0.0804022444310015,0.0520473113620157,0.123292690094339
114,1,167326,-0.075781393044775,0.0523645913754089,0.148731802729952
115,1,168836,-0.0769816612818923,0.0521099786911223,0.140488938152102
116,1,171200,-0.0780993952353733,0.0521837943895392,0.135385282171113
117,1,171431,-0.0928880007079557,0.0524433898720692,0.0773893977567587
118,1,173339,-0.0835980030386705,0.0520765299507366,0.1093239011659
119,1,173845,-0.0855578635107226,0.0520240208677805,0.10094585496715
120,1,175121,-0.0760704869408535,0.051961897088022,0.144092969051654
121,1,175281,-0.0719936135270466,0.0520227695834595,0.167267551761824
122,1,175315,-0.0793633926726091,0.0519759148905507,0.1276748158244
123,1,175523,-0.0863886987476476,0.0522407842262122,0.0990847749810319
124,1,175541,-0.0758923204099303,0.0520722784181101,0.145883446148623
125,1,175653,-0.072167793045163,0.0522529925329035,0.168114909795755
126,1,175805,-0.114323555526108,0.0550219507863767,0.0384518987035652
127,1,175818,-0.100714836148806,0.053819313641369,0.0621233608743269
128,1,175856,-0.0821721547894646,0.0530790611469539,0.122492163680231
129,1,175876,-0.0731795271248693,0.0522979018674382,0.162606441215243
130,1,175989,-0.0714682635481225,0.0524546273112037,0.173915787861493
131,1,176001,-0.0740933098084011,0.0527191199222798,0.160771367544387
