SNP,Chr,Pos,Effect,SE,SRO9_SGN1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.13396342980086,0.0672276231434229,0.0470656530200708
2,1,1035,0.10024738555166,0.0681356726467581,0.142103372927769
3,1,1074,0.119899694709361,0.115320561950686,0.299187249783816
4,1,1470,-0.0697542349621942,0.115021176288735,0.54460783609926
5,1,1475,0.0196844169996311,0.0849355415169242,0.816860946632591
6,1,1491,-0.0662745205538964,0.0742187593559873,0.372485943633991
7,1,21249,0.265841829245754,0.42633307136908,0.533323014281604
8,1,27243,-0.0687173548773783,0.0580776092370583,0.237526616889002
9,1,27272,-0.0944614893825634,0.0570978126898226,0.0989391418595706
10,1,27498,-0.336464310328087,0.523116018871598,0.520516775875052
11,1,27561,-0.428608432817696,0.394771639051789,0.278347157714281
12,1,27816,0.0617178949667309,0.0583959976263141,0.291286494843688
13,1,27822,0.0667725133856207,0.0583057679612428,0.252896837405553
14,1,27823,0.0504939433875861,0.0595565752992434,0.397106283044061
15,1,27825,0.0660506143520102,0.0583080972603868,0.258072823650412
16,1,27843,0.0948354941918262,0.0557344563427963,0.0897184961193979
17,1,27848,0.0948354941918262,0.0557344563427963,0.0897184961193979
18,1,28495,0.106702064006416,0.0556745551216205,0.0561046165351789
19,1,28975,0.062067248364878,0.0554911334678489,0.264110881914354
20,1,29283,-0.0615390476178082,0.124535523654743,0.621508627311588
21,1,29752,-0.226524847481156,0.129321119492645,0.0807030713171335
22,1,29787,-0.484360495474633,0.350499377187534,0.16787154076879
23,1,30057,0.337610128308222,0.112525742843728,0.00288890396750526
24,1,30479,0.0507731497615627,0.333880258297422,0.879218651257121
25,1,30706,0.0744616201028731,0.0572730281080224,0.194409219867416
26,1,31435,0.101618892770768,0.0551776474630778,0.0663625242692692
27,1,35128,-0.082648622194843,0.0762891074660712,0.279387763403156
28,1,35129,-0.0737362141224605,0.0765109259728567,0.335838810470449
29,1,36146,0.0755936482871912,0.0550092699515388,0.170251966139846
30,1,37255,0.181891973646618,0.110907420509933,0.101888803824491
31,1,37409,0.109195448868973,0.0551490377233148,0.0484790292655091
32,1,37478,0.0891921416117145,0.0552987134004977,0.107656502725652
33,1,39144,0.0530743049901789,0.0551765714412393,0.336758620428782
34,1,41499,0.0808630356586895,0.0549272264906803,0.1418619251874
35,1,45359,-0.0540623523222372,0.0927103365637474,0.560176872275307
36,1,45634,0.0835259051362103,0.0850821590406792,0.32691567248996
37,1,51248,0.0283854201944269,0.0553094700249692,0.608124869819982
38,1,51462,0.0396412336228434,0.0553649403116725,0.474465426070767
39,1,52124,0.0238604725053004,0.0553155239599394,0.666475613178275
40,1,52667,0.0069036604169804,0.0552402043168506,0.90061425443633
41,1,55470,0.0766971618146783,0.0565977515146499,0.176243493216082
42,1,59265,0.0836853625741688,0.0550336062580981,0.129249685783282
43,1,60165,0.106938331025392,0.0548774575847673,0.052126201397297
44,1,62308,0.0928710015079702,0.0548890359820689,0.0915327677020525
45,1,62869,0.0910785286512708,0.0548905952694663,0.0979487541532384
46,1,65431,0.103742124585999,0.0572853890779596,0.0709954346099135
47,1,65451,0.120969210772743,0.0563683382369772,0.0325504074069599
48,1,65719,0.119447787669683,0.0588213716219566,0.0430358921263249
49,1,66841,0.0807041728942228,0.0549626126557146,0.142900561281287
50,1,66948,0.0683359783990611,0.0553491717808847,0.217787901099591
51,1,68621,0.0584143014031878,0.0552308419847992,0.29094320487477
52,1,69417,0.0496824181206305,0.0551084288617362,0.367916302987527
53,1,69820,-0.291336511886843,0.215331479855482,0.176931860501921
54,1,69821,0.174869371362311,0.13362705942533,0.19150854207631
55,1,70906,-0.0331266720844736,0.0886095696743475,0.708740485585961
56,1,74327,-0.00669295078910792,0.0554740220973682,0.904036763132955
57,1,74572,-0.0113480413038917,0.055324176363134,0.837597356387031
58,1,75211,-0.0127633136905588,0.0552224380213152,0.817351208124927
59,1,76030,0.0454769771250094,0.0551735474930388,0.410352238818205
60,1,80108,-0.0518280248740906,0.055144605817481,0.347933759671376
61,1,81262,-0.104329715622831,0.0549126366014583,0.0582580740131556
62,1,81999,-0.102098848464004,0.0550599587746641,0.0645270581229677
63,1,82431,-0.0965515368858255,0.0553513373903161,0.0819702466283269
64,1,83284,-0.0814959077784084,0.0550141298379916,0.139401861861881
65,1,83613,-0.0714258128427721,0.0550476682847513,0.195297346802165
66,1,84112,-0.0612673248979151,0.0550884334109115,0.266824855775258
67,1,84701,-0.0130189123256979,0.0590893433014932,0.825744722786098
68,1,84858,-0.0207818185063224,0.0553295571118473,0.707439395513513
69,1,85751,-0.0446396327834292,0.0555172594654395,0.421899048428786
70,1,87445,-0.0736586333016217,0.0555473654623557,0.185680219185038
