SNP,Chr,Pos,Effect,SE,HNM1_RBD2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.150870172589355,0.173327331423999,0.384654264371987
2,1,1035,0.141680331185717,0.175249296693238,0.419375958561789
3,1,1074,0.456984055449146,0.295433474255461,0.122801324626421
4,1,1470,0.0742874023062465,0.295339058543444,0.801548725026496
5,1,1475,0.128415481426948,0.217903817827113,0.556022352160284
6,1,1491,0.167680617475041,0.190494928235688,0.379329988173716
7,1,21249,-0.229654752262566,1.09475485983675,0.833962485415354
8,1,27243,-0.0652456860781618,0.149316108938973,0.662405011603543
9,1,27272,-0.0508821514306784,0.147088561029303,0.729602391138943
10,1,27498,-0.46231146293698,1.343183566407,0.730907723388261
11,1,27561,0.872290774818028,1.01384331990842,0.39016343452357
12,1,27816,-0.0908934075224894,0.150037340605304,0.545033404074582
13,1,27822,-0.0927666381542774,0.149843198314648,0.536255461940467
14,1,27823,-0.084127860334885,0.152947115452665,0.582636077770915
15,1,27825,-0.0744169761597307,0.149872194310276,0.619825180408357
16,1,27843,-0.0731676171616567,0.143579929585964,0.61065364052811
17,1,27848,-0.0731676171616567,0.143579929585964,0.61065364052811
18,1,28495,-0.0904927480120078,0.143554281971397,0.528858409222715
19,1,28975,-0.0763011855192491,0.14261713086924,0.592981756323743
20,1,29283,-0.198316857470539,0.319567429772138,0.535277065091399
21,1,29752,-0.439144180802568,0.332532762481665,0.187488888908842
22,1,29787,1.2783305785589,0.899447240160568,0.15612973593413
23,1,30057,0.0745224741730057,0.292439348628179,0.799002388706434
24,1,30479,0.849319224912349,0.855767471482238,0.321650572361589
25,1,30706,-0.117778415965447,0.147214281386889,0.424221349684185
26,1,31435,-0.119550572927144,0.142154588709412,0.400922901285431
27,1,35128,0.103335380483914,0.196050684317956,0.598465622478001
28,1,35129,-0.130408155819623,0.196507522474389,0.507360748910069
29,1,36146,-0.227058329986241,0.141046394630388,0.108332521202451
30,1,37255,-0.172910939328661,0.285587634356921,0.545264657921457
31,1,37409,-0.165665063655916,0.14205520604624,0.244320087939486
32,1,37478,-0.192013647077746,0.142083872832184,0.177429360775384
33,1,39144,-0.18702656999977,0.1414510757314,0.186957739760173
34,1,41499,-0.0956119779054545,0.141315984646639,0.499113716731245
35,1,45359,-0.184678892444265,0.237860650628345,0.438023121718903
36,1,45634,-0.184681590513255,0.218447556304522,0.398444818392533
37,1,51248,-0.180179962230823,0.141685298814099,0.204320015916559
38,1,51462,-0.170155433986556,0.141913361724753,0.231328590304561
39,1,52124,-0.166167199610386,0.141733808846694,0.241831384685946
40,1,52667,-0.26949493108187,0.141054459919679,0.0568693124280585
41,1,55470,-0.215985484782965,0.14518596527641,0.137736682446896
42,1,59265,-0.09884230141678,0.141612679014727,0.485651482364897
43,1,60165,-0.0761621248964988,0.141545243473466,0.590863539183275
44,1,62308,-0.0380702519716328,0.141433031406595,0.787952193687356
45,1,62869,-0.0522136696881448,0.141402473875041,0.712158534316447
46,1,65431,-0.0322384991820701,0.147699346092315,0.827344015534994
47,1,65451,-0.00293759349268516,0.145614833130022,0.983916186531344
48,1,65719,-0.00869491422684621,0.151848667390917,0.954370168859354
49,1,66841,0.0363485156791575,0.141483208364569,0.797397573790125
50,1,66948,0.00442319704041268,0.142364620572265,0.975231675199654
51,1,68621,-0.223437928049322,0.1414802056761,0.115165740605843
52,1,69417,-0.139047949027698,0.141409748467812,0.326134158423418
53,1,69820,-0.820680296132456,0.552373558292266,0.138241947836814
54,1,69821,-0.476320879037932,0.342860283606392,0.16563047123385
55,1,70906,0.0208173718547218,0.227466429758293,0.927132569384882
56,1,74327,-0.26002009027116,0.141707609869728,0.0673609884563482
57,1,74572,-0.224171643052121,0.141500592611692,0.114033347109314
58,1,75211,-0.198460693900984,0.141349744207991,0.16118610883671
59,1,76030,-0.100962018887517,0.14164198108105,0.476442111151049
60,1,80108,-0.114080799787172,0.141580222051157,0.420919132547843
61,1,81262,0.0160491374089506,0.141654215442296,0.909858719011015
62,1,81999,0.0211642539193335,0.141998268865407,0.881602558260776
63,1,82431,-0.0312416253011081,0.142665250100014,0.826787878363055
64,1,83284,0.0719879460424508,0.141584882177504,0.611459788070451
65,1,83613,0.101805126739265,0.141517412285956,0.472381350098836
66,1,84112,0.0519813721869841,0.14160969220805,0.713783055564978
67,1,84701,-0.000355689986930946,0.151668327241371,0.998130141119713
68,1,84858,0.0909352509451645,0.141953971852863,0.522200337441426
69,1,85751,-0.0121815010119798,0.142618792168367,0.931981469101586
70,1,87445,-0.0579004580363602,0.142888526640185,0.685565540784664
71,1,87467,-0.0779210305043092,0.143610084364677,0.587756263624176
72,1,89070,-0.0543149311543555,0.142741500705344,0.703793857439087
73,1,89616,-0.0589169625017456,0.141968108461659,0.678392994803431
74,1,89679,-0.0819914543610725,0.141953655936615,0.563907077197986
75,1,89880,-0.0299072248615969,0.142047785123702,0.833365054060709
76,1,91472,-0.0697619410855358,0.143062983621623,0.62611396115932
77,1,93789,-0.0524513064781822,0.141609201326592,0.711310522988885
78,1,94351,-0.0710100277682729,0.141959176307302,0.617235791534103
79,1,99148,-0.0378424221357569,0.141622394772346,0.789466224528346
80,1,101281,1.26180446560556,1.54758592775411,0.415429057896664
81,1,106011,-0.0184493435001727,0.147608764283731,0.900604094323581
82,1,106800,-0.00766436328796911,0.141827181500132,0.956933739856291
83,1,107970,0.0462334876076726,0.141386170476602,0.743860577798358
84,1,109000,0.0600611724269578,0.141620716423271,0.671752104221573
85,1,112549,-0.0480561791595999,0.141473315036322,0.734296751317586
86,1,112742,-0.0518635688818325,0.142020880811852,0.715193732366604
87,1,113050,0.0119082335078632,0.141807323705907,0.933124114675764
88,1,113135,-0.0368200321714953,0.141433969087043,0.794758146971924
89,1,114076,0.0587816785253808,0.14141294077505,0.67790115935441
90,1,114628,0.0559094627889306,0.141774156684313,0.693556498012263
91,1,116283,0.0628269502557865,0.142554875657688,0.659684649399345
92,1,126880,-5.38773052822652,2.66006105198267,0.0435766839275576
93,1,127853,-0.00273193346535165,0.142328521567753,0.984696741121829
94,1,128302,0.0310018298771783,0.14177228797956,0.827030832197211
95,1,128704,0.0761672915073214,0.141865111475372,0.591675341884363
96,1,128911,0.123704370080317,0.141785939750822,0.383543578747823
97,1,130267,-0.088291626909215,0.141793599712388,0.533898771102669
98,1,130271,-0.0937595589975053,0.141952142450014,0.509363035140479
99,1,130613,-0.0851748145834706,0.143295494254968,0.552625496060541
100,1,132012,-0.103357319995681,0.142957069974842,0.470161397982264
101,1,133231,-0.126299573488804,0.141888554445461,0.374001134069056
102,1,137074,-0.175269089212337,0.141538597781101,0.216422892860378
103,1,137304,-0.198523950680517,0.141501022474986,0.161499951557402
104,1,139686,-0.141005317322089,0.141883109234553,0.320994517469793
105,1,149562,-0.156900981263308,0.142160523257764,0.270479940381066
106,1,150447,-0.104251905727605,0.143878238331987,0.469187103260809
107,1,151446,-0.0394337371900502,0.289252896214618,0.891638424053334
108,1,154084,-0.161933201625022,0.144172641029052,0.262120306109695
109,1,156633,-0.136432475911049,0.146229960511261,0.351457953258503
110,1,157269,-0.238894966637724,0.141237548494082,0.0916351914870572
111,1,160054,-0.214470398340319,0.142700198346179,0.13374756108322
112,1,166222,-0.198409938358487,0.14170426922276,0.162340980512564
113,1,166416,-0.218508859068042,0.141331032115586,0.122981634750498
114,1,167326,-0.241613714501184,0.142033595767204,0.0898043468585939
115,1,168836,-0.27249499132186,0.141195798173092,0.0544191274714356
116,1,171200,-0.310029096386955,0.141190301939729,0.028754679764344
117,1,171431,-0.316910331439606,0.142040749244477,0.0263005908743021
118,1,173339,-0.313214036400398,0.140943916448329,0.0268990175136117
119,1,173845,-0.2926367769193,0.140950782439421,0.0386021853304822
120,1,175121,-0.326087287435896,0.140459344250383,0.0208243872220953
121,1,175281,-0.304706480343114,0.140716376314517,0.0310268015565857
122,1,175315,-0.32222793988818,0.140560841165136,0.0224677695465826
123,1,175523,-0.279470385857902,0.141626609739682,0.0492421851102546
124,1,175541,-0.314350807785348,0.140834051139213,0.0262376204224626
125,1,175653,-0.308408685475262,0.141323069453446,0.0297464541977148
126,1,175805,-0.267873004697297,0.149642496299325,0.074296950555138
127,1,175818,-0.311365881354235,0.145928728293571,0.0335575322385208
128,1,175856,-0.238157446490737,0.144065367823981,0.0991953245201805
129,1,175876,-0.244903714302059,0.141807773596465,0.0850403015281199
130,1,175989,-0.289805347844663,0.141976460509384,0.0419721138012685
131,1,176001,-0.275668991708364,0.142804272924387,0.0543583600962861
132,1,176451,-0.238552327146435,0.14472577439706,0.100179641588479
133,1,177692,-0.296813411853462,0.140719289598306,0.0356259663607462
134,1,178191,-0.302679745157846,0.140825404078332,0.0322878494802221
135,1,178224,-0.296813411853462,0.140719289598306,0.0356259663607462
136,1,178960,-0.278752660211005,0.141961057448061,0.0503627630392898
137,1,179139,-0.231012629397913,0.282627761938646,0.414265964280639
138,1,179139,-0.926196489194895,0.5676218074028,0.103631481957448
139,1,180955,-0.0686316386778288,0.163876757601129,0.675616771594444
140,1,183802,-0.277217125534953,0.140850399572764,0.0498310763127086
141,1,183954,-0.210716292183162,0.142210595539058,0.139306884153917
142,1,184450,-0.143855660000651,0.141195697054647,0.308977241290232
143,1,184641,-0.165634761249166,0.145250795602046,0.254919301667625
144,1,184718,-0.234816333102801,0.141656292368934,0.0982768173959783
145,1,185296,-0.227809998240844,0.141083203549594,0.107264587495062
146,1,185438,-0.220087238135145,0.14112463532146,0.119768485669594
147,1,185469,-0.221017167548488,0.141325597715726,0.118740273716651
148,1,185503,-0.204417464989372,0.141028482262916,0.148092377316712
149,1,185705,-0.254550422353482,0.142385288914454,0.0746727611936343
150,1,185749,-0.225154911918622,0.142525496644476,0.115059323149975
151,1,185806,-0.252750212960389,0.142586205039598,0.0771551727923887
152,1,185879,-0.240769880460928,0.143339754300833,0.093897613640826
153,1,185916,-0.12646581858006,0.143688428176408,0.37938269671567
154,1,185941,-0.175667980332401,0.144169749101443,0.223855263874863
155,1,185954,-0.219234501571001,0.144423921611516,0.129911217165969
156,1,186055,-0.210022911060131,0.141562074131328,0.13880470058279
157,1,186896,-0.171716472157662,0.144041159515021,0.23400920645134
158,1,187697,-0.274767071016443,0.293985978657569,0.350619734028233
159,1,189392,-0.309469025682628,0.295433936674725,0.295582636134416
160,1,189416,-0.367275479532311,0.285554001774223,0.199221215656939
161,1,190132,0.117321776737217,0.142045678686383,0.409393721572088
162,1,190148,0.132519901375572,0.142050744429933,0.351506476834487
163,1,190165,0.107818209320624,0.143203709536604,0.452011239942077
164,1,190169,0.124309566243499,0.142986928679719,0.385231619943808
165,1,190933,0.00441225087813171,0.141978951427283,0.975225857934433
166,1,192149,0.0343154050790645,0.143128270361926,0.810661046834136
167,1,192302,0.0250026479393113,0.188994106897331,0.894827706327665
168,1,192303,-0.060694114131173,0.170613716149444,0.722247816697993
169,1,192305,0.00123782891432156,0.177329583346991,0.994434446261063
