SNP,Chr,Pos,Effect,SE,ERG11_HYR1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.00652685384285789,0.0975988055258806,0.946719615855256
2,1,1035,0.0417379797099657,0.0986421418728431,0.672461548815107
3,1,1074,-0.296350788308703,0.165992819930699,0.0750674070207374
4,1,1470,-0.0934836007496616,0.166065564163132,0.57383862093365
5,1,1475,-0.10937030152135,0.122490705257157,0.372526221858515
6,1,1491,-0.180777719941026,0.106836579068497,0.0915101590530586
7,1,21249,-0.317773806029811,0.615594492626419,0.606033469625744
8,1,27243,-0.0326668666346595,0.0839935023511932,0.697568813258689
9,1,27272,-0.0328080425654229,0.082731407640792,0.691930900387943
10,1,27498,0.00625052359970724,0.755653714449875,0.993404904340512
11,1,27561,0.184414339103568,0.570789744840939,0.746821193331348
12,1,27816,3.68350255241512e-05,0.0844383291247654,0.999652180586561
13,1,27822,0.00364724182030235,0.0843307877652423,0.965527313309668
14,1,27823,-0.00411690884179849,0.0860677694281762,0.961876116433846
15,1,27825,-0.00974115112997531,0.0843294173975601,0.908104130876817
16,1,27843,0.01207062592808,0.080789388886292,0.88131658359527
17,1,27848,0.01207062592808,0.080789388886292,0.88131658359527
18,1,28495,0.0347763022649761,0.0807720462056693,0.667059278079432
19,1,28975,-0.00639361738141378,0.0802524733580177,0.936545827987442
20,1,29283,-0.120716070975188,0.179736636642673,0.502260142604429
21,1,29752,-0.0472145956895496,0.18749091963281,0.801324136098904
22,1,29787,0.661883679936268,0.506150830898463,0.191832629786057
23,1,30057,0.00576532026186349,0.164508986489887,0.972063168127553
24,1,30479,0.80755785580461,0.480111420610252,0.0934489633133577
25,1,30706,0.017108267770729,0.0828765659261579,0.836573501629922
26,1,31435,0.0350226331139822,0.0800188569235933,0.661886123031273
27,1,35128,0.0806100001248851,0.110236430511389,0.465113737795587
28,1,35129,-0.0179296662159851,0.110598284285074,0.87130786734754
29,1,36146,-0.040022893164469,0.0795993444516224,0.615415411967507
30,1,37255,-0.0372307734929658,0.160711295462118,0.81693442374552
31,1,37409,0.00979523086738127,0.0800566821197934,0.902688534555504
32,1,37478,-0.00104226349739206,0.0801271818562316,0.989629066109116
33,1,39144,-0.00760565603351514,0.0797605329860647,0.924086064856854
34,1,41499,0.00445538197260949,0.0795399658979279,0.955362041109946
35,1,45359,-0.32849573091605,0.132762045119363,0.0138184243843922
36,1,45634,0.0578145514212762,0.122960352766207,0.638510659858854
37,1,51248,0.0356688747526623,0.0798563165596525,0.655392179358295
38,1,51462,0.0286750402607707,0.0799726342656283,0.720138125026135
39,1,52124,0.0347470346074803,0.0798574679147909,0.663746195661653
40,1,52667,-0.0746248187197122,0.0796518949548865,0.34945725115754
41,1,55470,-0.0286153672416359,0.081907058424604,0.727024467509079
42,1,59265,0.00342204110383995,0.079710422651997,0.96578088044124
43,1,60165,0.058027204359429,0.0795904950102888,0.466441036757331
44,1,62308,0.031403450662697,0.0795452394105477,0.693238290922467
45,1,62869,0.0539912875589267,0.0795008858059756,0.497501714963762
46,1,65431,0.10630125703136,0.0828921126988958,0.200542107161527
47,1,65451,0.108270679065685,0.0817039302988391,0.185975578159689
48,1,65719,0.0788947309512905,0.0853104368292481,0.355703905562217
49,1,66841,0.0796198960718434,0.0794773995342022,0.317129828109455
50,1,66948,0.0712905230551307,0.079988805931183,0.373398788189075
51,1,68621,0.0177090039212522,0.0798562551413678,0.824628165317
52,1,69417,-0.0101951900875666,0.0796485475699017,0.898220114176943
53,1,69820,-0.0935782374629603,0.311634625200794,0.764138897638314
54,1,69821,-0.101501179948996,0.193306429221499,0.599857776388068
55,1,70906,-0.201537690162527,0.127498619598003,0.114841105252657
56,1,74327,0.0281350659996229,0.0800743068854207,0.725526433781505
57,1,74572,0.00618071194085218,0.0798744098877782,0.938364791262716
58,1,75211,0.0159843989896396,0.0797249429202516,0.841209453338668
59,1,76030,0.0725118614578485,0.0796360171231434,0.363158574558267
60,1,80108,-0.0300658396671005,0.079694566157113,0.706204604854061
61,1,81262,-0.0511164757727199,0.0796340349567209,0.521359699446252
62,1,81999,-0.10087070720499,0.079694450845741,0.206448770233672
63,1,82431,-0.0895777834827061,0.080111446726733,0.264257073454591
64,1,83284,-0.0941068727770019,0.0795115970361185,0.237383067007453
65,1,83613,-0.0352808184994269,0.0796382900902915,0.658027505596938
66,1,84112,-0.033302790119859,0.0796494840991978,0.676115932221735
67,1,84701,0.00829363548797263,0.0853107417013915,0.92260941646678
68,1,84858,0.0326690259807048,0.0798751320266058,0.682786799963474
69,1,85751,-0.0288236105987705,0.0802077708964016,0.719539300266483
70,1,87445,-0.00738353199148645,0.0803910652032645,0.926873144150118
71,1,87467,-0.0375685072328228,0.080788139994483,0.642200254188404
72,1,89070,0.00994208185555187,0.0803053557084434,0.901541345536342
73,1,89616,0.0161143408921967,0.0798704824011869,0.840223775643551
74,1,89679,0.0444162853255521,0.0798502149391878,0.578395776913579
75,1,89880,0.0486552398837514,0.0798634680142707,0.542763730089648
76,1,91472,0.0811631398837886,0.0803825692488504,0.313325516447815
77,1,93789,0.0706851112257053,0.079580324893354,0.375025382648529
