SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0832866602125864,0.070453446935109,0.237941213299537
2,1,1035,0.0759844223347263,0.0712503610483855,0.286952431283205
3,1,1074,0.149435638878041,0.120339348333869,0.215140204320118
4,1,1470,-0.244394723959746,0.11946149472126,0.0415164088414011
5,1,1475,-0.0363483527929165,0.0886752919584408,0.682125047512661
6,1,1491,-0.108504915442555,0.0773714355247056,0.161677661703567
7,1,21249,0.286807219078124,0.445160212144921,0.519813175204574
8,1,27243,-0.00111635762875795,0.0607647148326416,0.985352622690765
9,1,27272,-0.0128608449336635,0.0598482808733313,0.829976549586989
10,1,27498,-0.319395601307805,0.546293011398244,0.559149925591329
11,1,27561,-0.492158547667018,0.412076275646907,0.233147501823862
12,1,27816,0.0346594407388888,0.0610456017568849,0.570556757968105
13,1,27822,0.0399586288477221,0.0609587570575858,0.51257112415257
14,1,27823,0.022378449568598,0.0622408336854006,0.719401579843458
15,1,27825,0.0326418048699092,0.0609710988164435,0.592734453308462
16,1,27843,0.0529270712084813,0.0583681314814555,0.365141551390869
17,1,27848,0.0529270712084813,0.0583681314814555,0.365141551390869
18,1,28495,0.0736091552206386,0.0583055371784118,0.207612087449185
19,1,28975,0.0406538337195177,0.0580060556524733,0.483855228178779
20,1,29283,-0.121607726755057,0.129923771019698,0.349916723346644
21,1,29752,-0.342923815003281,0.134388859885066,0.0111398338967015
22,1,29787,-0.329123525034559,0.366561579774738,0.369868465485598
23,1,30057,0.237365575043313,0.118315447266437,0.04559635195308
24,1,30479,0.144438055677576,0.348564237238184,0.678847505635435
25,1,30706,0.0587783027955475,0.059865790185615,0.326853787012461
26,1,31435,0.0608968349581515,0.0578018032563694,0.292811604369857
27,1,35128,-0.105377973924823,0.0795960019597056,0.186389465610157
28,1,35129,-0.082877754725353,0.0798759922180385,0.300175706670556
29,1,36146,0.0260364584886275,0.0575774138846707,0.651403256965462
30,1,37255,0.0235625681007949,0.116243075826657,0.839485653042689
31,1,37409,0.0287712601726555,0.0578852390986979,0.619470493101496
32,1,37478,0.0168521641482423,0.0579483277586756,0.771364637409143
33,1,39144,-0.0116030704057697,0.0576874988186347,0.840707567794927
34,1,41499,0.00277530268447128,0.0575305932827799,0.961551881128198
35,1,45359,-0.165339008624997,0.0964540866859856,0.0873747079182086
36,1,45634,0.00158999728344744,0.0889638994022553,0.985750754324711
37,1,51248,0.0295486265856522,0.0577542511831654,0.60923206973607
