SNP,Chr,Pos,Effect,SE,ERV25_ORM2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.080202983547065,0.0952543700227697,0.40036504537801
2,1,1035,0.0147341659542367,0.0963899042011768,0.878595975245782
3,1,1074,0.290222334977292,0.162163499886667,0.0743608827748488
4,1,1470,0.169201984319752,0.162060895808083,0.29717012356654
5,1,1475,0.187180703265962,0.119387666031845,0.117814524741924
6,1,1491,0.102092664684276,0.104655697617367,0.329975432061384
7,1,21249,0.18663392811654,0.601551342157305,0.756550624658037
8,1,27243,-0.0197689002297312,0.0820684725044353,0.809785639614204
9,1,27272,-0.0706978203377817,0.0807550139084446,0.381918717906872
10,1,27498,-0.665614736888569,0.737387102557772,0.367318371146134
11,1,27561,0.49827777728875,0.557085834848488,0.37169794625773
12,1,27816,-0.0489328101498763,0.0824510893148473,0.553242162438989
13,1,27822,-0.0433754724199804,0.0823550158432481,0.598740439014124
14,1,27823,-0.0710424333174889,0.083999308729968,0.398265020250966
15,1,27825,-0.0582916954486452,0.0823289294746904,0.479391272814083
16,1,27843,0.00802161937688309,0.0789287134391431,0.919107121309746
17,1,27848,0.00802161937688309,0.0789287134391431,0.919107121309746
18,1,28495,0.01328404611158,0.0789279794245726,0.866439006583815
19,1,28975,0.0209517830990301,0.0783956057388407,0.789427278226656
20,1,29283,-0.141154528300216,0.175545569218783,0.4218858623451
21,1,29752,-0.265395555298092,0.182640694268488,0.147083805604761
22,1,29787,0.898086175943903,0.493371281506763,0.0695592404457341
23,1,30057,0.0986300394314643,0.160631942460882,0.539602483495256
24,1,30479,0.577467494510854,0.469917730419529,0.219939367098153
25,1,30706,-0.0231545216516947,0.0809619526893287,0.775051523819239
26,1,31435,-0.00454597221225939,0.078195434112327,0.953673168832385
27,1,35128,-0.097403915553663,0.1076525034951,0.366188791192422
28,1,35129,-0.0995481914032359,0.107923278538667,0.356951138020944
29,1,36146,-0.0360460280453141,0.0777689366724621,0.643290507294867
30,1,37255,-0.0498619824034616,0.156996761979036,0.750977068487055
31,1,37409,-0.00824947300250878,0.0782119790884092,0.916058160971365
32,1,37478,-0.0229328171742545,0.0782709301200637,0.769699829516277
33,1,39144,-0.0846023959104767,0.0777930194432645,0.277543766193527
34,1,41499,-0.0953767626527377,0.0775411006483968,0.219510366652886
35,1,45359,-0.336290433323511,0.129591843894196,0.00985369332215597
36,1,45634,0.0595123190629598,0.120122244698869,0.620603976393422
37,1,51248,-0.0962892863870928,0.0778693817985004,0.21707673909398
38,1,51462,-0.0882368602546387,0.0780024169081082,0.258736002472971
39,1,52124,-0.134128902661861,0.0777106240270717,0.0852215874912182
40,1,52667,-0.112939500052274,0.0776805485573648,0.146863408648584
41,1,55470,-0.0627388449613861,0.0799634223237579,0.433217678328448
42,1,59265,-0.0180706060180617,0.0778675377110759,0.816619253940593
43,1,60165,0.0212898084812353,0.0778063801044587,0.784532475439936
44,1,62308,-0.0841512309523392,0.0775999020386518,0.27891672455377
45,1,62869,-0.0886714143962124,0.0775758611199325,0.253801400174728
46,1,65431,-0.112233417610965,0.0809499468216387,0.166483180445673
47,1,65451,-0.0996715956135226,0.0798430848580552,0.212732620467832
48,1,65719,-0.0494217918091611,0.0834036519009832,0.553854046395713
49,1,66841,-0.0449149187515276,0.0777191602483629,0.563691267488605
50,1,66948,-0.0605735101665129,0.0781666558883488,0.438901126320479
51,1,68621,-0.125559734067563,0.0777344436294935,0.107152260757469
52,1,69417,-0.0861471635437734,0.0776794257696987,0.268181375259627
53,1,69820,0.15627052483196,0.304377399475505,0.60798544425363
54,1,69821,0.10952237653626,0.188834927779099,0.562291341494084
55,1,70906,0.077854894099298,0.124931413356147,0.533567943441316
56,1,74327,-0.0274008289344679,0.0782288569261211,0.72634875042014
57,1,74572,-0.0211972302029791,0.0780259874004309,0.78603546653743
58,1,75211,0.0109513540509697,0.0778897134273535,0.888265530852657
59,1,76030,0.0177403995643986,0.0778861710821409,0.81995426214305
60,1,80108,0.00493604037406481,0.0778730342911902,0.94949521403638
61,1,81262,0.0014159767990132,0.0778440010590331,0.985497614051529
62,1,81999,-0.00335822687588216,0.0780339389644628,0.96569759482811
63,1,82431,-0.0342229077701791,0.0783823748851767,0.662657636254046
64,1,83284,0.0525423127048878,0.0777827499270543,0.499799872112801
65,1,83613,0.0649823421081858,0.0777475368488189,0.403825920894311
66,1,84112,0.080434911079061,0.077715177902638,0.301379207888206
67,1,84701,0.0620677360977198,0.0832801379624268,0.456593218207705
68,1,84858,0.0775621380891119,0.0779434274465973,0.32036530483863
69,1,85751,0.0695357445164852,0.0782860568475504,0.375023787459012
70,1,87445,0.0638858998319684,0.0784655262974414,0.416084620119624
71,1,87467,0.0398033650652594,0.0789218951014087,0.614338042356767
72,1,89070,0.0311744228541345,0.0784386511367911,0.691285438923354
73,1,89616,0.0668499764223193,0.0779529842292708,0.391712959091434
74,1,89679,0.0387969963059173,0.0780167023513428,0.619293522659975
75,1,89880,0.0339145350948395,0.0780429273399129,0.664145487341443
76,1,91472,0.025763645814915,0.0786312945975478,0.743369563766431
77,1,93789,0.0328006572248536,0.0778134244407586,0.673625009971061
78,1,94351,-0.00649271940130898,0.0780370837015157,0.933739325377047
79,1,99148,-0.0227087381617867,0.0778236209757854,0.770612859716543
80,1,101281,1.68818876186931,0.846482985724701,0.0468818665269852
81,1,106011,-0.0073258689535875,0.0811156571472316,0.928089020722817
82,1,106800,0.0200188220794237,0.0779307103388359,0.797421253191557
83,1,107970,-0.00379523076922517,0.0777068288525808,0.961074126299005
84,1,109000,-0.100391800995098,0.0776604349119821,0.196959604372682
85,1,112549,-0.082959664660116,0.0776304458629636,0.285958281674241
86,1,112742,-0.0431090215989984,0.0780251258472758,0.580954271681467
87,1,113050,-0.0896188444246201,0.0777814172532544,0.25002337048657
88,1,113135,-0.0640214814024973,0.0776543257884567,0.410245224428116
