SNP,Chr,Pos,Effect,SE,ERG11_ORM2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0450394461531262,0.148005411369024,0.761071454007616
2,1,1035,0.080969741970384,0.149582134506709,0.588637973083291
3,1,1074,0.12602320919695,0.252799198636071,0.618434309708546
4,1,1470,0.0175641418347965,0.251975748032947,0.944467387857464
5,1,1475,-0.00707711618161522,0.185985640464209,0.96966777242089
6,1,1491,-0.0962745352412542,0.162609505116209,0.554189619924061
7,1,21249,-1.70779951314992,0.929564271960109,0.067020186139243
8,1,27243,-0.122493533723162,0.127249692175579,0.336395479799813
9,1,27272,-0.0398972914149358,0.125485126773985,0.750715125281886
10,1,27498,-0.675168345472565,1.1455038792844,0.555965109618261
11,1,27561,0.564603097234082,0.865298441399993,0.51450642709164
12,1,27816,-0.136461943273789,0.12785783080719,0.286568298735873
13,1,27822,-0.135168292177891,0.127698701288224,0.290554115921877
14,1,27823,-0.149526077346683,0.130292854428561,0.251904565743931
15,1,27825,-0.145194999270169,0.127667516605607,0.256188424232431
16,1,27843,-0.151016932113943,0.122269733110156,0.21760989657093
17,1,27848,-0.151016932113943,0.122269733110156,0.21760989657093
18,1,28495,-0.117215718901069,0.122376706327791,0.338805514636201
19,1,28975,-0.140112421638878,0.121487879739535,0.249566058633183
20,1,29283,-0.18553878299544,0.272594080606223,0.496544694152989
21,1,29752,-0.273581076097523,0.284011875518343,0.336069753587736
22,1,29787,2.38929567911023,0.75893348929309,0.00178258305532138
23,1,30057,-0.104600295949593,0.249441975857482,0.675224792318143
24,1,30479,1.41882547914113,0.727165722442566,0.0518273072319891
25,1,30706,-0.234271831445673,0.125082930426827,0.0619040506729963
26,1,31435,-0.12581699562477,0.121209218885406,0.299973531561669
27,1,35128,-0.0208005930176709,0.167313743935813,0.901131972030122
28,1,35129,0.0494259371240857,0.167725247999313,0.768408554628157
29,1,36146,-0.231937378276561,0.120135513118136,0.0543292959937935
30,1,37255,-0.223422729374006,0.243472167051712,0.359427604836052
31,1,37409,-0.164852229393484,0.121103642879247,0.174303253682262
32,1,37478,-0.16044541644469,0.121225045579175,0.186514533539064
33,1,39144,-0.232777081440709,0.120334789008674,0.0538613053217799
34,1,41499,-0.254530083905415,0.11987227319499,0.0344202528279355
35,1,45359,-0.448477065730879,0.201685410688389,0.0268046264841843
36,1,45634,-0.0618943110603434,0.186517945549523,0.740206220652435
37,1,51248,-0.209928852723666,0.120632488250123,0.0826892553147955
38,1,51462,-0.204160773851381,0.120825472800114,0.0919651387227606
39,1,52124,-0.19066970504064,0.120723043676976,0.115140471807941
40,1,52667,-0.236743382116606,0.120296554399407,0.0498506142372201
41,1,55470,-0.19698594947412,0.123803209757585,0.112477332173844
42,1,59265,-0.0655989186371125,0.120843236673136,0.587580401162422
43,1,60165,-0.0726131408883749,0.120740470816505,0.547960588094244
44,1,62308,-0.0892359990836893,0.120575946008452,0.459742607331543
45,1,62869,-0.0890272811307708,0.120561215712113,0.460737486734601
46,1,65431,-0.0458661542996538,0.125987742636756,0.716036752783552
47,1,65451,-0.0235863079342539,0.124218311011119,0.849513974196351
48,1,65719,-0.0737450135625871,0.129483816211837,0.569358251957755
49,1,66841,-0.0138940906239011,0.120708895838916,0.908428043794191
50,1,66948,-0.0339260836442338,0.121438555777977,0.780125800673438
51,1,68621,-0.138247893563958,0.120899252679186,0.253607307060161
52,1,69417,-0.102529957195341,0.120678986914513,0.396118325891014
53,1,69820,-0.212573713765699,0.472567693496754,0.653111273754203
54,1,69821,-0.114659012599016,0.293230471392521,0.696018262877087
55,1,70906,0.0970185284883351,0.193986085688199,0.617294202497199
56,1,74327,0.0391258729066876,0.121448619272308,0.747522277861218
57,1,74572,0.0569520892715534,0.121105159205658,0.638452739956669
58,1,75211,0.0528940552875036,0.120889479805541,0.66198691458184
59,1,76030,0.083845751618669,0.120839880532647,0.488227425657488
60,1,80108,0.00960146828743322,0.120892585020367,0.936742386125983
61,1,81262,0.0278445874213263,0.120838873824077,0.81789315281305
62,1,81999,-0.0589164671979354,0.121102497083473,0.626914006646112
63,1,82431,-0.0965576772271626,0.121608002845574,0.427724445232211
64,1,83284,-0.016593227008624,0.120827608386451,0.890848439374477
65,1,83613,-0.0294855709002705,0.120807328211306,0.807317589816305
66,1,84112,-0.0480880305726556,0.120803725357115,0.690821103680069
67,1,84701,-0.0413020081415633,0.12937016772486,0.749722373011092
68,1,84858,0.0268462010142563,0.121163432694625,0.824776633021985
69,1,85751,-0.0378683096266795,0.121653210468024,0.755770901431195
70,1,87445,-0.0755216685676665,0.121860831454228,0.535830751468722
71,1,87467,-0.122021011951974,0.12239321384719,0.319467326416361
72,1,89070,-0.0576968462010886,0.121759583645888,0.635893566971772
73,1,89616,-0.0186465915045471,0.121139023909171,0.877755093076457
74,1,89679,-0.0224208990371596,0.121152552906616,0.853285617245006
75,1,89880,-0.0199491661841878,0.121184477245155,0.869338755534633
76,1,91472,0.0219905517754265,0.122083078716851,0.857155627332422
77,1,93789,0.0207253518367371,0.120825800667036,0.8639046647521
78,1,94351,-0.0425206237009986,0.121127700961836,0.725768026802484
79,1,99148,-0.00155920613180979,0.120830807527767,0.989711637511672
80,1,101281,0.423499652824747,1.32130192143423,0.74876613773599
81,1,106011,0.10889371457572,0.125794953024501,0.387273051245049
82,1,106800,0.109360268239599,0.120853734259703,0.366136745971885
83,1,107970,0.0922922606430369,0.120535307984194,0.444374503382161
84,1,109000,-0.0170437184546285,0.120844556728733,0.887920084994329
85,1,112549,-0.0185296860708688,0.120707132125302,0.878084251283363
86,1,112742,0.0481209854312192,0.121154382549265,0.691469367873829
87,1,113050,0.0742480328448271,0.12091302805597,0.539570232818165
88,1,113135,0.0184316447475775,0.120665465706648,0.878682735660908
89,1,114076,0.00252165124461987,0.12066937886724,0.983339473000069
90,1,114628,0.0513685945214947,0.120943826483384,0.671291528634659
91,1,116283,0.00846138519129502,0.12164674139442,0.944585630269031
92,1,126880,-2.53771285398392,2.27845652589204,0.26612882756449
93,1,127853,0.0495258065024453,0.121392464454105,0.683535037453966
94,1,128302,0.115309884816238,0.120798877551094,0.340453009531316
95,1,128704,0.111043652642867,0.120930745381609,0.359119313595596
96,1,128911,0.149872194959828,0.12082545484964,0.215650375339792
97,1,130267,0.166635814620529,0.120705686431415,0.168302143964969
98,1,130271,0.173399524083719,0.120822762049115,0.152128032260888
99,1,130613,0.199806234408705,0.121843889846539,0.101926242067134
100,1,132012,-0.0229285213952034,0.122041396977389,0.851082628214475
101,1,133231,-0.0312362437914671,0.121170046777311,0.79672036232146
102,1,137074,-0.031632829356402,0.120997393662776,0.79391032809834
103,1,137304,-0.0445403999033094,0.121027952294349,0.713080787690299
104,1,139686,-0.0279320590907421,0.121201130097293,0.817867543713018
105,1,149562,-0.0271176347417237,0.12147819522291,0.823485259005351
106,1,150447,-0.0169984892659346,0.122830999895794,0.890011706820473
107,1,151446,-0.0571967445222512,0.24675049270111,0.816827732743991
108,1,154084,-0.0150034814496384,0.123211238254081,0.90315014779079
109,1,156633,-0.0299831305278916,0.124892874640213,0.810414730782266
110,1,157269,-0.0466255721894036,0.120952134274252,0.700108232985779
111,1,160054,-0.00488686695692786,0.122126698257687,0.968104003518165
112,1,166222,-0.0030619847183932,0.121223583174573,0.979862661060319
113,1,166416,0.00347835387605394,0.120977448279277,0.977078563683596
114,1,167326,-0.0428832403879102,0.12164363890751,0.724649927309733
115,1,168836,-0.0205904967037498,0.121083526139693,0.86506665222409
116,1,171200,-0.0913413651819212,0.121172335899506,0.451463612367408
117,1,171431,-0.159161155728043,0.121732518430901,0.191905345356954
118,1,173339,-0.137200689173864,0.120857542999838,0.257050627359195
119,1,173845,-0.149585135811462,0.120715326195067,0.216110941351119
120,1,175121,-0.141420091067962,0.120502871223885,0.241353410632316
121,1,175281,-0.162041038082788,0.120532181330593,0.179688853379902
122,1,175315,-0.156626273435331,0.120514326434213,0.194569511417775
123,1,175523,-0.148408048239864,0.121229705443922,0.221697407806228
124,1,175541,-0.15978052285485,0.120691712346889,0.186401807426312
125,1,175653,-0.179340204857761,0.120997889787062,0.139185526834802
126,1,175805,-0.135582498943916,0.128035516006528,0.290349138599722
127,1,175818,-0.17227945736436,0.124956594907742,0.168855870569391
128,1,175856,-0.172941612444969,0.123033700749844,0.16070931777241
129,1,175876,-0.159228635341705,0.121190805867967,0.189744069766621
130,1,175989,-0.165524754883325,0.121514440121962,0.174009076488753
131,1,176001,-0.162533225372366,0.122162311951452,0.184222482923897
132,1,176451,-0.167677727868419,0.123618615002552,0.175835120432579
133,1,177692,-0.164643647080514,0.120484049397403,0.172646135695839
134,1,178191,-0.169850723438775,0.120583854975364,0.159842709416804
135,1,178224,-0.164643647080514,0.120484049397403,0.172646135695839
136,1,178960,-0.173372588891718,0.121416991590889,0.154201725885358
137,1,179139,-0.119015952693619,0.241255758759263,0.622094247075731
138,1,179139,-0.633788423354446,0.484891167076115,0.192038514153243
139,1,180955,-0.119548354728838,0.139693792152601,0.392695228559032
140,1,183802,-0.141182013941717,0.120583613413004,0.242459869817744
141,1,183954,-0.129096822524408,0.121502977570976,0.288735425743846
142,1,184450,-0.0815084817504889,0.120553541655371,0.499408126974903
143,1,184641,-0.0534219697536332,0.124109479156239,0.667136611051507
144,1,184718,-0.123060612819402,0.121140029856825,0.310394553738082
145,1,185296,-0.0813348876988869,0.120724718356995,0.500929020438344
146,1,185438,-0.0604808236856985,0.120765117821465,0.616814372165849
147,1,185469,-0.0655526092676482,0.120932043305629,0.588118116166765
148,1,185503,-0.0828045216785561,0.120588943295521,0.492743025954289
149,1,185705,-0.0906091467689172,0.121922759729544,0.457874013133102
150,1,185749,-0.0893910422833809,0.121925306932099,0.463946017703209
151,1,185806,-0.0844970602183485,0.122098231204492,0.489366119900759
152,1,185879,-0.101861597355,0.122651657858085,0.406820264616414
153,1,185916,-0.0535391216530541,0.122682495300261,0.66281048595485
154,1,185941,-0.0666207497445484,0.12319913482227,0.589016382397505
155,1,185954,-0.0719113670065082,0.1235508253036,0.560912114883684
156,1,186055,-0.0566820215354376,0.121105518139726,0.640046037125215
157,1,186896,-0.0452823694571527,0.123105599716271,0.713217805558598
158,1,187697,-0.164721779799384,0.250957611396291,0.512011839738837
159,1,189392,0.0323130439430361,0.252421398043373,0.898212134143699
160,1,189416,0.000233228319839185,0.244177378131113,0.999238432715713
161,1,190132,0.0831634506381824,0.121215968778562,0.493115110301579
162,1,190148,0.0983493433356643,0.12122037160473,0.41772469327188
163,1,190165,0.0835299092126184,0.122184837872069,0.494653764989867
164,1,190169,0.111477463065514,0.121968994838148,0.361350165481408
165,1,190933,-0.00801525066873809,0.121122212274629,0.947276039309623
166,1,192149,0.137833633983686,0.121892663004949,0.258915897580231
167,1,192302,0.0168611983342659,0.161233109867372,0.916771235634396
168,1,192303,-0.017047431047124,0.145574487637489,0.906843822868901
169,1,192305,0.0247580604333573,0.151274831212329,0.870090275928509
170,1,192315,-0.0447390935162124,0.171597895139329,0.794460062066282
171,1,192795,0.0762064878073144,0.120825604197757,0.528635186338319
172,1,194020,0.025930916666092,0.127330003311933,0.838743374347872
173,1,194187,0.0211013520454064,0.120988610145048,0.861645000996109
174,1,194867,-0.0353978646633843,0.120913299495614,0.769882118067367
175,1,197325,-0.163246050169198,0.123573718235191,0.187343103767172
176,1,197392,-0.179251035535673,0.125107880295658,0.152808063649583
177,1,198857,-0.507248143326733,0.579220763026173,0.381765630104503
178,1,206666,-0.082719547373022,0.135931043613838,0.543220416038884
179,1,206675,0.0113222749367683,0.177062093618627,0.949050038283721
180,1,223051,-0.0914298803403018,0.140054387740661,0.514299202346149
181,1,223059,-0.241044708170075,0.144952474728165,0.0972155527226195
182,2,7366,-0.21343419571282,0.17502173933976,0.223479090302011
183,2,8180,-0.0461088586499478,0.241462978517358,0.848669668470482
184,2,8187,0.157731433420931,0.25097033321901,0.530091802990963
185,2,8250,-0.0467450206092188,0.247383027853948,0.850234267846507
186,2,8253,-0.0578933464783091,0.247376348539806,0.81509779790121
187,2,8285,-0.095554867541304,0.13403017582786,0.476356692548371
188,2,8302,0.0262846165652605,0.125543290628347,0.834282558945525
189,2,8306,0.0262846165652605,0.125543290628347,0.834282558945525
190,2,8314,0.0349615953997482,0.122961399409887,0.776324331823584
191,2,8317,0.024985704407572,0.125773039804999,0.842645366966453
192,2,8328,-0.00477897169006136,0.12521709187676,0.969577310028476
193,2,8331,-0.0115353807620471,0.124980436283489,0.92651403824757
194,2,8498,-0.0322842779922332,0.122783353851638,0.792752588470841
195,2,8651,-0.0593484031417744,0.12286975339818,0.629381801119161
196,2,9418,-0.21857839200102,0.312376552458299,0.484558489847587
197,2,9812,-0.0260954950941348,0.123632857079129,0.83295250183339
198,2,9932,-0.0315762559621473,0.123141885884877,0.797774581570122
199,2,10135,-0.0312825077743841,0.122670421935771,0.798861845685423
200,2,11616,-0.0252678254647378,0.122544125534576,0.836758486334978
201,2,12133,-0.0277744237474236,0.123029820978049,0.82152372263093
202,2,12194,-0.0328970793587791,0.123502068880326,0.790110827872877
203,2,12359,-0.030325296681823,0.123142776587405,0.80562312156216
204,2,13061,-0.0234820859772684,0.123137948253781,0.848872304201189
205,2,14298,-0.0301612328787011,0.123522341265083,0.807236109865482
206,2,15222,-0.00972570335417333,0.124736320828835,0.937896014082104
207,2,17986,-0.0349474593653775,0.122537388320472,0.775659452561814
208,2,19770,-0.0304306977263702,0.123388187604292,0.805341272335658
209,2,19836,-0.00214765529572603,0.123059744888971,0.986085777408094
210,2,19851,-0.000853630370766023,0.123420090945736,0.994485412760043
211,2,21595,-0.0476127776067892,0.122884223020869,0.698648860891592
212,2,22385,-0.0738890473543035,0.122963778471741,0.548291614689699
213,2,23441,-0.0199015223000694,0.124217037303475,0.872802785442848
214,2,24209,0.00792213909588546,0.123197978087251,0.948764461593097
215,2,24341,-0.00440799525122615,0.12348988016043,0.971545578690279
216,2,26815,0.0543880732060169,0.123308145253318,0.659429113326112
217,2,28209,0.0407643728718219,0.123364544853778,0.741264821680657
218,2,28695,0.0266822914531841,0.128893240331469,0.836120791631692
219,2,35849,-0.316651105770287,1.32138669649411,0.810751957714087
220,2,35850,-1.34095599787531,1.61463537483628,0.406817021884957
221,2,41245,-0.0256021086510123,0.122902796744437,0.835105621011815
222,2,43214,-0.110154862062207,0.124765390399655,0.377893324061752
223,2,47104,-0.020191686123614,0.121416324744272,0.868015096036871
224,2,50915,-0.0216123227228089,0.122608680193639,0.860182329590717
225,2,55834,-0.0832525946834312,0.121967033719595,0.495318210703938
226,2,56422,-0.0505657137867858,0.122236070193317,0.679365096459901
227,2,57715,-0.0372049317441245,0.121846564194117,0.760285295170361
228,2,59046,-0.0785725648822432,0.122407704604334,0.521359705323328
229,2,59191,-0.0520658451150178,0.121746314181284,0.669160541632349
230,2,59383,-0.0566869894609802,0.121775548191552,0.641857721684288
231,2,59477,-0.0553569740001295,0.123610645226339,0.654548153636695
232,2,59755,-0.192133710524036,0.277623481813992,0.489350981667643
233,2,60471,-0.12211057631263,0.121803708724552,0.316779526698336
234,2,60478,-0.12107462424549,0.121946023327786,0.321461074984456
235,2,60786,-0.142400070910268,0.121679562791709,0.242674767054106
236,2,61035,-0.116385282178674,0.121749101424867,0.339754891854324
237,2,61071,-0.117730198876944,0.121191686067842,0.331995415234584
238,2,61675,-0.143531274094308,0.121462936430423,0.238125037326256
239,2,62776,-0.0850593810695612,0.126947302287361,0.503272316093098
240,2,62939,-0.0445045484655768,0.12146947659809,0.714297587296497
241,2,63527,-0.00417554338202986,0.121948412111752,0.972704928018282
242,2,63857,-0.0240668395925421,0.121970256221098,0.843692820378335
243,2,65527,-0.0751531500966558,0.121509021928179,0.53664565166337
244,2,67007,-0.10620110571058,0.133733551462527,0.427656408338049
245,2,67023,-0.0014286360822382,0.27679993238107,0.995884845081533
246,2,67024,0.0176162496682064,0.27781017732265,0.949475037416418
247,2,67976,0.0343486994825865,0.123312383122032,0.78075306842592
248,2,69628,0.0248017828920256,0.125362057432675,0.843283169136384
249,2,71825,-0.343334659789829,0.241740394647492,0.15641406429877
250,2,72389,0.111041489909219,0.122422824041897,0.365008311322634
251,2,72392,0.0431042594696791,0.123377488854194,0.727020686489079
252,2,73646,0.101934133240373,0.120747076876325,0.399131932899296
253,2,74564,0.161909761173629,0.12032337299088,0.179288153127361
254,2,74739,0.218054578518017,0.120470468222489,0.0711421613203501
255,2,79931,0.253602325082655,0.135745752232306,0.0625602652678246
256,2,80748,0.219933076403062,0.125324794561026,0.080143109920236
257,2,80873,0.192022410634318,0.120885700006763,0.113077011515127
258,2,81501,0.260081256827244,0.120504284045618,0.0315802979278625
259,2,83526,0.224253243257116,0.120518995846728,0.0636136723494015
260,2,83845,0.253440447799223,0.120470839485418,0.0361073416494043
261,2,84412,0.17116200836995,0.305360976673586,0.575477977541594
262,2,84412,0.195426662336741,0.152623583030053,0.201228102085478
263,2,84447,0.258356161385058,0.121998913033098,0.0348997806547248
264,2,87391,0.289788255633555,0.119698769957898,0.0159825034934681
265,2,87562,0.289769802492402,0.120006831541457,0.0162599108086213
266,2,87849,0.287398959839696,0.120011429390609,0.0171519047571609
267,2,87878,0.261097588926475,0.120704899886092,0.0312037161845062
268,2,88125,0.100352407690296,0.135006247082744,0.457784337493371
269,2,89785,0.227192901067316,0.12091262504795,0.0610704127488733
270,2,93441,0.241219877564089,0.124482982626422,0.053448040601432
271,2,93588,0.223938246545135,0.128987918339817,0.0834154871199345
272,2,93721,0.221182573315056,0.120575508668757,0.067437548654218
273,2,93952,0.182055891202782,0.120413058654079,0.13144683916432
274,2,95085,0.242752943582286,0.120278937709813,0.044321200436879
275,2,103188,0.391302379245689,0.122144631060142,0.00148076621640175
276,2,107124,0.378969742593599,0.11933848562004,0.00162698848283507
277,2,111645,0.411653868054257,0.119110192762468,0.000614925408010019
278,2,111916,0.408006341608796,0.119435901780053,0.000709244643384222
279,2,111931,0.417417468280419,0.119532548776136,0.000540114954848169
280,2,111999,0.418838909387858,0.119074306584054,0.000492602758154282
281,2,114528,0.33923112030146,0.120494975873795,0.00514645281814023
282,2,116024,0.411199847778427,0.120152913298328,0.000693794281622753
283,2,119244,0.136294867706698,0.132908841777574,0.305840697855847
284,2,119246,0.141066512220783,0.134316845641421,0.294320815537235
285,2,119247,0.0941914372418735,0.135405081338357,0.487120116677312
286,2,120090,0.204838382634738,0.121158033820279,0.0917823582456978
287,2,120291,0.224997515764383,0.122454529278883,0.0669917706946643
288,2,120726,0.232538693193269,0.121700094323576,0.056846299854271
289,2,121716,0.201050447627292,0.121719427040682,0.0994741048177418
290,2,123100,0.196807438909357,0.1219082438553,0.107336346975021
291,2,124677,0.17463015023806,0.121834874918577,0.152647304522821
292,2,127636,0.0144334713545247,0.154539758434429,0.92564156276457
293,2,127887,0.19119073318605,0.122605077242033,0.119797059644306
294,2,128935,0.159238226592511,0.12261778813153,0.194909991549062
295,2,129053,0.201637354027182,0.122816480742075,0.101526641611227
296,2,130040,0.209399793154627,0.123535221746176,0.0909456133499106
297,2,130976,0.179251657690616,0.12265616157811,0.144790927605506
298,2,132199,0.166788518450047,0.123277645778153,0.176937401430628
299,2,133355,0.121842216861862,0.124263835445913,0.327504824689699
300,2,133435,0.156620562614067,0.124422892551319,0.208943040773559
301,2,133943,0.0612233518628576,0.145961970540877,0.675144418066241
302,2,135183,0.160153576487696,0.124479379729461,0.199081326016273
303,2,135402,0.158894749148783,0.124465058513565,0.202575152874892
304,2,135898,0.210489827990693,0.124912257887867,0.0928527731725555
305,2,135912,0.207487362853128,0.12501948455138,0.0978749294275831
306,2,135925,0.2134454949712,0.12442017785376,0.0871271276329419
307,2,136002,0.170948127289221,0.124512277819252,0.170641918224116
308,2,136173,0.173812676947508,0.125386714911776,0.166556869159067
309,2,138209,0.189135578862425,0.129022428141138,0.14356233178612
310,2,138318,0.223622125082668,0.128496765560717,0.0826788819622025
311,2,138695,0.203871915214097,0.126370016819167,0.107574340463775
312,2,138818,0.203079664405397,0.126140183520905,0.108302134249049
313,2,139728,0.219861751272889,0.125832510559612,0.0814623458982922
314,2,140174,0.245217870395948,0.125699697192441,0.0518689987257041
315,2,140863,0.181411581025293,0.125954800164479,0.150671356760733
316,2,141152,0.240864770486818,0.126029838318772,0.0567920515203517
317,2,141292,0.224965332867127,0.125198075015738,0.0732101344029999
318,2,141545,0.23333657434833,0.125770312931808,0.0643926357365256
319,2,145823,0.319811319780428,0.13009146348415,0.0144370375806031
320,2,145934,0.166278094533189,0.215995448327605,0.441920198596509
321,2,145980,0.238033658064759,0.131802753330514,0.0717725091399042
322,2,146723,0.157551265373689,0.125875036847462,0.211526844038635
323,2,147946,0.215857496128997,0.126790195962773,0.0895461638609025
324,2,150394,0.144087519342347,0.138471658755582,0.298793805363364
325,2,151274,-0.103710882573226,0.217176635746644,0.633272036499302
326,2,151397,0.209438846665009,0.127140185749394,0.100384907153863
327,2,153035,0.172472974981355,0.12590435896588,0.171597254995282
328,2,153228,0.166316990880813,0.126851233791248,0.190669984436131
329,2,153455,0.173997147077257,0.127784342761054,0.17417776043999
330,2,153732,0.222236238420886,0.131933684452699,0.0929778342833352
331,2,153815,0.143671207789913,0.127398645893688,0.260200110367689
332,2,154160,0.133335583656022,0.126091115552115,0.291027437227116
333,2,154235,0.143736758952267,0.127322143489184,0.259697381660899
334,2,155527,0.143860513694191,0.138230968661838,0.298715167354186
335,2,159870,0.119448858850907,0.124167565060367,0.336709469787046
336,2,161229,0.111551624671958,0.126098870189081,0.376955026419942
337,2,161451,-0.437306454034742,0.269307597883427,0.105307298481635
338,2,161451,0.458137737647989,0.270079789472395,0.0907097067857997
339,2,162696,0.160863888660439,0.125403449768114,0.200414001069967
340,2,163284,0.183985875520074,0.123642573010489,0.137631424331714
341,2,164166,0.197547944480275,0.124739020137829,0.114159724559479
342,2,165270,0.146054361281377,0.123884980521065,0.239211589323032
343,2,165675,0.140511411309572,0.125958210621736,0.265377956616435
344,2,166404,-0.458464409650833,0.326111051680622,0.160647160500654
345,2,168012,0.0229668658498428,0.152519182780811,0.880390319901572
346,2,168062,0.0738005432213973,0.124984496559504,0.555248338420315
347,2,168518,0.0136205326377932,0.124328106282769,0.912826038669954
348,2,168980,0.0482582766072095,0.124244647236986,0.697944332026077
349,2,169651,0.0523342229780694,0.124299013351584,0.673985823980431
350,2,169902,0.403489109775473,0.206702079583186,0.0517246944071463
351,2,169960,0.139221790086888,0.193430083421258,0.472153641165432
352,2,170725,0.157562821876299,0.124268887410935,0.205662702527868
353,2,171254,0.225555147902898,0.124174122118937,0.0701505594112053
354,2,172242,0.111900919602429,0.123134472034461,0.36409154331661
355,2,173254,0.0472524208431433,0.122307896721022,0.699477712038894
356,2,173340,0.0875177203477487,0.122230221004221,0.47446026658763
357,2,173385,0.077054044548689,0.122362887759105,0.529286831342952
358,2,173973,0.103624099941793,0.121981731625983,0.396176066283569
