SNP,Chr,Pos,Effect,SE,PMC1_CTR2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0768667550320881,0.199184689826925,0.699798057270333
2,1,1035,-0.0612330011352731,0.201379854549369,0.761255881153253
3,1,1074,-0.222632682014987,0.340156012222237,0.513214845721739
4,1,1470,-0.101090537675447,0.339093964648494,0.765787318419573
5,1,1475,0.103352724749917,0.250258251556938,0.679868865131757
6,1,1491,0.142942624899321,0.218832656953068,0.514049224831027
7,1,21249,-0.903466423609487,1.25614822807872,0.472471677619955
8,1,27243,-0.0170070663454185,0.171487693470535,0.921056662744293
9,1,27272,-0.0164282686573425,0.168912427389906,0.922575841817648
10,1,27498,-0.152502679785561,1.54247147630426,0.921298367315334
11,1,27561,1.67775868818986,1.16188129069116,0.149625393308611
12,1,27816,0.173019623249311,0.172115181918785,0.315462716598642
13,1,27822,0.167872304371538,0.171910261387619,0.329479894266237
14,1,27823,0.176220216433039,0.175437521259737,0.315844304043888
15,1,27825,0.185507190824457,0.171858907611432,0.281139459440426
16,1,27843,0.132939186970231,0.164766252358086,0.420304790473188
17,1,27848,0.132939186970231,0.164766252358086,0.420304790473188
18,1,28495,0.138145884702821,0.164756791148451,0.402326500349927
19,1,28975,0.131585004241263,0.16366860140804,0.421954108481059
20,1,29283,-0.621913996459984,0.365629914122964,0.0898351889929753
21,1,29752,-0.187664815973496,0.382623471132741,0.624107036212002
22,1,29787,3.31348382013948,1.02056382648208,0.00127927469558443
23,1,30057,0.0531509429865888,0.335795801889535,0.874323898831326
24,1,30479,0.973074307891592,0.98259220336119,0.322699238151563
25,1,30706,0.0556220304534098,0.169157691774164,0.742488525555822
26,1,31435,0.0269472626909895,0.163378049959006,0.869087125531748
27,1,35128,0.414076741769278,0.224111549220128,0.0654913625360533
28,1,35129,0.190029192145124,0.225542612194764,0.400054955117784
29,1,36146,-0.130397758101953,0.16239362584121,0.422530430903214
30,1,37255,-0.225539595439444,0.327860272359885,0.491958856710385
31,1,37409,-0.0609364075849346,0.163388520502946,0.709406499541708
32,1,37478,-0.0679076716790173,0.163521251013393,0.678186706650406
33,1,39144,0.072096585143024,0.162769593140645,0.658083013078315
34,1,41499,-0.00480979343322531,0.162363005481173,0.976383902413226
35,1,45359,-0.330929116668353,0.272774969419838,0.225866616029204
36,1,45634,-0.40049846405251,0.25016724402312,0.110288509443117
37,1,51248,-0.0548485596344547,0.163028165116756,0.736741940235346
38,1,51462,-0.0593308976529434,0.163244862857202,0.716488363012297
39,1,52124,-0.0259716628334826,0.163048440833484,0.873533058062413
40,1,52667,-0.105384275391847,0.162696325451618,0.517576729159006
41,1,55470,-0.0851580965865128,0.167161824348046,0.61076560802224
42,1,59265,0.005570618153692,0.162710588485126,0.972708023595693
43,1,60165,-0.0146447408918031,0.162586034883536,0.928279659830093
44,1,62308,-0.0755566204033181,0.162359295811266,0.641955791811847
45,1,62869,-0.0527663063384743,0.162364406385339,0.745383499655237
46,1,65431,0.0337566115687964,0.169589292698521,0.842338863640929
47,1,65451,0.0370358851620716,0.167182418307391,0.824808041343653
48,1,65719,0.0878136444361835,0.174289740750739,0.614690114143411
49,1,66841,0.105247100112215,0.162368624696566,0.517277966036297
50,1,66948,0.0516129047267081,0.163439209919205,0.752346505981796
51,1,68621,-0.167980455802841,0.162774113487002,0.302785626757087
52,1,69417,-0.114123584961559,0.162474399733572,0.482886643113499
53,1,69820,-0.825046724902629,0.634694123066881,0.194479182334989
54,1,69821,-0.418317504709724,0.394116132511762,0.289230743454176
55,1,70906,0.129010647975127,0.261088198933966,0.62152404308943
56,1,74327,0.00588109113002777,0.163481499755521,0.971323387081485
57,1,74572,0.0437681100513219,0.163029916160885,0.788496895421095
58,1,75211,0.0606303114037774,0.162717343210019,0.709661420192248
59,1,76030,0.107267580780017,0.162649167322019,0.510002968232389
60,1,80108,-0.00110829477792942,0.162710847930517,0.994569148861632
61,1,81262,-0.0363579191678272,0.162637833955901,0.823235681305337
62,1,81999,-0.117396330470431,0.162926787612514,0.471665435495995
63,1,82431,-0.167004639994593,0.163577048900453,0.307975415712538
64,1,83284,-0.114009575230158,0.162513046833606,0.483427660530582
65,1,83613,-0.0994817614955041,0.162522147270243,0.540857700541049
66,1,84112,-0.130774142799327,0.162477275943134,0.421432711069986
67,1,84701,-0.0808379717091905,0.174091364355024,0.642688817832764
68,1,84858,0.0226847767023872,0.163080808814253,0.889449307260376
69,1,85751,-0.0863121358097029,0.163691150546199,0.598325865134647
70,1,87445,-0.090672622230218,0.164030790525429,0.580765259185482
71,1,87467,-0.143876343225687,0.164783010390243,0.383187908029574
72,1,89070,-0.0970306854826138,0.163847040668888,0.554093873794258
73,1,89616,-0.0252276720819818,0.16304102978583,0.877120996487839
74,1,89679,-0.0509090063094537,0.163044691989841,0.755042809906432
75,1,89880,-0.0333945836391729,0.163098838586686,0.837884997380166
76,1,91472,-0.024532105793039,0.16431405448326,0.881402090926128
