SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.206350268392871,0.0768643460419554,0.00760407249093947
2,1,1035,0.221468712980524,0.0776043458976284,0.00457460819245703
3,1,1074,0.404845236854205,0.130888317009632,0.00213891518265368
4,1,1470,0.038393339146876,0.132156638494312,0.77159372235902
5,1,1475,0.096043734885261,0.0974232108165083,0.32488667048617
6,1,1491,0.0825373003917833,0.0852244902364267,0.333473125754955
7,1,21249,-0.374576302547656,0.489514040521476,0.44466354648584
8,1,27243,0.0273056013421418,0.0668193856249074,0.683045866253338
9,1,27272,-0.0123478528828321,0.0658281953149183,0.851316059002244
10,1,27498,-0.793522384439291,0.599673499648972,0.186606237229684
11,1,27561,0.452436413587266,0.453518985286208,0.319150425720494
12,1,27816,0.00567875998432571,0.067174075190668,0.932676637694329
13,1,27822,0.0102568013589702,0.0670871574533235,0.878574187438613
14,1,27823,-0.020323345844964,0.0684627304033978,0.766753566547313
15,1,27825,0.00717492385002583,0.0670882917012152,0.914891398346498
16,1,27843,0.0297162769952922,0.0642544164813259,0.644023253771934
17,1,27848,0.0297162769952922,0.0642544164813259,0.644023253771934
18,1,28495,0.057531597907328,0.0642019388641025,0.370808026213626
19,1,28975,0.0363270309430061,0.0638159956913339,0.569550906588909
20,1,29283,0.206125037954686,0.142659249562986,0.14937956902649
21,1,29752,-0.359794503105289,0.147937153014363,0.015509086917449
22,1,29787,-0.466233318089107,0.402877972088106,0.24794988160041
23,1,30057,0.0515660807137337,0.13084626330448,0.693747608087446
24,1,30479,-0.374615090359449,0.382960606994233,0.328641416771461
25,1,30706,0.0341720703837443,0.065911187125958,0.604464763744232
26,1,31435,0.0167734097703026,0.0636698642408848,0.792362501280301
27,1,35128,-0.143081543696992,0.0874337578687349,0.102635278342973
28,1,35129,-0.152658811729838,0.0876135781090066,0.0823075411153582
29,1,36146,0.0290200241924277,0.0633289488220833,0.647060102157485
30,1,37255,0.114608782153558,0.127717699435642,0.370138335348466
31,1,37409,0.0834050796913314,0.0635354002298582,0.19012540058739
32,1,37478,0.068756684204101,0.0636399127684982,0.280700824847237
33,1,39144,0.0121282213121308,0.0634508768710594,0.848523074461307
34,1,41499,0.0847201372882198,0.0631172855663028,0.180372632463182
35,1,45359,-0.160142256263241,0.106189027788101,0.132426786323751
36,1,45634,-0.11485113278729,0.0976603787837527,0.240377035427902
37,1,51248,0.1073181700919,0.0632902628667697,0.090833808090204
38,1,51462,0.0931515900094292,0.0634402233132397,0.142903362312324
39,1,52124,0.0847564376246081,0.0633871728305305,0.182043532033699
40,1,52667,0.0902843572439624,0.0632634108651781,0.154429798288895
41,1,55470,0.156662679241138,0.064636657822491,0.0158634072901998
42,1,59265,0.186177869787376,0.0626346308919501,0.00315718618829788
43,1,60165,0.170962796243642,0.0627089731302059,0.00672461153001875
44,1,62308,0.182345983396555,0.0625475443262595,0.00378015260070266
45,1,62869,0.176285294178882,0.0625887079298208,0.00512685644382128
46,1,65431,0.151899244019283,0.0656017913352543,0.0211597060503143
47,1,65451,0.166123090739843,0.0645582103061778,0.0104830985067625
48,1,65719,0.139433282794534,0.0675442488338123,0.0397170519157146
49,1,66841,0.12561756376878,0.06296392750966,0.0468034064791189
50,1,66948,0.125620398362612,0.0633546723560152,0.0481632177900947
51,1,68621,0.0538092231953163,0.0634693360367104,0.397124531281895
52,1,69417,0.0595548555520757,0.0632863921146826,0.347329262847263
53,1,69820,-0.596425910204805,0.245911531213979,0.0157937876068714
54,1,69821,0.0287866880386476,0.153836983775404,0.851670423709994
55,1,70906,-0.133746832717152,0.101540410199753,0.188633195971654
56,1,74327,-0.0238034310507956,0.0637015064778172,0.70887312566269
57,1,74572,-0.0304383900429738,0.0635238213547638,0.632117966375514
58,1,75211,0.00431528776359022,0.0634282248821891,0.945796938674703
59,1,76030,0.0130015969092855,0.0634248657330299,0.837696441641844
60,1,80108,-0.0843678263921484,0.0632544550037102,0.183134337648276
61,1,81262,-0.0632959355036112,0.0633000850970728,0.318027172252565
62,1,81999,-0.040943946894264,0.063507097911813,0.519530964833293
63,1,82431,-0.00749857187747952,0.0638440319261179,0.906569140671073
64,1,83284,-0.010059663006717,0.0633784255230972,0.873977271670598
65,1,83613,-0.0102034844673925,0.0633713759847659,0.872176894871598
66,1,84112,-0.0238220421825996,0.0633680035885706,0.707193482805544
67,1,84701,-0.0313412540026207,0.0678492068845442,0.644419555753352
68,1,84858,-0.0310615389724139,0.0635380621668277,0.625240811970906
69,1,85751,-0.010416194573669,0.0638184052842638,0.870441648323905
70,1,87445,-0.0135071806344513,0.0639516853263456,0.832845954936485
71,1,87467,-0.025462659079079,0.0642762514159523,0.692238050640191
72,1,89070,-0.035896168812766,0.063859589023826,0.574397232019078
73,1,89616,-0.0231970488078992,0.0635324809969378,0.715239678763558
74,1,89679,-0.0510922744592032,0.063494316883032,0.42154899759872
75,1,89880,-0.0419191711712641,0.0635294599696577,0.509787872973492
76,1,91472,-0.0536288433773802,0.0639768388545596,0.402455275055143
77,1,93789,0.0152660494853288,0.0633754786459881,0.809785960040159
78,1,94351,0.0362822404047373,0.0635181453763713,0.568220348583339
79,1,99148,0.0430203074678777,0.0633393131440165,0.497453776970806
80,1,101281,-0.523382660533116,0.69261746179463,0.450357565300632
81,1,106011,0.03065529759567,0.0660344120980682,0.642767589464905
82,1,106800,0.0605523572574786,0.0633842970267797,0.340069084460505
83,1,107970,0.0538204814839204,0.0632132803463386,0.395118289507992
84,1,109000,-0.0145822471619532,0.0633849185046012,0.818179472085781
85,1,112549,-0.0786484360055662,0.0631793889854508,0.214015163404013
86,1,112742,-0.0563251439838258,0.0634938656653983,0.375631284232096
87,1,113050,-0.036913875375896,0.063427243023283,0.560946456731106
88,1,113135,-0.0646596494442024,0.0632024071854434,0.306981595595796
89,1,114076,-0.0966981347967006,0.0630864434546519,0.126223832876494
90,1,114628,-0.0823850155272132,0.0633044801027342,0.193967240231094
91,1,116283,-0.068025694873201,0.0637062962538293,0.286339637727991
92,1,126880,-0.937489747725016,1.19620101264064,0.433728440575039
93,1,127853,-0.0777890763756816,0.0635555786527977,0.22178603560925
94,1,128302,-0.10929957874393,0.0631783829336021,0.0845015574235543
95,1,128704,-0.11115950412725,0.0632326209874452,0.079623430295359
96,1,128911,-0.121493830530799,0.0631858062456075,0.0553091478268725
97,1,130267,-0.0791750288201692,0.0633457121792608,0.212168562165643
98,1,130271,-0.0813374219855358,0.0634134754633549,0.200455600275229
99,1,130613,-0.0851412965677645,0.0639948052146363,0.184231927954668
100,1,132012,-0.0952148357131972,0.0638179766661596,0.136598782499369
101,1,133231,-0.0732281281748917,0.0634449956508606,0.249199535890513
102,1,137074,-0.135177390489864,0.063065117692536,0.0327593195590681
103,1,137304,-0.131197788796027,0.0631111194260281,0.0383539828828277
104,1,139686,-0.128247430512844,0.0632122262017316,0.0432248354982155
105,1,149562,-0.107975488396325,0.0634650798770227,0.0897602937911834
106,1,150447,-0.118645893855488,0.0641213973599391,0.0651010737725267
107,1,151446,-0.280470928796171,0.12857683928946,0.0298169436713154
108,1,154084,-0.11490693480024,0.0643406444509075,0.0749712582531835
109,1,156633,-0.122880462998562,0.0651894779624935,0.0602545687325715
110,1,157269,-0.104028778851751,0.0632156477832165,0.100732581643836
111,1,160054,-0.142795856590447,0.0636081132141983,0.025391203778087
112,1,166222,-0.139632517339576,0.0631509510471641,0.0276699514575639
113,1,166416,-0.136145668404407,0.0630425761474542,0.0314779193244022
114,1,167326,-0.147062405700728,0.0633364337342307,0.0208054878340046
115,1,168836,-0.131355429553373,0.0631298849765435,0.0381804460783318
116,1,171200,-0.129916854769683,0.0632340047968091,0.0406590984089129
117,1,171431,-0.137421886782659,0.0635888079243594,0.0313594762190716
118,1,173339,-0.143748590968392,0.0630477790319414,0.0232039081818405
119,1,173845,-0.108307659900671,0.0631952869565255,0.087432919177576
120,1,175121,-0.0799665547862311,0.063188666878057,0.206519450765388
121,1,175281,-0.0867430136180113,0.0632173127730836,0.170891112953775
122,1,175315,-0.086365815903351,0.0631987697632909,0.172628551461565
123,1,175523,-0.085422923235619,0.0635623493654343,0.179836317812479
124,1,175541,-0.0867975700322078,0.0632963112934365,0.171155786362244
125,1,175653,-0.0968674768946092,0.0634563971046459,0.127775810498265
126,1,175805,-0.132702605496399,0.0668945808295514,0.0480571991584252
127,1,175818,-0.130825193715493,0.065351141896653,0.0460623204814687
128,1,175856,-0.087621664421896,0.0645482853826195,0.175502538556787
129,1,175876,-0.0789409974359349,0.0635860863109804,0.215251948690528
130,1,175989,-0.0881807669440862,0.0637339903638784,0.167362865126949
131,1,176001,-0.108732139550789,0.0639783529638508,0.0901032287903729
132,1,176451,-0.108416913231232,0.0647551540153459,0.0949653818642969
133,1,177692,-0.10270868646914,0.0631294772790092,0.104639363370371
134,1,178191,-0.103596085812075,0.0631885256676242,0.102004954164154
135,1,178224,-0.10270868646914,0.0631294772790092,0.104639363370371
