SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0596150236322762,0.0635350367969816,0.348731008064101
2,1,1035,-0.0370163395662957,0.0642799665212408,0.565075927217768
3,1,1074,-0.0322872465139881,0.108666043117145,0.766546905921205
4,1,1470,-0.17154307860014,0.107902662047053,0.112776260180623
5,1,1475,0.0232519769447972,0.0799186025559326,0.771263686415679
6,1,1491,0.0118863101642548,0.0699138653189511,0.865096809545237
7,1,21249,0.154669673279916,0.4013046235009,0.70016054099894
8,1,27243,-0.0200943471285091,0.0547473122970382,0.713810557810485
9,1,27272,-0.0148420721090357,0.0539296353427875,0.783314536795484
10,1,27498,0.9640392603618,0.489846707986565,0.0498454468610902
11,1,27561,0.155867237609597,0.371996911925285,0.675469926800614
12,1,27816,0.0582636291795248,0.0549485274309646,0.28971896820833
13,1,27822,0.0560462446140104,0.054885009061813,0.307879084821662
14,1,27823,0.0463952588355848,0.0560438203912799,0.408321007597589
15,1,27825,0.0531466252676577,0.0548931794840989,0.333616014431989
16,1,27843,0.0961728666524905,0.0524099132670139,0.067345052906981
17,1,27848,0.0961728666524905,0.0524099132670139,0.067345052906981
18,1,28495,0.122047383261822,0.0522579515706312,0.0200779713258772
19,1,28975,0.0940839729091198,0.0520678933958777,0.0716217305026045
20,1,29283,-0.0345940130397162,0.117210704964897,0.768057543407778
21,1,29752,-0.100682956939846,0.122097929809854,0.410150898138675
22,1,29787,-0.0176828542542751,0.330700245048198,0.957386928291104
23,1,30057,0.352094766750161,0.105574977566512,0.000943502980242674
24,1,30479,0.102341052442129,0.314135584408304,0.744779119612618
25,1,30706,0.0926224811482505,0.05379587518912,0.0859927636984564
26,1,31435,0.0979196383701317,0.0519085711584176,0.0600634612690952
27,1,35128,-0.0909107317502311,0.0717422888166996,0.205924594534039
28,1,35129,-0.0621810907953484,0.0720134044062467,0.388467867363875
29,1,36146,0.0602776664115762,0.0518012870728183,0.245358854525023
30,1,37255,0.104303451056085,0.104610594822043,0.319416449154367
31,1,37409,0.0950102703715114,0.0519355508840344,0.0681848758377408
32,1,37478,0.0890470098439849,0.0520105194753318,0.0877572007742418
33,1,39144,-0.018289253209158,0.0519785829045071,0.725152211691594
34,1,41499,-0.00268491182056323,0.0518432979579397,0.958726125198265
35,1,45359,-0.0774452596143158,0.0871825993430333,0.37497838298332
36,1,45634,-0.00833689667505322,0.0801680538807659,0.917234156806292
37,1,51248,-0.0371438422434349,0.05202661689786,0.475736546021195
38,1,51462,-0.0300607200453089,0.052110207676556,0.564396197460557
39,1,52124,-0.0468830240873496,0.0520043323731688,0.367925781773592
40,1,52667,-0.0703022617000496,0.0518458737101819,0.175970491167875
41,1,55470,-0.110776600008483,0.0530688116519053,0.0375674014513296
42,1,59265,-0.0922998212220626,0.0517217207830043,0.0751935901602834
43,1,60165,-0.09931382203485,0.0516454367396422,0.0552851175234634
44,1,62308,-0.0835611952409236,0.0516670779773361,0.106706623067393
45,1,62869,-0.0895646453432965,0.0516320358187435,0.0836718046688144
46,1,65431,-0.0249856832871814,0.0541375328585376,0.644708129423955
47,1,65451,-0.0146705741601792,0.0533802963086742,0.783606658785571
48,1,65719,-0.0566147822478177,0.0555901024075747,0.309169818011364
49,1,66841,-0.0183104135225968,0.0518669150584296,0.724279025057227
50,1,66948,-0.0203756539961962,0.0521831719006684,0.696428936694087
51,1,68621,-0.0247457234430448,0.0520363782811678,0.634691552455687
52,1,69417,-0.00316411058185978,0.0519149684689313,0.951435158336811
53,1,69820,-0.348591503118278,0.202296878545342,0.085733852903421
54,1,69821,-0.183657328293791,0.125664558088428,0.144770963753931
55,1,70906,-0.0825788380293302,0.0832798703429818,0.32208056661145
56,1,74327,-0.0362823973244469,0.0521649355242258,0.487179401698134
57,1,74572,-0.0286005902900789,0.0520394331903343,0.58294500450548
58,1,75211,-0.039578184206457,0.0519240761272793,0.446430638126393
59,1,76030,-0.0314154491343629,0.0519398818926424,0.54567222990606
60,1,80108,-0.0362202313086478,0.0519187232900482,0.485865775094775
61,1,81262,-0.0476519312477706,0.0518728942218739,0.358917048652592
62,1,81999,-0.0651197770665168,0.051946192160552,0.210816827803108
63,1,82431,-0.0656030284320831,0.0521914694093948,0.209596128212987
64,1,83284,-0.0658283377473303,0.0518091643931303,0.204710387936945
65,1,83613,-0.0584845436038478,0.0518283848851927,0.259905998350644
