SNP,Chr,Pos,Effect,SE,ALO1_ADE17_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0234212717963743,0.0672098523218634,0.72768766648052
2,1,1035,0.0284665231971226,0.0679399165601833,0.675474213932572
3,1,1074,-0.0400824803355881,0.114822405779202,0.727235586111881
4,1,1470,-0.0290526673891414,0.114418211109911,0.799707928584707
5,1,1475,-0.0521324288965586,0.0844148580356157,0.537254310361815
6,1,1491,-0.0186009827699904,0.0738746666576123,0.801349070894279
7,1,21249,-0.249019074568297,0.423942367435916,0.55731801335447
8,1,27243,-0.0710423740120252,0.0577390744550743,0.219365226266194
9,1,27272,-0.0584229952774467,0.0569088955836483,0.305309128577306
10,1,27498,0.0795126930072527,0.520437860119831,0.878658762866098
11,1,27561,-0.362675825168296,0.392714314656268,0.356372005250334
12,1,27816,0.00656468395003484,0.0581556842508954,0.910188899876068
13,1,27822,0.00629902548878669,0.0580818512244929,0.91369969321401
14,1,27823,0.00537114540408018,0.0592785104416994,0.927854954987018
15,1,27825,0.000507712787246373,0.058082812543036,0.993030567675868
16,1,27843,0.0188959395300449,0.0556362032725295,0.734334242551807
17,1,27848,0.0188959395300449,0.0556362032725295,0.734334242551807
18,1,28495,0.031182460871355,0.0556214379424962,0.575412622393571
19,1,28975,0.00312189882420841,0.0552739810499529,0.954991031521708
20,1,29283,-0.0618880953818008,0.123828522502931,0.617535257547305
21,1,29752,-0.0462103664139093,0.129122179911083,0.720646314035041
22,1,29787,-0.528025145167785,0.348321827900465,0.130436609333058
23,1,30057,0.0690992277536751,0.113245735160073,0.542141346825107
24,1,30479,0.056080409767179,0.331984875634252,0.865952708136063
25,1,30706,0.025905189688146,0.0570678639452677,0.65015344957027
26,1,31435,0.0412488210882208,0.0550840490176186,0.454455799435858
27,1,35128,-0.103825997352716,0.0757813903714005,0.171535020658128
28,1,35129,-0.0109921291173851,0.0761749406519694,0.885345042221529
29,1,36146,0.0276640337510313,0.0548237522931218,0.614155050311885
30,1,37255,0.0872240188006046,0.110600612956866,0.430852012643199
31,1,37409,0.0411866056071367,0.055096459728312,0.455237547872845
32,1,37478,0.0414295873320265,0.0551433821644753,0.452968729665109
33,1,39144,-0.040564965919166,0.054893174921268,0.460410133680611
34,1,41499,-0.0103185020949685,0.0547804863221946,0.850701979599404
35,1,45359,-0.0792515019834097,0.0921326222451889,0.390268489900739
36,1,45634,0.0451887833923292,0.0846810681466164,0.59392992158307
37,1,51248,-0.0119621881526951,0.0550127379607593,0.827987996453787
38,1,51462,-0.00834435779211805,0.0550892346132806,0.879691622583998
39,1,52124,-0.00169116620536033,0.0550163484895026,0.975494789744545
40,1,52667,-0.0450252605116883,0.0548759488292737,0.412489565784774
41,1,55470,-0.00681927279547551,0.0564219107454113,0.903868996055652
42,1,59265,0.00113514256578867,0.0549005075935397,0.983515510349034
43,1,60165,-0.0127332481175652,0.0548548678681243,0.816574563179461
44,1,62308,0.0257827505908652,0.0547815362041432,0.638183712121446
45,1,62869,0.00843284757213963,0.0547900003712257,0.877766944133509
46,1,65431,0.0243862895257827,0.0572098941015585,0.670178208128113
47,1,65451,0.0283668377622659,0.0563930106284915,0.615263593489916
48,1,65719,0.00632868918577223,0.058827567510147,0.914389717693659
49,1,66841,0.00667593983965076,0.0548165100204826,0.903136986156022
50,1,66948,0.0164262201947541,0.0551471543248103,0.765984018145463
51,1,68621,-0.0134483358153399,0.0550000129462031,0.806973943082188
52,1,69417,-0.0606326570057403,0.0547640514810138,0.268977922003333
53,1,69820,0.302816173648821,0.214059243354243,0.158056343129887
54,1,69821,0.0529117557057521,0.133161631871848,0.691349635708514
55,1,70906,-0.0817568961115374,0.088017162723492,0.353588860765524
56,1,74327,-0.122255979547546,0.0547755197321275,0.0262456138779275
57,1,74572,-0.116195309786368,0.0546650879284246,0.034231664636216
58,1,75211,-0.11730499059932,0.0545574350553826,0.0322246006690863
59,1,76030,-0.0726765507276253,0.0547771152897281,0.185442892409694
60,1,80108,-0.0900025755818881,0.054691150064011,0.100725572180808
61,1,81262,-0.06738457201914,0.0547624668147145,0.219333641084526
62,1,81999,-0.0768605804146534,0.054861498549171,0.162094619804113
63,1,82431,-0.0771258863306831,0.0551215891711517,0.162632397236944
64,1,83284,-0.0999139594738598,0.0546137112527929,0.0681730753061546
65,1,83613,-0.0908801059885258,0.0546523252623164,0.0972245952350707
66,1,84112,-0.0599116595887317,0.0547792757317263,0.274835810104982
67,1,84701,-0.0346411433419258,0.058729458317126,0.555673452572235
68,1,84858,-0.047247956753156,0.054969381596232,0.39063025971927
