SNP,Chr,Pos,Effect,SE,TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.136852835748033,0.0654984847852808,0.0373868520547831
2,1,1035,0.084253106388553,0.0664721315102055,0.205813758143699
3,1,1074,0.0903994983477219,0.112485697076688,0.42213807776722
4,1,1470,-0.0937786349794161,0.112072011953673,0.403287277606569
5,1,1475,-0.172952893224943,0.0822897141626128,0.0362828751482896
6,1,1491,-0.123676378548789,0.0721317125032915,0.087297945368308
7,1,21249,0.421886351745443,0.41521924462847,0.310298209444611
8,1,27243,-0.0748527528710017,0.0565871784585534,0.186762682920086
9,1,27272,-0.154346906511607,0.0552681296119899,0.00551191720555317
10,1,27498,-0.072677739709444,0.510226967872839,0.88681217011503
11,1,27561,-0.0973518514420117,0.385437664985463,0.800743791932777
12,1,27816,0.043713913745824,0.0569679710140356,0.443391164205426
13,1,27822,0.0481508143327063,0.0568852979008348,0.397872715589419
14,1,27823,0.0364004259740344,0.0580835995371694,0.531267360808381
15,1,27825,0.0489116081354223,0.056883459160622,0.390451762143394
16,1,27843,0.0724793959846414,0.0544167393473574,0.183741857332916
17,1,27848,0.0724793959846414,0.0544167393473574,0.183741857332916
18,1,28495,0.0866138265530519,0.0543590624029097,0.111973312037471
19,1,28975,0.0753123782677951,0.0540410671141121,0.164311010764728
20,1,29283,-0.221961180382469,0.120865461627449,0.0671345577355881
21,1,29752,-0.296584762283358,0.125623330659518,0.0187733313525774
22,1,29787,-0.402215686308927,0.341926550645359,0.240258927200884
23,1,30057,0.200741972852142,0.11056689356379,0.0702846466396362
24,1,30479,-0.16017680329126,0.325371472020751,0.622821063754704
25,1,30706,0.0414659923501595,0.0559207535280851,0.45887519120991
26,1,31435,0.0523046362135961,0.0539742062928503,0.333175122854916
27,1,35128,-0.024933170147837,0.0744797011989757,0.738001463929379
28,1,35129,-0.0761216965499103,0.0745723022904885,0.30805912573529
29,1,36146,-0.00415660522022773,0.0537668139714001,0.938422320538596
30,1,37255,0.0682334273746399,0.108464878390518,0.52970150254482
31,1,37409,0.0537760387221804,0.0539821552282657,0.319844201892942
32,1,37478,0.048834092825192,0.0540419833221577,0.366806535052504
33,1,39144,-0.0485486839427862,0.0537955360518655,0.367424338979317
34,1,41499,-0.0599189932426037,0.0536134010626133,0.264492687074111
35,1,45359,0.0469954456559041,0.0903846184144795,0.603424611661058
36,1,45634,-0.0446960750515539,0.0830186843617449,0.590650089092854
37,1,51248,0.0097188691744837,0.0539342966066057,0.857100285139102
38,1,51462,0.00447193358856893,0.0540093914217953,0.934058147700225
39,1,52124,-0.00539022701512388,0.0539360141730063,0.920450726383599
40,1,52667,-0.0420487580478994,0.0538038096728922,0.435020505904206
41,1,55470,-0.0202956379824511,0.0553052803661254,0.713857784380376
42,1,59265,-0.00219400624357971,0.0538230432774023,0.967507622100308
43,1,60165,0.00550613732666547,0.0537816990723033,0.91851367724548
44,1,62308,0.020757594233435,0.0537119870999286,0.699388038874314
45,1,62869,0.0156290176438883,0.0537101597015924,0.771231310810478
46,1,65431,0.0329072724671944,0.0560742902333571,0.557678669947014
47,1,65451,0.0406157043692719,0.0552638979610419,0.462863389378306
48,1,65719,0.0435829968713255,0.0576274093195354,0.449980137622141
49,1,66841,0.0537208488031041,0.0536658012419653,0.317500046439906
50,1,66948,0.0447937720085599,0.0540191515274887,0.407540173520299
51,1,68621,0.0471919972076311,0.0538667265011878,0.381577913927544
52,1,69417,0.00547346648171232,0.0537817085200012,0.918995516505084
53,1,69820,-0.292574753581085,0.20987563679998,0.16418278825923
54,1,69821,0.00758615799823481,0.13057702931729,0.953704088384017
55,1,70906,-0.0506450149025222,0.086353239358922,0.557923432129489
56,1,74327,-0.0570165129745631,0.0539929745350892,0.29169096260447
57,1,74572,-0.0378812039467972,0.0538965172604777,0.482612056613587
58,1,75211,-0.0631421152976237,0.0537308999903921,0.240724905871374
59,1,76030,-0.00555360156748533,0.0538350875476865,0.91789494959532
60,1,80108,-0.0600630660909474,0.0537281478708617,0.264366987509397
61,1,81262,-0.0684067479417179,0.0536794872532296,0.203375742825557
62,1,81999,-0.109861353272822,0.0536163074242553,0.0411981720141132
63,1,82431,-0.105555353989675,0.0538975068552601,0.0509648457220949
64,1,83284,-0.114941653685289,0.0534462039694974,0.0321859356120835
65,1,83613,-0.112603055799778,0.0534543397297989,0.0358638872577566
66,1,84112,-0.089429154638396,0.0535842074252234,0.0960146668191476
67,1,84701,-0.0908449413222605,0.0574020322433782,0.114406234410709
68,1,84858,-0.0721308311873422,0.0538102449693109,0.180955779298181
69,1,85751,-0.0759716919878473,0.0540176287488437,0.160477940736206
70,1,87445,-0.055372479953644,0.054203205607037,0.307683080643873
71,1,87467,-0.053997001687623,0.0544917090548784,0.322402692529845
72,1,89070,-0.0596043279107858,0.0541330458283793,0.271615973709584
73,1,89616,-0.0705013918276729,0.0538035231531149,0.190929760916099
74,1,89679,-0.0561993910953829,0.0538580470128639,0.297443573297083
75,1,89880,-0.0735195822164863,0.0538126298668504,0.172741404311277
76,1,91472,-0.0695748603586279,0.054228919180883,0.200339234131053
77,1,93789,-0.057369411190119,0.0537084690622691,0.28617681231812
78,1,94351,-0.0848478225718892,0.0537473881342208,0.115314107209004
79,1,99148,-0.0788120010400335,0.0536314036896149,0.142584568476079
80,1,101281,0.366654610785808,0.588019786364836,0.533331571315042
81,1,106011,-0.0726575715940507,0.0559311563686278,0.194773375658052
