SNP,Chr,Pos,Effect,SE,ERG11_PIS1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.236601681945148,0.167223563725375,0.157984475748486
2,1,1035,0.164640861986937,0.169305028554261,0.331492050522291
3,1,1074,0.0610740263952145,0.286478120536614,0.831302500376173
4,1,1470,-0.381747690458507,0.284740833717166,0.18088495345141
5,1,1475,-0.111825235609861,0.210619158067248,0.595797199696894
6,1,1491,-0.116338987670175,0.184207423053469,0.528079830875012
7,1,21249,-0.882795893799065,1.05708079123886,0.404211494751753
8,1,27243,-0.07325777657669,0.144297373683774,0.611990523822059
9,1,27272,-0.0347814997650753,0.142170181599622,0.806871961287938
10,1,27498,-0.465214038644339,1.29814163044483,0.720281218431798
11,1,27561,0.355230875000011,0.980703831204952,0.71740413015156
12,1,27816,0.0831334463844086,0.145015947730438,0.566826185619741
13,1,27822,0.0831482190946894,0.144831442167544,0.566263480610279
14,1,27823,0.058372024704029,0.147851010077758,0.693226705436475
15,1,27825,0.0969833607854764,0.14480706728901,0.503460178402829
16,1,27843,0.0584880726164546,0.138783242328028,0.673694194711161
17,1,27848,0.0584880726164546,0.138783242328028,0.673694194711161
18,1,28495,0.0698130907591875,0.138770660519998,0.615220016066356
19,1,28975,0.0371672800212544,0.137878273679113,0.787651746742264
20,1,29283,-0.00165059741128371,0.309023922839372,0.995741276194185
21,1,29752,-0.0303412190282106,0.322175114736793,0.925022644432288
22,1,29787,1.77861496320416,0.866626170796873,0.0408732357449013
23,1,30057,0.00308306010719939,0.282662705411894,0.991303643541907
24,1,30479,1.01172629052218,0.82648280977293,0.221717787049651
25,1,30706,0.00539236037825763,0.142408292664551,0.969816329471375
26,1,31435,0.00421689880423076,0.137526938435591,0.975556147689543
27,1,35128,0.291561760609498,0.188917307966874,0.123646677015218
28,1,35129,0.144666853750092,0.189882957717227,0.446644036126431
29,1,36146,-0.0354353729362961,0.136804973724114,0.795769948027202
30,1,37255,0.215701499320827,0.275919247648391,0.434882064027764
31,1,37409,0.0498063484155118,0.137532183487056,0.717461702336725
32,1,37478,0.0436305603162035,0.137656393279245,0.751466888484766
33,1,39144,0.00383628963609003,0.137047576799179,0.977684036581412
34,1,41499,-0.0140428632646688,0.13666554511986,0.918216957000965
35,1,45359,-0.644474375475151,0.227512440082635,0.00488066164248045
36,1,45634,-0.145435006289077,0.211197001225006,0.491513175202501
37,1,51248,-0.0835932229448498,0.137177175404561,0.54266365136557
38,1,51462,-0.0821215662380574,0.137365899024009,0.550336163185892
39,1,52124,-0.0449675251361158,0.137228439940402,0.74334507152682
40,1,52667,-0.127820313180392,0.136860363671037,0.350969679697009
41,1,55470,-0.072160532600847,0.140706081948891,0.608379912719774
42,1,59265,0.0654032649266587,0.136915975358594,0.633167174923909
43,1,60165,0.033739446779323,0.136844942404222,0.805397970844424
44,1,62308,-0.0656336925524474,0.136661571211385,0.631336846663234
45,1,62869,-0.0648797104077698,0.136645415811125,0.635220706871336
46,1,65431,-0.0210176641303524,0.142753701202184,0.883034331917981
47,1,65451,0.0205406452017147,0.140729646279296,0.884037701925633
48,1,65719,0.00543946366864889,0.146759083266216,0.970455008354584
49,1,66841,0.0169104362634488,0.136750500495564,0.901655619625083
50,1,66948,-0.015859375550466,0.137590145362219,0.908300344391099
51,1,68621,-0.20466041523047,0.13678694931468,0.135495466187499
52,1,69417,-0.0963947730127185,0.136760521492851,0.481372377495233
53,1,69820,-0.683887241524119,0.534286053627411,0.201384951727986
54,1,69821,-0.286258534628303,0.331922722604876,0.389039063268232
55,1,70906,-0.281924075897098,0.21933165845321,0.199502893385326
56,1,74327,0.0226352991402461,0.137603878702542,0.869434780185833
57,1,74572,0.0427437994489901,0.137223935741138,0.755612488984924
58,1,75211,0.0741761918867828,0.136935711070551,0.588376390381965
59,1,76030,0.108350138189027,0.13687117513908,0.429113121330931
60,1,80108,0.0343211956233703,0.136948038195523,0.802257795166538
61,1,81262,0.024529611069092,0.136902218152522,0.857902194555539
62,1,81999,-0.0445468016252569,0.13722231119664,0.74565163009718
63,1,82431,-0.104524264233228,0.137780193663749,0.448579810988097
64,1,83284,0.0163511554298418,0.136886275468805,0.904986281187526
65,1,83613,0.0642973788096068,0.136831168959802,0.638714463546091
66,1,84112,0.0314197923694849,0.136878826690269,0.818578622704802
67,1,84701,0.0621464420937167,0.146547068653883,0.671771942535202
68,1,84858,0.176851316670563,0.136952289620925,0.197432403607274
69,1,85751,0.106726520458451,0.137722524309933,0.438894631558518
70,1,87445,0.0935169364718107,0.13804129904564,0.498560289897904
71,1,87467,0.0389146590928816,0.138838679519148,0.779421606057611
72,1,89070,0.0873563606400206,0.137906726906459,0.526853112980563
73,1,89616,0.104238685549062,0.137130606501984,0.447677301997917
74,1,89679,0.0744685489865994,0.13720293417263,0.587636144304806
75,1,89880,0.0756586570352229,0.137235883214554,0.581774249838418
76,1,91472,0.115418868405606,0.138177572858619,0.404117294927944
77,1,93789,0.0675722584917634,0.136841787964473,0.621755650437878
78,1,94351,0.0135518374717526,0.137247414307859,0.921400593373845
79,1,99148,0.028514306522232,0.136880628666732,0.83510305689549
80,1,101281,0.80741161075061,1.4965015214808,0.589859443885686
81,1,106011,0.00984326842825375,0.14266310079675,0.945031395218858
82,1,106800,-0.0509708584781862,0.137046840452296,0.710173413306691
83,1,107970,0.00212206512675593,0.136667542276859,0.987620351559492
84,1,109000,0.0249019645894243,0.13690202771874,0.855768557889198
85,1,112549,-0.144368039481154,0.136537418371161,0.291074252000993
86,1,112742,-0.10157267234211,0.137179768480476,0.459528414772376
87,1,113050,-0.105743003604278,0.13693969171348,0.440520538180443
88,1,113135,-0.108987436540749,0.136583084339758,0.42543187105178
89,1,114076,-0.0231107832561891,0.13670067790143,0.865845321657783
90,1,114628,0.00957938066729734,0.137051106245629,0.944315687151583
91,1,116283,0.0287930027760853,0.137805803178455,0.834616396227733
92,1,126880,-3.18178336504706,2.58023948435623,0.21834596727356
93,1,127853,0.0164544061096038,0.13755494140519,0.904851740415683
94,1,128302,0.0269725768343042,0.137021828770014,0.844059179929861
95,1,128704,0.00222086162025525,0.137165700776431,0.987091094200343
96,1,128911,0.0620469097268876,0.137141176514839,0.651236479612359
97,1,130267,-0.0575954916892686,0.137081634802493,0.674628079501253
98,1,130271,-0.0588809860929477,0.13724286875119,0.668164807606169
99,1,130613,0.0543005978209084,0.138531362446957,0.69531446340671
100,1,132012,-0.187539442161509,0.137906628843524,0.174728969289694
101,1,133231,-0.205186022916232,0.136851190644657,0.134680058645644
102,1,137074,-0.211439310802295,0.136628313351755,0.122626410404359
103,1,137304,-0.254623754664525,0.13646738498539,0.0628955834640026
104,1,139686,-0.201969323093717,0.136897468711766,0.141014459551243
105,1,149562,-0.255104136750463,0.136960763575681,0.0633480368086305
106,1,150447,-0.229442262993906,0.138621927786429,0.0987796232045682
107,1,151446,-0.369747160426906,0.278870949274768,0.18573944332947
108,1,154084,-0.215454261436571,0.139116892570061,0.122343094857711
109,1,156633,-0.230826679729057,0.140968120585541,0.102429886696334
110,1,157269,-0.284038749929875,0.136218961349498,0.0377725299614727
111,1,160054,-0.209349366976619,0.137908026538023,0.129900346000912
112,1,166222,-0.205439067553392,0.136898122290189,0.134334510212599
113,1,166416,-0.202156081102953,0.13663229585416,0.139881772246954
114,1,167326,-0.240522086189348,0.137238338723626,0.0805411265276858
115,1,168836,-0.241156540630759,0.136579131172543,0.0783121355254769
116,1,171200,-0.335051100455277,0.136224080234813,0.0143896504103079
117,1,171431,-0.408812105418345,0.136520978599373,0.00294291673857009
118,1,173339,-0.374788556204146,0.135710772481521,0.00605136255377265
119,1,173845,-0.366508457703136,0.13565994687859,0.00723219004918575
120,1,175121,-0.394592389085199,0.135161591711723,0.00373202401928676
121,1,175281,-0.393799073576087,0.135285797316503,0.00383310947895897
122,1,175315,-0.391069137957618,0.135264626653469,0.00407609989057856
123,1,175523,-0.373959056519913,0.136185335125551,0.00634246835380782
124,1,175541,-0.393536400646429,0.13546061692199,0.0039018755953138
125,1,175653,-0.413546514097607,0.135731062523695,0.00248699508235523
126,1,175805,-0.38513269666391,0.143828022780028,0.00775862134850086
127,1,175818,-0.450272248417962,0.139905959879252,0.00140854475943634
128,1,175856,-0.396733167213913,0.138169982964849,0.00433403551606429
129,1,175876,-0.387593765457845,0.136077295477724,0.00465234477583437
130,1,175989,-0.385646675071391,0.136490081516156,0.00498984880270205
131,1,176001,-0.386015196423653,0.137214393562753,0.00517922098706649
132,1,176451,-0.405059369838667,0.138746814146728,0.00373200389439003
133,1,177692,-0.40860924666128,0.135117668162906,0.00267630919100049
134,1,178191,-0.413247791425625,0.1352153740553,0.002412211126598
135,1,178224,-0.40860924666128,0.135117668162906,0.00267630919100049
136,1,178960,-0.399948545586466,0.136297468986077,0.00356079200002444
137,1,179139,-0.56166892947183,0.271773187101659,0.0394928516475459
138,1,179139,-0.841799045043857,0.548834287263422,0.125975934218861
139,1,180955,-0.261993615629864,0.157808040811794,0.0977613132265666
140,1,183802,-0.275030740798145,0.13608893141458,0.0440380305481767
141,1,183954,-0.249822049645805,0.137227753101722,0.0695306803780419
142,1,184450,-0.187338415534776,0.136299069110721,0.170169032049265
143,1,184641,-0.186654952754401,0.14028898211215,0.184211354194062
144,1,184718,-0.239086919529089,0.136849407981792,0.0814930389402188
145,1,185296,-0.186776981345627,0.136495189923016,0.172064143051798
146,1,185438,-0.16739183525788,0.136572892211828,0.221143995410685
147,1,185469,-0.174994361423655,0.136743872651174,0.201482785173646
148,1,185503,-0.196916691282558,0.136303854855585,0.149432277627381
149,1,185705,-0.199731490488309,0.137824722617964,0.148177797092973
150,1,185749,-0.213478469751968,0.13776633265015,0.122140985449697
151,1,185806,-0.221037601431704,0.137917810373245,0.109900533044432
152,1,185879,-0.200548050070771,0.138677339850183,0.149022785969087
153,1,185916,-0.121382289158358,0.138874077982843,0.382687607313872
154,1,185941,-0.159563730280822,0.139371364762204,0.253033796736955
155,1,185954,-0.179929939421344,0.139709817729812,0.198630213545584
156,1,186055,-0.16105499611308,0.136974827978121,0.240467207838373
157,1,186896,-0.166159291901969,0.139212216029537,0.233448387551601
158,1,187697,-0.477816077811536,0.283343860715089,0.0926125193636604
159,1,189392,-0.632407790751984,0.28398658746475,0.0265847204208449
160,1,189416,-0.529448629381914,0.275189067155817,0.0551652443876954
161,1,190132,-0.0712820038952574,0.137364500735522,0.604137544561363
162,1,190148,-0.0577157075942787,0.137423999380559,0.674753572830605
163,1,190165,-0.0913980671976664,0.138429142011048,0.509522951732346
164,1,190169,-0.0656646105523384,0.138297706505621,0.635218714763237
165,1,190933,-0.190258250392601,0.136845832677432,0.165310458171126
166,1,192149,0.112781290669851,0.138211568095989,0.41504772126989
167,1,192302,0.158243973899782,0.182469256187599,0.386401643421604
168,1,192303,0.149711970320112,0.164731675464062,0.364063512638819
169,1,192305,0.153047926204978,0.171191796166399,0.371923322038535
170,1,192315,0.136110351837607,0.194286655161322,0.484036270654151
171,1,192795,0.0790552576627118,0.136895571479327,0.563979425068842
172,1,194020,0.0303033613297047,0.144251394350837,0.833731687824307
173,1,194187,0.0293485878599716,0.137064788608419,0.830575542218332
174,1,194867,-0.0572530555915715,0.13696519821059,0.676192724501876
