SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.157317760357866,0.0625010421537708,0.012276834767567
2,1,1035,0.112230322142419,0.0634688077678924,0.0778785692612491
3,1,1074,0.161661774467061,0.107387643221072,0.133114518451661
4,1,1470,-0.229024526599544,0.106649478495042,0.0324378614302611
5,1,1475,-0.0866432761996396,0.079096787726855,0.274084609346372
6,1,1491,-0.120201046006632,0.0690110507461155,0.0824205968692091
7,1,21249,-0.0465049447178529,0.397880719083474,0.907020329491616
8,1,27243,-0.0588001869313673,0.0541899024814994,0.278628275589401
9,1,27272,-0.0880609955929106,0.0532591940597029,0.0991298976257764
10,1,27498,0.0200834206323122,0.488230086362732,0.967211403869858
11,1,27561,-0.0560954042678656,0.368832219120076,0.879203454139803
12,1,27816,0.0878441536919142,0.0543552638636964,0.106963577762557
13,1,27822,0.0842197851773522,0.0543019381274348,0.121808860909715
14,1,27823,0.0669174678232329,0.0554947707256965,0.228689208752375
15,1,27825,0.0842121878733381,0.0543019715057083,0.121842623169344
16,1,27843,0.0861387573509296,0.0519983062163057,0.098495272480101
17,1,27848,0.0861387573509296,0.0519983062163057,0.098495272480101
18,1,28495,0.107767185061933,0.0518847897634666,0.0385199309902401
19,1,28975,0.0827988092224403,0.0516643305392887,0.109910743074275
20,1,29283,-0.060873219465766,0.11615763378502,0.600567785667879
21,1,29752,-0.231401523040092,0.120521922226911,0.0556640948991157
22,1,29787,-0.111972506655343,0.327763259613761,0.732835516084883
23,1,30057,0.294839292505535,0.105125348245122,0.00531598097478868
24,1,30479,0.428845955647014,0.31060518767677,0.168251336511369
25,1,30706,0.105446266664145,0.0532552345424697,0.0484778417573632
26,1,31435,0.0860443721912255,0.0515113837505013,0.0957275508131071
27,1,35128,-0.0640153054494643,0.0711966894635221,0.369194641560226
28,1,35129,-0.0703691086001483,0.0713624830695205,0.324769305082154
29,1,36146,0.0395590921126912,0.0514047993917319,0.442075407719473
30,1,37255,0.168832149588723,0.103454644124559,0.103583078884286
31,1,37409,0.09736771842787,0.051465812035491,0.0593236928656823
32,1,37478,0.0867988857482941,0.0515639973565356,0.0931965980660732
33,1,39144,0.0402223639124767,0.0514898112511373,0.435225309251525
34,1,41499,0.0545230414092017,0.0513093527262533,0.288674563350905
35,1,45359,-0.162795753390166,0.0860838194556443,0.0594254487980295
36,1,45634,-0.0521670831292462,0.0794215821402784,0.511713314172293
37,1,51248,0.0597456968039644,0.0515120390095047,0.246898037681389
38,1,51462,0.0464356144878107,0.0516209494741846,0.368973105753251
39,1,52124,0.0627700223147842,0.0515018495802197,0.223737151154827
40,1,52667,0.00872314610351869,0.0515252939299973,0.865658963862901
41,1,55470,0.0340960017581266,0.0528985418206553,0.519634448967967
42,1,59265,0.0418312726683157,0.0514532429317397,0.416768420966764
43,1,60165,0.043111471554528,0.0514112926490672,0.402283531466543
44,1,62308,-0.0352404305041511,0.0513716456546188,0.493169766545917
45,1,62869,-0.0326715758162458,0.0513699954720531,0.525185269013334
46,1,65431,-0.0120928068043018,0.053677713261478,0.821887596369657
47,1,65451,0.0175122040136295,0.0529122027722666,0.740865626899563
48,1,65719,-0.0263884629799965,0.0551683062920543,0.632713937487371
49,1,66841,-0.00988757060041884,0.0514209506070994,0.847628118625688
50,1,66948,-0.0166277624390503,0.0517316668950984,0.748079868254141
51,1,68621,0.0112073795751343,0.0515956256658407,0.828165746868145
52,1,69417,-0.00823118264948601,0.0514606085437481,0.873011053886261
53,1,69820,-0.456684898329122,0.199901860387587,0.0229324170447775
54,1,69821,-0.0412601421328191,0.124925603896443,0.741386061837963
55,1,70906,-0.0440188274812514,0.0826352467226464,0.59458453654347
56,1,74327,-0.0737754071154175,0.0515962086666246,0.153641364104702
57,1,74572,-0.0714722163879427,0.0514672539615243,0.165801685143002
58,1,75211,-0.0586571368327213,0.0514188789618078,0.254738811635078
59,1,76030,-0.0444247332079169,0.0514592772220734,0.388559359896493
60,1,80108,-0.0398565708838003,0.0514576833385243,0.439123834443165
61,1,81262,-0.0547948791427515,0.0513992472216529,0.28712337298152
62,1,81999,-0.0612152513995142,0.0515046956254648,0.23542076518328
63,1,82431,-0.0500909158097218,0.0517833583590297,0.334047913061015
64,1,83284,-0.0659975715211123,0.0513546303634195,0.199588083347392
65,1,83613,-0.035601823980085,0.0514340602878255,0.489276952289891
66,1,84112,-0.04385818458222,0.051421668313876,0.394286153806373
67,1,84701,-0.051616529645064,0.055051879328225,0.349092098925959
68,1,84858,-0.0334347533441739,0.0515892195546572,0.517344350464979
69,1,85751,-0.0452170289845895,0.0517761712427096,0.383083811881111
70,1,87445,-0.0286350821513357,0.0519192785647884,0.581618795392887
71,1,87467,-0.0354292172212027,0.0521794979784464,0.497590823512869
72,1,89070,-0.0165302271552982,0.0518793123534947,0.750196683063376
73,1,89616,-0.0306944871773171,0.0515817825159712,0.552181621238291
74,1,89679,-0.0195825644698156,0.0516036579186826,0.704559513626359
75,1,89880,-0.0282543977072823,0.0516053535888193,0.584375054475977
76,1,91472,-0.0190712924107674,0.0520005722037658,0.71402406026508
77,1,93789,-0.0582985265669896,0.0513810178773935,0.257299579817016
78,1,94351,-0.0614006032624753,0.0515065259408035,0.234025294564557
79,1,99148,-0.0382979957080874,0.0514342496222694,0.457008346995663
80,1,101281,0.627552078290332,0.561972321352722,0.264883965126762
81,1,106011,-0.0626041621564685,0.0535426354369267,0.243096085442532
82,1,106800,-0.0291349970798631,0.0515207274280769,0.572092636408999
83,1,107970,-0.0167197299834719,0.0513836469593832,0.745078626214881
84,1,109000,-0.00559586188369673,0.0514810597531168,0.913504193847847
85,1,112549,0.00802100846469789,0.0514218713852246,0.876134500830987
86,1,112742,0.00766077661700608,0.0516223798115602,0.882111598637394
87,1,113050,0.0143151944253961,0.0515315113467584,0.781332383144125
88,1,113135,-0.00483441776878673,0.0514052318828747,0.925126570373343
89,1,114076,0.0223313046806621,0.0513921332687541,0.664170790178908
90,1,114628,0.0214102988237694,0.0515233232992488,0.677994900648615
91,1,116283,0.00276810598529065,0.0518223517839924,0.957431238189227
92,1,126880,-2.69004637235295,0.961740365201604,0.00543956339218057
93,1,127853,-0.00520868881957737,0.0517253304922114,0.919846577083514
94,1,128302,-0.0273238138593122,0.0515068586517986,0.596106597143709
95,1,128704,-0.0136207261838468,0.0515735823591296,0.791854843689855
96,1,128911,-0.0151073519512591,0.0515781186364685,0.769768895478342
97,1,130267,-0.0709307764742535,0.0514215342467402,0.168645207490106
98,1,130271,-0.0678486597475582,0.0514946603985711,0.188496666980893
99,1,130613,-0.0463286192464824,0.0520451448719125,0.37398507331619
100,1,132012,-0.0675205974192451,0.0518685815837674,0.193846286008868
101,1,133231,-0.0618404893260245,0.0515189556620551,0.230810523605272
102,1,137074,-0.0586468965077343,0.0514559789647246,0.255163688678103
103,1,137304,-0.0599929778223246,0.0514695353682511,0.244562498493254
104,1,139686,-0.0771985243604251,0.0514725199439608,0.134559831592293
105,1,149562,-0.0875750340108148,0.051543730098367,0.0901920518913618
106,1,150447,-0.109432103357709,0.0520029634626292,0.0360551531028259
107,1,151446,-0.261288667310407,0.104201180294802,0.0126058072616713
108,1,154084,-0.0905986958542359,0.0522678285569041,0.0839058239926702
109,1,156633,-0.0804908773240318,0.0530366755064359,0.129998798213391
110,1,157269,-0.0689813696859068,0.0514061982187044,0.18049475439284
111,1,160054,-0.0720125255700929,0.051885412717921,0.166038405753696
112,1,166222,-0.0746108219720502,0.051489073674846,0.148208217616153
113,1,166416,-0.0670054662545617,0.0514136012760468,0.193334243045742
114,1,167326,-0.0726677118903487,0.0516854940804979,0.160615742987035
115,1,168836,-0.0814445076367133,0.0514019252059587,0.113983554196297
116,1,171200,-0.0870004961230249,0.0514536935944117,0.0917480676349824
117,1,171431,-0.0984423753496769,0.0517194383279607,0.05780253659093
118,1,173339,-0.105241010270918,0.0512748505441659,0.0408591746149064
119,1,173845,-0.1067213480378,0.0512231633664202,0.0379284583188979
120,1,175121,-0.0834096703204054,0.0512430130398809,0.104474824100161
121,1,175281,-0.102200955703224,0.0511904776218073,0.0466489201294427
122,1,175315,-0.0971439641321751,0.0512020760907231,0.0586086895944576
123,1,175523,-0.102321107275346,0.0514667219770496,0.0475724043150038
124,1,175541,-0.0999517376611919,0.0512675621246159,0.0520141514872692
125,1,175653,-0.0985690166269874,0.0514390926238567,0.0561434493521692
126,1,175805,-0.159926248055945,0.0539632189941513,0.00324686689791116
127,1,175818,-0.132227770349332,0.0529093389838863,0.012903199492456
128,1,175856,-0.105851909016898,0.0522567123458768,0.0435563147894274
129,1,175876,-0.0913380651294564,0.051525225598057,0.0771430464277217
130,1,175989,-0.0944980459161193,0.0516574429434751,0.0681949196733913
131,1,176001,-0.0982525356023003,0.0519094153445713,0.0592064230101054
132,1,176451,-0.100630726117496,0.0525269319816416,0.056198991063305
133,1,177692,-0.0656324219125826,0.0513437755715457,0.201985764266413
134,1,178191,-0.0580974870310511,0.0514206788914825,0.259307944772044
135,1,178224,-0.0656324219125826,0.0513437755715457,0.201985764266413
136,1,178960,-0.0806008455989261,0.0516958018709279,0.119859970582479
137,1,179139,-0.154474529424547,0.102482474028179,0.132621421027711
138,1,179139,-0.363678045263697,0.206158948637313,0.0785857267740486
139,1,180955,-0.121651778539343,0.0592191327990832,0.0406859671468421
140,1,183802,-0.0557656053838209,0.0513833002156727,0.27853536225832
141,1,183954,-0.0699543150843793,0.0517097903732748,0.176977264785833
142,1,184450,-0.0577938310413152,0.0512975945013707,0.260660763832999
143,1,184641,-0.0599568589358495,0.0527888516163531,0.256816505468135
144,1,184718,-0.0539800820952193,0.0516018009147156,0.296235659473639
145,1,185296,-0.03546661539383,0.0514278403497929,0.490874684973964
146,1,185438,-0.0527575000549511,0.0513882418585892,0.305290462006018
147,1,185469,-0.0515878803666978,0.051465985696143,0.316852276998067
148,1,185503,-0.0587241812143154,0.0513107675653939,0.253199776260491
149,1,185705,-0.065048739830031,0.0518649785105834,0.21060140139696
150,1,185749,-0.0691029832241943,0.0518501229388412,0.183475141064611
151,1,185806,-0.0507651604380368,0.0519796379838989,0.329418436808719
152,1,185879,-0.0642971474417615,0.0521892460184918,0.218769121038425
153,1,185916,-0.0565991356442894,0.0521906714993921,0.278897259809145
154,1,185941,-0.0636127825615083,0.0523959900058055,0.225529811090496
155,1,185954,-0.0685694135333901,0.0525319843519748,0.192644647195006
156,1,186055,-0.0618848367642964,0.0515024287779012,0.23032769032381
157,1,186896,-0.0708589838575609,0.0523179779067404,0.17647805081944
158,1,187697,-0.0384173107676635,0.106955050798896,0.719666831123342
159,1,189392,0.000970933582373323,0.107535439686557,0.992801127565008
160,1,189416,0.0854982172271832,0.103921371167253,0.411222499841664
161,1,190132,-0.0151379594204896,0.05166682943402,0.769700545168057
162,1,190148,-0.017184047706127,0.0516806031335149,0.739705493536879
163,1,190165,-0.00792756538682113,0.0520841747737122,0.879110789419859
164,1,190169,-0.0189189806169037,0.052011185176815,0.716263721967229
165,1,190933,-0.0912554308752732,0.0513699679463499,0.0765223955626394
166,1,192149,-0.026785631783258,0.0520013927724545,0.606809374143396
167,1,192302,0.0729627657742791,0.0685774215143208,0.288079800346661
168,1,192303,0.0679605826957763,0.0619111899165594,0.273078982772275
169,1,192305,0.0481890402944665,0.0643953281972263,0.454758626088177
170,1,192315,0.155776186357841,0.0726370580974262,0.0326684522572683
171,1,192795,-0.110008880611939,0.0511674716036168,0.0322359484920998
172,1,194020,-0.0477392658682917,0.0541869538740751,0.378911674281233
173,1,194187,-0.0554089430008969,0.0514596221509128,0.28232905908862
174,1,194867,-0.0192129401882679,0.0515058578931757,0.709354196171922
175,1,197325,-0.0480485610187953,0.0527110755215235,0.362629911795781
176,1,197392,-0.0761519189864199,0.0532975223684401,0.153943719067356
177,1,198857,-0.209533640270378,0.246767370280145,0.396393297569425
178,1,206666,0.0362351163759321,0.0579056588362517,0.531875930881357
179,1,206675,0.0899420379744837,0.0752778391882181,0.232966925812096
180,1,223051,-0.0352220919245581,0.0596705317801394,0.555383200899614
181,1,223059,-0.0358431726605262,0.0619626173762129,0.563319447127379
182,2,7366,0.161323080450937,0.0742221435800878,0.0304056758105665
183,2,8180,-0.123193650903605,0.102660737133817,0.230941180510876
184,2,8187,-0.057951920222802,0.10693011704011,0.588187513099665
185,2,8250,-0.10128040817211,0.105253960891596,0.336583740740496
186,2,8253,-0.116766281098628,0.105208510689728,0.267816622591381
187,2,8285,-0.0380400323518861,0.0571028293214236,0.505739340161095
188,2,8302,-0.0303654426350061,0.0534610547636498,0.570401607372248
189,2,8306,-0.0303654426350061,0.0534610547636498,0.570401607372248
190,2,8314,-0.036149150671461,0.0523529127502788,0.49033998987975
191,2,8317,-0.0328282257602637,0.0535545320999867,0.540279733132368
192,2,8328,-0.0275292561346329,0.0533231784863432,0.605987796261267
193,2,8331,-0.0308839026790748,0.0532176410493428,0.562060977619063
194,2,8498,-0.0264035533253449,0.0522926514313509,0.613930792200228
195,2,8651,-0.0303826217350663,0.0523355335361902,0.561924136834166
196,2,9418,0.180410620631834,0.132819801166056,0.175232404216273
197,2,9812,-0.0188446562271239,0.0526620755058284,0.720676082814975
198,2,9932,-0.0163507798062389,0.0524568132419282,0.755452668973803
199,2,10135,-0.00908671038907438,0.0522608754505445,0.86206561229573
200,2,11616,-0.0291389727114295,0.0521845993221912,0.576937139691382
201,2,12133,-0.0123913031784538,0.0524110397751053,0.813239683656994
202,2,12194,-0.0136699240287109,0.0526128428797854,0.795153284528742
203,2,12359,-0.0074702454277405,0.052462524993608,0.88685159358201
204,2,13061,-0.0221891657349046,0.0524468752518737,0.6724953312992
205,2,14298,-0.0115757371742734,0.0526220593358658,0.82601482716285
206,2,15222,-0.0205189742485493,0.0531276183131093,0.69956606700893
207,2,17986,-0.0248079175897501,0.0521909407446378,0.634845792349636
208,2,19770,-0.0305021880588658,0.0525435258542367,0.561939267010551
209,2,19836,-0.0238484860008939,0.0524088071329485,0.649354947339662
210,2,19851,-0.0178931789380908,0.0525690407707309,0.733776724345875
211,2,21595,-0.0285867196954614,0.0523383996650082,0.585280245538827
212,2,22385,-0.0259854425668575,0.052391803582152,0.620215084237479
213,2,23441,-0.0123472777122495,0.0529150099910107,0.815631340702143
214,2,24209,-0.0171301256594002,0.0524754291130471,0.744284260843874
215,2,24341,-0.0114642954120468,0.0526039498498263,0.827604887933178
216,2,26815,-0.0220916343554502,0.0525312892156385,0.674345154773409
217,2,28209,-0.0265425359506726,0.0525431392170761,0.613763786238314
218,2,28695,-0.0446083745012483,0.0548612365916955,0.416701449419922
219,2,35849,0.0997748148923558,0.562939011576152,0.8594222215655
220,2,35850,-0.670473612300172,0.68759013472536,0.330175167924818
221,2,41245,-0.0631068834675607,0.0522526677380689,0.227961370979401
222,2,43214,-0.0601722543773456,0.0531129503595871,0.258020454697162
223,2,47104,-0.122607655950493,0.0513127790761401,0.0173994024564227
224,2,50915,-0.091257581133939,0.052007978085879,0.0801808964174704
225,2,55834,-0.110220709712189,0.0516609092692102,0.033569318581943
226,2,56422,-0.108145310388109,0.051766860334035,0.037415902593874
227,2,57715,-0.0942572071646929,0.0516712143358432,0.0689712679509283
228,2,59046,-0.0816886157109029,0.0519953381835141,0.117060921670691
229,2,59191,-0.0836954307269927,0.0516864487742577,0.106277568800914
230,2,59383,-0.0941961930779563,0.0516502426462504,0.0690380464244165
231,2,59477,-0.0784610523350995,0.0525079938632189,0.135998734332321
232,2,59755,-0.0726410738214129,0.118286225244201,0.539536422234512
233,2,60471,-0.118719008555032,0.0515772729203638,0.0219298298151841
234,2,60478,-0.116773214360807,0.0516495793909305,0.0243753721583861
235,2,60786,-0.115365045863287,0.0515724015505508,0.0259132290743055
236,2,61035,-0.128685221892316,0.0514792627659016,0.0128813943303728
237,2,61071,-0.123552347121029,0.0512773648254694,0.0164860035332065
238,2,61675,-0.11775372515127,0.0514659365922917,0.0227285787139867
239,2,62776,-0.0943342959735859,0.053881223947191,0.0808520523184854
240,2,62939,-0.128283590203877,0.0513041785782729,0.0128563339176843
241,2,63527,-0.130266408897884,0.0514860606983118,0.011836230565675
242,2,63857,-0.148064721923055,0.051361821698253,0.00418329355170137
243,2,65527,-0.163616729694871,0.051054191894627,0.00147494606537149
244,2,67007,-0.104619697755696,0.056749590711553,0.0660893880754861
245,2,67023,-0.294011458541755,0.11687539627761,0.0123263543874519
246,2,67024,-0.32471285034521,0.117080685267117,0.00584183905863179
247,2,67976,-0.119867200455859,0.0521487430611193,0.0221135033305334
248,2,69628,-0.143588086521578,0.0528582870347917,0.00692302037719463
249,2,71825,-0.221707192796721,0.102600246165417,0.03137646435354
250,2,72389,-0.0997187636998895,0.0519431073842822,0.0556927982707068
251,2,72392,-0.0504820632923597,0.0524998893648359,0.336926280343756
252,2,73646,-0.0945530889115482,0.0512443192015805,0.0658541852960143
253,2,74564,-0.0915884715748348,0.051158010207319,0.0742616632437688
254,2,74739,-0.0819779991585346,0.0513737568055505,0.111446734252045
255,2,79931,-0.000492367719298559,0.0581136407783559,0.993244791396794
256,2,80748,-0.0113836129728279,0.0536180409115403,0.831988217884203
257,2,80873,-0.0240916916994881,0.0516658123741095,0.641289456921941
258,2,81501,-0.0100461019836872,0.0516703448013646,0.845953516776686
259,2,83526,-0.023269578624768,0.0515780845669488,0.652156703869065
260,2,83845,-0.0250628910951237,0.0516247532731623,0.627635618123077
261,2,84412,0.202697347827959,0.129695459620053,0.118978820038515
262,2,84412,-0.0556556857003239,0.0651019764552657,0.393186294822291
263,2,84447,0.00458548347148634,0.0523007574653855,0.930184483499283
264,2,87391,-0.00306811646406804,0.0514136904564785,0.952448182547603
265,2,87562,-0.00284690943294003,0.0515438363278392,0.955984260162367
266,2,87849,-0.00280493045987612,0.0515389611446861,0.956628547055389
267,2,87878,0.00444118067484148,0.0517601082718355,0.93167154239785
268,2,88125,-0.0244711664560654,0.057543686072062,0.670904518213268
269,2,89785,-0.00534186065752675,0.0517656364093246,0.917868251065088
270,2,93441,-0.00348673206564107,0.0533114424542204,0.947890102038373
271,2,93588,-0.0237360484557143,0.0551692224293511,0.667283053567755
272,2,93721,-0.0329456493345809,0.0515803001677945,0.523415761983658
273,2,93952,-0.0185261227395172,0.0514530259364002,0.719018372831197
274,2,95085,-0.0445476525398093,0.0514797239751582,0.387437900564739
275,2,103188,-0.0134407885263104,0.0527804596210606,0.799138145878282
276,2,107124,0.0163301568760494,0.051552607638558,0.751607771282965
277,2,111645,-0.0116078091520031,0.0515892529799465,0.822106041815953
278,2,111916,-0.00476369644429118,0.0517139423918737,0.926657900293663
279,2,111931,-0.00111635011803969,0.0517936066780839,0.982816048612615
280,2,111999,0.000170956327419355,0.0516076466158827,0.997358790712153
281,2,114528,-0.00674215311403337,0.0519033873660991,0.896721008375274
282,2,116024,-0.0163243601510444,0.0520207883109277,0.753854842214377
283,2,119244,-0.0211491679162558,0.0566930249353838,0.709337302451051
