SNP,Chr,Pos,Effect,SE,TPO1_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.075866628795091,0.107915454548885,0.482507206810655
2,1,1035,0.126469304773012,0.10896467263337,0.246570597852274
3,1,1074,0.218185362338473,0.184127804481415,0.236827656275114
4,1,1470,-0.230522433057305,0.183419347517251,0.20965508180703
5,1,1475,-0.0036905915124783,0.135685287110771,0.978315869636597
6,1,1491,0.167767976142734,0.118353694600837,0.15721485622094
7,1,21249,0.312586964131601,0.681191614491521,0.646600905859005
8,1,27243,-0.0894552359189229,0.0928343055017292,0.335905602574029
9,1,27272,-0.124822047386228,0.091318979634164,0.172532922948223
10,1,27498,1.14930242741727,0.833868633150064,0.168990538236631
11,1,27561,0.402954094684041,0.63129171045003,0.523691669947552
12,1,27816,0.026092511631044,0.093418277010422,0.780171714970471
13,1,27822,0.0236371827987232,0.0933013733114748,0.800151204472977
14,1,27823,-0.00204660789700006,0.0952317746397975,0.982866277364527
15,1,27825,0.0204644654236594,0.0933034974778342,0.826518013995399
16,1,27843,0.00722773429725035,0.089393149682707,0.935604411873861
17,1,27848,0.00722773429725035,0.089393149682707,0.935604411873861
18,1,28495,0.0262225993374935,0.0893845291046313,0.769412943985406
19,1,28975,0.0436486659185873,0.0887674721462552,0.623223515458422
20,1,29283,-0.245974123225317,0.198569366960989,0.216268026458133
21,1,29752,-0.676476354586232,0.204323879755325,0.00102633775532647
22,1,29787,-0.398291282665629,0.560995905211608,0.47819034003262
23,1,30057,0.136585192900132,0.181879584655418,0.453174063195583
24,1,30479,0.171343251404777,0.533276179548674,0.74817091505873
25,1,30706,-0.00464744752783096,0.0917057540026821,0.95961091567191
26,1,31435,0.036991297626506,0.0885407123223702,0.676355718787049
27,1,35128,0.0135660059902198,0.122063673085933,0.911569471652273
28,1,35129,0.00232046843943001,0.122378335320902,0.984882585695907
29,1,36146,0.0148834781885561,0.0881023725490496,0.865945385266418
30,1,37255,0.100147883529483,0.177756072686973,0.573519806323998
31,1,37409,0.128783535346586,0.0883167148068406,0.145674223731874
32,1,37478,0.107702592002343,0.0884729428173772,0.224284012543659
33,1,39144,0.031736040587117,0.0882377218289019,0.719312563670641
34,1,41499,0.046951033708654,0.0879736062338493,0.593888774046982
35,1,45359,0.175499316733784,0.147871058555064,0.236088759906527
36,1,45634,-0.0904596046174544,0.13600952259165,0.506422372847646
37,1,51248,0.149133831219722,0.0880265462204766,0.0911109132403752
38,1,51462,0.154866622741597,0.0881188718270369,0.0797038437118368
39,1,52124,0.178839801002657,0.08786963588675,0.0425687213810699
40,1,52667,0.115143926522994,0.0880289800395394,0.191716649129526
41,1,55470,0.111865610687486,0.0904477283407661,0.216984109542506
42,1,59265,0.0306528406302351,0.0881824449670924,0.72834247146633
43,1,60165,0.0458292703042418,0.0880971252986787,0.603241216514597
44,1,62308,0.0727027064741557,0.0879488775540311,0.4089953728256
45,1,62869,0.0860556512199567,0.0879036579729573,0.328261832848151
46,1,65431,0.0544124133559867,0.091885526208135,0.554111762901101
47,1,65451,0.0836308325778581,0.0905182691824705,0.356163718210081
48,1,65719,0.0887028187776422,0.0943898427580849,0.347988596962292
49,1,66841,0.0761651407529362,0.0879710357390513,0.387189029525621
50,1,66948,0.0461298932274974,0.0885708283255809,0.602815289982588
51,1,68621,0.0282755965065269,0.0883520032407483,0.749132312020916
52,1,69417,0.0252457928223215,0.0881206439062063,0.774669968562463
53,1,69820,0.351635208673575,0.344350618998771,0.307880521743107
54,1,69821,0.104290799551128,0.213899541707147,0.626157772125952
55,1,70906,-0.399497298098311,0.13996608804931,0.00456863138940338
56,1,74327,-0.0285102722535412,0.0886024316217944,0.747811690294487
57,1,74572,0.0196377780923912,0.0883733216642851,0.824275901743311
58,1,75211,-0.0196535503745619,0.0882121924591894,0.823821140870012
59,1,76030,0.037708500387329,0.0881955610677604,0.669235440714028
60,1,80108,0.0282717123594693,0.0881846986182967,0.748705833614294
61,1,81262,0.0584600091126901,0.0881092698072228,0.507447016780853
62,1,81999,0.0524550593845149,0.0883353934811498,0.553014834091961
63,1,82431,0.0726917106785884,0.0887135402107141,0.413112162169305
64,1,83284,0.0543533733113735,0.0881042165880471,0.537684283325866
65,1,83613,0.071264420205824,0.0880603348746708,0.41890607743575
66,1,84112,0.0969014246103459,0.0880006922010342,0.271584305475787
67,1,84701,0.181439256783701,0.0938998845213569,0.0541269294452809
68,1,84858,0.157301685978677,0.0880031300125268,0.0747216637493215
69,1,85751,0.144997378582011,0.0884277131131145,0.101952584121623
70,1,87445,0.133990095645955,0.0886651367012436,0.131634041464229
71,1,87467,0.134486653343693,0.0891301791925053,0.132224205959762
72,1,89070,0.12813187027833,0.088595417551354,0.148992023642625
73,1,89616,0.0951906956976346,0.0882341608293173,0.281394899119487
74,1,89679,0.103582751889004,0.0882185918650175,0.241122419655661
75,1,89880,0.108035465302255,0.0882259051741455,0.221568068720695
76,1,91472,0.13158719581755,0.0887935787025278,0.139247053951383
77,1,93789,0.0726966727923941,0.0880667414479922,0.409660897532973
78,1,94351,0.0694528810704859,0.0883063607035782,0.432102760225444
79,1,99148,0.126670080483616,0.087893503388379,0.150421188916734
80,1,101281,-1.14937193262209,0.96214845548833,0.233049692670503
81,1,106011,0.134888712376854,0.0915896547200584,0.141709367992065
82,1,106800,0.0655473573502428,0.088201635789585,0.457883023165729
83,1,107970,0.0833866618197666,0.0878971121133043,0.34342991378161
84,1,109000,0.130891019999301,0.087888514929143,0.137305283898442
85,1,112549,0.117486684719515,0.0878421003578013,0.181928478873474
86,1,112742,0.0704456951030178,0.0883279451118247,0.42566951691722
87,1,113050,0.131832015105693,0.0879794011233718,0.13491219215593
88,1,113135,0.122554077092005,0.0877919729073839,0.16360387462234
89,1,114076,0.0181176480642092,0.0880286816125478,0.83705384556278
90,1,114628,0.0546959131567594,0.0882086476809842,0.535608956228143
91,1,116283,0.0427787566600934,0.0887183358182494,0.629972519744171
92,1,126880,-3.25607291601051,1.65611496306462,0.0500713984092798
93,1,127853,-0.122238243142097,0.0883430616180892,0.167331763337151
94,1,128302,-0.119961035714894,0.088010755235423,0.173742788952736
95,1,128704,-0.109017756482841,0.0881391023549757,0.216952757786123
96,1,128911,-0.0721550939119795,0.0882561487508065,0.414157378129236
97,1,130267,-0.0447583415092186,0.0882656501300935,0.612410575071695
98,1,130271,-0.0431647597818312,0.0883727318927982,0.625541634312253
99,1,130613,0.0433861684475173,0.0891988216467824,0.626986518118768
100,1,132012,-0.0322240939220645,0.0890227906170775,0.717586718875366
101,1,133231,0.00338868646612209,0.088407305709386,0.969445928925857
102,1,137074,0.0221916174794614,0.0882738542986521,0.801654911269783
103,1,137304,0.00339014002407423,0.0883122570360374,0.969399946743522
104,1,139686,-0.0497919287670412,0.0883887767285838,0.573568769667804
105,1,149562,0.000256249318088625,0.0886302318664946,0.997694778220931
106,1,150447,0.0206919983957397,0.0896065746021859,0.817510314787053
107,1,151446,0.136652532385946,0.179882647004995,0.447955293907295
108,1,154084,-0.00319842269213386,0.0898900397290058,0.971636169425449
109,1,156633,0.0439315978274045,0.0910925775314719,0.629910087655757
110,1,157269,0.0342702565400544,0.0882399126722665,0.69797199001667
111,1,160054,0.0190392780407862,0.0890915299071829,0.830900729365198
112,1,166222,0.0230108423444311,0.088429825506949,0.794848992222358
113,1,166416,0.0238449719015728,0.0882496375498434,0.787164989126319
114,1,167326,-0.0019779283804553,0.088760234700798,0.982234044738336
115,1,168836,0.0304483670799933,0.0883248001773852,0.730501306794661
116,1,171200,0.0209388792472507,0.0884649417540344,0.81303359826923
117,1,171431,0.0458016544963968,0.0889909135025636,0.607100227211347
118,1,173339,0.00926792727675579,0.0883306077265527,0.916496365972168
119,1,173845,0.0168920715097508,0.0882541835216442,0.848320303949592
120,1,175121,0.040319605096219,0.0880576247546758,0.647322164772846
121,1,175281,0.0351084717660594,0.0881388332814132,0.690626672289707
