SNP,Chr,Pos,Effect,SE,RET2_EMP47_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.207219246770813,0.132243426991391,0.118021612686498
2,1,1035,0.329231161116087,0.133004941677603,0.0137800584233163
3,1,1074,0.352561411848868,0.225933405553644,0.119545824094329
4,1,1470,-0.348716312972528,0.225131130024161,0.122290365040737
5,1,1475,-0.335181283302159,0.165777180112941,0.0439428956848585
6,1,1491,-0.266649957181737,0.145157753900978,0.0670553547084504
7,1,21249,-1.00954530528683,0.835592465707247,0.227787157838396
8,1,27243,-0.0403528271517139,0.114207321727595,0.72405226827533
9,1,27272,-0.0895814374196571,0.112411005917003,0.426039051387544
10,1,27498,0.0691789404160703,1.02742963041942,0.946355484711615
11,1,27561,0.800249829195268,0.775028240360407,0.302524794863044
12,1,27816,0.0985135668505293,0.114688069459013,0.390940185548442
13,1,27822,0.08890189788008,0.114564274059742,0.438268469956994
14,1,27823,0.0624704985720881,0.116976492787671,0.593647801600645
15,1,27825,0.0927716255046182,0.114555581761799,0.418578040755581
16,1,27843,0.101694947609986,0.109716569883736,0.354618079752585
17,1,27848,0.101694947609986,0.109716569883736,0.354618079752585
18,1,28495,0.171368754984323,0.109472463213766,0.118383929359139
19,1,28975,0.180694172296343,0.108692829692881,0.0973143244448315
20,1,29283,-0.155735705256467,0.244397235131909,0.524392210429221
21,1,29752,-0.31780498764265,0.254386041688963,0.212382388055782
22,1,29787,-0.200684068527143,0.689777911750424,0.771267980895769
23,1,30057,0.362937696677395,0.222841850779985,0.104273209183305
24,1,30479,-0.339757967900242,0.655152060641079,0.604368774162308
25,1,30706,0.147793158693693,0.112416311036773,0.189465928589878
26,1,31435,0.144061176741476,0.108557929559314,0.18535175240992
27,1,35128,-0.140827480273695,0.149810733558814,0.34784190003453
28,1,35129,0.0155282582689744,0.150379975138751,0.917815142175846
29,1,36146,0.0811046471895002,0.108181122682828,0.453927740252833
30,1,37255,0.360305671049992,0.217687108567338,0.0987820180207057
31,1,37409,0.225232684751828,0.10819047182287,0.0380792475624422
32,1,37478,0.206058562238303,0.10839273603586,0.0581114114401553
33,1,39144,0.136253782181238,0.108206278543682,0.208788650280127
