SNP,Chr,Pos,Effect,SE,TPO1_TPO2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0595825995580431,0.114195838090566,0.602166004265013
2,1,1035,0.0191819980187218,0.115485125043338,0.868173899910207
3,1,1074,0.0308183789653418,0.195162465030011,0.874616902157978
4,1,1470,-0.4162095850503,0.193200651390116,0.0318939337901024
5,1,1475,-0.203932224219767,0.143125870549855,0.155085424471778
6,1,1491,-0.0828892898561158,0.125480521260447,0.50931577031295
7,1,21249,-0.602655392723721,0.720109573896524,0.403218342088771
8,1,27243,-0.151701776256913,0.0980031818221698,0.122535887777029
9,1,27272,-0.209900832056866,0.096212003926283,0.0297945638114886
10,1,27498,-0.558436555092296,0.883991184934553,0.527977522329722
11,1,27561,0.575372071380883,0.667504518726313,0.38928655689784
12,1,27816,0.133233880984031,0.0985801105138118,0.177391472922092
13,1,27822,0.12567576641781,0.0984823189965396,0.20275026193785
14,1,27823,0.0963572264825691,0.100611792195344,0.338862927804789
15,1,27825,0.123538804235051,0.0984899783200134,0.21055248854435
16,1,27843,0.0870427311668968,0.0944532036571006,0.357396149051676
17,1,27848,0.0870427311668968,0.0944532036571006,0.357396149051676
18,1,28495,0.132391824359734,0.0943053924065221,0.161238862339232
19,1,28975,0.157580751614011,0.0935609711386255,0.0930158793609846
20,1,29283,-0.150051364636592,0.210364078775949,0.476135341511794
21,1,29752,-0.603168582378185,0.217116715273879,0.00576027033195258
22,1,29787,-0.501836107598479,0.593280493055085,0.398200213932445
23,1,30057,0.451260627139416,0.191053866846954,0.0187210998924925
24,1,30479,0.346195578273813,0.563915686755102,0.539667761337858
25,1,30706,0.112734624753162,0.0968269161237233,0.245092720814387
26,1,31435,0.136787774640497,0.0934039544080342,0.143954144957328
27,1,35128,0.0310873898734103,0.129118535231807,0.809876036310502
28,1,35129,-0.0636854926473727,0.129415430524318,0.622953671315309
29,1,36146,0.157024768188146,0.092828709266655,0.0916136001750508
30,1,37255,0.467957736610174,0.186470384493607,0.0125353999368015
31,1,37409,0.171364089221582,0.0932631899795625,0.0669875902464335
32,1,37478,0.1850351335308,0.0932701654686636,0.0480454601619366
33,1,39144,0.0474148383022253,0.0933265773559397,0.611733562220571
34,1,41499,0.111666690212139,0.0929118287262866,0.230224765180842
35,1,45359,0.074060180528821,0.156689819750866,0.63675163989146
36,1,45634,-0.0098766477802843,0.143968864318113,0.945344740077236
37,1,51248,0.05626363146347,0.0934500453082515,0.547512895809274
38,1,51462,0.0592582919181883,0.093571657746414,0.52695228356612
39,1,52124,0.0860152280330531,0.0933858629605991,0.3576411805112
40,1,52667,0.0309541771138866,0.0933336311406488,0.740349738858204
41,1,55470,0.10197604023976,0.0957348297841946,0.287516782818559
42,1,59265,0.054886867747797,0.0932553331419849,0.556529210165506
43,1,60165,0.0505755419671237,0.0931917049548831,0.58767586362513
44,1,62308,0.0393918824438328,0.0931044372408896,0.672484680008973
45,1,62869,0.0306422454980747,0.0931020607506775,0.742256150629744
46,1,65431,0.0213285342724786,0.0972441175283957,0.826519904383596
47,1,65451,0.0293906087541336,0.0958590454078759,0.759326831306339
48,1,65719,0.0226351293463223,0.0999692697331605,0.821005146479664
49,1,66841,-0.0196385848471464,0.0931543653445086,0.833151204550289
50,1,66948,-0.00536970784414748,0.0937315290675041,0.954348056734627
