SNP,Chr,Pos,Effect,SE,MID2_WSC2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0993273362849523,0.0757611093386474,0.190689808705264
2,1,1035,0.0238478375659071,0.0767656815196762,0.756244329451301
3,1,1074,0.0522939035683105,0.129716472706639,0.687089268002375
4,1,1470,-0.0310484452706232,0.129268532533048,0.810325764335112
5,1,1475,0.0344398060624282,0.0954040319920661,0.718323608814903
6,1,1491,-0.00798149648240365,0.0834684595013011,0.923874333824634
7,1,21249,-0.0975741299739061,0.479167048944076,0.838757792997761
8,1,27243,-0.0257841765892455,0.0653577163305755,0.693443869322023
9,1,27272,-0.0255922096439232,0.0643759726735442,0.691207452767172
10,1,27498,-0.596974015140385,0.58714009130265,0.309969271417965
11,1,27561,-0.684699886299869,0.442718650328015,0.122860525724137
12,1,27816,0.0671402897512119,0.0656070057781263,0.306833382677843
13,1,27822,0.0540671965848381,0.0655576188879154,0.410083032872692
14,1,27823,0.067183392790738,0.0668768656622808,0.315785581815743
15,1,27825,0.0497895379548428,0.0655672168962841,0.448140225138532
16,1,27843,0.0684298048967217,0.0627612909520904,0.276316509185774
17,1,27848,0.0684298048967217,0.0627612909520904,0.276316509185774
18,1,28495,0.0785761900368971,0.0627286393424315,0.211167180358184
19,1,28975,0.0687473593364997,0.062340373159369,0.270876453745175
20,1,29283,-0.0501918097293865,0.139922851665732,0.720026039639032
21,1,29752,-0.0414046782242634,0.145889344231268,0.776723305507198
22,1,29787,-0.0739607535525604,0.394785884087563,0.851498586024721
23,1,30057,0.189654457132519,0.127611489255297,0.138122387318674
24,1,30479,0.302134016400878,0.374739818096674,0.42064147364809
25,1,30706,0.0600236742671914,0.0644137122811329,0.35205288108417
26,1,31435,0.0568916832022926,0.0622085587075592,0.361061914165596
27,1,35128,-0.0498000109447769,0.0858026244659713,0.56201389827976
28,1,35129,-0.00307080491165479,0.0860632302572601,0.971557048073234
29,1,36146,0.0309504132199434,0.0619391554780862,0.617604272538922
30,1,37255,0.175072191197777,0.124716662191368,0.16126960269726
31,1,37409,0.0771655067304827,0.062160536582184,0.215285740562222
32,1,37478,0.0740583041760999,0.0622249023522283,0.234778799486349
33,1,39144,-0.00677748035160414,0.0620640589813149,0.913104821914827
34,1,41499,0.0446789377108256,0.0618472520512286,0.470522092267745
35,1,45359,-0.0014778449059496,0.104198505098027,0.988692014127144
36,1,45634,0.0459548427922187,0.0956782136331443,0.63130715751871
37,1,51248,0.0749667270285519,0.0620281956341422,0.227628923139389
38,1,51462,0.0705486931408707,0.0621273130997379,0.256915186379468
39,1,52124,0.0712255258205869,0.0620406837770384,0.251727201022794
40,1,52667,0.000309536920385961,0.0620567814093546,0.996023015555084
41,1,55470,-0.0338727616231908,0.0637201084279944,0.59534663820564
42,1,59265,-0.0216239306677733,0.0620147983285498,0.72753004216194
43,1,60165,-0.0303050051669277,0.061957614621516,0.625057120385774
44,1,62308,-0.0531795568649646,0.0618457074542251,0.39044172408871
45,1,62869,-0.0693010916730704,0.0617926783055468,0.262833264180234
46,1,65431,-0.0241831241463183,0.0646383544192412,0.708532492423545
47,1,65451,-0.00365435288456928,0.0637341716665124,0.954308855035297
48,1,65719,-0.0459422118286223,0.0664182419698625,0.489573682355888
49,1,66841,-0.0181905518610578,0.0619242738448315,0.769117923418595
50,1,66948,-0.016126525031844,0.0623060133393849,0.795919006354814
51,1,68621,0.00440145820686325,0.0621426792137918,0.943574544303634
52,1,69417,-0.00174169889154596,0.0619785373891122,0.977596961735428
53,1,69820,-0.322649114025757,0.241915414022076,0.183153253223433
54,1,69821,-0.139572129601856,0.150293374533718,0.353697523401169
55,1,70906,0.0473580580845057,0.0995294804034598,0.63449737226194
56,1,74327,-0.0906094763966507,0.0621324768441388,0.145639532390892
57,1,74572,-0.108214908193485,0.0618859982626584,0.0812264803462627
58,1,75211,-0.107274758147958,0.0617768527746275,0.0833500199839265
59,1,76030,-0.0457036442447649,0.0619924382625517,0.461462824741313
60,1,80108,-0.0774672569221827,0.0618882811476391,0.211498015700345
61,1,81262,-0.0678189049599566,0.0618968666128864,0.273967597113663
62,1,81999,-0.0511856777034647,0.0620937105117609,0.41030899193996
63,1,82431,-0.0724244365423964,0.0623285776234256,0.246029427113346
64,1,83284,-0.061118452486355,0.0619078350920936,0.324196751505855
65,1,83613,-0.0417993303531595,0.061946473932837,0.500266586210415
66,1,84112,-0.0528130832086527,0.0619294810423486,0.394351856050477
67,1,84701,-0.0482342521025664,0.0663343376582724,0.467623052376915
68,1,84858,-0.0427113742168993,0.0621266287692772,0.492226071823001
69,1,85751,-0.0352468418753256,0.0623955381399437,0.57250492107184
70,1,87445,-0.00422219752649031,0.0625552896848448,0.946225495759324
71,1,87467,-0.016192779012723,0.0628772688353134,0.796919766357671
72,1,89070,-0.0108118864409764,0.0624869594122394,0.862729934503479
73,1,89616,-0.00216210669915707,0.0621533399254726,0.9722695250872
74,1,89679,-0.0114080218061203,0.0621583515404765,0.854486298966571
75,1,89880,-0.0163094391744284,0.0621710074640933,0.79321858419494
76,1,91472,-0.0222481460032438,0.0626274003243381,0.722617322018433
77,1,93789,-0.00261010069612778,0.0619930867195677,0.966440318446154
78,1,94351,-0.0145861421901115,0.0621515490987665,0.814587976949583
79,1,99148,-0.0366278326272522,0.0619625817657977,0.554812804935121
80,1,101281,0.887301323185343,0.676356552328906,0.19041178652787
81,1,106011,-0.0463315689205426,0.0645615108656233,0.473457293601446
82,1,106800,0.016155397661756,0.0620709085366437,0.794804748173308
83,1,107970,0.0144302050626062,0.0618881868854435,0.815767849687022
84,1,109000,0.0416981616755149,0.0619622947409804,0.501412883563152
85,1,112549,0.0943505237226089,0.0617279100849479,0.127286348211196
86,1,112742,0.109098324618839,0.0619013728021809,0.0788579834333808
87,1,113050,0.0719215090358029,0.0619503798893866,0.246445294866586
88,1,113135,0.0645927740596766,0.0618149149351419,0.296766491379099
89,1,114076,0.0972348228450864,0.0616937553322829,0.115901124663571
90,1,114628,0.0784075536791229,0.061926609878667,0.206299054614279
91,1,116283,0.0798164960310846,0.0622675283180696,0.200742925511002
92,1,126880,-4.10868003884883,1.15043284097653,0.000404275261065919
93,1,127853,0.0737595034222913,0.0621722489823677,0.236272727370985
94,1,128302,0.0600183057277124,0.061974509810133,0.333490041013212
95,1,128704,0.0892168287238076,0.0619367944236313,0.150626581591958
96,1,128911,0.0759312872301397,0.0619938401587167,0.221459788005962
97,1,130267,0.00601788933195146,0.0620951570535857,0.922849699219867
98,1,130271,0.00493202586151453,0.0621691287232072,0.936813193235737
99,1,130613,-0.025280566392182,0.0627362275067075,0.687217181388186
100,1,132012,-0.0192751348335886,0.0626090561505815,0.758366656802848
101,1,133231,0.0206685644093156,0.062163395651711,0.7397183798434
102,1,137074,-0.00991833952536096,0.0620824612804362,0.873160930934771
103,1,137304,-0.0139898145738564,0.0621018215855092,0.821897873672798
104,1,139686,-0.0459580521154501,0.0621397764892948,0.460039431161862
105,1,149562,-0.052954800453559,0.0622660165578881,0.395645478350539
106,1,150447,-0.0560213802021857,0.0629505757513021,0.374111484399955
107,1,151446,-0.213807545749789,0.126094515849018,0.0908408660706291
108,1,154084,-0.0565865725857709,0.0631440682663482,0.370783226113004
109,1,156633,-0.070431168725666,0.0639727969100444,0.271666410252814
110,1,157269,-0.0176415138664374,0.062061433013851,0.776378659938599
111,1,160054,-0.0351642399097586,0.0626302784610222,0.574841954600552
112,1,166222,-0.0508439422648352,0.0621358993342704,0.413755043445364
113,1,166416,-0.0414286046447109,0.0620293559266351,0.504642107715621
114,1,167326,-0.0434998757494243,0.0623782902449112,0.486039046239922
115,1,168836,-0.00303977356363772,0.0621252209138465,0.961002926201843
116,1,171200,-0.0453512099690261,0.0621716287469925,0.466209038589883
117,1,171431,-0.0479624614300352,0.0625548359599245,0.443756495137824
118,1,173339,-0.0451031886457605,0.0620736271746314,0.467947719579378
119,1,173845,-0.0396361656784723,0.0620326738242709,0.523265752575515
120,1,175121,-0.00126215340108518,0.0619454344650222,0.983755543232574
121,1,175281,-0.00904433163335547,0.0619962543763362,0.884095339645782
122,1,175315,-0.00629583323331886,0.0619777008515117,0.919145957410883
123,1,175523,-0.00109091259579014,0.0623297472065148,0.986045803210256
124,1,175541,-0.00769120120441849,0.0620740443199465,0.901462076697877
125,1,175653,-0.000215759079765787,0.0622718198711188,0.997237456408817
126,1,175805,-0.0473018885695057,0.0657457298191631,0.472329214184133
127,1,175818,-0.0203617777299627,0.0642732400311973,0.751582452918486
128,1,175856,-0.0063575412080335,0.0632989484990027,0.920054606070135
129,1,175876,0.000645138906518183,0.0623297647932014,0.991747558444496
130,1,175989,0.00284827531915796,0.0625074274880588,0.963681146287856
131,1,176001,-0.00756400892425402,0.0628320286573167,0.904246975702064
132,1,176451,-0.00859983075519924,0.0635869560365536,0.892495094041012
133,1,177692,0.000566050236442128,0.0619785993931394,0.992718184823091
134,1,178191,0.00447463749507521,0.0620396891271687,0.942542958508282
135,1,178224,0.000566050236442128,0.0619785993931394,0.992718184823091
136,1,178960,-0.0159217774871921,0.0624678724314583,0.798964627048807
