SNP,Chr,Pos,Effect,SE,SRO9_GIS2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0652879568081922,0.129790690532974,0.61526042870856
2,1,1035,0.142560293709915,0.131038109787495,0.277368235567463
3,1,1074,0.0292073530400501,0.221810670398207,0.895314833210579
4,1,1470,-0.0631716517509098,0.220991749816273,0.775156660064347
5,1,1475,0.105054403043248,0.163038300347521,0.519764291516905
6,1,1491,0.0153540285430012,0.14269833923377,0.914375863394381
7,1,21249,-0.386117821289529,0.818980911507112,0.637602587027622
8,1,27243,-0.077506220215847,0.111684924123651,0.488156135567786
9,1,27272,-0.0148517319665062,0.110079847871637,0.892753753525041
10,1,27498,-0.22494605171094,1.0051802478443,0.823052674157255
11,1,27561,1.24007203582278,0.756564319292087,0.102086771529869
12,1,27816,0.0722559073635722,0.112263049787416,0.520233079408094
13,1,27822,0.068233772794193,0.112127338468359,0.54322192556404
14,1,27823,0.0653168712096669,0.114444139977076,0.568544815045874
15,1,27825,0.08534683598034,0.112094132799293,0.446935247627962
16,1,27843,0.0428838346157703,0.107453851585988,0.690067686929741
17,1,27848,0.0428838346157703,0.107453851585988,0.690067686929741
18,1,28495,0.0612647529086897,0.107430355239085,0.568854567760553
19,1,28975,0.0698543277621033,0.106696630633608,0.513087014775421
20,1,29283,-0.473488682187144,0.23792669446539,0.0473551962382324
21,1,29752,0.184071152226551,0.249250421641336,0.460702063554414
22,1,29787,2.42386343694989,0.662521172546184,0.000292333560883879
23,1,30057,0.0994682900425676,0.218783797361008,0.649646308424042
24,1,30479,0.934700215036002,0.639317261711274,0.144622989313859
25,1,30706,-0.037053725629933,0.110240293610652,0.736981733040204
26,1,31435,0.0262869217365228,0.106469335449449,0.805131735377587
27,1,35128,0.187073677910587,0.146421172761964,0.202215670058016
28,1,35129,-0.0244185460054731,0.147129412141503,0.868278368190887
29,1,36146,-0.00678279077429678,0.105928864602467,0.948981338277693
30,1,37255,0.0185115685956312,0.213809347825486,0.931054619006231
31,1,37409,0.046511204992334,0.10647345085582,0.662498951267989
32,1,37478,0.0324855402131723,0.106579755103697,0.760697884441925
33,1,39144,0.0341232162459973,0.106091819890323,0.747916924798253
34,1,41499,0.0583474281893576,0.105767464332641,0.581531989179652
35,1,45359,-0.107816994161905,0.178046800706989,0.545199927549962
36,1,45634,-0.22484285474425,0.16318802585427,0.169133327407672
37,1,51248,-0.0711468099940806,0.106195942499455,0.503322640957329
38,1,51462,-0.0439522120215515,0.106381811831678,0.67974367041432
39,1,52124,-0.0411005519813052,0.106240916545311,0.69909163289353
40,1,52667,-0.0951861253818487,0.105972101454396,0.369681190503865
41,1,55470,-0.0441315291341901,0.10895505579084,0.685690937126054
42,1,59265,0.0249467005213203,0.106031299447259,0.814130359797144
43,1,60165,0.0081381275075008,0.105958596655988,0.93882235436717
44,1,62308,-0.082618400410699,0.105751564759585,0.435179155770305
45,1,62869,-0.0829488029784957,0.105737526963453,0.433285581133655
46,1,65431,-0.0660943878411651,0.11047253409111,0.550031477347254
47,1,65451,-0.0389403362993326,0.108941614059411,0.720974354457163
48,1,65719,0.049116282183487,0.113596395127632,0.665732635218764
49,1,66841,-0.00342841322066798,0.10587937542712,0.974187018117131
50,1,66948,-0.0245578410267461,0.106521308874222,0.817802683687003
51,1,68621,-0.117556599860989,0.106056331387913,0.268428422966118
52,1,69417,-0.0800225763317793,0.105873846049758,0.450255487062152
53,1,69820,-0.105746842803449,0.41458447552211,0.798819846316004
54,1,69821,-0.161735479601369,0.257113242587407,0.529727262729627
55,1,70906,0.131960783516613,0.170066561420851,0.438306263407025
56,1,74327,0.00600325637599886,0.106541560167194,0.955097562698462
57,1,74572,-0.0268598499475222,0.106248772999555,0.800568749483805
58,1,75211,0.00350385951308962,0.106064526886871,0.973665213416274
59,1,76030,0.0179948043720195,0.106060366422265,0.865370253526311
60,1,80108,-0.0601498777070833,0.105991273911663,0.570736347810361
61,1,81262,-0.0021798768086152,0.105999461125969,0.983604295448296
62,1,81999,0.00203999079577627,0.10625833495351,0.984693674806342
63,1,82431,-0.0380738166699791,0.106742155380533,0.721537305140623
64,1,83284,0.00256663670430352,0.105984415275164,0.980693110462066
65,1,83613,0.0366535027526441,0.105954866053204,0.729597600132492
66,1,84112,0.00135249108047436,0.105984478868182,0.989825506276315
67,1,84701,0.00563921353937979,0.113490602048497,0.960398472168631
68,1,84858,0.0457369873495579,0.106255742342067,0.667136466441418
69,1,85751,0.0216486121783971,0.106714257170474,0.839357250623767
70,1,87445,0.0543982437228724,0.106906877811853,0.611183913590106
71,1,87467,0.00212498756973994,0.107505885355,0.984241013545282
72,1,89070,0.0418400056065809,0.106809886368966,0.695498455664812
73,1,89616,0.0701655025703577,0.106192743633347,0.509211783985849
74,1,89679,0.0482092588718897,0.106240864760937,0.65027090843974
75,1,89880,0.0694480663458544,0.106234486684593,0.513715048137644
