SNP,Chr,Pos,Effect,SE,FMP45_HNM1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.00384427809384036,0.174880566523161,0.982474490259022
2,1,1035,0.116282959235513,0.176685500436633,0.510880188879726
3,1,1074,0.028899906104888,0.298765229330446,0.922994791233675
4,1,1470,0.165942178062014,0.297562228726063,0.577421725065439
5,1,1475,0.265535177057687,0.21927412280818,0.226715629706975
6,1,1491,0.384240010022875,0.191115695999111,0.0451373850655426
7,1,21249,0.732278277633566,1.10276277495129,0.507098376506677
8,1,27243,0.157323594891286,0.150300483504739,0.295941626225464
9,1,27272,0.144273444390366,0.148073906203894,0.330557911390634
10,1,27498,-0.422914228860928,1.35380912467524,0.754929837484267
11,1,27561,0.698512552101778,1.02222834145983,0.494850755919732
12,1,27816,-0.0246744538667446,0.151292662102961,0.870540203937168
13,1,27822,-0.0407760895872961,0.151090480971624,0.787411339052086
14,1,27823,-0.060677195418158,0.154184708155054,0.694161406234502
15,1,27825,-0.0271750724602801,0.151099144883358,0.857374088997084
16,1,27843,-0.0416356705093682,0.144747729186681,0.773788821005462
17,1,27848,-0.0416356705093682,0.144747729186681,0.773788821005462
18,1,28495,-0.0431432859126218,0.144748822757582,0.765835612562425
19,1,28975,-0.0328302490307829,0.143788733876214,0.819527490039868
20,1,29283,-0.0371244034126264,0.322255507227107,0.908350700953037
21,1,29752,0.380847814341542,0.335368280431078,0.256889949626706
22,1,29787,1.37516214953262,0.906174585610177,0.130023769133137
23,1,30057,-0.136995160659735,0.294680955165219,0.642294597991507
24,1,30479,0.692971717879979,0.86292635021324,0.422487063726111
25,1,30706,0.0186289950486656,0.1485056150908,0.900244230394602
26,1,31435,-0.130999367414147,0.143248773762438,0.361084397942732
27,1,35128,0.299696624201955,0.197028842999581,0.129134988335669
28,1,35129,-0.0024704528375934,0.198179649372251,0.990061090868248
29,1,36146,-0.14354612762517,0.142474126763802,0.314373060026748
30,1,37255,-0.07252185547582,0.287961876566171,0.801307172439752
31,1,37409,-0.074372239024359,0.143395651134607,0.604329387403157
32,1,37478,-0.075164229392433,0.143517844836966,0.600796788849091
33,1,39144,0.111896480366364,0.142794284932516,0.43378847656639
34,1,41499,0.1693748175428,0.14223661093845,0.234533712880985
35,1,45359,-0.344242232110231,0.239239248081304,0.151063885857021
36,1,45634,-0.341155460787253,0.21964263147347,0.121264326855905
37,1,51248,-0.0205253709102919,0.143124476330183,0.88604882188651
38,1,51462,-0.0383190845715882,0.143308216999885,0.789325586644517
39,1,52124,0.0190522341231088,0.143125053326576,0.894177494951952
40,1,52667,0.0419775861402815,0.142881795294615,0.769089200487738
41,1,55470,0.0209894527042256,0.146783897534204,0.886375236900875
42,1,59265,0.0792653770650838,0.142764850502344,0.579098357500692
43,1,60165,0.0738708702877938,0.142665075483706,0.604927569750418
44,1,62308,0.0265647523980826,0.142555271757626,0.852279665764481
45,1,62869,0.00782880424915032,0.142543768925704,0.956231589640629
46,1,65431,0.00340254962570941,0.148873288837015,0.981778578376863
47,1,65451,0.0355137344724695,0.146750324669385,0.80891986766978
48,1,65719,0.0145180827624946,0.153044135569884,0.924478212604274
49,1,66841,0.0149915716159713,0.142609325548565,0.91633762919709
50,1,66948,-0.0169910369201111,0.143483931938276,0.905804058309113
51,1,68621,-0.205047471865556,0.142681296275506,0.151574976258973
52,1,69417,-0.060297127753715,0.142683155493598,0.672848379440016
53,1,69820,-0.578755716743762,0.557614544154258,0.300020708147167
54,1,69821,-0.0752781936405951,0.346482571195008,0.828128121618355
55,1,70906,-0.145285577824464,0.229131349265626,0.526445052617749
56,1,74327,-0.162468400273774,0.14324312912852,0.25747431769746
57,1,74572,-0.123488241536935,0.142970852441517,0.388322615670421
58,1,75211,-0.152183452404236,0.142631143046407,0.286713594167583
59,1,76030,-0.0549683751716502,0.142830990758877,0.700580997617602
60,1,80108,-0.0419144652371946,0.142809749568552,0.769313525373283
61,1,81262,-0.063458140026102,0.142733221479718,0.656886623116534
62,1,81999,-0.0554166030890898,0.143091454012556,0.69878157055203
63,1,82431,-0.050721550113649,0.143774007685872,0.724458949638151
64,1,83284,-0.00287397869260958,0.142752863177636,0.983949011484978
65,1,83613,0.0122241570888944,0.142735731804389,0.93179965472184
66,1,84112,-0.0167367795588244,0.142750165686591,0.906732385004878
67,1,84701,-0.079637332562066,0.152804838229762,0.602574979112707
68,1,84858,-0.0163756504992356,0.143153184509957,0.908991695688312
69,1,85751,-0.0280766963545926,0.143736477695294,0.845243455453511
70,1,87445,-0.0231891353062689,0.144042823318554,0.872195112799609
71,1,87467,-0.0439721115990124,0.144783294580864,0.761527890295394
72,1,89070,-0.000780107892878801,0.143895931722375,0.995677484981558
73,1,89616,-0.0140626677608156,0.143119892764969,0.921783234007022
74,1,89679,-0.0214993930666612,0.143135399816075,0.880690098721957
75,1,89880,-0.0295289729789225,0.143167615684485,0.836710980885973
76,1,91472,0.0477170191871765,0.144216647163499,0.740938693226303
77,1,93789,-0.0603742968571857,0.142716773391021,0.672526777712071
78,1,94351,-0.0713996363701117,0.143078186727954,0.618072391860202
79,1,99148,-0.00627787414771071,0.142752554079993,0.964947351348125
80,1,101281,0.228083132969393,1.56120315286372,0.883930210151841
81,1,106011,-0.0312321714284886,0.148766062832493,0.833834443188909
82,1,106800,-0.112709991953477,0.142819568913341,0.430537987763055
83,1,107970,-0.0837611904793665,0.142452262012259,0.556911749719729
84,1,109000,0.0242608738651382,0.142767338245547,0.865160219663869
85,1,112549,-0.136250228113469,0.142427057903105,0.339407904263434
86,1,112742,-0.18362628999113,0.142833186360435,0.19942556417329
87,1,113050,-0.142034399895421,0.14272625789791,0.320343731175162
88,1,113135,-0.147437574262469,0.142346142687772,0.301019421065974
89,1,114076,0.0817469964831952,0.142495872990848,0.566549848745755
90,1,114628,0.127414060878173,0.142761960478712,0.372736695546679
91,1,116283,0.0697102300346061,0.143669961949282,0.627827741860822
92,1,126880,-0.11742301058053,2.69655101950109,0.965291213265754
93,1,127853,-0.0823200170113687,0.143383349262128,0.566248617622652
94,1,128302,-0.0218294912537124,0.142894539180896,0.878669739974547
95,1,128704,-0.0348960970497004,0.14302944944903,0.807389280658966
96,1,128911,0.0736154273150232,0.143003672960699,0.607028945716871
97,1,130267,0.146276818192617,0.142777416564894,0.306296243021539
98,1,130271,0.144773426247016,0.142951713847267,0.311876322301531
99,1,130613,0.221715062083982,0.144014380818849,0.124569827486184
100,1,132012,0.00635214050112032,0.144189947852461,0.964886287990493
101,1,133231,-0.120686096186382,0.143022999120747,0.399339776514789
102,1,137074,-0.0943607604226711,0.142875314928728,0.50940140286039
103,1,137304,-0.160643872373939,0.142757430299248,0.261229604782205
104,1,139686,-0.0752683496811617,0.143145144901027,0.599344554870768
105,1,149562,-0.169434134217188,0.143244293618024,0.237671224006083
106,1,150447,-0.131687962040639,0.144950570242805,0.364232594003228
107,1,151446,-0.0774135968418452,0.291511034119646,0.790733308622799
108,1,154084,-0.121295632123789,0.145425046933582,0.404801863161329
109,1,156633,-0.142250355493553,0.147369636172915,0.335074250669915
110,1,157269,-0.218996466521938,0.142450242943342,0.125102452291982
111,1,160054,-0.146689007697493,0.144072847805301,0.309299895484521
112,1,166222,-0.160300761250657,0.142962711988441,0.262932278488188
