SNP,Chr,Pos,Effect,SE,HUG1_PGM2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0514276112631699,0.204027110282845,0.8011393420541
2,1,1035,0.196929827629918,0.2060112423138,0.339767907104107
3,1,1074,0.168479689995391,0.348479454737044,0.629061135513398
4,1,1470,0.347298288934658,0.346847256759906,0.317367484252478
5,1,1475,0.412603170823734,0.255430957475033,0.107134431344992
6,1,1491,0.465209243084875,0.222889958085511,0.0375896175461054
7,1,21249,0.224246827413456,1.28741814066488,0.861821206030324
8,1,27243,0.0652473635193174,0.175603640140704,0.710443076853136
9,1,27272,0.111142675618636,0.172899125306812,0.520759485330917
10,1,27498,1.54052674458267,1.57767243388372,0.329507526370456
11,1,27561,0.663846170850241,1.19297040652614,0.578245655672184
12,1,27816,0.0546663896551899,0.176506351429902,0.756961626547809
13,1,27822,0.0558137435066364,0.176280938946377,0.751720520296002
14,1,27823,0.0348162500455196,0.179927948754404,0.846677862543083
15,1,27825,0.0651581827800004,0.176271855744322,0.711867938697522
16,1,27843,0.0520582940571865,0.16888431553558,0.758075257768942
17,1,27848,0.0520582940571865,0.16888431553558,0.758075257768942
18,1,28495,0.0646782507462075,0.168874694773246,0.701953613911722
19,1,28975,0.0854767917140813,0.167719020929231,0.610620193747876
20,1,29283,-0.737891341344199,0.37394827797511,0.0492474127420774
21,1,29752,0.147075762492488,0.391933462346298,0.707694738318753
22,1,29787,2.09619248912833,1.05485647313938,0.0476746634000712
23,1,30057,-0.190472246024776,0.343780576465893,0.579894200916496
24,1,30479,2.30763865264269,1.00024277994644,0.0216286402011392
25,1,30706,-0.0594529589238436,0.173246804866987,0.731675489471982
26,1,31435,-0.0761310884055252,0.167287114811981,0.649322557817308
27,1,35128,0.255540858971166,0.230238032418902,0.267798244271204
28,1,35129,-0.0462462159877362,0.231216942396232,0.84158619037996
29,1,36146,-0.221045870079173,0.166057072088382,0.184000705892031
30,1,37255,-0.37134788039034,0.335433549746595,0.269018177059802
31,1,37409,-0.133449658180205,0.16722264571629,0.425386237080314
32,1,37478,-0.123597402609977,0.167388087456543,0.460769150865532
33,1,39144,0.0496928682765817,0.166731904282173,0.765847557624403
34,1,41499,0.0116374258636455,0.166289191973324,0.944246773739756
35,1,45359,-0.217010200543801,0.279716125850635,0.438372965915054
36,1,45634,-0.369362466966222,0.256393997515941,0.150582674977652
37,1,51248,-0.0323918436136202,0.166989254912789,0.846306549141673
38,1,51462,-0.0546357723736557,0.167199319164399,0.74403528779338
39,1,52124,-0.00103161622344353,0.166998145405256,0.995074659800353
40,1,52667,-0.0306594952949202,0.166722531551233,0.854201155820753
41,1,55470,-0.0795105570876286,0.171215659555075,0.64265581255629
