SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,-0.0404164790114331,0.194085472914443,0.835161191049812
2,1,1035,0.0829474408623445,0.1961711312747,0.672675262951269
3,1,1074,0.126632328830468,0.331530840472056,0.702719059750024
4,1,1470,0.0428567994742206,0.330397333658722,0.896867448193826
5,1,1475,0.146393950317207,0.243749469901817,0.548497254244077
6,1,1491,0.13595851340364,0.213204613556135,0.524088711415353
7,1,21249,-1.66197831529396,1.22150494005802,0.174508567145671
8,1,27243,-0.0776245496817237,0.167023792522738,0.642395989459676
9,1,27272,-0.0326408111571325,0.16455662792819,0.842880645873658
10,1,27498,-0.613411623078552,1.50242498418859,0.68331490440236
11,1,27561,1.29229574638466,1.13322021338055,0.254903318719163
12,1,27816,0.11312132928533,0.167815761240071,0.500701312059554
13,1,27822,0.107673430769927,0.167612364269825,0.521033395656573
14,1,27823,0.1154963183853,0.171054357292799,0.499989184444264
15,1,27825,0.129597158954339,0.167568399528023,0.439804133207569
16,1,27843,0.0727366887850346,0.160625465744571,0.650946394454949
17,1,27848,0.0727366887850346,0.160625465744571,0.650946394454949
18,1,28495,0.0796272508261909,0.160618809948639,0.620377211888057
19,1,28975,0.0816318199039681,0.159541545242159,0.609205425503356
20,1,29283,-0.243790682838209,0.357437729368715,0.495654113412035
21,1,29752,-0.0261678519158188,0.372896808532235,0.944094496930999
22,1,29787,2.26231468300223,1.00181436091223,0.024542169712498
23,1,30057,-0.0718174252752037,0.32713965259381,0.826363011709367
24,1,30479,0.720192420551966,0.957856489769464,0.452624693617934
25,1,30706,-0.0517807942099303,0.164804737501034,0.7535586837352
26,1,31435,-0.0506130817972984,0.159155041342234,0.750664503756792
27,1,35128,0.372584762326962,0.218496705481699,0.0890333131362015
28,1,35129,0.127884028668062,0.219851263916837,0.561150614042399
29,1,36146,-0.136448635488971,0.158190430824764,0.388965396889248
30,1,37255,-0.223047448378737,0.31941264533028,0.485446224083966
31,1,37409,-0.0523466955371076,0.159188884507088,0.742476263225329
32,1,37478,-0.0585325140669975,0.159319673867331,0.71354801300048
33,1,39144,0.0306040298725067,0.158614611373535,0.847112343731387
34,1,41499,-0.0173340000656361,0.158180299641408,0.912801719364619
35,1,45359,-0.279233858084178,0.265890494874934,0.294352095303924
36,1,45634,-0.322292069478642,0.244007382268641,0.187413941502779
37,1,51248,-0.175942912259802,0.158580034065028,0.267974248599013
38,1,51462,-0.178851197009039,0.158786615111953,0.260777492973775
39,1,52124,-0.127638545646753,0.158710961054528,0.421811133363625
40,1,52667,-0.1853454575153,0.158294607303035,0.242433081946321
41,1,55470,-0.19440779121209,0.162588995269505,0.232615930507671
42,1,59265,-0.065526394916609,0.158483320835063,0.679521232461571
43,1,60165,-0.0771976348891341,0.15834860249902,0.62619462520047
44,1,62308,-0.0870693988065125,0.158159814314818,0.582314182609378
45,1,62869,-0.0959369419280788,0.158125396985801,0.54443051992424
46,1,65431,-0.0395620277354932,0.16521888656322,0.810893920138715
47,1,65451,-0.0102389281882144,0.162888535317951,0.94991476260469
48,1,65719,0.0277933951229166,0.169857064365778,0.870117533761584
49,1,66841,0.0242753350971325,0.158277109047833,0.878192270334749
50,1,66948,-0.0311253867932479,0.159245163510249,0.845148612420208
51,1,68621,-0.170532343964568,0.15856278950981,0.282890919381897
52,1,69417,-0.085311351607855,0.158336807593822,0.590366745327605
53,1,69820,-0.870370450333115,0.618097905607472,0.15996870202616
54,1,69821,-0.455109037292662,0.383817801047523,0.236521586791691
55,1,70906,-0.167471546794391,0.254297982525647,0.510604960959197
56,1,74327,-0.0857831553876583,0.159207327290054,0.590354748821342
57,1,74572,-0.0346256666624708,0.158838056909427,0.827560122709476
58,1,75211,-0.00151050159849445,0.158559160499349,0.992404510776695
59,1,76030,0.0150457604392819,0.158557158630786,0.924454680017796
60,1,80108,0.00680870620637347,0.158521276602682,0.965764582568768
61,1,81262,-0.0130437170774606,0.158460241203044,0.934442568294975
62,1,81999,-0.0575736184716289,0.15881918838189,0.717187541762186
