SNP,Chr,Pos,Effect,SE,FMP45_MEP1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.121946773089734,0.155369681091669,0.433049530290175
2,1,1035,-0.00869729011442838,0.157205726350417,0.955911435806094
3,1,1074,0.104139398311429,0.265609935330857,0.695238337850283
4,1,1470,-0.0856483280943179,0.264671800183092,0.746430990623511
5,1,1475,0.0728246557355456,0.195346294195883,0.709522729361192
6,1,1491,0.014410016886105,0.170909980958407,0.932854982251679
7,1,21249,-0.40321233599973,0.980962310751202,0.681294420373843
8,1,27243,-0.0365216027523549,0.133841429021773,0.785111030527158
9,1,27272,-0.06566729189508,0.131799002920962,0.618626467343791
10,1,27498,-0.979521747380057,1.20285413454753,0.416004195675474
11,1,27561,0.929534157062741,0.908227431710135,0.306791405581968
12,1,27816,-0.109789020145437,0.134408653449747,0.414576496941702
13,1,27822,-0.125477133969154,0.134198551349013,0.350421751717656
14,1,27823,-0.121745256059359,0.136979069542112,0.374722645945701
15,1,27825,-0.12622694436289,0.134196559334935,0.347546749904362
16,1,27843,-0.073951325089325,0.12866563994727,0.565822563964905
17,1,27848,-0.073951325089325,0.12866563994727,0.565822563964905
18,1,28495,-0.0408214298431627,0.128709577009376,0.751310285608237
19,1,28975,-0.047437269034948,0.127842511958104,0.710815276244475
20,1,29283,-0.266919840636045,0.286204975404164,0.351654800262362
21,1,29752,0.0243960757707251,0.298753353506011,0.934963695335524
22,1,29787,1.05206641066924,0.80645958329197,0.192896178519829
23,1,30057,-0.185555254544793,0.261926551677694,0.479149057635783
24,1,30479,0.537003720678143,0.767489024998306,0.484582289697279
25,1,30706,-0.122807293768742,0.131893364205208,0.352432760587024
26,1,31435,-0.11138353573574,0.127390791803662,0.382524714090647
27,1,35128,0.098026203700452,0.175695268887177,0.577243739376471
28,1,35129,-0.112733349651153,0.176120662746765,0.522528308579648
29,1,36146,-0.224242976424415,0.126308423590066,0.0766999410530053
30,1,37255,-0.0956919255683228,0.256030170069445,0.70881280744767
31,1,37409,-0.109610996415069,0.12742355943633,0.39025723572516
32,1,37478,-0.137311182564413,0.127457339561989,0.28207705133225
33,1,39144,-0.106030826817298,0.12695875327006,0.404192709418719
34,1,41499,-0.0760909437975229,0.126666889705703,0.548414042632389
35,1,45359,-0.270944103893881,0.212868341758157,0.203917874812435
36,1,45634,-0.0509798061854236,0.195955323908981,0.794891765791068
37,1,51248,-0.167135963793964,0.126959775792433,0.188877768065275
38,1,51462,-0.165817051697294,0.127137671374705,0.193004160151793
39,1,52124,-0.160204842420753,0.126985085639268,0.207924474000734
40,1,52667,-0.206848858082105,0.126589232826123,0.103146933713075
41,1,55470,-0.164126422518679,0.130232454820019,0.208408951223252
42,1,59265,-0.0471827642639426,0.12697814329758,0.710427191672027
43,1,60165,-0.0709297398244304,0.126850837472638,0.576408034099085
44,1,62308,-0.272260061112568,0.125936469916473,0.0312986168653698
45,1,62869,-0.251537717440405,0.126042480196141,0.0467391936029682
46,1,65431,-0.253660039250197,0.131689062119089,0.0548815782232788
47,1,65451,-0.219832643998927,0.129976715715384,0.0916576665677302
48,1,65719,-0.160088232087682,0.135822704502236,0.239329097322572
49,1,66841,-0.199033592712042,0.126367996021364,0.116144905037066
50,1,66948,-0.243187925958318,0.126931260166577,0.0561849856025268
51,1,68621,-0.294954610052496,0.126271715063328,0.0200572315107801
52,1,69417,-0.216862397817779,0.126381010020791,0.0870501642180764
53,1,69820,-0.584332336324806,0.495616100895716,0.23919146487928
54,1,69821,-0.541716052975599,0.306763444753628,0.0782756334606342
55,1,70906,0.0174723965642816,0.203859155719764,0.931746992906026
56,1,74327,-0.135964456012333,0.127399361078042,0.286597191164727
57,1,74572,-0.107865574846668,0.127135442146582,0.396773259963265
58,1,75211,-0.13231782537055,0.126837643801662,0.297566659790182
59,1,76030,-0.116818039095047,0.126880759486218,0.357840265505803
60,1,80108,-0.176293655869704,0.126655878868341,0.164825833239167
61,1,81262,-0.24264350021647,0.126296377331851,0.0555086364705569
62,1,81999,-0.267954680881483,0.126463363567397,0.0348025856493457
63,1,82431,-0.250595103234402,0.127169905581672,0.049556025065542
64,1,83284,-0.170019175045835,0.126614004676335,0.180194697696982
65,1,83613,-0.148118151423188,0.126677911764359,0.243091835979113
66,1,84112,-0.20182851292605,0.126481613090284,0.111447443674583
67,1,84701,-0.128747116605623,0.135754614277154,0.343584247508425
68,1,84858,-0.0827253623579993,0.127219053936716,0.515947764116661
69,1,85751,-0.151752342702804,0.127562991177059,0.234992661933111
70,1,87445,-0.119906643944943,0.127929551667653,0.349252009274901
71,1,87467,-0.182536852356146,0.128392130357293,0.155992266628449
72,1,89070,-0.186003529487218,0.127569763650178,0.145714916941012
73,1,89616,-0.142984747249032,0.127037254843288,0.261127483300198
74,1,89679,-0.166415099630969,0.126972555912177,0.190832040167387
75,1,89880,-0.15817139320739,0.127034722868028,0.213919568250132
