SNP,Chr,Pos,Effect,SE,ERV25_EMP47_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.157964596707021,0.208500964033223,0.449183667857709
2,1,1035,0.227459176042915,0.210605571272442,0.28086862293185
3,1,1074,0.252044957530167,0.356243643299364,0.479718144569942
4,1,1470,0.0199765926749631,0.355210751834315,0.955183465664615
5,1,1475,0.313501921071053,0.261652756020345,0.231658472621366
6,1,1491,0.603180151973212,0.22708609448311,0.00826188821732772
7,1,21249,0.0131375134908538,1.31665543332842,0.992044521606639
8,1,27243,-0.0723675831955195,0.179577721411225,0.687201350834518
9,1,27272,0.0707602790098494,0.176881463534217,0.689366447956851
10,1,27498,1.48607669657732,1.61367247746124,0.357716780401439
11,1,27561,-0.276759107283159,1.22045662371548,0.820736301107967
12,1,27816,0.0332326857821947,0.180522940864671,0.85404761064187
13,1,27822,0.0240819836868894,0.180297601240995,0.89382033009742
14,1,27823,0.0326010241900082,0.184007812179799,0.859474935219212
15,1,27825,0.0543704730393995,0.180278932630427,0.763141587195979
16,1,27843,0.0526580305633939,0.17271278807946,0.760631249066663
17,1,27848,0.0526580305633939,0.17271278807946,0.760631249066663
18,1,28495,0.0262360997641778,0.172732679662345,0.8793616844666
19,1,28975,0.0767339790985978,0.171535053732794,0.654906107305871
20,1,29283,-0.558210121323245,0.383378102511813,0.146273054602022
21,1,29752,-0.18512547317669,0.40077594539382,0.644424935172125
22,1,29787,1.57631280623388,1.08153391204202,0.145873257818101
23,1,30057,0.199001881852688,0.351566098746094,0.571723521749922
24,1,30479,1.51118066165801,1.02745409613863,0.142235713203335
25,1,30706,0.0393551709572211,0.177190825184304,0.82435969679344
26,1,31435,-0.0105832065692237,0.171128133480228,0.950722258195466
27,1,35128,0.72690770939069,0.232672384668727,0.00193064806048624
28,1,35129,0.225996026795215,0.236165028409025,0.339251879648614
29,1,36146,-0.121585029222343,0.170123610558899,0.475275205704301
30,1,37255,-0.0770310313526643,0.343607087871756,0.822744237955846
31,1,37409,-0.0341115972124485,0.171157517429154,0.842143265651683
32,1,37478,-0.0277364726535235,0.171307927980504,0.871469333556792
33,1,39144,0.0912947220392584,0.170463296396138,0.592594262731977
34,1,41499,0.117469543070946,0.16994454678128,0.489879858290769
35,1,45359,0.0781487138525776,0.28626978994222,0.785020739597523
36,1,45634,-0.292864331852543,0.262512747474289,0.265343933716906
37,1,51248,-0.154511013280316,0.170585254463944,0.365675392613097
