SNP,Chr,Pos,Effect,SE,SNA4_GTR2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.188474427830829,0.183007168311016,0.303774012216163
2,1,1035,0.0281158604465451,0.185280944150195,0.879473032622617
3,1,1074,0.318932075121289,0.312661499091912,0.30840072359137
4,1,1470,-0.316225526972415,0.311540051299722,0.310782095148095
5,1,1475,0.0442587343433569,0.230272780184852,0.847695023758665
6,1,1491,0.00940783546297164,0.201439730807004,0.96277636622977
7,1,21249,-0.981050505730867,1.15528134363936,0.396352471327933
8,1,27243,0.080259245382946,0.157707293598546,0.611131350240997
9,1,27272,0.132828535563478,0.155234959861728,0.392765605070131
10,1,27498,-0.993223003018333,1.41805676864537,0.484131845844506
11,1,27561,0.910507538748186,1.07094828239347,0.395796763902719
12,1,27816,-0.0533290218107283,0.158541280295113,0.736789399432054
13,1,27822,-0.0642711761112114,0.158328204131228,0.685035307166601
14,1,27823,-0.0655908682746517,0.161589428846282,0.685054195083222
15,1,27825,-0.0608736538092808,0.158332007837957,0.700862820530715
16,1,27843,-0.0597974200634653,0.151685754846101,0.693657337494424
17,1,27848,-0.0597974200634653,0.151685754846101,0.693657337494424
18,1,28495,-0.0523749035341171,0.151695986441669,0.730102835412172
19,1,28975,-0.033977688325438,0.150696574815405,0.821743458155196
20,1,29283,-0.121142032462862,0.337681355886716,0.719999140523015
21,1,29752,-0.137674704125598,0.352044454560724,0.695979998643161
22,1,29787,2.18444208644386,0.945679461190548,0.0214690293792607
23,1,30057,-0.166455296476359,0.308804800436832,0.590205392318793
24,1,30479,0.407148780723193,0.904947346913521,0.65304836908442
25,1,30706,-0.135238818274462,0.155476713342619,0.38498260232037
26,1,31435,-0.0983929212686117,0.150216871814758,0.51289061027867
27,1,35128,0.408580107338866,0.206025133052025,0.0481245325442627
28,1,35129,0.149103674493759,0.207548514072261,0.472983465169626
29,1,36146,-0.16164380526563,0.149285372394908,0.279643392995909
30,1,37255,-0.140870921671354,0.301729440922395,0.640874992048477
31,1,37409,-0.0671150332471835,0.150299138292132,0.655478845575358
32,1,37478,-0.0737697547776148,0.150419586204626,0.624136806640601
33,1,39144,-0.119152189863852,0.149649869219115,0.426447173663636
34,1,41499,-0.228457639595081,0.148872960885978,0.125782502737079
35,1,45359,-0.296657054106753,0.250970261205849,0.237985198340662
36,1,45634,0.00554449277481872,0.230979278078228,0.98086275281449
37,1,51248,-0.217177496949962,0.149558467051044,0.147355239658713
38,1,51462,-0.203417239399283,0.1498172073824,0.175404108531691
39,1,52124,-0.19707975800033,0.149637296261906,0.18867627296504
40,1,52667,-0.247777623386817,0.14918232104582,0.0976204630242867
41,1,55470,-0.243984817042294,0.153290734180941,0.112358996499474
42,1,59265,-0.0945387806447462,0.149603948942093,0.527843589571835
