SNP,Chr,Pos,Effect,SE,GTR1_SLM4_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.226739012556572,0.169815560539804,0.182668819042342
2,1,1035,0.169374189407358,0.171870028817262,0.325064139945127
3,1,1074,0.458392380952001,0.289822402901249,0.114629146321102
4,1,1470,-0.174739255594636,0.289650854085131,0.546712862980639
5,1,1475,-0.10977127762955,0.213823328500856,0.608011076004196
6,1,1491,-0.0111937097189343,0.187109610201173,0.952329389903962
7,1,21249,-0.278863032395188,1.07409145976013,0.79530293811269
8,1,27243,-0.0311539128934566,0.146532870226483,0.831756234597139
9,1,27272,0.0309136252900117,0.144332141419212,0.830527293365497
10,1,27498,-0.886779572847594,1.31725057472419,0.501257423395897
11,1,27561,0.423631900804619,0.995527231429043,0.670705861896902
12,1,27816,0.288704460274217,0.146483024272395,0.049515357507033
13,1,27822,0.30963219321343,0.146173512815057,0.0348521234878127
14,1,27823,0.28889465794557,0.149340021402126,0.053853459043104
15,1,27825,0.329577649432974,0.146049918730097,0.0246435876274095
16,1,27843,0.26376488979639,0.140225346875069,0.0607938307712217
17,1,27848,0.26376488979639,0.140225346875069,0.0607938307712217
18,1,28495,0.287187430064897,0.1400972299054,0.0411110773333379
19,1,28975,0.261490276771604,0.139293021472555,0.0613058983274292
20,1,29283,-0.149277246838302,0.313616377205532,0.63437824847891
21,1,29752,0.426030321281146,0.326285050402802,0.19250495739219
22,1,29787,1.08801261009505,0.883124201904753,0.218767576851064
23,1,30057,-0.0520500541618301,0.286942108047021,0.856161131454651
24,1,30479,1.69127253017543,0.835980876179142,0.0438161866413348
25,1,30706,0.171654428395539,0.144282332054181,0.234959155450523
26,1,31435,0.236191347325741,0.139048595366039,0.0902710915408434
27,1,35128,0.364160216664262,0.191453692696208,0.0579744458118188
28,1,35129,0.0787642700089455,0.192879531288781,0.683257048652427
29,1,36146,0.125210206094746,0.138735824985666,0.367402425825934
30,1,37255,0.122179563555507,0.2802765026722,0.663157529361699
31,1,37409,0.186727509216269,0.139292679053117,0.180931689736357
32,1,37478,0.187843461509832,0.13940878297364,0.17870625773663
33,1,39144,0.134199990441751,0.138945566659777,0.33478257093646
34,1,41499,0.0926612438276273,0.138655441859334,0.504388912610765
35,1,45359,-0.0882109386790519,0.233530782482454,0.705860241215962
36,1,45634,-0.141840384528452,0.214415495114922,0.508709715716925
37,1,51248,-0.153542946355051,0.139093812049635,0.270396891708221
38,1,51462,-0.109414553841042,0.139401030141368,0.433044162116906
39,1,52124,0.0331426204863437,0.139322513543918,0.812108949218386
40,1,52667,-0.0560796849791528,0.139078353817687,0.687027800043549
41,1,55470,-0.0629979924853349,0.142856809298354,0.659492383037865
42,1,59265,0.289158363877087,0.13818579818965,0.0371045372516068
43,1,60165,0.24214200109469,0.138336086383496,0.0809199184091477
44,1,62308,0.0981476084430282,0.138683984815235,0.479594296223621
45,1,62869,0.147498201892143,0.138542656673033,0.287766077021304
46,1,65431,0.226775727814924,0.14442261835578,0.117259113482567
47,1,65451,0.225461567841589,0.142366331462312,0.11416384198557
48,1,65719,0.336540591774278,0.14790748832706,0.0234841561708969
49,1,66841,0.163835809565826,0.138556172142216,0.237822854912297
50,1,66948,0.155995941989172,0.139435339291239,0.263999404020755
51,1,68621,-0.0338389119547592,0.139292274757314,0.808197165571243
52,1,69417,-0.00315196541825563,0.13893503190376,0.981913072049852
53,1,69820,-0.329618724492036,0.543374261766636,0.544496677189915
54,1,69821,-0.656468876279433,0.335503872397235,0.0511748222902587
55,1,70906,-0.142565104090625,0.223054036069458,0.523139532030861
56,1,74327,0.136978894715415,0.139508615148838,0.326837871908139
57,1,74572,0.0852343114272026,0.139253188837689,0.540877824767345
58,1,75211,0.148138764604321,0.138849397958733,0.286745004948582
59,1,76030,0.133741187900456,0.138890792221921,0.336245138692561
60,1,80108,-0.0457718780664515,0.139018856879173,0.742162434693556
61,1,81262,-0.015008459169906,0.138985341899389,0.914068216639818
62,1,81999,-0.0702139323743102,0.139276936444678,0.614483262315835
63,1,82431,-0.00235506418535672,0.1399865462662,0.98658692376348
64,1,83284,-0.00581358721037339,0.138967596919546,0.966654586116272
65,1,83613,0.0272428134154777,0.138945062396718,0.844669014774143
66,1,84112,0.0188772742934592,0.138964309243824,0.892023138067505
67,1,84701,0.060316366202752,0.148775901195236,0.685416189219419
68,1,84858,0.110193694931111,0.139236681312646,0.429234570340731
69,1,85751,0.0773758379424697,0.139872343252844,0.58048418480477
70,1,87445,0.091077135415687,0.140144954665297,0.516193649767398
71,1,87467,-0.0380823408304602,0.140948297389204,0.78717459325753
72,1,89070,0.0704757697483577,0.140030396921354,0.615074936396887
73,1,89616,0.090960859307089,0.139242925396771,0.514018434017316
74,1,89679,0.0583478523767814,0.139310097691439,0.675591933044167
75,1,89880,0.098011932780178,0.139282357657664,0.482088266906582
76,1,91472,0.0630599362925613,0.140374483311051,0.6535439577608
77,1,93789,-0.0506619153709673,0.138941778570473,0.715608238501638
78,1,94351,-0.0416459921061665,0.139316047915956,0.765168015088941
79,1,99148,-0.0217405682553019,0.138963123812323,0.875768967939581
80,1,101281,1.30010125932351,1.51827872777595,0.392413049917842
81,1,106011,0.0452149409218653,0.144810670672249,0.755046386946992
82,1,106800,0.0055096086139528,0.139155084084315,0.968439753931768
83,1,107970,0.0295575419524536,0.138734205874569,0.831409715216775
84,1,109000,-0.0463919827972061,0.138965702411453,0.738700301053894
85,1,112549,-0.109193586175232,0.138708601412493,0.431683835688736
86,1,112742,-0.0686094402924342,0.139323337697519,0.622709107745912
87,1,113050,0.0276376360199156,0.13912894735773,0.842652749353575
88,1,113135,-0.0319614329488288,0.138771908545301,0.817979406054326
89,1,114076,0.0167399164408843,0.138779474798104,0.904058734380121
90,1,114628,0.000779375943499916,0.139133423534909,0.995533722171411
91,1,116283,-0.0566317571187798,0.139874802385783,0.685814909548994
