SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.201098854398832,0.0882546135910636,0.0232863687563837
2,1,1035,0.207674295169446,0.0891915597751932,0.0204547055976744
3,1,1074,0.345766383483927,0.150761424542231,0.0224082210137874
4,1,1470,-0.0377022624359711,0.151320257613047,0.803385468732672
5,1,1475,0.0306040959974192,0.111688291302875,0.784234541826381
6,1,1491,0.0580189408897021,0.0976602816718979,0.552832829712806
7,1,21249,-0.789888412285199,0.559366188812986,0.158797539584016
8,1,27243,0.115663381206749,0.07627630787682,0.130319867611895
9,1,27272,0.0247511245808043,0.075363595971275,0.742786723194508
10,1,27498,-0.79967676235963,0.686992163200221,0.245199594185104
11,1,27561,0.0564225065674613,0.519988745967742,0.913655044581395
12,1,27816,0.0659511464910365,0.0768329813043161,0.391270495272902
13,1,27822,0.0678827515363916,0.076730353524323,0.376924809066889
14,1,27823,0.0421906074960534,0.0783654346212904,0.590652062560777
15,1,27825,0.067637723776287,0.0767309665046966,0.378651450478956
16,1,27843,0.0907786088447527,0.0734329247018918,0.217201972113233
17,1,27848,0.0907786088447527,0.0734329247018918,0.217201972113233
18,1,28495,0.134431532098495,0.0732442470474508,0.0672895160603403
19,1,28975,0.103603276390893,0.072892696707295,0.156108838806209
20,1,29283,0.104965054525016,0.163727661303825,0.521876682024277
21,1,29752,-0.343740308345083,0.169814218590636,0.0437008341602869
22,1,29787,-0.61986902092055,0.460978538641143,0.179591681944312
23,1,30057,0.227429913839616,0.149358365765106,0.128725838148925
24,1,30479,-0.281374858475451,0.438817081147122,0.521800919370181
25,1,30706,0.105427896705924,0.0752862750411245,0.162283843746098
26,1,31435,0.0796196912432454,0.0727840300855778,0.274737256237249
27,1,35128,-0.215553297295769,0.0998310323759299,0.0315092995685847
28,1,35129,-0.176994478929881,0.100304025887728,0.0784991308799115
29,1,36146,0.0494592798005622,0.0724835655118676,0.495464130518185
30,1,37255,0.299489295667255,0.14552933301358,0.0403305831003087
31,1,37409,0.140752945798635,0.0725376917192538,0.0531257062980631
32,1,37478,0.125494027117966,0.0726799312290074,0.0851023755291217
33,1,39144,0.11228780802836,0.0724069215346424,0.121848471632043
34,1,41499,0.160517414005221,0.0719461427815239,0.026303615258273
35,1,45359,-0.117212048632838,0.121814719668492,0.336599861513482
36,1,45634,-0.219831270932894,0.111424469940573,0.0492848325738544
37,1,51248,0.138462263864112,0.0723858339712665,0.0565778768267544
38,1,51462,0.115131439994652,0.0726005297987938,0.11367529531861
39,1,52124,0.12348255463917,0.0724625744956119,0.0892447653418386
40,1,52667,0.103610624267559,0.0724337878213929,0.153481518244
41,1,55470,0.151034978669056,0.0741860706148487,0.0425072312972412
42,1,59265,0.200376211914889,0.0718192224538516,0.00555681818867799
43,1,60165,0.197412775371563,0.0717870169005154,0.00626678219371064
44,1,62308,0.109054002027381,0.0722392917741439,0.132034524890388
45,1,62869,0.0953328932792949,0.0722851337312763,0.188075840140717
46,1,65431,0.0720007152885329,0.0755832970688557,0.341444142332283
47,1,65451,0.0992516162187488,0.0744200441270925,0.183172637505563
48,1,65719,0.0845028492048737,0.077671476320211,0.277358482576074
49,1,66841,0.063533365393359,0.0724182460693335,0.380914106829484
50,1,66948,0.0597928927283696,0.072872618368954,0.412477740807296
51,1,68621,0.0150336930595008,0.0727400738504728,0.836381357471969
52,1,69417,0.0188189878978592,0.0725449807789091,0.795469128552772
53,1,69820,-0.647612900654312,0.28179751150343,0.02213730253508
54,1,69821,-0.020441907875532,0.176144209761724,0.907677231469977
55,1,70906,-0.149957034403531,0.116272530328507,0.197998108241641
56,1,74327,-0.0649688672541742,0.0728687789731086,0.3732215772977
57,1,74572,-0.0696283283182796,0.0726621173468874,0.338593554638074
58,1,75211,-0.0545459657780838,0.0725658815601003,0.452747331760648
59,1,76030,-0.0904581775961942,0.072464165419615,0.212742670933765
60,1,80108,-0.190494851348259,0.0718953557682731,0.00842078516902606
61,1,81262,-0.156305657823736,0.0721009413536237,0.0308361514574014
62,1,81999,-0.143756969528314,0.0723531146964529,0.0477083384560591
63,1,82431,-0.0724031068311789,0.0729993266362952,0.321958595442321
64,1,83284,-0.0886167137657385,0.0724155890956222,0.221872440736229
65,1,83613,-0.0837181678710031,0.0724240875950371,0.248485939433492
66,1,84112,-0.124000800725755,0.0722682858907471,0.0870687739696308
67,1,84701,-0.112023625508287,0.0774797483803075,0.149108204014651
68,1,84858,-0.101777751161876,0.072571943410167,0.16166289003049
69,1,85751,-0.0821474399917339,0.0729420362978405,0.2608452279134
70,1,87445,-0.0719905724212302,0.073127114393659,0.325564636665991
71,1,87467,-0.100522663065984,0.0734160835732735,0.171801480657594
72,1,89070,-0.11463632208765,0.0728951651657692,0.116702896452979
73,1,89616,-0.0874211788057859,0.0726076254125714,0.229387795865777
74,1,89679,-0.12794614115117,0.0724464181489319,0.0782468113473673
75,1,89880,-0.106843610187135,0.0725617178132555,0.141790009926307
76,1,91472,-0.10132242300881,0.0731258890144884,0.166747255662066
77,1,93789,-0.079886868773106,0.0724443559673964,0.270893835225534
78,1,94351,-0.0496437441480446,0.0727120238577313,0.495216025026176
79,1,99148,-0.00688640558260853,0.0725681020863601,0.924451463850435
80,1,101281,-0.190206100514095,0.793603259135152,0.81072206725958
81,1,106011,-0.0577827581729258,0.0755679844079362,0.444993213404333
82,1,106800,-0.0184678525388673,0.072660266612682,0.799514417974227
83,1,107970,-0.0107859756327541,0.0724493543278575,0.881736431040957
84,1,109000,-0.0770703648727413,0.0724633005722328,0.288246972996302
85,1,112549,-0.100709677341421,0.0722987209666667,0.164506605133992
86,1,112742,-0.0896504325681192,0.072623014056941,0.217851515823188
87,1,113050,-0.0458370737968272,0.0726161950367187,0.528302676614693
88,1,113135,-0.0787884592202776,0.0723506774557183,0.276905471595815
89,1,114076,-0.107390727606011,0.0722463502596386,0.138052204689722
90,1,114628,-0.0998659494328668,0.0724607553876297,0.169012174629622
91,1,116283,-0.0518584291295481,0.073007390881426,0.477976248640201
92,1,126880,-1.83235756737721,1.36733243860128,0.18107587485084
93,1,127853,-0.0568627798244949,0.0728606885642038,0.435659907543581
94,1,128302,-0.0796669044895697,0.0725195504166351,0.272709781787099
95,1,128704,-0.0554864640859262,0.0726557242063333,0.445562002834982
96,1,128911,-0.076131201339944,0.0726107929908922,0.295133330656918
97,1,130267,-0.0258491261268318,0.0726762742703218,0.722296496125873
98,1,130271,-0.0243991091063654,0.072763980702358,0.737584021329543
99,1,130613,-0.00835258291302138,0.0734543068104215,0.909531317516048
100,1,132012,-0.0349103243734515,0.07327618093722,0.634069103768255
101,1,133231,-0.00602306121518509,0.0727788958027019,0.934090595793708
102,1,137074,-0.0514588440544562,0.0726244671013909,0.479064766078387
103,1,137304,-0.0410786813110762,0.0726684713558985,0.572236362406777
104,1,139686,-0.0593064314841382,0.0727284277107091,0.415364354072095
105,1,149562,-0.0463026271025118,0.0729213384285056,0.525861425963061
106,1,150447,-0.0457434760703115,0.0737321082494006,0.535394107455199
107,1,151446,-0.225822777812624,0.147717413821132,0.12722235493038
108,1,154084,-0.0513129837688664,0.0739497970056445,0.488207901901805
109,1,156633,-0.0646947601987136,0.0749356740880592,0.388538253962551
110,1,157269,-0.0472894696711172,0.0726135567130291,0.515309810681172
111,1,160054,-0.0733317243389321,0.0732435471334502,0.317414053629741
112,1,166222,-0.0704222395407826,0.0727084233130317,0.333429486111052
113,1,166416,-0.0575212694674427,0.0725926349630504,0.428668775333187
114,1,167326,-0.0755892589718204,0.0729592007921029,0.30088878912663
115,1,168836,-0.108801677808682,0.0724928379205079,0.134285397091362
116,1,171200,-0.0693922056350451,0.0727389702528007,0.340741816569633
117,1,171431,-0.0990544394911993,0.0730974963387652,0.176252105445234
118,1,173339,-0.0822360538956952,0.0725855957771906,0.25800299250367
119,1,173845,-0.0631991864722095,0.0725792593827946,0.384476451456821
120,1,175121,-0.03508780655945,0.072489053937899,0.628655629455386
121,1,175281,-0.0416168437005944,0.0725409308985454,0.566535116213735
122,1,175315,-0.0430386560675746,0.0725157232881307,0.553221377603693
123,1,175523,-0.0418499247766441,0.0729289623167969,0.566438089523151
124,1,175541,-0.042446913802506,0.0726300651624623,0.559306905550658
125,1,175653,-0.0585929742656591,0.0728283905029148,0.42162968672541
126,1,175805,-0.107903192979139,0.0768036552215074,0.16092365242173
127,1,175818,-0.106326721872526,0.0750355716380391,0.157359741427763
128,1,175856,-0.0571703082107335,0.074036036193517,0.440515198308954
129,1,175876,-0.0471070990250548,0.0729198787817633,0.518691475294294
130,1,175989,-0.0511571697079398,0.0731204678890589,0.484620054990157
131,1,176001,-0.0732303570742572,0.0734490730460977,0.31943667183691
132,1,176451,-0.0750216135769198,0.0743293753552293,0.313515821066027
133,1,177692,-0.0529093056166414,0.0724972220834899,0.465989428956339
134,1,178191,-0.057770236021601,0.0725588125627159,0.426459635183272
135,1,178224,-0.0529093056166414,0.0724972220834899,0.465989428956339
136,1,178960,-0.0777076772310504,0.0730143071267313,0.287929270404922
137,1,179139,-0.187417079553954,0.144600548836761,0.195787049280285
138,1,179139,-0.363542661799493,0.291279609188264,0.21282595221007
139,1,180955,-0.0123842234642804,0.0839822114796425,0.882851196805235
140,1,183802,-0.00710607500359114,0.0725600453326212,0.922040509125021
141,1,183954,-0.0399251287873276,0.0730583985722625,0.585079625618792
142,1,184450,-0.0447255435251452,0.0724102356641246,0.5371919327076
143,1,184641,-0.0639786117500284,0.0744798827455788,0.390920541166801
144,1,184718,-0.00115623843985161,0.0728609664169355,0.987347781456975
145,1,185296,0.0036534360362893,0.072551634676962,0.959866895026734
146,1,185438,-0.055483843065752,0.0724951979965152,0.44457747859148
147,1,185469,-0.055049108604829,0.0726009341498729,0.448811785845866
148,1,185503,-0.0625458647800512,0.0723956058523566,0.388204430686362
149,1,185705,-0.0749265238963625,0.0731734899956559,0.306556661992926
150,1,185749,-0.0759380432059953,0.0731705359872637,0.300062971934232
151,1,185806,-0.0444360443454066,0.0733418076453017,0.544986436988947
152,1,185879,-0.0740254997337557,0.0736291716130955,0.315401237457626
153,1,185916,-0.0674276106650233,0.0736135483947241,0.360309297411283
154,1,185941,-0.0838071034985243,0.0738875081957239,0.25745823346737
155,1,185954,-0.0751796888063906,0.0741302902178644,0.311202860578805
156,1,186055,-0.071134909271276,0.0726579832448203,0.328231807324233
157,1,186896,-0.0721533648208595,0.0738495962068991,0.329222754345767
158,1,187697,0.0458142074810013,0.150793277460298,0.761443051188498
159,1,189392,-0.0726566723878133,0.15155436043658,0.631943865719189
160,1,189416,-0.00695023041232368,0.146648481034664,0.962226162981885
161,1,190132,-0.0274008608735706,0.0728342533785356,0.706987944902353
162,1,190148,-0.0309665931453548,0.0728521822734975,0.671051475520861
163,1,190165,-0.0303285583456955,0.0734130356990663,0.679767880466423
164,1,190169,-0.028080563130279,0.0733239804694816,0.701975765415419
165,1,190933,0.0164185547368088,0.0727392256812095,0.821551359891784
166,1,192149,0.0306289385428323,0.0733210902593599,0.676393330039785
167,1,192302,0.0536676147211068,0.0967933352642742,0.579618128010811
168,1,192303,0.00618451997701541,0.0874307395436769,0.943647750630006
169,1,192305,0.0227679208321376,0.0908485594050851,0.802258359500615
170,1,192315,0.00649105706149555,0.103068237922684,0.949819470447108
171,1,192795,0.0113899595148821,0.0726042309686696,0.875431194856502
172,1,194020,-0.029749212858577,0.07646042053332,0.697451635123933
173,1,194187,0.00275500124545192,0.0726667669765579,0.969778631713135
174,1,194867,0.0162323275712505,0.0726222300016511,0.823262184884335
175,1,197325,0.0678297163466466,0.074311942488336,0.361986447384657
176,1,197392,0.0623472508756426,0.0752828108624008,0.408131648268152
177,1,198857,-0.291849488746228,0.347901610908901,0.402101481517397
178,1,206666,-0.129385950746275,0.0813899571258085,0.112796685422855
179,1,206675,-0.0472083723118892,0.106311530228818,0.657273506239877
180,1,223051,0.14866076507711,0.0837923877974385,0.0768992670072462
181,1,223059,0.10061136197301,0.0872322007597863,0.249537209814908
182,2,7366,0.0624076438889247,0.105283996587618,0.553724476307155
183,2,8180,0.0193130270056994,0.145022570247427,0.894132794621008
184,2,8187,-0.0151483270734474,0.150810836731448,0.920047370782047
185,2,8250,-0.0195819850225387,0.148578066576757,0.895220788757614
186,2,8253,-0.0196945493713017,0.148578024428979,0.894621969247574
187,2,8285,0.0956235164573873,0.0803933250279707,0.235063651156452
188,2,8302,0.0484730866742787,0.0753597823894009,0.520497528063501
189,2,8306,0.0484730866742787,0.0753597823894009,0.520497528063501
190,2,8314,0.0257321480494382,0.0738443654749752,0.727699016357693
191,2,8317,0.0354045745246886,0.0755179500008673,0.639485336946966
192,2,8328,0.0335590207801028,0.0751822818178855,0.655604596206543
193,2,8331,0.0318250798138172,0.0750430008319222,0.671757589238993
194,2,8498,0.0439198385921842,0.0737118419107505,0.551669619216206
195,2,8651,0.0233880328249754,0.0738074535709141,0.751522729019078
196,2,9418,0.0471587015217754,0.187721541669425,0.801793094945239
197,2,9812,0.0171507912779617,0.0742509502061232,0.817460947953136
198,2,9932,0.000141721900762004,0.0739638936786149,0.998472260089674
199,2,10135,0.00264689034596244,0.0736805042616893,0.971363352043632
200,2,11616,0.0213481752340692,0.0735936623794993,0.771924054329009
201,2,12133,-0.000975366321025462,0.0738950176868799,0.989476203542143
202,2,12194,0.00183519365575413,0.0741807162099306,0.980276729081523
203,2,12359,-0.00099438148137776,0.0739638751276694,0.989281037803871
204,2,13061,0.00454001077404209,0.0739580561434529,0.951086310366098
205,2,14298,-0.00827724833535481,0.0741904585343383,0.911229705730061
206,2,15222,0.00157459419680039,0.0749151963301814,0.983242889006079
207,2,17986,0.0252236223484669,0.0735901885392243,0.731984571735852
208,2,19770,0.00782940245089581,0.0741101438470048,0.915923637378313
209,2,19836,0.0200225464858337,0.0739000222322872,0.786594763303532
210,2,19851,0.01537430357617,0.0741195800703713,0.83579704468287
211,2,21595,0.0226451030274768,0.0738081098855634,0.759168516538579
212,2,22385,0.00162626649241404,0.0738877481810857,0.982452445187104
213,2,23441,0.0156505398136249,0.0746007868360009,0.833952178430177
214,2,24209,0.0247425567130837,0.0739794076325286,0.738237171319579
215,2,24341,0.0228427867614072,0.0741561741454829,0.758236459656083
216,2,26815,0.0153272250278227,0.0740727715101454,0.836190723740806
