SNP,Chr,Pos,Effect,SE,RET2_EMP70_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.142492270927524,0.0835463940779144,0.0889722030941765
2,1,1035,0.152162344824931,0.084420081793116,0.072328674877138
3,1,1074,0.277037041034909,0.142558450234246,0.0527717654917708
4,1,1470,-0.201527750914816,0.142399470704,0.157883166669359
5,1,1475,0.0520904584116333,0.105367150764959,0.621351735398084
6,1,1491,-0.0057717831745101,0.0922007097248144,0.950120297745364
7,1,21249,0.058911322401817,0.529314125101039,0.911443716975482
8,1,27243,0.0266796330167397,0.072196684005588,0.711946119310143
9,1,27272,-0.00959912818278108,0.0711243724740189,0.892718388670182
10,1,27498,-0.344141555405113,0.64925098932342,0.596404026223074
11,1,27561,0.242969292540048,0.49051467762979,0.620671572499735
12,1,27816,-0.0300866934697905,0.0725598564350942,0.678652540895743
13,1,27822,-0.0259227879301062,0.0724721489009906,0.7207867655564
14,1,27823,-0.0306718180139895,0.0739603075545252,0.678608705038901
15,1,27825,-0.025363311456001,0.0724727096957904,0.72656953931155
16,1,27843,0.000419319536790692,0.0694433324442404,0.995185575448818
17,1,27848,0.000419319536790692,0.0694433324442404,0.995185575448818
18,1,28495,0.00193490788656581,0.0694443840844497,0.977787404735787
19,1,28975,-0.0123045839497595,0.0689771550252952,0.85852188695805
20,1,29283,0.0718351537845048,0.154540945884109,0.642340315591464
21,1,29752,-0.170349008271786,0.160913861902161,0.29049000894867
22,1,29787,0.0719421889298806,0.436088983677183,0.869060961053478
23,1,30057,0.16402546519921,0.141131376555981,0.245931971698606
24,1,30479,-0.601922918986204,0.413081521785266,0.145963157093828
25,1,30706,0.027691383061613,0.0712241894697091,0.697664545095598
26,1,31435,-0.0225274956094706,0.0687870533342805,0.74348678298399
27,1,35128,-0.0665181147243397,0.0947574634087412,0.483152436498967
28,1,35129,-0.0372565908779676,0.0950457230466203,0.695305116476338
29,1,36146,-0.0225194411125047,0.0684322577824927,0.742293092891751
30,1,37255,0.148097453612848,0.137922089305183,0.283656461846543
31,1,37409,0.0689606854761622,0.0687148562707231,0.316269720280852
32,1,37478,0.0659282274974795,0.0687825187104603,0.338465363572646
33,1,39144,-0.0169267553770698,0.0685517680675754,0.805114207060999
34,1,41499,0.0763862001415076,0.068246531191948,0.263786579868696
35,1,45359,-0.284888927465186,0.114095492809491,0.0129822548504941
36,1,45634,-0.191315508041705,0.105230041044431,0.0699009963890665
37,1,51248,0.0347742217141392,0.0686335765800406,0.612706307152072
38,1,51462,0.0370532635799955,0.0687233380691593,0.590112440010018
39,1,52124,0.045439683187001,0.0686159184850293,0.508254406055853
40,1,52667,0.0501955825174957,0.0684964107301556,0.464154167489257
41,1,55470,0.0471515978671562,0.0703692473544411,0.503257810655729
42,1,59265,0.0752188471727088,0.0683968434881253,0.272194191398859
43,1,60165,0.0992723577369562,0.0682579413737437,0.146732083428587
44,1,62308,0.0893953071896133,0.0682211236520904,0.190920713990131
45,1,62869,0.0901103568812116,0.0682098482817137,0.187331899928297
46,1,65431,0.0781108310832888,0.0712931588868941,0.273988231014439
47,1,65451,0.0883481159884616,0.0702444652273806,0.209323139452502
48,1,65719,0.0793332374847788,0.0732943769899911,0.279817260314282
49,1,66841,0.0753734222759376,0.0682927530985637,0.270483280137262
50,1,66948,0.0702149079913642,0.0687287951693573,0.307659059326222
51,1,68621,0.0383118182019082,0.0686135683831118,0.576945141997211
52,1,69417,-0.0240769543864782,0.0684501439125934,0.725239836450517
53,1,69820,0.0365749496877861,0.267887359028659,0.891479289751128
54,1,69821,0.146857543184804,0.166034229428247,0.377027541256201
55,1,70906,-0.147654504319489,0.109695275375066,0.179152590585694
56,1,74327,-0.0483528263683785,0.0687904145104307,0.482580959273197
57,1,74572,-0.0104794872709209,0.0686530023720708,0.878766024732261
58,1,75211,-0.0335801827921864,0.0685068050425025,0.624316033979034
59,1,76030,-0.045622814820346,0.0684870813990471,0.50574896795695
60,1,80108,-0.132632997917032,0.0681492616361846,0.0524222811859424
61,1,81262,-0.159374386240201,0.0679606679255958,0.0195754008098204
62,1,81999,-0.0873131415260066,0.068497804938478,0.203259078148694
63,1,82431,-0.0856808444270937,0.0688293556396957,0.214020042094751
64,1,83284,-0.0888049981691659,0.068314986729293,0.194471645767387
65,1,83613,-0.0852215158546806,0.0683203530616172,0.213084706878532
66,1,84112,-0.0884078495303294,0.0683164459563891,0.1964792152657
67,1,84701,-0.109033404073994,0.0730983757015434,0.136697604736537
68,1,84858,-0.100393100061736,0.0684633700256456,0.143435895802838
69,1,85751,-0.0677124975853986,0.0688595822602577,0.32611278663703
70,1,87445,-0.0681597570018208,0.0690042975335512,0.323946243942844
71,1,87467,-0.0760381064036806,0.0693433327437596,0.273587696294138
72,1,89070,-0.0507629274673241,0.0689736985607566,0.462234585588678
73,1,89616,-0.0408705152565655,0.0686207973575401,0.551824443759677
74,1,89679,-0.0723295405336731,0.068555958157449,0.29212683807067
75,1,89880,-0.0736637650913966,0.0685693598356878,0.283423970544007
76,1,91472,-0.059826336851773,0.0691178573483123,0.387313942461285
77,1,93789,-0.0140019777354541,0.0684742498008108,0.838092122755496
78,1,94351,0.00747486029649137,0.0686573752750736,0.913365938399932
79,1,99148,0.0379297579480188,0.0684485408238992,0.579837065332885
80,1,101281,0.159741619028031,0.748880440464113,0.831210466558526
81,1,106011,0.0519132456289411,0.0713137332712301,0.467123223014103
82,1,106800,0.0615460932679207,0.0684923845885113,0.3694873157466
83,1,107970,0.0574809076277833,0.0682990367124858,0.400578070475651
84,1,109000,-0.011309713621628,0.0684853653076308,0.868927854535082
85,1,112549,-0.0409827409619623,0.0683756975228094,0.549306774902684
86,1,112742,-0.0786946042927607,0.0685491658674331,0.251744971727137
87,1,113050,-0.0700996288191836,0.0684598807634134,0.306559148148403
88,1,113135,-0.0761306548540774,0.068266695159414,0.265525636874882
89,1,114076,-0.0698458499001605,0.0682857278704505,0.307080647758174
90,1,114628,-0.0472763685256985,0.0685136604987327,0.490629749816064
91,1,116283,-0.0196544412878038,0.0689332375327517,0.775717233808138
92,1,126880,-1.69167557264962,1.29039619667238,0.190718803070763
93,1,127853,0.0206288090275652,0.0688040539623805,0.76449117475134
94,1,128302,-0.0274395898661747,0.0685329336948887,0.689114833347931
95,1,128704,-0.0182499364260202,0.0686098527874496,0.79039769147959
96,1,128911,-0.017151157849374,0.0686182507382497,0.802771116966642
97,1,130267,-0.00965938924708823,0.0685898668260073,0.888085971256846
98,1,130271,-0.0121991836017477,0.0686701334750602,0.859100499811604
99,1,130613,-0.00430716578408594,0.0693145714042522,0.950486990450416
100,1,132012,-0.0332043816933066,0.0691452411956519,0.631374018111659
101,1,133231,-0.0600860081025323,0.0686025075355709,0.381703197626377
102,1,137074,-0.0702200809514176,0.0684774191842466,0.305853694424212
103,1,137304,-0.0761711677273906,0.0684832754728517,0.266783527777894
104,1,139686,-0.0851935073246619,0.0685435094274464,0.214725428012089
105,1,149562,-0.0742462949978414,0.0687365406410725,0.280809450933438
106,1,150447,-0.0806926618708018,0.0694811320194136,0.246279906616564
107,1,151446,-0.270336813636494,0.139109080935695,0.0527691427823773
108,1,154084,-0.0936529767559753,0.0696506754404118,0.179614639557724
109,1,156633,-0.0820871009519424,0.0706511951936594,0.246075561330999
110,1,157269,-0.0608380008262662,0.0684849667628885,0.374962281717163
111,1,160054,-0.104125012943528,0.0689906274947821,0.132126061628439
112,1,166222,-0.126897387977677,0.0683681423927908,0.0642739436211823
113,1,166416,-0.112910708743551,0.0682975854216282,0.0991757854017065
114,1,167326,-0.090667061866265,0.0687820007161445,0.188298081143538
115,1,168836,-0.0997776195729536,0.0684185274445918,0.145635406881561
116,1,171200,-0.0850296014516765,0.068577923158434,0.215836864978002
117,1,171431,-0.0838747050686886,0.0690119215764314,0.225038963805901
118,1,173339,-0.0757956269701303,0.0684996641521989,0.269258920910208
119,1,173845,-0.0809695566376095,0.0684258971531868,0.237479659598507
120,1,175121,-0.0197533483788367,0.068417458747661,0.772966693151908
121,1,175281,-0.0309584188328312,0.0684638709446653,0.651412574698232
122,1,175315,-0.035984176924141,0.0684353435666617,0.599348462726244
123,1,175523,-0.0421720275128564,0.0688134435614743,0.540372941180659
124,1,175541,-0.0335661444132095,0.0685457728724734,0.624657811544433
125,1,175653,-0.0385926062571087,0.0687553495336667,0.574946925027497
126,1,175805,-0.0586940309663501,0.0726093923973225,0.419431742836321
127,1,175818,-0.0621749033669194,0.070929749046377,0.381316262823573
128,1,175856,-0.05524944438641,0.0698597360881583,0.42955526080546
129,1,175876,-0.0475555377797657,0.0688034999351148,0.48990730526273
130,1,175989,-0.0436865273377131,0.0690073192274141,0.527097232293837
131,1,176001,-0.0571302819951998,0.0693396204828275,0.410541485804071
132,1,176451,-0.0543756329962249,0.0701809070739434,0.438981008568155
133,1,177692,-0.0548382908176912,0.0683998927068888,0.423248134698171
134,1,178191,-0.0611111102969248,0.0684528833611776,0.372600823452165
135,1,178224,-0.0548382908176912,0.0683998927068888,0.423248134698171
136,1,178960,-0.0402972002586359,0.0689755966062729,0.559442762250224
137,1,179139,-0.0613017753419118,0.136734767696369,0.654192863781537
138,1,179139,-0.364867607936942,0.274780546682854,0.18508533063766
139,1,180955,-0.00790347359976229,0.0792494512165352,0.920616037961398
140,1,183802,0.00358204926848758,0.0684704938926125,0.958307114236805
141,1,183954,0.000364328805461708,0.0689692434483435,0.995788192533261
142,1,184450,0.0164986173805083,0.0683597383654981,0.809424053550452
