SNP,Chr,Pos,Effect,SE,ALO1_ADE17_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.0398341918851383,0.160184358772397,0.803755129391703
2,1,1035,0.0504504378375952,0.161928683914691,0.755559155716827
3,1,1074,0.101789642764301,0.273632070487293,0.710120103734755
4,1,1470,0.213649734640969,0.272462923233263,0.433482404793782
5,1,1475,0.290711970275949,0.200685909762895,0.148339270840665
6,1,1491,0.205677089619918,0.175729224986576,0.242621330398694
7,1,21249,0.326345819139263,1.01066061789446,0.746959529753513
8,1,27243,-0.0531997622757765,0.137866271680784,0.69981839585184
9,1,27272,0.0515449814989559,0.135796761006506,0.704489569760053
10,1,27498,-0.117194507401386,1.24030433803555,0.924774720815555
11,1,27561,0.945402881880691,0.935673121235761,0.312996388280512
12,1,27816,-0.0841199788558499,0.138523608064866,0.544068154698807
13,1,27822,-0.0878140291258215,0.138340862925884,0.525992452017472
14,1,27823,-0.0918670391554904,0.141186300522598,0.515676652064412
15,1,27825,-0.0905485146556415,0.13833586911669,0.513180175951109
16,1,27843,-0.0162441420777824,0.132607996964443,0.902574770429129
17,1,27848,-0.0162441420777824,0.132607996964443,0.902574770429129
18,1,28495,-0.0299047810265566,0.132603410393156,0.821704923257928
19,1,28975,-0.0467526810064101,0.131703015169301,0.722812333662652
20,1,29283,-0.186112492360244,0.29503950363326,0.528576002060867
21,1,29752,-0.0455777928217422,0.307763169316354,0.882353361067416
22,1,29787,1.54296178792866,0.828740003755273,0.063459803509358
23,1,30057,-0.316002477113743,0.269498999909521,0.241764864148979
24,1,30479,0.0563580321489194,0.791194472414053,0.943253786705451
25,1,30706,-0.0318437580352037,0.136030139443373,0.815048176181683
26,1,31435,-0.0635227096487094,0.131334003271778,0.628917858366805
27,1,35128,0.159955644092295,0.18087734598895,0.377118883301031
28,1,35129,-0.0195687779350138,0.181538314782915,0.914220182098734
29,1,36146,-0.137804645861159,0.130494113858561,0.291680382335254
30,1,37255,-0.0539950519911958,0.263793768916275,0.837934951069337
31,1,37409,-0.0368271732289102,0.131392134180012,0.779423455217983
32,1,37478,-0.0525858761126356,0.131489931787534,0.689454959838792
33,1,39144,-0.00869362829352005,0.130918740740441,0.94709316883285
34,1,41499,0.00117447243606672,0.130556401701685,0.992827488214699
35,1,45359,-0.359576401860978,0.218960613362792,0.101439739152836
36,1,45634,-0.291272089346948,0.201292563771363,0.148781905413734
37,1,51248,-0.0753617479072356,0.131050755384715,0.565618601254175
38,1,51462,-0.0752999804092961,0.13122872807774,0.566463728313298
39,1,52124,-0.0479237409475801,0.131087311473693,0.714892678152186
40,1,52667,-0.0719886132560149,0.130845912559891,0.582544875109245
41,1,55470,-0.0699031117661039,0.134412907959627,0.603346006030451
42,1,59265,0.135805296808565,0.130636146024177,0.299251664267176
43,1,60165,0.100198408601904,0.130628277404546,0.443564545068577
44,1,62308,-0.0184253022325996,0.130589630424854,0.887876836392679
45,1,62869,-0.0199368011808933,0.130572598886578,0.878731970382376
46,1,65431,0.0507563143404511,0.136347811889907,0.709925508540174
47,1,65451,0.0485333842568598,0.13441607426345,0.718264375827205
48,1,65719,0.112726210483288,0.140068495065296,0.421480571838785
49,1,66841,0.0859918087015848,0.130558250717529,0.510551796687534
50,1,66948,0.0589216703392307,0.131402776038281,0.654135992621772
51,1,68621,-0.0422944988079489,0.131064788792566,0.747114128617422
52,1,69417,0.0110673008604118,0.130735767908266,0.932584485820035
53,1,69820,-0.40945782049481,0.51111382522518,0.423607499094717
54,1,69821,-0.31838130179972,0.31696181130348,0.315836107271079
55,1,70906,0.0841071781885461,0.209966157874757,0.68897543520515
56,1,74327,-0.0554211318603505,0.131422778259648,0.673499876132963
57,1,74572,-0.0353712243551078,0.131092382787076,0.787457115270798
58,1,75211,-0.021373206944621,0.130861961483791,0.870354949767086
59,1,76030,-0.0906735921767679,0.130777888491211,0.488551899809956
60,1,80108,-0.067933100902726,0.130785992908608,0.603792127372828
61,1,81262,-0.117171926615166,0.130637727314557,0.370371509736826
62,1,81999,-0.104713833651358,0.130987384118994,0.424584947913613
63,1,82431,-0.148666429074441,0.131488650619157,0.258973916094542
64,1,83284,-0.12979954779077,0.130585349244243,0.320912254172291
65,1,83613,-0.0596676711397013,0.130714984407873,0.648331656151818
66,1,84112,-0.102383160327364,0.130654377384347,0.433789570132745
67,1,84701,-0.114949435898011,0.139896065327303,0.411815133624018
68,1,84858,-0.0221968408895086,0.13113171282889,0.865680173966911
69,1,85751,-0.096342100232112,0.131576160506974,0.464522924357418
70,1,87445,-0.0358000538834495,0.131940637883706,0.786292337367676
71,1,87467,-0.113205633385351,0.132508264255823,0.393502208951793
72,1,89070,-0.0864386217210537,0.13173468703619,0.512150651598116
73,1,89616,-0.0293372631099369,0.131096601449321,0.823055184751121
74,1,89679,-0.0595260213835241,0.131084220465391,0.650032213685473
75,1,89880,-0.0448040503027967,0.131134044988893,0.732805530325489
76,1,91472,-0.00985584841210146,0.132128225022135,0.940580749593619
77,1,93789,0.0409365348898815,0.130749814358205,0.754396746878894
78,1,94351,-0.0235318542469864,0.131106142981049,0.857658268985294
79,1,99148,0.039832658936396,0.13075078022966,0.760815558647335
80,1,101281,1.16737058413151,1.42882359261376,0.414470797282811
81,1,106011,0.00393008204044415,0.136284594073884,0.977010634785348
82,1,106800,-0.0452282697583223,0.130922228946379,0.729955054711002
83,1,107970,-0.0500956748984441,0.130529186968368,0.701365846350345
84,1,109000,-0.0681617954383394,0.13073617451911,0.602436637851155
85,1,112549,-0.11280731242091,0.130500402815087,0.387943571476421
86,1,112742,-0.0817023785153204,0.131075302927847,0.533474170905195
87,1,113050,-0.0949988873116842,0.130829119178584,0.468240536345176
88,1,113135,-0.0907090754176315,0.130504038785664,0.487470460578138
89,1,114076,0.0201206671280254,0.130588921615253,0.877637566940136
90,1,114628,0.0505306151739885,0.130896063848417,0.699702437600503
