SNP,Chr,Pos,Effect,SE,TPO1_TPO2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.164256444475607,0.198884903415916,0.409426050740492
2,1,1035,0.234833474884443,0.200866347705645,0.243150930993714
3,1,1074,0.336945210930555,0.339633368706928,0.321835548692172
4,1,1470,0.175689733542535,0.338752709325366,0.604338764267461
5,1,1475,0.355235650898553,0.249414937092576,0.155250049908043
6,1,1491,0.43797101307493,0.217554987879701,0.0448574763536802
7,1,21249,0.146744150969662,1.25609918126452,0.907064939546945
8,1,27243,0.112746873550945,0.171256082539191,0.510740776649901
9,1,27272,0.118217181952904,0.168670413191684,0.483841625226191
10,1,27498,0.490750349525147,1.54111213639028,0.750340207083044
11,1,27561,-0.0868501646991646,1.16442276718643,0.940586001098419
12,1,27816,0.113634714884135,0.172125586816631,0.509565713792223
13,1,27822,0.0980532454623194,0.171933726585325,0.568839248539048
14,1,27823,0.0983059923410146,0.175478020367423,0.575685917394545
15,1,27825,0.117941558605597,0.171898333356918,0.493092691846505
16,1,27843,0.0297302366896156,0.164786556461224,0.856929022711383
17,1,27848,0.0297302366896156,0.164786556461224,0.856929022711383
18,1,28495,0.049140480271665,0.16477606567117,0.765706261800709
19,1,28975,0.11767382451059,0.163575388646878,0.47237917175983
20,1,29283,-0.368075402682666,0.366325803729044,0.315692933408067
21,1,29752,-0.137331730474389,0.38239628611203,0.719709130696679
22,1,29787,1.88188838989568,1.03005270513357,0.0685466274533953
23,1,30057,-0.187843942561068,0.335406341897589,0.575801327927129
24,1,30479,0.689670566671428,0.982531183639135,0.483183804075924
25,1,30706,0.0250367346904502,0.169051182647192,0.882347221777565
26,1,31435,0.0238291708867935,0.163256616737483,0.884035142293388
27,1,35128,0.307013197172544,0.224429248498454,0.172190632828575
28,1,35129,-0.0580831264270296,0.225578405540567,0.79695418143391
29,1,36146,-0.10932956606719,0.162315425080825,0.501030337321454
30,1,37255,-0.0811495245111153,0.327804917332764,0.80462318105557
31,1,37409,-0.0478735928308648,0.163277997570162,0.769539307990396
32,1,37478,-0.0104360159733197,0.163437311869741,0.949123159067048
33,1,39144,0.156013580192781,0.16248039655952,0.33761208637765
34,1,41499,0.150554459387123,0.162043162914018,0.353471647788617
35,1,45359,0.0205168927402566,0.273135416752423,0.940164814169778
36,1,45634,-0.131639879725642,0.250787205123905,0.599977561459285
37,1,51248,0.142798314837396,0.162754379645354,0.380874080255409
38,1,51462,0.137267459654519,0.162989018785059,0.400252726378414
39,1,52124,0.147901207988864,0.162741469217531,0.364070045823116
40,1,52667,0.0311344059400168,0.162662185616214,0.848318106167541
41,1,55470,0.0900510274354706,0.167028820829145,0.590133798642891
42,1,59265,0.0103939714284363,0.162587621512257,0.949063399463478
43,1,60165,0.0423836750882189,0.162450037610537,0.794319578739857
44,1,62308,0.149457521920688,0.162091944990546,0.357130177699504
45,1,62869,0.118342760314382,0.162144343987219,0.465959473691071
46,1,65431,0.0329675657438574,0.169462252570501,0.845863238601065
47,1,65451,0.0505431125705871,0.16704671378099,0.762396753497586
48,1,65719,0.0712784254092707,0.174180041221771,0.682624422978846
49,1,66841,0.0326289506885288,0.162333825736006,0.840815050928479
50,1,66948,0.054971979982858,0.163313226656037,0.736615020393368
51,1,68621,-0.273005666721692,0.16224757367882,0.0933273487563555
52,1,69417,-0.159106669943771,0.162244845569303,0.327433147153918
53,1,69820,-1.05470344264478,0.633249923179666,0.0966921129859902
54,1,69821,-0.332525873540039,0.394050577378849,0.39931579301461
55,1,70906,-0.143666466894182,0.260870127719359,0.582173800471918
56,1,74327,-0.0339808716493445,0.163348911715153,0.835328391051988
57,1,74572,-0.0723855011809162,0.162878451523252,0.657015462512007
58,1,75211,-0.113780040487095,0.162514220698542,0.484311272835741
59,1,76030,-0.0198540050623518,0.162623581311716,0.902900660150274
60,1,80108,-0.0659993001717687,0.162550610686352,0.684971650074545
61,1,81262,0.0327631675020315,0.162517741185523,0.840347533544169
62,1,81999,-0.0723072126223557,0.162878550032748,0.657362806082179
63,1,82431,-0.0759826154489247,0.163645286042253,0.642709813295339
64,1,83284,-0.0976857587457096,0.162420868065687,0.547935655054984
65,1,83613,-0.0923767630356918,0.162411752287719,0.569866266207801
66,1,84112,-0.164650821906114,0.162267595095134,0.310950009311658
67,1,84701,-0.210913427856983,0.173651163601901,0.225337735306759
68,1,84858,-0.116957366036762,0.162843762887822,0.473097789757023
69,1,85751,-0.195563060979658,0.163301130225463,0.231891496854637
70,1,87445,-0.201885772989901,0.163625986453673,0.218089101882914
71,1,87467,-0.245998306474689,0.164316037444493,0.135259609886836
72,1,89070,-0.175509675136414,0.163538622752006,0.283914411964121
73,1,89616,-0.214121934679485,0.162524926112422,0.188535133953613
74,1,89679,-0.184380558969942,0.162648854461607,0.25772697568162
75,1,89880,-0.134869721793595,0.162827772691921,0.408062096683019
76,1,91472,-0.124941215103692,0.16406102025559,0.446835113342454
77,1,93789,-0.150550290136621,0.162306386438883,0.354265218811981
78,1,94351,-0.203396600881111,0.162571701144214,0.211719475023608
79,1,99148,-0.161762591555779,0.162275824195271,0.319526313466103
80,1,101281,0.477044551819852,1.77708162286794,0.78851539855685
81,1,106011,0.0034115655020589,0.169359624434526,0.983939950978369
82,1,106800,-0.139206829559315,0.162554494939823,0.392373973331604
83,1,107970,-0.123084901391594,0.162108854054974,0.448195885784886
84,1,109000,0.0277666852594263,0.162520377061823,0.864439217358751
85,1,112549,-0.00235429845922111,0.162343066614021,0.988437679717654
86,1,112742,0.00118905002814829,0.162975591563233,0.994182904609851
87,1,113050,0.0830745161102025,0.162641339801647,0.609821933317219
88,1,113135,0.0728632008835977,0.162240679304639,0.653631059390219
89,1,114076,0.141196468094042,0.16211292557143,0.384359189201258
90,1,114628,0.172153434368249,0.162439360248136,0.289959642216345
91,1,116283,0.174535044636648,0.163338538136028,0.286003617973669
92,1,126880,-2.65987543539432,3.06638436873366,0.386295429447561
93,1,127853,0.0981415862416046,0.163214311874708,0.548022777957205
94,1,128302,0.0905924902623786,0.162599149374377,0.577776462702914
95,1,128704,0.0564473547667299,0.162804833851596,0.729009829397425
96,1,128911,0.0921943707889503,0.162776628815826,0.571491453749557
97,1,130267,0.186539479822649,0.162470300346833,0.251686129055409
98,1,130271,0.191893132099279,0.162646208210663,0.238866580267416
99,1,130613,0.27411171326316,0.163841195919472,0.095206741444841
100,1,132012,-0.0739768961194712,0.164093108524181,0.652394136948158
101,1,133231,-0.219267098101831,0.162557217555376,0.178246246142058
102,1,137074,-0.17731649848278,0.162469942516456,0.275849914465225
103,1,137304,-0.253167458101311,0.162241785618745,0.119553600344182
104,1,139686,-0.214534101333107,0.162613929367738,0.1879289674856
105,1,149562,-0.216910499740464,0.162977823412035,0.184074213630431
