SNP,Chr,Pos,Effect,SE,HUG1_ALO1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.020656040443471,0.211463430852865,0.922240737660423
2,1,1035,0.150936026987988,0.213628715655072,0.480321977505151
3,1,1074,0.154416489289654,0.361179166836572,0.669250875920683
4,1,1470,0.323097345206904,0.359560670504451,0.36948400854086
5,1,1475,0.566420717184892,0.263981253113648,0.0325796426576377
6,1,1491,0.782250910100188,0.228657440829639,0.000696872496757044
7,1,21249,-0.20975459946038,1.33425017783699,0.875170922317893
8,1,27243,0.094816573010708,0.181955686853708,0.602625895607463
9,1,27272,0.0579336466101439,0.179265527712167,0.746756137311779
10,1,27498,1.73763254143641,1.6346423991087,0.288506472189218
11,1,27561,0.199459995566955,1.23685348539613,0.87197769556241
12,1,27816,0.0358328315573785,0.182940525240444,0.844823463435684
13,1,27822,0.0225693355229036,0.182713994459238,0.901763459012605
14,1,27823,0.0451870968477226,0.186466029393487,0.808661943501271
15,1,27825,0.0395204062080191,0.182705835210517,0.828874014603801
16,1,27843,0.0571952138024194,0.175023459278633,0.744023435718193
17,1,27848,0.0571952138024194,0.175023459278633,0.744023435718193
18,1,28495,0.0702937560542919,0.175012779452542,0.68818521170173
19,1,28975,0.100389637059447,0.17380052363393,0.563892906316028
20,1,29283,-0.549735354585723,0.388579682387351,0.158029132738542
21,1,29752,-0.26159255198906,0.406029836198915,0.51981923814805
22,1,29787,2.93953495897206,1.08812731699704,0.0072366224043957
23,1,30057,-0.0915595096496293,0.356404910070012,0.797407613065728
24,1,30479,1.21571576262672,1.04239966210896,0.244294063116498
25,1,30706,-0.0590548977720153,0.179549960437861,0.742422460552433
26,1,31435,-0.0165756621698819,0.173419696286589,0.923907435449066
27,1,35128,0.299366467369651,0.238495751841632,0.210226432683938
28,1,35129,0.0625586728947325,0.239616389729682,0.794184266110964
29,1,36146,-0.0714359894702539,0.172485802901961,0.679011570003767
30,1,37255,-0.199721389618574,0.348073426249658,0.566474654563934
31,1,37409,-0.0390249590478624,0.173448100352347,0.822113335754806
32,1,37478,-0.0138095169591002,0.173608094495799,0.936644850390489
33,1,39144,0.0838828631987084,0.172759745155856,0.627590066513459
34,1,41499,0.0325267986162673,0.172329372441185,0.85039891291211
35,1,45359,-0.352718064474411,0.289528007604635,0.223941836931394
36,1,45634,-0.474034054757306,0.265301602115207,0.0748319885056349
37,1,51248,-0.0483627516940562,0.173052475766568,0.780048821952398
38,1,51462,-0.059694673669172,0.173277179003869,0.730672468510195
39,1,52124,-0.0123223122634334,0.17307037633872,0.943280273719939
40,1,52667,-0.0389349778629592,0.172781821559507,0.821843732009341
41,1,55470,-0.167576824799388,0.177272464994482,0.345148976350464
42,1,59265,-0.0334797490778327,0.172697884570378,0.846394576655627
43,1,60165,-0.0644881640803236,0.17254243220649,0.708812840483174
44,1,62308,-0.0025637078653605,0.17238671790791,0.988142826670339
45,1,62869,-0.0595038549597911,0.172336022076877,0.730090957418821
46,1,65431,0.00629801958732601,0.180017881237927,0.972111059850001
47,1,65451,0.0376367694286481,0.177454378163434,0.83215716211109
48,1,65719,0.0250993680957636,0.18505899849533,0.892191881355764
49,1,66841,-0.035217224611679,0.172436167356241,0.838288808891164
50,1,66948,-0.0100040525836701,0.173503861489549,0.954052906722145
51,1,68621,-0.285844287590132,0.17236451417506,0.0981308994405062
52,1,69417,-0.16343435798755,0.172357198976657,0.34366079370959
53,1,69820,-0.78833515633529,0.673992572344788,0.242931136570292
54,1,69821,-0.148446040844481,0.418921351200061,0.723285927461408
55,1,70906,-0.0663149436524311,0.277201631342708,0.811066084685484
56,1,74327,-0.0775772110402632,0.173476249833556,0.655010616530868
57,1,74572,-0.0690767556743419,0.173024344332742,0.689964109042446
58,1,75211,-0.178974111833132,0.172485081333525,0.300156852909029
59,1,76030,0.0315390841118058,0.172739766263777,0.855231219092115
60,1,80108,0.0389221889577769,0.172694652683312,0.821812883658548
61,1,81262,0.137914954227141,0.172485662498165,0.424495684010088
62,1,81999,0.122596745133115,0.172940345816867,0.478856824668495
63,1,82431,0.101815844834763,0.173798173336206,0.558365427310837
64,1,83284,0.145069534629855,0.172444545883023,0.4007755816235
65,1,83613,0.161188680208563,0.172384947658332,0.350401326108258
66,1,84112,0.151516122827715,0.1724288406029,0.380152565047717
67,1,84701,0.0898550262240175,0.184781295907788,0.62707201954943
68,1,84858,0.132514958894156,0.172960753513348,0.44409536448243
69,1,85751,0.092316929626074,0.173746541406251,0.595523570767372
70,1,87445,0.0594218088016128,0.174154724084276,0.73315508454674
