SNP,Chr,Pos,Effect,SE,FMP45_MID2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.144239063372905,0.157846794067901,0.361450108042193
2,1,1035,0.133077646684397,0.159605159043842,0.404961543403483
3,1,1074,0.0385038264814597,0.269979174194175,0.886673433708626
4,1,1470,0.13231406877224,0.268922495754824,0.623014128613598
5,1,1475,-0.0995059060105987,0.198490638745887,0.616463446033009
6,1,1491,-0.0117184427194787,0.173689240601443,0.946247438713377
7,1,21249,-1.29270807846339,0.994772611673534,0.194620040698184
8,1,27243,0.0638185253611527,0.135989334111971,0.639151607155753
9,1,27272,0.0542669413569459,0.133957725660971,0.685645736980741
10,1,27498,-1.33959107500182,1.22147847850966,0.273521704254531
11,1,27561,0.754923468219066,0.923487963511289,0.414211432663304
12,1,27816,0.0935500727366448,0.136632183164758,0.493991703325767
13,1,27822,0.095304693209186,0.13645485837887,0.485365760488458
14,1,27823,0.117152177607809,0.139222163733057,0.40065072672547
15,1,27825,0.0825572504462017,0.136478391251979,0.545626922217434
16,1,27843,0.0676146755545852,0.130769126703773,0.60544240324057
17,1,27848,0.0676146755545852,0.130769126703773,0.60544240324057
18,1,28495,0.0678319500445549,0.130770926943268,0.604289259130335
19,1,28975,0.0599345409567701,0.129907131910336,0.644821259250424
20,1,29283,-0.501753438489071,0.289989075783047,0.0844597023203982
21,1,29752,-0.150470312222571,0.303507665807563,0.620364466280826
22,1,29787,1.69198485391946,0.816593418600319,0.0389907736235069
23,1,30057,-0.0417953971054725,0.266364780460976,0.875405189550633
24,1,30479,0.404252947962235,0.780210798439685,0.604690078805661
25,1,30706,-0.0419436866222675,0.134183595742538,0.754781076740081
26,1,31435,0.0265336032431455,0.12959430857986,0.83789046799007
27,1,35128,0.180355824922254,0.178372292136771,0.312651465204918
28,1,35129,0.171047840991413,0.178856298409748,0.339553812158615
29,1,36146,-0.0801822340932948,0.128863072040057,0.534193537276521
30,1,37255,-0.0994968220022461,0.260190263923662,0.702394632209221
31,1,37409,-0.0513620595406389,0.129602018801348,0.692118738771092
32,1,37478,-0.0457337943907702,0.129719446704077,0.724629277240633
33,1,39144,-0.104664479300449,0.129030036965382,0.417818260340574
34,1,41499,-0.096873478983619,0.128688751843605,0.452087754423655
35,1,45359,-0.237538751575959,0.216456061813465,0.273214845438086
36,1,45634,-0.302960770138998,0.198506377479743,0.127855093541975
37,1,51248,-0.258701272194118,0.128605188057113,0.0450224354035426
38,1,51462,-0.243177129539938,0.128867240397223,0.0599757946597828
39,1,52124,-0.284323349919379,0.128451857169493,0.0275047050948029
40,1,52667,-0.342782520877951,0.127837588531544,0.00767596565634772
41,1,55470,-0.30963590616746,0.131619415869633,0.0191956563187727
42,1,59265,-0.0778791153588813,0.129001192602279,0.546425208335953
43,1,60165,-0.117638979978252,0.128818161077894,0.361751528206059
44,1,62308,-0.143492010214789,0.128601819438467,0.265273055259603
45,1,62869,-0.1711119586624,0.128489857668216,0.183812882737979
46,1,65431,-0.119989093139486,0.134379857145888,0.37251377264249
47,1,65451,-0.136644778065135,0.132424415657161,0.302839476167353
48,1,65719,-0.0764757011415094,0.138242323238407,0.580476405973322
49,1,66841,-0.104779667666421,0.128752203525532,0.416303132751081
50,1,66948,-0.101505010057497,0.129551234849914,0.433851595287101
51,1,68621,-0.287003459081133,0.128407149144325,0.0260354757444395
52,1,69417,-0.157180761448632,0.128698618141591,0.222784148464415
53,1,69820,-0.799775914988062,0.502865996455273,0.11263181619463
54,1,69821,-0.535960554359435,0.311822640886126,0.0865276380524013
55,1,70906,0.0650648346586253,0.207146679638021,0.753630403910939
56,1,74327,-0.1402981827221,0.129464133421497,0.279244643924126
57,1,74572,-0.157551320285534,0.129061924948102,0.222998474810965
58,1,75211,-0.100210317744104,0.128988068714696,0.437740399770295
59,1,76030,-0.0422465120338167,0.129078711524299,0.743640562649699
60,1,80108,-0.278922612291815,0.12821115007797,0.0302560991594201
61,1,81262,-0.259026047158973,0.128280267448483,0.0442198078578997
62,1,81999,-0.303984320048251,0.128318058915329,0.0183743334073728
63,1,82431,-0.338253681989696,0.1286931062666,0.0089541252476867
64,1,83284,-0.158969411483462,0.128722915247079,0.217661669307476
65,1,83613,-0.135825485631645,0.128783731113546,0.292293521844281
66,1,84112,-0.166488959797534,0.128695983032366,0.196628409125078
67,1,84701,-0.175613472267435,0.137820751418731,0.203424926225942
68,1,84858,-0.0944467945250227,0.129267067874815,0.465487949017096
69,1,85751,-0.212922985065871,0.129401192188595,0.100767453129858
70,1,87445,-0.147933641093436,0.129932739704478,0.255667090592141
71,1,87467,-0.231545304195053,0.130270903669812,0.0763610987078987
72,1,89070,-0.225652008211269,0.129477737762844,0.0822417654122751
73,1,89616,-0.155171824933739,0.129070091304426,0.230080601287706
74,1,89679,-0.198394940518565,0.128918705621991,0.124720902162778
75,1,89880,-0.173264181492553,0.129054142304325,0.180274057786762
76,1,91472,-0.139019551230522,0.130133407303716,0.28612202357494
77,1,93789,-0.0821944053901852,0.128926491987026,0.524193471876766
78,1,94351,-0.150215611354648,0.129092853024938,0.245362119501258
79,1,99148,-0.0735607798629442,0.128941264826963,0.568702688549982
80,1,101281,2.41572909132934,1.40497462939346,0.0864161103425584
81,1,106011,-0.0727993876389557,0.134387076367196,0.588357153177602
82,1,106800,-0.0922953619717307,0.129081260089052,0.475070831583261
83,1,107970,-0.0580487340857592,0.128754937723489,0.652376871846551
84,1,109000,-0.100902549986017,0.128907153109996,0.434296553465364
85,1,112549,-0.159149982287586,0.1285942398789,0.216681924875316
86,1,112742,-0.0994727011592166,0.129266639449403,0.442101864495725
87,1,113050,-0.137880932044407,0.128948711809695,0.285678841552451
88,1,113135,-0.14056034186968,0.128610991055818,0.27517824515157
89,1,114076,-0.0436289903180193,0.128807469245803,0.735026009329401
90,1,114628,-0.0132097429988686,0.129152398705601,0.91859228566762
91,1,116283,-0.0852765654548948,0.129793319610278,0.511597373698083
92,1,126880,-4.84916440725963,2.42307576930101,0.0461312676694288
93,1,127853,-0.00330046718319141,0.129630728147141,0.979702016537154
94,1,128302,0.0248143040417405,0.129126161144393,0.847718758619704
95,1,128704,0.0159628790473374,0.129258665364593,0.901784927314231
96,1,128911,0.0489992955316365,0.129249454928795,0.704836785808473
97,1,130267,-0.00998312236107735,0.129213392510398,0.938459894359678
98,1,130271,-0.0111116334728367,0.129366493812364,0.931600435388995
99,1,130613,0.0246259203662202,0.130570202850604,0.850512431515791
100,1,132012,-0.153526934678825,0.130043141951659,0.238562649900981
101,1,133231,-0.184689109128447,0.129001029593,0.153118178314806
102,1,137074,-0.184522149548601,0.12881717527948,0.152904470499182
103,1,137304,-0.203559384853171,0.128780977135721,0.114850582183515
104,1,139686,-0.13611954701917,0.129202792600365,0.292816863206142
105,1,149562,-0.156404530855985,0.129433554053411,0.227711132322068
106,1,150447,-0.131305177678577,0.130953301900663,0.316698709535114
107,1,151446,-0.302554110214235,0.262961722570899,0.250690733704655
108,1,154084,-0.118877603829593,0.131392551458124,0.366214129445581
109,1,156633,-0.143721683106622,0.133128678488162,0.281070923330934
110,1,157269,-0.163398677777491,0.128864235951107,0.205636879571909
111,1,160054,-0.115538545705181,0.130239370691341,0.37561583835102
112,1,166222,-0.090943386075521,0.129329562958095,0.482400230791262
113,1,166416,-0.0874103166574912,0.12907355102668,0.498714237969479
114,1,167326,-0.125123822343093,0.129720475638315,0.335423082110111
115,1,168836,-0.131134544469385,0.129087212616799,0.310391781838077
116,1,171200,-0.103439780730375,0.129352251723848,0.424436816815519
117,1,171431,-0.192284247745753,0.129875038130985,0.139623083398025
118,1,173339,-0.146223126109315,0.12903002317536,0.257878848497672
119,1,173845,-0.152282972246668,0.128902800147382,0.238247759516073
120,1,175121,-0.172144307771801,0.128575245038047,0.181477660670815
121,1,175281,-0.156708487564313,0.128740946411902,0.224326452929534
122,1,175315,-0.168449327919808,0.128658227312368,0.191291928090256
123,1,175523,-0.158453935322982,0.129426492449702,0.221664020914545
124,1,175541,-0.163037602118365,0.128879835472371,0.206692958174462
125,1,175653,-0.183448991696728,0.129211995759338,0.156562386999837
126,1,175805,-0.170568651080085,0.136608124599193,0.212639530520464
127,1,175818,-0.224513557151209,0.133229290768649,0.0928401868814488
128,1,175856,-0.179566736208543,0.131372405596385,0.172541317236322
129,1,175876,-0.158597321540176,0.129425994931149,0.22124526532314
130,1,175989,-0.161839473642773,0.129785499362902,0.213232826864001
