SNP,Chr,Pos,Effect,SE,HNM1_RBD2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.258903028937041,0.136970680910023,0.0595491433493056
2,1,1035,0.180997603752014,0.138834293665895,0.193187081532455
3,1,1074,0.293316967528922,0.234665599369218,0.212150971061421
4,1,1470,0.0425011702630771,0.23432647726276,0.856176649928052
5,1,1475,0.0236708468909783,0.17296118471353,0.891222313973256
6,1,1491,0.0664029724598605,0.151259548381459,0.660929972486246
7,1,21249,-0.479298607328416,0.868237152649838,0.581272659828681
8,1,27243,-0.00431906371482338,0.118496375527841,0.970945018278063
9,1,27272,0.00292619453688792,0.116716944550572,0.98001260706822
10,1,27498,-1.20248881935954,1.06391177266839,0.259137264530699
11,1,27561,1.01750464313436,0.80338370202023,0.206160656566388
12,1,27816,-0.118130169239714,0.118932560154025,0.321266832117774
13,1,27822,-0.119144012324518,0.118778109967706,0.3165090861098
14,1,27823,-0.11734072524108,0.121236568564891,0.333774054023457
15,1,27825,-0.111015531730115,0.118800417753711,0.350699824214573
16,1,27843,-0.0365116417286582,0.113938910249121,0.748817379377794
17,1,27848,-0.0365116417286582,0.113938910249121,0.748817379377794
18,1,28495,-0.0299976538719908,0.11394614128078,0.792502481484327
19,1,28975,-0.0544323365502895,0.113158506160891,0.63079507359212
20,1,29283,-0.164318292620397,0.253526189027478,0.517321291621422
21,1,29752,-0.446626601827652,0.263405609018238,0.0908462446850778
22,1,29787,1.45508622744248,0.71144017879892,0.0415693748080268
23,1,30057,0.0926047949325799,0.231984809201721,0.689998476936224
24,1,30479,0.394431814626499,0.679572051221581,0.562007092241189
25,1,30706,-0.0687455084920468,0.1168455820602,0.556677011623237
26,1,31435,-0.0533153057803453,0.112860009284693,0.636931718117836
27,1,35128,-0.0239034288102369,0.155598883057924,0.877995484669165
28,1,35129,-0.177690572379349,0.155715618300247,0.254592553364417
29,1,36146,-0.158627652890678,0.111995753805938,0.157548421990517
30,1,37255,0.0527848271558815,0.226680011218337,0.816004667912926
31,1,37409,-0.0505905734161843,0.112888695390084,0.654323037241319
32,1,37478,-0.079903245968808,0.11293783092886,0.479724117915107
33,1,39144,-0.131889528125359,0.112282926832194,0.240939407336302
