SNP,Chr,Pos,Effect,SE,HNM1_RBD2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.168455544740082,0.0919034599829685,0.0676502702938677
2,1,1035,0.128727752878712,0.0930981943956418,0.167628045855771
3,1,1074,0.0570364567986879,0.157725664095966,0.71785378073847
4,1,1470,0.00714074344685489,0.157186318437899,0.963791428267171
5,1,1475,-0.02460714268563,0.116013067910831,0.832146252468482
6,1,1491,-0.0923872953642869,0.10136904710438,0.362708964691477
7,1,21249,-0.353285204833117,0.582336316053796,0.544460775782522
8,1,27243,0.109358013902349,0.0792707038821866,0.168598058185461
9,1,27272,0.0901281686390956,0.0781433344263244,0.249538941195525
10,1,27498,-0.171191866521626,0.714873450170646,0.810878923522493
11,1,27561,0.01965626357822,0.540108643901104,0.970989434370146
12,1,27816,-0.0342903932252507,0.0798670870864851,0.667935385285946
13,1,27822,-0.0346643741933839,0.079765068042247,0.664132200615591
14,1,27823,-0.0662335722034854,0.0813534875530732,0.416110487010248
15,1,27825,-0.0424903432789707,0.0797543451395627,0.594531307193439
16,1,27843,0.0106016851456592,0.0764359731117248,0.889766146505403
17,1,27848,0.0106016851456592,0.0764359731117248,0.889766146505403
18,1,28495,0.0463482406923104,0.0763994774966231,0.544468842852794
19,1,28975,-0.000708489127913978,0.0759283312673264,0.992560298636616
20,1,29283,0.169354529706294,0.169920311156457,0.319607264391659
21,1,29752,-0.609380877135676,0.174412831203182,0.00053657475182039
22,1,29787,-0.201377889610795,0.479913125732797,0.675023289489494
23,1,30057,0.32129768799726,0.154701535361526,0.038534812574779
24,1,30479,-0.439546050151961,0.455454378128204,0.335169660788113
25,1,30706,0.0263744132576613,0.0784025046058632,0.736770952657686
26,1,31435,0.0249107825805121,0.0757155625490052,0.74234717505869
27,1,35128,-0.228299614583845,0.103665015732436,0.0282914371594805
28,1,35129,-0.152300669948312,0.104327578945963,0.145225781383185
29,1,36146,-0.0619064285928839,0.0752646003628659,0.411337851840543
30,1,37255,0.0203116993162853,0.152058259499944,0.893812082554436
31,1,37409,0.00791106205430168,0.0757428537075466,0.916874486531676
32,1,37478,-0.0275444712041127,0.075794959702333,0.716517889588816
33,1,39144,-0.0267689491638804,0.0754497490615485,0.722957470913299
34,1,41499,0.0497795600987415,0.0752072265872204,0.508468038401917
35,1,45359,-0.322739257280204,0.125522108653433,0.0105443326180264
36,1,45634,-0.155680280293668,0.116075054527523,0.180716644737497
37,1,51248,0.0319464386912926,0.0755550672750618,0.672681679133833
38,1,51462,0.033331707804729,0.0756558794390193,0.659794023414941
39,1,52124,0.00887600931520057,0.0755727209729511,0.906570331819669
40,1,52667,0.00804775358209074,0.0754518639101611,0.915118698829127
41,1,55470,0.0153786941633346,0.0775021511185884,0.842823458182645
42,1,59265,0.0731599080376204,0.075314421037609,0.332017697388923
43,1,60165,0.067080367974919,0.0752734013185637,0.37345230844768
44,1,62308,0.0205393517376856,0.0752672107608249,0.785100583467288
45,1,62869,0.0346504071543299,0.075243096462426,0.645431760904553
46,1,65431,0.0495643821716664,0.0785632400878081,0.528523863345332
47,1,65451,0.077130151383395,0.0773841146173254,0.319584071528944
48,1,65719,0.0223937188736334,0.0808019734742479,0.781832359066157
49,1,66841,0.0546020162824122,0.0752450657220178,0.468530627395184
50,1,66948,0.038547375227554,0.0757355144982899,0.61108872970873
