SNP,Chr,Pos,Effect,SE,ERV25_ORM2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.209666138909149,0.128920351695179,0.104773280747201
2,1,1035,0.193241581818474,0.130413133723037,0.139294998798881
3,1,1074,0.257243238966902,0.220648963714405,0.244462858428765
4,1,1470,0.5896736877542,0.218029887960076,0.00717099374933538
5,1,1475,0.246730229815089,0.162056683809649,0.128780784987122
6,1,1491,0.0249031639852804,0.142216660437453,0.861095780022052
7,1,21249,-0.0135152203852784,0.816495127726699,0.986802789794314
8,1,27243,0.244513679687707,0.110623962614007,0.0277243178317416
9,1,27272,0.132012150630807,0.109488847258336,0.228735638402512
10,1,27498,-1.69957975769937,0.997793281517232,0.0893848802822835
11,1,27561,0.850750368448628,0.755539179565663,0.260923031901737
12,1,27816,-0.133352256668671,0.111727547171769,0.233456101584636
13,1,27822,-0.119481397833512,0.111629480540646,0.285197992275062
14,1,27823,-0.128475337993086,0.11390846645605,0.26013566077633
15,1,27825,-0.123462452969332,0.11161720772041,0.269426180245327
16,1,27843,-0.0594824815372584,0.107071397600216,0.578877018901963
17,1,27848,-0.0594824815372584,0.107071397600216,0.578877018901963
18,1,28495,-0.0385440813920328,0.107100281372393,0.719146277353859
19,1,28975,-0.0591648367731739,0.106357284270645,0.578369290445329
20,1,29283,0.592381301868503,0.236362836176584,0.012651536537491
21,1,29752,-0.299638127052237,0.248095554414663,0.227950869809353
22,1,29787,0.674168779754515,0.671747115901739,0.316256479997816
23,1,30057,0.0441167927142132,0.218102377067945,0.839817786855778
24,1,30479,-0.965679375643851,0.637032594442842,0.130438914311484
25,1,30706,-0.0988509894421021,0.109762703323346,0.368421327862864
26,1,31435,-0.0840659623180512,0.106027610075585,0.428386943830418
27,1,35128,-0.0688236131430395,0.146222018263807,0.63816078150284
28,1,35129,-0.084725446207544,0.146573107829866,0.563604162929196
29,1,36146,-0.0257533587045976,0.10556586960223,0.807407122704106
30,1,37255,0.0917897076836844,0.213039646178847,0.666835027828798
31,1,37409,0.0529310737684039,0.106108202997154,0.618202427345473
32,1,37478,0.0254075159553571,0.106228235877593,0.81110593549516
33,1,39144,0.0641238666469647,0.105696969065303,0.544455595518545
34,1,41499,0.0611820671071668,0.105408436571474,0.561995980395684
35,1,45359,-0.100913341567531,0.177461481231096,0.569955764743257
36,1,45634,0.0336764737734572,0.163068472555576,0.836505853627575
37,1,51248,-0.0139787738792177,0.105904992445616,0.895064609022046
38,1,51462,-0.0214793621349219,0.106045055262016,0.839603933461481
39,1,52124,0.036885535489937,0.105889408132377,0.727792369891617
40,1,52667,0.0896260241305032,0.105630214733694,0.396740954528508
41,1,55470,0.0707771246394702,0.108550097942136,0.51481086001446
42,1,59265,0.0726130041140373,0.1056138423258,0.492198378032277
43,1,60165,0.103523989847296,0.105460826504258,0.326952222257439
44,1,62308,-0.0260176912235305,0.105479438200756,0.805313768080211
45,1,62869,-0.0241704869056178,0.105467433135867,0.81886571218095
