SNP,Chr,Pos,Effect,SE,RET2_EMP70_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
1,1,1025,0.146470884171292,0.0939215360256747,0.119773505786085
2,1,1035,0.147380167057832,0.0949520846765988,0.121521666357121
3,1,1074,0.179660230721785,0.16072476955039,0.264407050006999
4,1,1470,-0.209987479068833,0.160039372280746,0.190339355855248
5,1,1475,-0.061364893147152,0.118368628120205,0.604488712580842
6,1,1491,-0.075742495831145,0.103503218465759,0.464783019530893
7,1,21249,-0.18452938553621,0.594577145556077,0.756474938237137
8,1,27243,0.0392137960846175,0.0810968168887641,0.629010052593215
9,1,27272,-0.0294057238893213,0.0798900473265327,0.713036108126935
10,1,27498,-0.185472827220218,0.729612033261008,0.799483293047347
11,1,27561,-0.477669158547743,0.550664219391278,0.386289271422022
12,1,27816,0.0538749621567181,0.081485393648026,0.508940370262212
13,1,27822,0.0560381380936197,0.0813775621444828,0.491515353288567
14,1,27823,0.0612317736370971,0.0830456061029688,0.461413273223661
15,1,27825,0.0548573031343453,0.0813798413707257,0.500695535072874
16,1,27843,0.0977723885676403,0.07784103303281,0.209927764753588
17,1,27848,0.0977723885676403,0.07784103303281,0.209927764753588
18,1,28495,0.10542071485039,0.077814015506424,0.176354712599187
19,1,28975,0.0832466175384283,0.0773677886804551,0.282668582856528
20,1,29283,0.13737340247567,0.173515212030736,0.429062553123374
21,1,29752,-0.325988985136387,0.180229089011574,0.0713408951765568
22,1,29787,-0.0393347373899662,0.489930235949924,0.936054967506763
23,1,30057,0.345728877650487,0.157785023395995,0.0290948827651026
24,1,30479,-0.711528691634841,0.46391894518238,0.125990607443655
25,1,30706,0.106719131342568,0.0798307642062736,0.182143240405913
26,1,31435,0.0679849059083903,0.0772044877203843,0.379143061741387
27,1,35128,-0.0875680814653865,0.106425728837209,0.411171911326755
28,1,35129,-0.035981042144456,0.106783363776436,0.736352098220316
29,1,36146,0.0543466178802306,0.0768362740797509,0.479844142550036
30,1,37255,0.338754194106269,0.154147903212957,0.0286272320194484
31,1,37409,0.171505168079415,0.0767656151348657,0.0260994716575783
32,1,37478,0.165654707927143,0.0768688943931385,0.0318353278430987
33,1,39144,0.0710178374320465,0.0769270136344111,0.35654157080544
34,1,41499,0.142343220688048,0.076431616642363,0.0633829180707554
35,1,45359,-0.192325865332972,0.128899563469437,0.136576584152063
36,1,45634,-0.265444967813167,0.11792757295583,0.0250057079071308
37,1,51248,0.0952284662566108,0.0769664009372737,0.216808076924678
38,1,51462,0.0890510185092637,0.0770921387810597,0.248820751213788
39,1,52124,0.0819156961784545,0.0770097886747012,0.288189459412128
40,1,52667,0.0537513111076565,0.0769563339093844,0.485346271680755
41,1,55470,0.0229220567041032,0.0790958347633565,0.772138585415192
42,1,59265,0.0507852569885337,0.0769231670673212,0.509551192659923
43,1,60165,0.0706474856421857,0.0768205082706456,0.358387050254681
44,1,62308,0.0544202801166616,0.0767732723909571,0.47888909558803
45,1,62869,0.0404168043574377,0.0767881172495234,0.598981207755591
46,1,65431,0.0383547548414865,0.0802030244208635,0.632789082977509
47,1,65451,0.0616738465321332,0.0790232713414066,0.435648063776063
48,1,65719,0.0597014492455654,0.0824164595821068,0.469307729423457
49,1,66841,0.0452319476117508,0.0768167310536122,0.556352334746921
50,1,66948,0.0374739629407266,0.0773003840416997,0.628130496108403
51,1,68621,0.0476275835362947,0.0770749579108987,0.537014337234665
52,1,69417,-0.00334898237430464,0.0769122728780442,0.965293397866084
53,1,69820,-0.259705967299626,0.300643274840043,0.388265501684567
54,1,69821,0.106892650622508,0.186647871925226,0.56721454608828
55,1,70906,-0.164634098265136,0.123239789460743,0.182447696012149
56,1,74327,-0.0949268282976359,0.0771701197041215,0.219479457433068
57,1,74572,-0.0424463871508242,0.0770963531295574,0.582281625068063
58,1,75211,-0.0687108707452867,0.0769019382826913,0.372205239399314
59,1,76030,-0.0882926635868739,0.0768452908962175,0.25134771868971
60,1,80108,-0.178661074149377,0.0763809903023933,0.0198886468998287
61,1,81262,-0.221537212681043,0.0760326778862554,0.00379920428904798
62,1,81999,-0.180005286785189,0.0765320947432782,0.0192203478462765
63,1,82431,-0.151596453727336,0.0770733617738988,0.0499763548647303
64,1,83284,-0.168948694210939,0.0764032943257,0.0276571174287595
65,1,83613,-0.168623267564897,0.0763967953214745,0.0279427685616713
66,1,84112,-0.182414412377192,0.0763155299222534,0.0173599150206464
67,1,84701,-0.205824800042126,0.0816477051431547,0.012145838172627
68,1,84858,-0.190134000107696,0.0764811533838401,0.0133798654959724
69,1,85751,-0.151592870147558,0.0770435227809907,0.0498935763243162
70,1,87445,-0.160845630016528,0.0771551178655882,0.0378144216020174
71,1,87467,-0.170212370371962,0.0775073398798961,0.0287361659805503
72,1,89070,-0.145811333121782,0.0771572890275199,0.0596047297535823
73,1,89616,-0.140802705265417,0.0767645035723434,0.0674634617435878
74,1,89679,-0.182406715641699,0.0765258310834983,0.0176724746733495
75,1,89880,-0.187072127302087,0.0765136289857427,0.0149753983841226
